annex_code,scientific_name_original,scientific_name_corrected,page_number,corrected
hab_4,Leiostyla abbreviata,Leiostyla abbreviata,"",""
hab_4,Leiostyla cassida,Leiostyla cassida,"",""
hab_4,Leiostyla corneocostata,Leiostyla corneocostata,"",""
hab_4,Leiostyla gibba,Leiostyla gibba,"",""
hab_4,Leiostyla lamellosa,Leiostyla lamellosa,"",""
hab_4,Paladilhia hungarica,Paladilhia hungarica,"",""
hab_4,Patella ferruginea,Patella ferruginea,"",""
hab_4,Sadleriana pannonica,Sadleriana pannonica,"",""
hab_4,Theodoxus prevostianus,Theodoxus prevostianus,"",""
hab_4,Theodoxus transversalis,Theodoxus transversalis,"",""
hab_4,Lithophaga lithophaga,Lithophaga lithophaga,"",""
hab_4,Pinna nobilis,Pinna nobilis,"",""
hab_4,Margaritifera auricularia,Margaritifera auricularia,"",""
hab_4,Unio crassus,Unio crassus,"",""
hab_4,Congeria kusceri,Congeria kusceri,"",""
hab_4,Centrostephanus longispinus,Centrostephanus longispinus,"",""
hab_4,Asplenium hemionitis L.,Asplenium hemionitis L.,"",""
hab_4,Dracaena draco (L.) L.,Dracaena draco (L.) L.,"",""
hab_4,Narcissus longispathus Pugsley,Narcissus longispathus Pugsley,"",""
hab_4,Narcissus triandrus L.,Narcissus triandrus L.,"",""
hab_4,Berberis maderensis Lowe,Berberis maderensis Lowe,"",""
hab_4,Campanula morettiana Reichenb.,Campanula morettiana Reichenb.,"",""
hab_4,Physoplexis comosa (L.) Schur.,Physoplexis comosa (L.) Schur.,"",""
hab_4,Moehringia fontqueri Pau,Moehringia fontqueri Pau,"",""
hab_4,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,"",""
hab_4,Helichrysum sibthorpii Rouy,Helichrysum sibthorpii Rouy,"",""
hab_4,Picris willkommii (Schultz Bip.) Nyman,Picris willkommii (Schultz Bip.) Nyman,"",""
hab_4,Santolina elegans Boiss. ex DC.,Santolina elegans Boiss. ex DC.,"",""
hab_4,Senecio caespitosus Brot.,Senecio caespitosus Brot.,"",""
hab_4,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,"",""
hab_4,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,"",""
hab_4,Murbeckiella sousae Rothm.,Murbeckiella sousae Rothm.,"",""
hab_4,Euphorbia nevadensis Boiss. & Reuter,Euphorbia nevadensis Boiss. & Reuter,"",""
hab_4,Jankaea heldreichii (Boiss.) Boiss.,Jankaea heldreichii (Boiss.) Boiss.,"",""
hab_4,Ramonda serbica Pancic,Ramonda serbica Pancic,"",""
hab_4,Crocus etruscus Parl.,Crocus etruscus Parl.,"",""
hab_4,Iris boissieri Henriq.,Iris boissieri Henriq.,"",""
hab_4,Iris marisca Ricci & Colasante,Iris marisca Ricci & Colasante,"",""
hab_4,Rosmarinus tomentosus Huber-Morath & Maire,Rosmarinus tomentosus Huber-Morath & Maire,"",""
hab_4,Teucrium charidemi Sandwith,Teucrium charidemi Sandwith,"",""
hab_4,Thymus capitellatus Hoffmanns. & Link,Thymus capitellatus Hoffmanns. & Link,"",""
hab_4,Thymus villosus L. subsp. villosus L.,Thymus villosus L. subsp. villosus L.,"",""
hab_4,Androcymbium europaeum (Lange) K. Richter,Androcymbium europaeum (Lange) K. Richter,"",""
hab_4,Bellevalia hackelli Freyn,Bellevalia hackelli Freyn,"",""
hab_4,Colchicum corsicum Baker,Colchicum corsicum Baker,"",""
hab_4,Colchicum cousturieri Greuter,Colchicum cousturieri Greuter,"",""
hab_4,Fritillaria conica Rix,Fritillaria conica Boix,"",changed authorship
hab_4,Fritillaria drenovskii Degen & Stoy.,Fritillaria drenovskii Degen & Stoy.,"",""
hab_4,Fritillaria gussichiae (Degen & Doerfler) Rix,Fritillaria gussichiae (Degen & Doerfler) Rix,"",""
hab_4,Fritillaria obliqua Ker-Gawl.,Fritillaria obliqua Ker-Gawl.,"",""
hab_4,Fritillaria rhodocanakis Orph. ex Baker,Fritillaria rhodocanakis Orph. ex Baker,"",""
hab_4,Ornithogalum reverchonii Degen & Herv.-Bass.,Ornithogalum reverchonii Degen & Herv.-Bass.,"",""
hab_4,Scilla beirana Samp.,Scilla beirana Samp.,"",""
hab_4,Scilla odorata Link,Scilla odorata Link,"",""
hab_4,Ophrys argolica Fleischm.,Ophrys argolica Fleischm.,"",""
hab_4,Orchis scopulorum Simsmerh.,Orchis scopulorum Summerh.,"",changed authorship
hab_4,Spiranthes aestivalis (Poiret) L.C.M. Richard,Spiranthes aestivalis (Poiret) L.C.M. Richard,"",""
hab_4,Androsace cylindrica DC.,Androsace cylindrica DC.,"",""
hab_4,Primula glaucescens Moretti,Primula glaucescens Moretti,"",""
hab_4,Primula spectabilis Tratt.,Primula spectabilis Tratt.,"",""
hab_4,Aquilegia alpina L.,Aquilegia alpina L.,"",""
hab_4,Sideroxylon marmulano Banks ex Lowe,Sideroxylon marmulano Banks ex Lowe,"",""
hab_4,Saxifraga cintrana Kuzinsky ex Willk.,Saxifraga cintrana Kuzinsky ex Willk.,"",""
hab_4,Saxifraga portosanctana Boiss.,Saxifraga portosanctana Boiss.,"",""
hab_4,Saxifraga presolanensis Engl.,Saxifraga presolanensis Engl.,"",""
hab_4,Saxifraga valdensis DC.,Saxifraga valdensis DC.,"",""
hab_4,Saxifraga vayredana Luizet,Saxifraga vayredana Luizet,"",""
hab_4,Antirrhinum lopesianum Rothm.,Antirrhinum lopesianum Rothm.,"",""
hab_4,Lindernia procumbens (Krocker) Philcox,Lindernia procumbens (Krocker) Philcox,"",""
hab_4,Mandragora officinarum L.,Mandragora officinarum L.,"",""
hab_4,Thymelaea broterana P. Cout.,Thymelaea broteriana P. Cout.,"",added i
hab_4,Bunium brevifolium Lowe,Bunium brevifolium Lowe,"",""
hab_4,Viola athois W. Becker,Viola athois W. Becker,"",""
hab_4,Viola cazorlensis Gandoger,Viola cazorlensis Gandoger,"",""
hab_4,Asplenium jahandiezii (Litard.) Rouy,Asplenium jahandiezii (Litard.) Rouy,"",""
hab_4,Asplenium adulterinum Milde,Asplenium adulterinum Milde,"",""
hab_4,Woodwardia radicans (L.) Sm.,Woodwardia radicans (L.) Sm.,"",""
hab_4,Culcita macrocarpa C. Presl,Culcita macrocarpa C. Presl,"",""
hab_4,Diplazium sibiricum (Turcz. ex Kunze) Kurata,Diplazium sibiricum (Turcz. ex Kunze) Kurata,"",""
hab_4,Dryopteris corleyi Fraser-Jenk.,Dryopteris corleyi Fraser-Jenk.,"",""
hab_4,Dryopteris fragans (L.) Schott,Dryopteris fragans (L.) Schott,"",""
hab_4,Trichomanes speciosum Willd.,Trichomanes speciosum Willd.,"",""
hab_4,Isoetes boryana Durieu,Isoetes boryana Durieu,"",""
hab_4,Isoetes malinverniana Ces. & De Not.,Isoetes malinverniana Ces. & De Not.,"",""
hab_4,Marsilea batardae Launert,Marsilea batardae Launert,"",""
hab_4,Marsilea quadrifolia L.,Marsilea quadrifolia L.,"",""
hab_4,Marsilea strigosa Willd.,Marsilea strigosa Willd.,"",""
hab_4,Botrychium simplex Hitchc.,Botrychium simplex Hitchc.,"",""
hab_4,Ophioglossum polyphyllum A. Braun,Ophioglossum polyphyllum A. Braun,"",""
hab_4,Abies nebrodensis (Lojac.) Mattei,Abies nebrodensis (Lojac.) Mattei,"",""
hab_4,Alisma wahlenbergii (Holmberg) Juz.,Alisma wahlenbergii (Holmberg) Juz.,"",""
hab_4,Caldesia parnassifolia (L.) Parl.,Caldesia parnassifolia (L.) Parl.,"",""
hab_4,Luronium natans (L.) Raf.,Luronium natans (L.) Raf.,"",""
hab_4,Leucojum nicaeense Ard.,Leucojum nicaeense Ardonio,"",completed authorship
hab_4,Narcissus asturiensis (Jordan) Pugsley,Narcissus asturiensis (Jordan) Pugsley,"",""
hab_4,Narcissus calcicola MendonÃ§a,Narcissus calcicola MendonÃ§a,"",""
hab_4,Narcissus cyclamineus DC.,Narcissus cyclamineus DC.,"",""
hab_4,Narcissus fernandesii G. Pedro,Narcissus fernandesii G. Pedro,"",""
hab_4,Narcissus humilis (Cav.) Traub,Narcissus humilis (Cav.) Traub,"",""
hab_4,Narcissus nevadensis Pugsley,Narcissus nevadensis Pugsley,"",""
hab_4,Narcissus pseudonarcissus L. subsp. nobilis (Haw.) A. Fernandes,Narcissus pseudonarcissus L. subsp. nobilis (Haw.) A. Fernandes,"",""
hab_4,Narcissus scaberulus Henriq.,Narcissus scaberulus Henriq.,"",""
hab_4,Narcissus triandrus L. subsp. capax (Salisb.) D. A. Webb.,Narcissus triandrus L. subsp. capax (Salisb.) D. A. Webb.,"",""
hab_4,Narcissus viridiflorus Schousboe,Narcissus viridiflorus Schousboe,"",""
hab_4,Vincetoxicum pannonicum (Borhidi) Holub,Vincetoxicum pannonicum (Borhidi) Holub,"",""
hab_4,Anchusa crispa Viv.,Anchusa crispa Viv.,"",""
hab_4,Echium russicum J.F.Gemlin,Echium russicum J.F.Gmelin,"",corrected authorship
hab_4,Lithodora nitida (H. Ern) R. Fernandes,Lithodora nitida (H. Ern) R. Fernandes,"",""
hab_4,Myosotis lusitanica Schuster,Myosotis lusitanica Schuster,"",""
hab_4,Myosotis rehsteineri Wartm.,Myosotis rehsteineri Wartm.,"",""
hab_4,Myosotis retusifolia R. Afonso,Myosotis retusifolia R. Afonso,"",""
hab_4,Omphalodes kuzinskyanae Willk.,Omphalodes kuzinskyanae Willk.,"",""
hab_4,Omphalodes littoralis Lehm.,Omphalodes littoralis Lehm.,"",""
hab_4,Onosma tornensis Javorka,Onosma tornensis Javorka,"",""
hab_4,Solenanthus albanicus (Degen & al.) Degen & Baldacci,Solenanthus albanicus (Degen & al.) Degen & Baldacci,"",""
hab_4,Symphytum cycladense Pawl.,Symphytum cycladense Pawl.,"",""
hab_4,Adenophora lilifolia (L.) Ledeb.,Adenophora lilifolia (L.) Ledeb.,"",""
hab_4,Asyneuma giganteum (Boiss.) Bornm.,Asyneuma giganteum (Boiss.) Bornm.,"",""
hab_4,Campanula bohemica Hruby,Campanula bohemica Hruby,"",""
hab_4,Campanula gelida Kovanda,Campanula gelida Kovanda,"",""
hab_4,Campanula romanica SÄƒvul.,Campanula romanica SÄƒvul.,"",""
hab_4,Campanula sabatia De Not.,Campanula sabatia De Not.,"",""
hab_4,Campanula serrata (Kit.) Hendrych,Campanula serrata (Kit.) Hendrych,"",""
hab_4,Campanula zoysii Wulfen,Campanula zoysii Wulfen,"",""
hab_4,Jasione crispa (Pourret) Samp. subsp. serpentinica Pinto da Silva,Jasione crispa (Pourret) Samp. subsp. serpentinica Pinto da Silva,"",""
hab_4,Jasione lusitanica A. DC.,Jasione lusitanica A. DC.,"",""
hab_4,Arenaria ciliata L. subsp. pseudofrigida Ostenf. & O.C. Dahl,Arenaria ciliata L. subsp. pseudofrigida Ostenf. & O.C. Dahl,"",""
hab_4,Arenaria humifusa Wahlenberg,Arenaria humifusa Wahlenberg,"",""
hab_4,Arenaria nevadensis Boiss. & Reuter,Arenaria nevadensis Boiss. & Reuter,"",""
hab_4,Arenaria provincialis Chater & Halliday,Arenaria provincialis Chater & Halliday,"",""
hab_4,Cerastium alsinifolium Tausch Cerastium dinaricum G. Beck & Szysz.,Cerastium alsinifolium Tausch Cerastium dinaricum G. Beck & Szysz.,"",""
hab_4,Dianthus arenarius L. subsp. arenarius,Dianthus arenarius L. subsp. arenarius,"",""
hab_4,Dianthus arenarius subsp. bohemicus (Novak) O. Schwarz,Dianthus arenarius subsp. bohemicus (Novak) O. Schwarz,"",""
hab_4,Dianthus cintranus Boiss. & Reuter subsp. cintranus Boiss. & Reuter,Dianthus cintranus Boiss. & Reuter subsp. cintranus Boiss. & Reuter,"",""
hab_4,Dianthus diutinus Kit.,Dianthus diutinus Kit.,"",""
hab_4,Dianthus lumnitzeri Wiesb.,Dianthus lumnitzeri Wiesb.,"",""
hab_4,Dianthus marizii (Samp.) Samp.,Dianthus marizii (Samp.) Samp.,"",""
hab_4,Dianthus moravicus Kovanda,Dianthus moravicus Kovanda,"",""
hab_4,Dianthus nitidus Waldst. et Kit.,Dianthus nitidus Waldst. et Kit.,"",""
hab_4,Dianthus plumarius subsp. regis-stephani (Rapcs.) Baksay,Dianthus plumarius subsp. regis-stephani (Rapcs.) Baksay,"",""
hab_4,Dianthus rupicola Biv.,Dianthus rupicola Biv.,"",""
hab_4,Gypsophila papillosa P. Porta,Gypsophila papillosa P. Porta,"",""
hab_4,Herniaria algarvica Chaudhri,Herniaria algarvica Chaudhri,"",""
hab_4,Herniaria latifolia Lapeyr. subsp. litardierei Gamis,Herniaria latifolia Lapeyr. subsp. litardierei Gamis,"",""
hab_4,Herniaria lusitanica (Chaudhri) subsp. berlengiana Chaudhri,Herniaria lusitanica (Chaudhri) subsp. berlengiana Chaudhri,"",""
hab_4,Herniaria maritima Link,Herniaria maritima Link,"",""
hab_4,Minuartia smejkalii Dvorakova,Minuartia smejkalii Dvorakova,"",""
hab_4,Moehringia jankae Griseb. ex Janka,Moehringia jankae Griseb. ex Janka,"",""
hab_4,Moehringia lateriflora (L.) Fenzl.,Moehringia lateriflora (L.) Fenzl.,"",""
hab_4,Moehringia tommasinii Marches.,Moehringia tommasinii Marches.,"",""
hab_4,Moehringia villosa (Wulfen) Fenzl,Moehringia villosa (Wulfen) Fenzl,"",""
hab_4,Petrocoptis grandiflora Rothm.,Petrocoptis grandiflora Rothm.,"",""
hab_4,Petrocoptis montsicciana O. Bolos & Rivas Mart.,Petrocoptis montsicciana O. Bolos & Rivas Mart.,"",""
hab_4,Petrocoptis pseudoviscosa FernÃ¡ndez Casas,Petrocoptis pseudoviscosa FernÃ¡ndez Casas,"",""
hab_4,Silene furcata Rafin. subsp. angustiflora (Rupr.) Walters,Silene furcata Rafin. subsp. angustiflora (Rupr.) Walters,"",""
hab_4,Silene hicesiae Brullo & Signorello,Silene hicesiae Brullo & Signorello,"",""
hab_4,Silene hifacensis Rouy ex Willk.,Silene hifacensis Rouy ex Willk.,"",""
hab_4,Silene holzmanii Heldr. ex Boiss.,Silene holzmanii Heldr. ex Boiss.,"",""
hab_4,Silene longicilia (Brot.) Otth.,Silene longicilia (Brot.) Otth.,"",""
hab_4,Silene mariana Pau,Silene mariana Pau,"",""
hab_4,Silene orphanidis Boiss,Silene orphanidis Boiss,"",""
hab_4,Silene rothmaleri Pinto da Silva,Silene rothmaleri Pinto da Silva,"",""
hab_4,Silene velutina Pourret ex Loisel.,Silene velutina Pourret ex Loisel.,"",""
hab_4,Bassia (Kochia) saxicola (Guss.) A. J. Scott,Bassia (Kochia) saxicola (Guss.) A. J. Scott,"",""
hab_4,Cremnophyton lanfrancoi Brullo et Pavone,Cremnophyton lanfrancoi Brullo et Pavone,"",""
hab_4,Salicornia veneta Pignatti & Lausi,Salicornia veneta Pignatti & Lausi,"",""
hab_4,Cistus palhinhae Ingram,Cistus palhinhae Ingram,"",""
hab_4,Halimium verticillatum (Brot.) Sennen,Halimium verticillatum (Brot.) Sennen,"",""
hab_4,Helianthemum alypoides Losa & Rivas Goday,Helianthemum alypoides Losa & Rivas Goday,"",""
hab_4,Helianthemum caput-felis Boiss.,Helianthemum caput-felis Boiss.,"",""
hab_4,Tuberaria major (Willk.) Pinto da Silva & Rozeira,Tuberaria major (Willk.) Pinto da Silva & Rozeira,"",""
hab_4,Anthemis glaberrima (Rech. f.) Greuter,Anthemis glaberrima (Rech. f.) Greuter,"",""
hab_4,Artemisia campestris L. subsp. bottnica A.N. LundstrÃ¶m ex Kindb.,Artemisia campestris L. subsp. bottnica A.N. LundstrÃ¶m ex Kindb.,"",""
hab_4,Artemisia granatensis Boiss.,Artemisia granatensis Boiss.,"",""
hab_4,Artemisia laciniata Willd.,Artemisia laciniata Willd.,"",""
hab_4,Artemisia oelandica (Besser) Komaror,Artemisia oelandica (Besser) Komaror,"",""
hab_4,Artemisia pancicii (Janka) Ronn.,Artemisia pancicii (Janka) Ronn.,"",""
hab_4,Aster pyrenaeus Desf. ex DC,Aster pyrenaeus Desf. ex DC,"",""
hab_4,Aster sorrentinii (Tod) Lojac.,Aster sorrentinii (Tod) Lojac.,"",""
hab_4,Carlina onopordifolia Besser,Carlina onopordifolia Besser,"",""
hab_4,Carduus myriacanthus Salzm. ex DC.,Carduus myriacanthus Salzm. ex DC.,"",""
hab_4,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal,"",""
hab_4,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler,"",""
hab_4,Centaurea akamantis T. Georgiadis & G. Chatzikyriakou,Centaurea akamantis T. Georgiadis & G. Chatzikyriakou,"",""
hab_4,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,"",""
hab_4,Centaurea balearica J.D. Rodriguez,Centaurea balearica J.J. Rodriguez,"",corrected authoship
hab_4,Centaurea borjae Valdes-Berm. & Rivas Goday,Centaurea borjae Valdes-Berm. & Rivas Goday,"",""
hab_4,Centaurea citricolor Font Quer,Centaurea citricolor Font Quer,"",""
hab_4,Centaurea corymbosa Pourret,Centaurea corymbosa Pourret,"",""
hab_4,Centaurea gadorensis G. Blanca,Centaurea gadorensis G. Blanca,"",""
hab_4,Centaurea horrida Badaro,Centaurea horrida Badaro,"",""
hab_4,Centaurea immanuelis-loewii Degen,Centaurea immanuelis-loewii Degen,"",""
hab_4,Centaurea jankae Brandza,Centaurea jankae Brandza,"",""
hab_4,Centaurea kalambakensis Freyn & Sint.,Centaurea kalambakensis Freyn & Sint.,"",""
hab_4,Centaurea kartschiana Scop.,Centaurea kartschiana Scop.,"",""
hab_4,Centaurea lactiflora Halacsy,Centaurea lactiflora Halacsy,"",""
hab_4,Centaurea micrantha Hoffmanns. & Link subsp. herminii (Rouy) DostÃ¡l,Centaurea micrantha Hoffmanns. & Link subsp. herminii (Rouy) DostÃ¡l,"",""
hab_4,Centaurea niederi Heldr.,Centaurea niederi Heldr.,"",""
hab_4,Centaurea peucedanifolia Boiss. & Orph.,Centaurea peucedanifolia Boiss. & Orph.,"",""
hab_4,Centaurea pinnata Pau,Centaurea pinnata Pau,"",""
hab_4,Centaurea pontica Prodan & E.I. NyÃ¡rÃ¡dy,Centaurea pontica Prodan & E.I. NyÃ¡rÃ¡dy,"",""
hab_4,Centaurea pulvinata (G. Blanca) G. Blanca,Centaurea pulvinata (G. Blanca) G. Blanca,"",""
hab_4,Centaurea rothmalerana (ArÃ¨nes) DostÃ¡l,Centaurea rothmalerana (ArÃ¨nes) DostÃ¡l,"",""
hab_4,Centaurea vicentina Mariz,Centaurea vicentina Mariz,"",""
hab_4,Cirsium brachycephalum Juratzka,Cirsium brachycephalum Juratzka,"",""
hab_4,Crepis crocifolia Boiss. & Heldr.,Crepis crocifolia Boiss. & Heldr.,"",""
hab_4,Crepis granatensis (Willk.) B. Blanca & M. Cueto,Crepis granatensis (Willk.) B. Blanca & M. Cueto,"",""
hab_4,Crepis pusilla (Sommier) MerxmÃ¼ller,Crepis pusilla (Sommier) MerxmÃ¼ller,"",""
hab_4,Crepis tectorum L. subsp. nigrescens,Crepis tectorum L. subsp. nigrescens,"",""
hab_4,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,"",""
hab_4,Helichrysum melitense (Pignatti) Brullo et al,Helichrysum melitense (Pignatti) Brullo et al,"",""
hab_4,Hymenostemma pseudanthemis (Kunze) Willd.,Hymenostemma pseudanthemis (Kunze) Willd.,"",""
hab_4,Hyoseris frutescens Brullo et Pavone,Hyoseris frutescens Brullo et Pavone,"",""
hab_4,Jurinea cyanoides (L.) Reichenb.,Jurinea cyanoides (L.) Reichenb.,"",""
hab_4,Jurinea fontqueri Cuatrec.,Jurinea fontqueri Cuatrec.,"",""
hab_4,Lamyropsis microcephala (Moris) Dittrich & Greuter,Lamyropsis microcephala (Moris) Dittrich & Greuter,"",""
hab_4,Leontodon microcephalus (Boiss. ex DC.) Boiss.,Leontodon microcephalus (Boiss. ex DC.) Boiss.,"",""
hab_4,Leontodon boryi Boiss.,Leontodon boryi Boiss.,"",""
hab_4,Leontodon siculus (Guss.) Finch & Sell,Leontodon siculus (Guss.) Finch & Sell,"",""
hab_4,Leuzea longifolia Hoffmanns. & Link,Leuzea longifolia Hoffmanns. & Link,"",""
hab_4,Ligularia sibirica (L.) Cass.,Ligularia sibirica (L.) Cass.,"",""
hab_4,Palaeocyanus crassifolius (Bertoloni) Dostal,Palaeocyanus crassifolius (Bertoloni) Dostal,"",""
hab_4,Santolina impressa Hoffmanns. & Link,Santolina impressa Hoffmanns. & Link,"",""
hab_4,Santolina semidentata Hoffmanns. & Link,Santolina semidentata Hoffmanns. & Link,"",""
hab_4,Saussurea alpina subsp. esthonica (Baer ex Rupr) Kupffer,Saussurea alpina subsp. esthonica (Baer ex Rupr) Kupffer,"",""
hab_4,Senecio elodes Boiss. ex DC.,Senecio elodes Boiss. ex DC.,"",""
hab_4,Senecio jacobea L. subsp. gotlandicus (Neuman) Sterner,Senecio jacobea L. subsp. gotlandicus (Neuman) Sterner,"",""
hab_4,Senecio nevadensis Boiss. & Reuter,Senecio nevadensis Boiss. & Reuter,"",""
hab_4,Serratula lycopifolia (Vill.) A. Kern,Serratula lycopifolia (Vill.) A. Kern,"",""
hab_4,Tephroseris longifolia (Jacq.) Griseb et Schenk subsp. moravica,Tephroseris longifolia (Jacq.) Griseb et Schenk subsp. moravica,"",""
hab_4,Convolvulus argyrothamnus Greuter,Convolvulus argyrothamnus Greuter,"",""
hab_4,Convolvulus fernandesii Pinto da Silva & Teles,Convolvulus fernandesii Pinto da Silva & Teles,"",""
hab_4,Alyssum pyrenaicum Lapeyr.,Alyssum pyrenaicum Lapeyr.,"",""
hab_4,Arabis kennedyae Meikle,Arabis kennedyae Meikle,"",""
hab_4,Arabis sadina (Samp.) P. Cout.,Arabis sadina (Samp.) P. Cout.,"",""
hab_4,Arabis scopoliana Boiss,Arabis scopoliana Boiss,"",""
hab_4,Biscutella neustriaca Bonnet,Biscutella neustriaca Bonnet,"",""
hab_4,Biscutella vincentina (Samp.) Rothm.,Biscutella vincentina (Samp.) Rothm.,"",""
hab_4,Boleum asperum (Pers.) Desvaux,Boleum asperum (Pers.) Desvaux,"",""
hab_4,Brassica glabrescens Poldini,Brassica glabrescens Poldini,"",""
hab_4,Brassica hilarionis Post,Brassica hilarionis Post,"",""
hab_4,Brassica insularis Moris,Brassica insularis Moris,"",""
hab_4,Brassica macrocarpa Guss.,Brassica macrocarpa Guss.,"",""
hab_4,Braya linearis Rouy,Braya linearis Rouy,"",""
hab_4,Cochlearia polonica E. FrÃ¶hlich,Cochlearia polonica E. FrÃ¶hlich,"",""
hab_4,Cochlearia tatrae Borbas,Cochlearia tatrae Borbas,"",""
hab_4,Coincya rupestris Rouy,Coincya rupestris Rouy,"",""
hab_4,Coronopus navasii Pau,Coronopus navasii Pau,"",""
hab_4,Crambe tataria Sebeok,Crambe tataria Sebeok,"",""
hab_4,Degenia velebitica (Degen) Hayek,Degenia velebitica (Degen) Hayek,"",""
hab_4,Diplotaxis ibicensis (Pau) GÃ³mez-Campo,Diplotaxis ibicensis (Pau) GÃ³mez-Campo,"",""
hab_4,Diplotaxis siettiana Maire,Diplotaxis siettiana Maire,"",""
hab_4,Diplotaxis vicentina (P. Cout.) Rothm.,Diplotaxis vicentina (P. Cout.) Rothm.,"",""
hab_4,Draba cacuminum Elis Ekman,Draba cacuminum Elis Ekman,"",""
hab_4,Draba cinerea Adams,Draba cinerea Adams,"",""
hab_4,Draba dorneri Heuffel.,Draba dorneri Heuffel.,"",""
hab_4,Erucastrum palustre (Pirona) Vis.,Erucastrum palustre (Pirona) Vis.,"",""
hab_4,Erysimum pieninicum (Zapal.) Pawl.,Erysimum pieninicum (Zapal.) Pawl.,"",""
hab_4,Iberis arbuscula Runemark,Iberis arbuscula Runemark,"",""
hab_4,Iberis procumbens Lange subsp. microcarpa Franco & Pinto da Silva,Iberis procumbens Lange subsp. microcarpa Franco & Pinto da Silva,"",""
hab_4,Jonopsidium acaule (Desf.) Reichenb.,Jonopsidium acaule (Desf.) Reichenb.,"",""
hab_4,Jonopsidium savianum (Caruel) Ball ex Arcang.,Jonopsidium savianum (Caruel) Ball ex Arcang.,"",""
hab_4,Rhynchosinapis erucastrum (L.) Dandy ex Clapham subsp. cintrana (Coutinho) Franco & P. Silva (Coincya cintrana (P. Cout.) Pinto da Silva),Rhynchosinapis erucastrum (L.) Dandy ex Clapham subsp. cintrana (Coutinho) Franco & P. Silva (Coincya cintrana (P. Cout.) Pinto da Silva),"",""
hab_4,Sisymbrium cavanillesianum ValdÃ©s & Castroviejo,Sisymbrium cavanillesianum ValdÃ©s & Castroviejo,"",""
hab_4,Sisymbrium supinum L.,Sisymbrium supinum L.,"",""
hab_4,Thlaspi jankae A. Kern.,Thlaspi jankae A. Kern.,"",""
hab_4,Carex holostoma Drejer,Carex holostoma Drejer,"",""
hab_4,Carex panormitana Guss.,Carex panormitana Guss.,"",""
hab_4,Eleocharis carniolica Koch,Eleocharis carniolica Koch,"",""
hab_4,Borderea chouardii (Gaussen) Heslot,Borderea chouardii (Gaussen) Heslot,"",""
hab_4,Aldrovanda vesiculosa L.,Aldrovanda vesiculosa L.,"",""
hab_4,Elatine gussonei (Sommier) Brullo et al,Elatine gussonei (Sommier) Brullo et al,"",""
hab_4,Rhododendron luteum Sweet,Rhododendron luteum Sweet,"",""
hab_4,Euphorbia margalidiana Kuhbier & Lewejohann,Euphorbia margalidiana Kuhbier & Lewejohann,"",""
hab_4,Euphorbia transtagana Boiss.,Euphorbia transtagana Boiss.,"",""
hab_4,Centaurium rigualii Esteve,Centaurium rigualii Esteve,"",""
hab_4,Centaurium somedanum Lainz,Centaurium somedanum Lainz,"",""
hab_4,Gentiana ligustica R. de Vilm. & Chopinet,Gentiana ligustica R. de Vilm. & Chopinet,"",""
hab_4,Gentianella anglica (Pugsley) E.F. Warburg,Gentianella anglica (Pugsley) E.F. Warburg,"",""
hab_4,Gentianella bohemica Skalicky,Gentianella bohemica Skalicky,"",""
hab_4,Erodium astragaloides Boiss. & Reuter,Erodium astragaloides Boiss. & Reuter,"",""
hab_4,Erodium paularense FernÃ¡ndez-GonzÃ¡lez & Izco,Erodium paularense FernÃ¡ndez-GonzÃ¡lez & Izco,"",""
hab_4,Erodium rupicola Boiss.,Erodium rupicola Boiss.,"",""
hab_4,Globularia stygia Orph. ex Boiss.,Globularia stygia Orph. ex Boiss.,"",""
hab_4,Arctagrostis latifolia (R. Br.) Griseb.,Arctagrostis latifolia (R. Br.) Griseb.,"",""
hab_4,Arctophila fulva (Trin.) N.J. Anderson,Arctophila fulva (Trin.) N.J. Anderson,"",""
hab_4,Avenula hackelii (Henriq.) Holub,Avenula hackelii (Henriq.) Holub,"",""
hab_4,Bromus grossus Desf. ex DC.,Bromus grossus Desf. ex DC.,"",""
hab_4,Calamagrostis chalybaea (Laest.) Fries,Calamagrostis chalybaea (Laest.) Fries,"",""
hab_4,Cinna latifolia (Trev.) Griseb.,Cinna latifolia (Trev.) Griseb.,"",""
hab_4,Coleanthus subtilis (Tratt.) Seidl,Coleanthus subtilis (Tratt.) Seidl,"",""
hab_4,Festuca brigantina (Markgr.-Dannenb.) Markgr.-Dannenb.,Festuca brigantina (Markgr.-Dannenb.) Markgr.-Dannenb.,"",""
