annex_code,scientific_name_original,scientific_name_corrected,page_number,corrected
bxl_2.5,Gobio albipinnatus,Gobio albipinnatus,81,""
bxl_2.5,Gobio kessleri,Gobio kessleri,82,""
bxl_2.5,Gobio uranoscopus,Gobio uranoscopus,82,""
bxl_2.5,Leucaspius delineatus,Leucaspius delineatus,82,""
bxl_2.5,Leucaspius stymphalicus,Leucaspius stymphalicus,82,""
bxl_2.5,Leuciscus illyricus,Leuciscus illyricus,82,""
bxl_2.5,Leuciscus lucumotis,Leuciscus lucumonis,82,changed t to m
bxl_2.5,Leuciscus microlepis,Leuciscus microlepis,82,classified in two different genera on GBIF
bxl_2.5,Leuciscus polylepis,Leuciscus polylepis,82,""
bxl_2.5,Leuciscus pyrenaicus,Leuciscus pyrenaicus,82,""
bxl_2.5,Leuciscus soufia,Leuciscus soufia,82,""
bxl_2.5,Leuciscus svallize,Leuciscus svallize,82,""
bxl_2.5,Leuciscus turskyi,Leuciscus turskyi,82,""
bxl_2.5,Leuciscus ukliva,Leuciscus ukliva,82,""
bxl_2.5,Pachychilon pictum,Pachychilon pictum,82,""
bxl_2.5,Pelecus cultratus,Pelecus cultratus,82,""
bxl_2.5,Phoxinellus adspersus,Phoxinellus adspersus,82,""
bxl_2.5,Phoxinellus hispanicus,Phoxinellus hispanicus,82,""
bxl_2.5,Pseudophoxinus marathonicus,Pseudophoxinus marathonicus,82,""
bxl_2.5,Pseudophoxinus stymphalicus,Pseudophoxinus stymphalicus,82,""
bxl_2.5,Rutilus alburnoides,Rutilus alburnoides,82,""
bxl_2.5,Rutilus arcasi,Rutilus arcasi,82,""
bxl_2.5,Rutilus frisii,Rutilus frisii,82,""
bxl_2.5,Rutilus friesii meidingeri,Rutilus frisii meidingeri,82,removed extra e
bxl_2.5,Rutilus graecus,Rutilus graecus,82,""
bxl_2.5,Rutilus lemmingii,Rutilus lemmingii,82,""
bxl_2.5,Rutilus macedonicus,Rutilus macedonicus,82,""
bxl_2.5,Rutilus macrolepidotus,Rutilus macrolepidotus,82,""
bxl_2.5,Rutilus pigus,Rutilus pigus,82,""
bxl_2.5,Rutilus racovitzai,Rutilus racovitzai,82,""
bxl_2.5,Rutilus rubilio,Rutilus rubilio,82,""
bxl_2.5,Cobitis elongata,Cobitis elongata,82,""
bxl_2.5,Cobitis hassi,Cobitis hassi,82,""
bxl_2.5,Cobitis larvata,Cobitis larvata,82,""
bxl_2.5,Cobitis paludicola,Cobitis paludica,82,changed from subspecies to species
bxl_2.5,Cobitis taenia,Cobitis taenia,82,""
bxl_2.5,Cobitis trichonica,Cobitis trichonica,82,""
bxl_2.5,Misgurnis fossilis,Misgurnus fossilis,82,changed i to e
bxl_2.5,Sabanejewia aurata,Sabanejewia aurata,82,""
bxl_2.5,Sabanejewia calderoni,Sabanejewia calderoni,82,""
bxl_2.5,Syngnathus abaster,Syngnathus abaster,82,""
bxl_2.5,Syngnathus nigrolineatus,Syngnathus nigrolineatus,82,""
bxl_2.5,Pungitius hellenicus,Pungitius hellenicus,82,""
bxl_2.5,Tuntitius platygaster,Pungitius platygaster,82,changed p to t
bxl_2.5,Raja alba (Med.),Raja alba,82,removed (Med.)
bxl_2.5,Blennius fluviatilis,Blennius fluviatilis,82,""
bxl_2.5,Gobius fluviatilis,Gobius fluviatilis,82,different authorships in GBIF
bxl_2.5,Gobius kessleri,Gobius kessleri,82,""
bxl_2.5,Gobius nigricans,Gobius nigricans,83,""
bxl_2.5,Gobius ophiocephalus,Gobius ophiocephalus,83,""
bxl_2.5,Gobius syrman,Gobius syrman,83,""
bxl_2.5,Gobius thressalus,Gobius thessalus,83,added r
bxl_2.5,Padogobius martensi,Padogobius martensi,83,""
bxl_2.5,Padogobius panizzai,Padogobius panizzai,83,""
bxl_2.5,Pomatoschistus canestrini,Pomatoschistus canestrini,83,""
bxl_2.5,Pomatoschistus microps,Pomatoschistus microps,83,""
bxl_2.5,Pomatoschistus minutus,Pomatoschistus minutus,83,""
bxl_2.5,Proterorhinus marmoratus,Proterorhinus marmoratus,83,""
bxl_2.5,Gymnocephalus schraetzer,Gymnocephalus schraetzer,83,""
bxl_2.5,Stizostedion volgense,Stizostedion volgense,83,""
bxl_2.5,Zingel streber,Zingel streber,83,""
bxl_2.5,Zingel zingel,Zingel zingel,83,""
bxl_2.5,Epinephelus marginatus (Med. ),Epinephelus marginatus,83,removed (Med.)
bxl_2.5,Scizna umbra (Med.),Scizna umbra,83,removed (Med.)
bxl_2.5,Umbrina cirrosa (Med.),Umbrina cirrosa,83,removed (Med.)
bxl_2.5,Eudontomyzon hellenicum,Eudontomyzon hellenicum,83,""
bxl_2.5,Eudontomyzon mariae,Eudontomyzon mariae,83,""
bxl_2.5,Eudontomyzon vladykovi,Eudontomyzon vladykovi,83,""
bxl_2.5,Lampetra fluviatilis,Lampetra fluviatilis,83,""
bxl_2.5,Lampetra planeri,Lampetra planeri,83,""
bxl_2.5,Lampetra zanandreai,Lampetra zanandreai,83,""
bxl_2.5,Lethenteron zanandrai,Lethenteron zanandreai,83,added e
bxl_2.5,Petromyzon marinus,Petromyzon marinus,83,""
bxl_2.5,Isurus oxyrinchus (Med.),Isurus oxyrinchus,83,removed (Med.)
bxl_2.5,Lamna nasus (Med.),Lamna nasus,83,removed (Med.)
bxl_2.5,Prionace glauca (Med.),Prionace glauca,83,removed (Med.)
bxl_2.5,Squatina squatina (Med.),Squatina squatina,83,removed (Med.)
bxl_2.5,Alle europese soorten van Coregonus,Alle europese soorten van Coregonus,83,""
bxl_2.5,Thymallus thymallus,Thymallus thymallus,83,""
bxl_2.5,"Alle europese soorten van Coregonus, behalve Coregonus oxyrhyn","Alle europese soorten van Coregonus, behalve Coregonus oxyrhyn",83,""
bxl_2.5,Hucho hucho,Hucho hucho,83,""
bxl_2.5,Salmo salar (alleen in zoet water),Salmo salar,83,"removed ""alleen in zoetwater"""
bxl_2.5,Thymallus thymallus,Thymallus thymallus,84,""
bxl_2.5,Cottus poecilopus,Cottus poecilopus,84,""
bxl_2.5,Myoxocephalus quadricornis,Myoxocephalus quadricornis,84,""
bxl_2.5,Silurus aristotelis,Silurus aristotelis,84,""
bxl_2.5,Siluris glanis,Siluris glanis,84,""
bxl_2.5,Hirudo medicinalis,Hirudo medicinalis,84,""
bxl_2.5,Astacus astacus,Astacus astacus,84,""
bxl_2.5,Austropotamobius pallipes,Austropotamobius pallipes,84,""
bxl_2.5,Austropotamobius torrentium,Austropotamobius torrentium,84,""
bxl_2.5,Maja squinado (Med.),Maja squinado,84,removed (Med.)
bxl_2.5,Homarus gammarus (Med.),Homarus gammarus,84,removed (Med.)
bxl_2.5,Palinurus elephas (Med.),Palinurus elephas,84,removed (Med.)
bxl_2.5,Â§Scyllarides latus,Scyllarides latus,84,""
bxl_2.5,Scyllarides pigmaeus (Med.),Scyllarides pigmaeus,84,removed (Med.)
bxl_2.5,Scyllarides arctus (Med.),Scyllarides arctus,84,removed (Med.)
bxl_2.5,Graellsia isabellae,Graellsia isabellae,84,""
bxl_2.5,Corallium rubrum,Corallium rubrum,84,""
bxl_2.5,Antipathes sp. plur. (Med.),Antipathes sp. plur.,85,removed (Med.)
bxl_2.5,Paracentrotus lividus (Med.),Paracentrotus lividus,85,removed (Med.)
bxl_2.5,Hippospongia communis (Med. ),Hippospongia communis,85,removed (Med.)
bxl_2.5,Spongia agaricina (Med.),Spongia agaricina,85,removed (Med.)
bxl_2.5,Spongia officinalis (Med.),Spongia officinalis,85,removed (Med.)
bxl_2.5,Spongia zimocca (Med),Spongia zimocca,85,removed (Med.)
bxl_2.5,Helix pomatia,Helix pomatia,85,""
bxl_2.5,Margaritifera margaritifera,Margaritifera margaritifera,85,""
bxl_2.5,Microcondylaea compressa,Microcondylaea compressa,85,""
bxl_2.5,Unio elongatulus,Unio elongatulus,85,""
bxl_2.5,Lithothamnium coralloides Crouan frat.,Lithothamnium corallioides,85,"removed authorship, removed h"
bxl_2.5,Phymatholithon calcareum (Poll.) Adey & McKibbin,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,85,removed h
bxl_2.5,Alle inheemse lichenen,Alle inheemse lichenen,85,""
bxl_2.5,Cladonia L. subgenus Cladina (Nyl.) Vain.,Cladonia L. subgenus Cladina (Nyl.) Vain.,85,""
bxl_2.5,Leucobryum glaucum (Hedw.) Angstr.,Leucobryum glaucum (Hedw.) Angstr.,85,""
bxl_2.5,Alle europese Sphagnum-soorten,Alle europese Sphagnum-soorten,86,""
bxl_2.5,Alle inheemse macrofunghi soorten,Alle inheemse macrofunghi soorten,86,""
bxl_2.5,Alle europese Lycopodium soorten,Alle europese Lycopodium soorten,86,""
bxl_2.5,Galanthus nivalis L.,Galanthus nivalis L.,86,""
bxl_2.5,Narcissus bulbocodium L.,Narcissus bulbocodium L.,86,""
bxl_2.5,Narcissus juncifolius Lagasca,Narcissus juncifolius,86,removed authorship for better match
bxl_2.5,Alle Salicornia soorten waarvan het natuurliyk verspreidingsgebied geheel of gedeeltelijk het nationaal grondgebied omvat,Alle Salicornia soorten waarvan het natuurliyk verspreidingsgebied geheel of gedeeltelijk het nationaal grondgebied omvat,86,""
bxl_2.5,Arnica montana L.,Arnica montana L.,86,""
bxl_2.5,Artemisia eriantha Ten,Artemisia eriantha Ten,86,""
bxl_2.5,Artemisia genipi Weber,Artemisia genipi Weber,86,""
bxl_2.5,Doronicum plantagineum L. subsp. tournefortii (Rouy) P. Cout.,Doronicum plantagineum L. subsp. tournefortii (Rouy) P. Cout.,86,""
bxl_2.5,Leuzea rhaponticoides Graells,Leuzea rhaponticoides Graells,86,""
bxl_2.5,Alyssum pintodasilvae Dudley.,Alyssum pintodasilvae Dudley.,86,""
bxl_2.5,Malcolmia lacera (L.) DC. subsp. graccilima (Samp.) Franco,Malcolmia lacera (L.) DC. subsp. graccilima (Samp.) Franco,86,""
bxl_2.5,Murbeckiella pinnatifida (Lam.) Rothm. subsp. hermini (Rivas-Martinez) Greuter & Burdet,Murbeckiella pinnatifida (Lam.) Rothm. subsp. hermini (Rivas-Martinez) Greuter & Burdet,86,""
bxl_2.5,Tamus communis L.,Tamus communis L.,86,""
bxl_2.5,Centaurium erythaea RAFN.,Centaurium erythraea,86,removed authorship; changed aea to eae
bxl_2.5,Centaurium littorale (D. Turn) Gilm.,Centaurium littorale (D. Turn) Gilm.,86,""
bxl_2.5,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,86,""
bxl_2.5,Gentiana lutea L.,Gentiana lutea L.,86,""
bxl_2.5,Iris lusitanica Ker-Gawler,Iris lusitanica Ker-Gawler,86,""
bxl_2.5,Teucrium salviastrum Schreber subsp. salviastrum Schreber,Teucrium salviastrum Schreber subsp. salviastrum Schreber,86,""
bxl_2.5,Anthyllis lusitanica Cullen & Pinto da Silva,Anthyllis lusitanica Cullen & Pinto da Silva,86,""
bxl_2.5,Doryenium pentaphyllum Scop. subsp. transmontana Franco,Dorycnium pentaphyllum subsp. transmontanum Franco.,86,changed a to um
bxl_2.5,Ulex densus Welw. ex Webb.,Ulex densus Welw. ex Webb.,86,""
bxl_2.5,Lilium rubrum Lmk,Lilium rubrum,87,removed authorship
bxl_2.5,Ruscus aculeatus L.,Ruscus aculeatus L.,87,""
bxl_2.5,Menyanthes trifoliata L.,Menyanthes trifoliata L.,87,""
bxl_2.5,Armeria sampaioi (Bernis) Nieto Feliner,Armeria sampaioi (Bernis) Nieto Feliner,87,""
bxl_2.5,Rubus genevieri Boreau subsp. herminii (Samp.) P. Cout.,Rubus genevieri Boreau subsp. herminii (Samp.) P. Cout.,87,""
bxl_2.5,Anarrhinum longipedicelatum R. Fernandes,Anarrhinum longipedicelatum R. Fernandes,87,""
bxl_2.5,Euphrasia mendongae Samp.,Euphrasia mendoncae Samp.,87,changed g to c
bxl_2.5,Serophularia grandiflora DC. subsp. grandiflora DC.,Serophularia grandiflora DC. subsp. grandiflora DC.,87,""
bxl_2.5,Scrophularia berminii Hoffmanns & Link,Scrophularia berminii Hoffmanns & Link,87,""
bxl_2.5,Scrophularia sublyrata Brot.,Scrophularia sublyrata Brot.,87,""
bxl_3,Cervus elaphus,Cervus elaphus,88,""
bxl_3,Capreolus Capreolus,Capreolus capreolus,88,""
bxl_3,Dama Dama,Dama dama,88,""
bxl_3,Ovis musimon,Ovis musimon,88,""
bxl_3,Sus scofra,Sus scrofa,88,scofra to scrofa
bxl_3,Lepus europaeus,Lepus europaeus,88,""
bxl_3,Phasianus colchicus,Phasianus colchicus,88,""
bxl_3,Anas platyrhynchos,Anas platyrhynchos,88,""
bxl_3,Oryctolagus cuniculus,Oryctolagus cuniculus,88,""
bxl_3,Colomba palumbus,Columba palumbus,88,changed o to u
bxl_4,Aix galericulata,Aix galericulata,89,""
bxl_4,Alopochen aegyptiacus,Alopochen aegyptiacus,89,""
bxl_4,Ameiurus nebulosus,Ameiurus nebulosus,89,""
bxl_4,Anser indicus,Anser indicus,89,""
bxl_4,Branta canadensis,Branta canadensis,89,""
bxl_4,Carassius gibelio,Carassius gibelio,89,""
bxl_4,Chloephaga picta,Chloephaga picta,89,""
bxl_4,Cygnus atratus,Cygnus atratus,89,""
bxl_4,Dama dama,Dama dama,89,""
bxl_4,Harmonia axyridis,Harmonia axyridis,89,""
bxl_4,Lepomis gibbosus,Lepomis gibbosus,89,""
bxl_4,Mustela vison,Mustela vison,89,""
bxl_4,Myiopsitta monachus,Myiopsitta monachus,89,""
bxl_4,Myocastor coypus,Myocastor coypus,89,""
bxl_4,Ondatra zibethicus,Ondatra zibethicus,89,""
bxl_4,QOxyura jamaicensis,QOxyura jamaicensis,89,""
bxl_4,Pimephales promelas,Pimephales promelas,89,""
bxl_4,Procyon lotor,Procyon lotor,89,""
bxl_4,Pseudorasbora parva,Pseudorasbora parva,89,""
bxl_4,Psittacula eupatria,Psittacula eupatria,89,""
bxl_4,Psittacula krameri,Psittacula krameri,89,""
bxl_4,Rana (Pelophylax) ridibunda,Rana (Pelophylax) ridibunda,89,""
bxl_4,Rana catesbeiana,Rana catesbeiana,89,""
bxl_4,Sander lucioperca,Sander lucioperca,89,""
bxl_4,Sciurus carolinensis,Sciurus carolinensis,89,""
bxl_4,Tamias sibiricus,Tamias sibiricus,89,""
bxl_4,Threskiornis aethiopica,Threskiornis aethiopica,89,""
bxl_4,Umbra pygmaea,Umbra pygmaea,89,""
bxl_4,Acer negundo,Acer negundo,89,""
bxl_4,Ailanthus altissima,Ailanthus altissima,89,""
bxl_4,Ambrosia artemisiifolia,Ambrosia artemisiifolia,89,""
bxl_4,Amelanchier lamarckii,Amelanchier lamarckii,89,""
bxl_4,Aster americ.,Aster americ.,89,""
bxl_4,Azolla filiculoides,Azolla filiculoides,89,""
bxl_4,Baccharis halimifolia,Baccharis halimifolia,89,""
bxl_4,Bidens frondosa,Bidens frondosa,89,""
bxl_4,Buddleja davidii,Buddleja davidii,89,""
bxl_4,Cornus sericea,Cornus sericea,89,""
bxl_4,Cotoneaster horizontalis,Cotoneaster horizontalis,89,""
bxl_4,Crassula helmsii,Crassula helmsii,89,""
bxl_4,Duchesnea indica,Duchesnea indica,89,""
bxl_4,Echinocystis lobata,Echinocystis lobata,89,""
bxl_4,Egeria densa,Egeria densa,89,""
bxl_4,Elodea canadensis,Elodea canadensis,89,""
bxl_4,Elodea nuttallii,Elodea nuttallii,89,""
bxl_4,Epilobium ciliatum,Epilobium ciliatum,89,""
bxl_4,Fallopia japonica,Fallopia japonica,89,""
bxl_4,Gaillardia x grandiflora,Gaillardia x grandiflora,89,""
bxl_4,Helianthus tuberosus,Helianthus tuberosus,89,""
bxl_4,Heracleum mantegazzianum,Heracleum mantegazzianum,89,""
bxl_4,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,89,""
bxl_4,Impatiens glandulifera,Impatiens glandulifera,89,""
bxl_4,Impatiens parviflora,Impatiens parviflora,89,""
bxl_4,Lagarosiphon major,Lagarosiphon major,89,""
bxl_4,Lemna minuta,Lemna minuta,89,""
bxl_4,Ludwigia grandiflora,Ludwigia grandiflora,89,""
bxl_4,Ludwigia peploides,Ludwigia peploides,89,""
bxl_4,Lupinus polyphyllus,Lupinus polyphyllus,89,""
bxl_4,Lysichiton americanus,Lysichiton americanus,89,""
bxl_4,Mahonia aquifolium,Mahonia aquifolium,89,""
bxl_4,Myriophyllum aquaticum,Myriophyllum aquaticum,90,""
bxl_4,Persicaria wallichii,Persicaria wallichii,90,""
bxl_4,Phytolacca americana,Phytolacca americana,90,""
bxl_4,Prunus laurocerasus,Prunus laurocerasus,90,""
bxl_4,Prunus serotina,Prunus serotina,90,""
bxl_4,Quercus rubra,Quercus rubra,90,""
bxl_4,Rhododendron ponticum,Rhododendron ponticum,90,""
bxl_4,Rhus typhina,Rhus typhina,90,""
bxl_4,Robinia pseudoacacia,Robinia pseudoacacia,90,""
bxl_4,Rosa rugosa,Rosa rugosa,90,""
bxl_4,Senecio inaequidens,Senecio inaequidens,90,""
bxl_4,Solidago canadensis,Solidago canadensis,90,""
bxl_4,Solidago gigantea,Solidago gigantea,90,""
bxl_4,Spiraea spp,Spiraea spp,90,""
bern_1,Asplenium hemionitis L.,Asplenium hemionitis L.,2,""
bern_1,Asplenium jahandiezii (Litard.) Rouy,Asplenium jahandiezii (Litard.) Rouy,2,""
bern_1,Woodwardia radicans (L.) Sm.,Woodwardia radicans (L.) Sm.,2,""
bern_1,Culcita macrocarpa C.Presl,Culcita macrocarpa C.Presl,2,""
bern_1,Dryopteris corleyi Fraser-Jenk.,Dryopteris corleyi Fraser-Jenk.,2,""
bern_1,Trichomanes speciosum Willd.,Trichomanes speciosum Willd.,2,""
bern_1,Isoetes boryana Durieu,Isoetes boryana Durieu,2,""
bern_1,Isoetes malinverniana Ces. & De Not.,Isoetes malinverniana Ces. & De Not.,2,""
bern_1,Marsilea batardae Launert,Marsilea batardae Launert,2,""
bern_1,Marsilea quadrifolia L.,Marsilea quadrifolia L.,2,""
bern_1,Marsilea strigosa Willd.,Marsilea strigosa Willd.,2,""
bern_1,Pilularia minuta Durieu ex.Braun,Pilularia minuta Durieu ex.Braun,2,""
bern_1,Botrychium matricariifolium A. Braun ex Koch,Botrychium matricariifolium A. Braun ex Koch,2,""
bern_1,Botrychium multifidum (S. G. Gmelin) Rupr.,Botrychium multifidum (S. G. Gmelin) Rupr.,2,""
bern_1,Botrychium simplex Hitchc.,Botrychium simplex Hitchc.,2,""
bern_1,Ophioglossum polyphyllum A.Braun,Ophioglossum polyphyllum A.Braun,2,""
bern_1,Salvinia natans (L.) All.,Salvinia natans (L.) All.,2,""
bern_1,Tetraclinis articulata (Vahl) Masters,Tetraclinis articulata (Vahl) Masters,3,""
bern_1,Abies nebrodensis (Lojac.) Mattei,Abies nebrodensis (Lojac.) Mattei,3,""
bern_1,Alisma wahlenbergii (O.R.Holmb.) Juz.,Alisma wahlenbergii (O.R.Holmb.) Juz.,3,""
bern_1,Caldesia parnassifolia (L.) Parl.,Caldesia parnassifolia (L.) Parl.,3,""
bern_1,Luronium natans (L.) Raf.,Luronium natans (L.) Raf.,3,""
bern_1,Leucojum nicaeense Ard.,Leucojum nicaeensis Ard.,3,change e to is
bern_1,Narcissus angustifolius Curt.,Narcissus angustifolius Curt.,3,""
bern_1,Narcissus longispathus Pugsley,Narcissus longispathus Pugsley,3,""
bern_1,Narcissus nevadensis Pugsley,Narcissus nevadensis Pugsley,3,""
bern_1,Narcissus scaberulus Henriq.,Narcissus scaberulus Henriq.,3,""
bern_1,Narcissus triandrus L.,Narcissus triandrus L.,3,""
bern_1,Narcissus viridiflorus Schousboe,Narcissus viridiflorus Schousboe,3,""
bern_1,Sternbergia candida B.Mathew & Baytop,Sternbergia candida B.Mathew & Baytop,3,""
bern_1,Rhazya orientalis (Decaisne) A..,Rhazya orientalis (Decaisne) A..,3,""
bern_1,Arum purpureospathum Boyce,Arum purpureospathum Boyce,3,""
bern_1,Aristolochia samsunensis Davis,Aristolochia samsunensis Davis,3,""
bern_1,Vincetoxicum pannonicum (Borhidi) Holub,Vincetoxicum pannonicum (Borhidi) Holub,3,""
bern_1,Alkanna pinardii Boiss.,Alkanna pinardii Boiss.,3,""
bern_1,Anchusa crispa Viv. (inclu. A. litoreae),Anchusa crispa Viv. (inclu. A. litoreae),3,""
bern_1,Lithodora nitida (H.Ern) R.Fernandes,Lithodora nitida (H.Ern) R.Fernandes,3,""
bern_1,Myosotis praecox Hulphers,Myosotis praecox Hulphers,3,""
bern_1,Myosotis rehsteineri Wartm.,Myosotis rehsteineri Wartm.,3,""
bern_1,Omphalodes kuzinskyana Willk.,Omphalodes kuzinskyanae Willk.,3,change a to ae
bern_1,Omphalodes littoralis Lehm.,Omphalodes littoralis Lehm.,4,""
bern_1,Onosma halophilum Boiss. & Heldr.,Onosma halophilum Boiss. & Heldr.,4,""
bern_1,Onosma polyphylla Lebed.,Onosma polyphyllum Lebed.,4,Ledeb. to Lebed.
bern_1,Onosma proponticum Aznav.,Onosma proponticum Aznav.,4,""
bern_1,Onosma tornensis Javorka,Onosma tornensis Javorka,4,""
bern_1,Onosma troodi Kotschy,Onosma troodi Kotschy,4,""
bern_1,Solenanthus albanicus (Degen et al.),Solenanthus albanicus (Degen et al.),4,""
bern_1,Symphytum cycladense Pawl.,Symphytum cycladense Pawl.,4,""
bern_1,Asyneuma giganteum (Boiss.) Bornm.,Asyneuma giganteum (Boiss.) Bornm.,4,""
bern_1,Campanula abietina Griseb. et Schenk.,Campanula abietina Griseb. et Schenk.,4,""
bern_1,Campanula damboldtiana Davis,Campanula damboldtiana Davis,4,""
bern_1,Campanula gelida Kovanda,Campanula gelida Kovanda,4,""
bern_1,Campanula lanata Friv.,Campanula lanata Friv.,4,""
bern_1,Campanula lycica Sorger & Kit Tan,Campanula lycica Sorger & Kit Tan,4,""
bern_1,Campanula morettiana Reichenb.,Campanula morettiana Reichenb.,4,""
bern_1,Campanula romanica Savul.,Campanula romanica Savul.,4,""
bern_1,Campanula sabatia De Not.,Campanula sabatia De Not.,4,""
bern_1,Jasione lusitanica A.DC.,Jasione lusitanica A.DC.,4,""
bern_1,Physoplexis comosa (L.) Schur,Physoplexis comosa (L.) Schur,4,""
bern_1,Trachelium asperuloides Boiss. & Orph.,Trachelium asperuloides Boiss. & Orph.,4,""
bern_1,Arenaria nevadensis Boiss. & Reuter,Arenaria nevadensis Boiss. & Reuter,4,""
bern_1,Arenaria provincialis Chater & Halliday,Arenaria provincialis Chater & Halliday,4,""
bern_1,Cerastium alsinifolium Tausch,Cerastium alsinifolium Tausch,4,""
bern_1,Dianthus hypanicus Andrz.,Dianthus hypanicus Andrz.,4,""
bern_1,Dianthus nitidus Waldst. et Kit.,Dianthus nitidus Waldst. et Kit.,4,""
bern_1,Dianthus rupicola Biv.,Dianthus rupicola Biv.,4,""
bern_1,Dianthus serotinus Waldst. et Kit.,Dianthus serotinus Waldst. et Kit.,4,""
bern_1,Dianthus urumoffii Stoj. et Acht.,Dianthus urumoffii Stoj. et Acht.,4,""
bern_1,Gypsophila papillosa P.Porta,Gypsophila papillosa P.Porta,4,""
bern_1,Herniaria algarvica Chaudri,Herniaria algarvica Chaudri,4,""
bern_1,Herniaria maritima Link,Herniaria maritima Link,4,""
bern_1,Minuartia smejkalii Dvorakova,Minuartia smejkalii Dvorakova,4,""
bern_1,Moehringia fontqueri Pau,Moehringia fontqueri Pau,4,""
bern_1,Moehringia hypanica Grynj. et Klok.,Moehringia hypanica Grynj. et Klok.,4,""
bern_1,Moehringia jankae Griseb. ex Janka,Moehringia jankae Griseb. ex Janka,4,""
bern_1,Moehringia tommasinii Marches.,Moehringia tommasinii Marches.,4,""
bern_1,Petrocoptis grandiflora Rothm.,Petrocoptis grandiflora Rothm.,4,""
bern_1,Petrocoptis montsicciana O.Bolos Rivas Mart.,Petrocoptis montsicciana O.Bolos Rivas Mart.,4,""
bern_1,Petrocoptis pseudoviscosa Fernandez Casas,Petrocoptis pseudoviscosa Fernandez Casas,4,""
bern_1,Saponaria halophila Hedge & Hub.-Mor.,Saponaria halophila Hedge & Hub.-Mor.,4,""
bern_1,Silene cretacea Fisch. ex Spreng.,Silene cretacea Fisch. ex Spreng.,4,""
bern_1,Silene furcata Raf. subsp. angustiflora (Rupr.) Walters,Silene furcata Raf. subsp. angustiflora (Rupr.) Walters,4,""
bern_1,Silene haussknechtii Heldr. ex Hausskn.,Silene haussknechtii Heldr. ex Hausskn.,4,""
bern_1,Silene hifacensis Rouy ex Willk.,Silene hifacensis Rouy ex Willk.,4,""
bern_1,Silene holzmannii Heldr. ex Boiss.,Silene holzmannii Heldr. ex Boiss.,4,""
bern_1,Silene mariana Pau,Silene mariana Pau,4,""
bern_1,Silene orphanidis Boiss.,Silene orphanidis Boiss.,4,""
bern_1,Silene pompeiopolitana Gay ex Boiss.,Silene pompeiopolitana Gay ex Boiss.,4,""
bern_1,Silene rothmaleri Pinto da Silva,Silene rothmaleri Pinto da Silva,5,""
bern_1,Silene salsuginea Hub.-Mor.,Silene salsuginea Hub.-Mor.,5,""
bern_1,Silene sangaria Coode & Cullen,Silene sangaria Coode & Cullen,5,""
bern_1,Silene velutina Pourret ex Loisel.,Silene velutina Pourret ex Loisel.,5,""
bern_1,Beta adanensis Pamuk. apud Aellen,Beta adanensis Pamuk. apud Aellen,5,""
bern_1,Beta trojana Pamuk. apud Aellen,Beta trojana Pamuk. apud Aellen,5,""
bern_1,Cremnophyton lanfrancoi Brullo et Pavone,Cremnophyton lanfrancoi Brullo et Pavone,5,""
bern_1,Kalidiopsis wagenitzii Aellen,Kalidiopsis wagenitzii Aellen,5,""
bern_1,Kochia saxicola Guss.,Kochia saxicola Guss.,5,""
bern_1,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum Wagenitz,5,""
bern_1,Salicornia veneta Pignatti & Lausi,Salicornia veneta Pignatti & Lausi,5,""
bern_1,Salsola anatolica Aellen,Salsola anatolica Aellen,5,""
bern_1,Suaeda cucullata Aellen,Suaeda cucullata Aellen,5,""
bern_1,Helianthemum alypoides Losa & Rivas Goday,Helianthemum alypoides Losa & Rivas Goday,5,""
bern_1,Helianthemum arcticum (Grosser) Janch.,Helianthemum arcticum (Grosser) Janch.,5,""
bern_1,Helianthemum caput-felis Boiss.,Helianthemum caput-felis Boiss.,5,""
bern_1,Tuberaria major (Willk.) Pinto da Silva & Roseira,Tuberaria major (Willk.) Pinto da Silva & Roseira,5,""
bern_1,Achillea glaberrima Klok.,Achillea glaberrima Klok.,5,""
bern_1,Achillea thracica Velen.,Achillea thracica Velen.,5,""
bern_1,Anacyclus latealatus Hub.-Mor.,Anacyclus latealatus Hub.-Mor.,5,""
bern_1,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,5,""
bern_1,Anthemis glaberrima (Rech.f.) Greuter,Anthemis glaberrima (Rech.f.) Greuter,5,""
bern_1,Anthemis halophila Boiss. & Bal.,Anthemis halophila Boiss. & Bal.,5,""
bern_1,Anthemis trotzkiana Claus ex Bunge.,Anthemis trotzkiana Claus ex Bunge.,5,""
bern_1,Artemisia granatensis Boiss.,Artemisia granatensis Boiss.,5,""
bern_1,Artemisia insipida Vill.,Artemisia insipida Vill.,5,""
bern_1,Artemisia laciniata Willd.,Artemisia laciniata Willd.,5,""
bern_1,Artemisia pancicii (Janka) Ronn.,Artemisia pancicii (Janka) Ronn.,5,""
bern_1,Aster pyrenaeus Desf. ex DC.,Aster pyrenaeus Desf. ex DC.,5,""
bern_1,Aster sibiricus L.,Aster sibiricus L.,5,""
bern_1,Carduus myriacanthus Salzm. ex DC.,Carduus myriacanthus Salzm. ex DC.,5,""
