id,annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
,EUR-DIR-HAB_Annex IV,Dinarolacerta mosorensis,"Dinarolacerta mosorensis (Kolombatovic, 1886)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gallotia atlantica,"Gallotia atlantica (Peters & Doria, 1882)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gallotia galloti,"Gallotia galloti (Oudart, 1839)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gallotia galloti insulanagae,"Gallotia galloti insulanagae Martin, 1985",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gallotia simonyi,"Gallotia simonyi (Steindachner, 1889)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gallotia stehlini,"Gallotia stehlini (Schenkel, 1901)",not in annexspecies
1344,EUR-DIR-HAB_Annex IV,Lacerta agilis,"Lacerta agilis Linnaeus, 1758",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta bedriagae,"Lacerta bedriagae Camerano, 1885",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta danfordi,"Lacerta danfordi Sindaco & Jeremcenko, 2008",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta dugesi,"Lacerta dugesii Duméril & Bibron, 1839",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta graeca,"Lacerta graeca Bedriaga, 1886",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta horvathi,"Lacerta horvathi Carranza Et Al., 2004",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta schreiberi,"Lacerta schreiberi Bedriaga, 1878",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta trilineata,"Lacerta trilineata Bedriaga, 1886",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta viridis,"Lacerta viridis (Laurenti, 1768)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lacerta vivipara pannonica,"Lacerta vivipara pannonica Lac & Kluch, 1968",not in annexspecies
,EUR-DIR-HAB_Annex IV,Ophisops elegans,"Ophisops elegans Ménétriès, 1832",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis erhardii,"Podarcis erhardii (Bedriaga, 1882)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis filfolensis,"Podarcis filfolensis (Bedriaga, 1876)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis hispanica atrata,"Podarcis hispanica atrata (Boscá, 1916)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis lilfordi,"Podarcis lilfordi (Günther, 1874)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis melisellensis,"Podarcis melisellensis (Braun, 1877)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis milensis,"Podarcis milensis (Bedriaga, 1882)",not in annexspecies
16136,EUR-DIR-HAB_Annex IV,Podarcis muralis,"Podarcis muralis (Laurenti, 1768)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis peloponnesiaca,"Podarcis peloponnesiaca Bischoff & Bischoff, 1980",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis pityusensis,"Podarcis pityusensis (Boscá, 1883)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis sicula,"Podarcis sicula Conant & Collins, 1991",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis taurica,"Podarcis taurica Engelmann Et Al, 1993",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis tiliguerta,"Podarcis tiliguerta (Gmelin, 1789)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Podarcis wagleriana,"Podarcis waglerianus Gistel, 1868",not in annexspecies
,EUR-DIR-HAB_Annex IV,Ablepharus kitaibelii,"Ablepharus kitaibelii (Bibron & Bory St-vincent, 1833)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chalcides bedriagai,"Chalcides bedriagai (Bosca, 1880)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chalcides ocellatus,"Chalcides ocellatus (Forskål, 1775)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chalcides sexlineatus,"Chalcides sexlineatus Steindachner, 1891",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chalcides simonyi (Chalcides occidentalis),"Chalcides simonyi Steindachner, 1891",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chalcides viridianus,"Chalcides viridanus (Gravenhorst, 1851)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Ophiomorus punctatissimus,"Ophiomorus punctatissimus (Bibron & Bory De St.Vincent, 1833)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Cyrtopodion kotschyi,"Cyrtopodion kotschyi Rösler, 2000",not in annexspecies
,EUR-DIR-HAB_Annex IV,Phyllodactylus europaeus,"Phyllodactylus europaeus Géné, 1839",not in annexspecies
,EUR-DIR-HAB_Annex IV,Tarentola angustimentalis,"Tarentola angustimentalis Steindachner, 1891",not in annexspecies
,EUR-DIR-HAB_Annex IV,Tarentola boettgeri,"Tarentola boettgeri Steindachner, 1891",not in annexspecies
,EUR-DIR-HAB_Annex IV,Tarentola gomerensis,"Tarentola gomerensis Joger & Bischoff, 1983",not in annexspecies
,EUR-DIR-HAB_Annex IV,Stellio stellio,"Stellio stellio Kasparek, 1990",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chamaeleo chamaeleon,"Chamaeleo chamaeleon (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Ophisaurus apodus,"Ophisaurus apodus Mertens & Müller, 1928",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coluber cypriensis,"Coluber cypriensis Schätti, 1985",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coluber hippocrepis,"Coluber hippocrepis Linnaeus, 1758",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coluber jugularis,"Coluber jugularis Linnaeus, 1758",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coluber laurenti,"Coluber laurenti Bedriaga, 1882",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coluber najadum,"Coluber najadum Schmidt, 1939",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coluber nummifer,"Coluber nummifer Reuss, 1834",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coluber viridiflavus,"Coluber viridiflavus Kahl Et Al., 1980",not in annexspecies
,EUR-DIR-HAB_Annex IV,Eirenis modesta,"Eirenis modestus Martin, 1838",not in annexspecies
,EUR-DIR-HAB_Annex IV,Elaphe longissima,"Elaphe longissima Laurenti, 1768",not in annexspecies
,EUR-DIR-HAB_Annex IV,Elaphe quatuorlineata,"Elaphe quatuorlineata (Bonnaterre, 1790)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Elaphe situla,"Elaphe situla Engelmann Et Al, 1993",not in annexspecies
,EUR-DIR-HAB_Annex IV,Natrix natrix cetti,"Natrix natrix cetti Gené, 1838",not in annexspecies
,EUR-DIR-HAB_Annex IV,Natrix natrix corsa,"Natrix natrix corsa (Hecht, 1930)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Natrix natrix cypriaca,"Natrix natrix cypriaca (Hecht, 1930)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Natrix tessellata,"Natrix tessellata (Laurenti, 1768)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Telescopus falax,"Telescopus fallax Fleischmann, 1831",not in annexspecies
,EUR-DIR-HAB_Annex IV,Vipera ammodytes,"Vipera ammodytes (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Macrovipera schweizeri (Vipera lebetina schweizeri),"Macrovipera schweizeri (Werner, 1935)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Vipera seoanni (except Spanish populations),"Vipera seoanei Lataste, 1879",not in annexspecies
,EUR-DIR-HAB_Annex IV,Vipera ursinii,"Vipera ursinii (Bonaparte, 1835)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Eryx jaculus,"Eryx jaculus (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chioglossa lusitanica,"Chioglossa lusitanica Bocage, 1864",not in annexspecies
,EUR-DIR-HAB_Annex IV,Euproctus asper,"Euproctus asper (Dugès, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Euproctus montanus,"Euproctus montanus (Savi, 1838)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Euproctus platycephalus,"Euproctus platycephalus (Gravenhorst, 1829)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Mertensiella luschani (Salamandra luschani),"Mertensiella luschani (Steindachner, 1891)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Salamandra atra,"Salamandra atra Laurenti, 1768",not in annexspecies
,EUR-DIR-HAB_Annex IV,Salamandra lanzai,"Salamandra lanzai Nascetti, Andreone, Capula & Bullini, 1988",not in annexspecies
,EUR-DIR-HAB_Annex IV,Salamandrina terdigitata,"Salamandrina terdigitata (Bonnaterre, 1789)",not in annexspecies
16140,EUR-DIR-HAB_Annex IV,Triturus carnifex (Triturus cristatus carnifex),"Triturus carnifex (Laurenti, 1768)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Triturus italicus,"Triturus italicus (Peracca, 1898)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Triturus karelinii (Triturus cristatus karelinii),"Triturus karelinii (Strauch, 1870)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Triturus marmoratus,"Triturus marmoratus (Latreille, 1800)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Triturus montandoni,"Triturus montandoni (Boulenger, 1880)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Proteus anguinus,"Proteus anguinus Laurenti, 1768",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) ambrosii,"Hydromantes ambrosii Lanza, 1955",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) flavus,"Hydromantes flavus Stefani, 1969",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) genei,"Hydromantes genei (Temminck & Schlegel, 1838)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) imperialis,"Hydromantes imperialis Stefani, 1969",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) strinatii (Hydromantes (Speleomantes) italicus),"Hydromantes strinatii Aellen, 1958",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) supramontis,"Hydromantes supramontis Lanza, Nascetti & Bullini, 1986",not in annexspecies
,EUR-DIR-HAB_Annex IV,Alytes cisternasii,"Alytes cisternasii Boscá, 1879",not in annexspecies
,EUR-DIR-HAB_Annex IV,Alytes muletensis,"Alytes muletensis (Sanchíz & Adrover, 1979)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Bombina bombina,"Bombina bombina (Linnaeus, 1761)",not in annexspecies
1323,EUR-DIR-HAB_Annex IV,Bombina variegata,"Bombina variegata (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discoglossus galganoi (including Discoglossus â€˜jeanneaeâ€™),"Discoglossus galganoi Capula, Nascetti, Lanza, Bullini & Crespo, 1985",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discoglossus montalentii,"Discoglossus montalentii Lanza, Nascetti, Capula & Bullini, 1984",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discoglossus pictus,"Discoglossus pictus Otth, 1837",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discoglossus sardus,"Discoglossus sardus Tschudi, 1837",not in annexspecies
46215,EUR-DIR-HAB_Annex IV,Rana dalmatina,"Rana dalmatina Fitzinger, 1839",not in annexspecies
,EUR-DIR-HAB_Annex IV,Rana graeca,"Rana graeca Boulenger, 1891",not in annexspecies
,EUR-DIR-HAB_Annex IV,Rana iberica,"Rana iberica Boulenger, 1879",not in annexspecies
,EUR-DIR-HAB_Annex IV,Rana italica,"Rana italica Dubois, 1987",not in annexspecies
,EUR-DIR-HAB_Annex IV,Rana latastei,"Rana latastei Boulenger, 1879",not in annexspecies
1330,EUR-DIR-HAB_Annex IV,Rana lessonae,"Rana lessonae Camerano, 1882",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pelobates cultripes,"Pelobates cultripes (Cuvier, 1829)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pelobates syriacus,"Pelobates syriacus Boettger, 1889",not in annexspecies
,EUR-DIR-HAB_Annex IV,Bufo viridis,"Bufo viridis Laurenti, 1768",not in annexspecies
16135,EUR-DIR-HAB_Annex IV,Hyla meridionalis,"Hyla meridionalis Boettger, 1874",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hyla sarda,"Hyla sarda (De Betta, 1853)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Acipenser naccarii,"Acipenser naccarii Bonaparte, 1836",not in annexspecies
49450,EUR-DIR-HAB_Annex IV,Acipenser sturio,"Acipenser sturio Linnaeus, 1758",not in annexspecies
48171,EUR-DIR-HAB_Annex IV,"Coregonus oxyrhynchus (anadromous populations in certain sectors of the North Sea, except the Finnish populations)","Coregonus oxyrinchus (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Anaecypris hispanica,"Anaecypris hispanica (Steindachner, 1866)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Phoxinus percnurus,"Phoxinus percnurus (Pallas, 1814)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Valencia hispanica,"Valencia hispanica (Valenciennes, 1846)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gymnocephalus baloni,"Gymnocephalus baloni Holcík & Hensel, 1974",not in annexspecies
,EUR-DIR-HAB_Annex IV,Romanichthys valsanicola,"Romanichthys valsanicola Dumitrescu, Bănărescu & Stoica, 1957",not in annexspecies
,EUR-DIR-HAB_Annex IV,Zingel asper,"Zingel asper (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Armadillidium ghardalamensis,"Armadillidium ghardalamensis Caruso & Hili, 1991",not in annexspecies
,EUR-DIR-HAB_Annex IV,Bolbelasmus unicornis,"Bolbelasmus unicornis (Schrank, 1789)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Buprestis splendens,"Buprestis splendens Fabricius, 1775",not in annexspecies
,EUR-DIR-HAB_Annex IV,Carabus hampei,"Carabus hampei Kuster, 1846",not in annexspecies
,EUR-DIR-HAB_Annex IV,Carabus hungaricus,"Carabus hungaricus Fabricius, 1792",not in annexspecies
,EUR-DIR-HAB_Annex IV,Carabus olympiae,"Carabus olympiae Sella, 1855",not in annexspecies
,EUR-DIR-HAB_Annex IV,Carabus variolosus,"Carabus variolosus Fabricius, 1787",not in annexspecies
,EUR-DIR-HAB_Annex IV,Carabus zawadszkii,"Carabus zawadzkii Kraatz, 1854",not in annexspecies
5615,EUR-DIR-HAB_Annex IV,Cerambyx cerdo,"Cerambyx cerdo Linnaeus, 1758",not in annexspecies
,EUR-DIR-HAB_Annex IV,Cucujus cinnaberinus,"Cucujus cinnaberinus (Scopoli, 1763)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Dorcadion fulvum cervae,"Dorcadion fulvum cervae Breuning, 1962",not in annexspecies
,EUR-DIR-HAB_Annex IV,Duvalius gebhardti,"Duvalius gebhardti (Bokor, 1926)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Duvalius hungaricus,"Duvalius hungaricus (Csiki, 1903)",not in annexspecies
5595,EUR-DIR-HAB_Annex IV,Dytiscus latissimus,"Dytiscus latissimus Linnaeus, 1758",not in annexspecies
5594,EUR-DIR-HAB_Annex IV,Graphoderus bilineatus,"Graphoderus bilineatus (De Geer, 1774)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Leptodirus hochenwarti,"Leptodirus hochenwarti Schmidt, 1832",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pilemia tigrina,"Pilemia tigrina Sama, 2003",not in annexspecies
5611,EUR-DIR-HAB_Annex IV,Osmoderma eremita,"Osmoderma eremita (Scopoli, 1763)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Phryganophilus ruficollis,"Phryganophilus ruficollis (Fabricius, 1798)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Probaticus subrugosus,"Probaticus subrugosus (Duftschmidt, 1812)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Propomacrus cypriacus,"Propomacrus cypriacus Alexis & Makris, 2002",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pseudogaurotina excellens,"Pseudogaurotina excellens (Brancsik, 1874)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pseudoseriscius cameroni,"Pseudoseriscius cameroni (Reitter, 1902)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pytho kolwensis,"Pytho kolwensis Sahlberg, 1833",not in annexspecies
,EUR-DIR-HAB_Annex IV,Rosalia alpina,"Rosalia alpina (Linné, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Apatura metis,"Apatura metis Freyer, 1829",not in annexspecies
,EUR-DIR-HAB_Annex IV,Arytrura musculus,"Arytrura musculus (Menetries, 1859)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Chondrosoma fiduciarium,"Chondrosoma fiduciaria Anker, 1854",not in annexspecies
26531,EUR-DIR-HAB_Annex IV,Coenonympha hero,"Coenonympha hero (Linnaeus, 1761)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Coenonympha oedippus,"Coenonympha oedippus (Fabricius, 1787)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Colias myrmidone,"Colias myrmidone (Esper, 1781)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Cucullia mixta,"Cucullia mixta Freyer, 1841",not in annexspecies
,EUR-DIR-HAB_Annex IV,Dioszeghyana schmidtii,"Dioszeghyana schmidti (Dioszeghy, 1935)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Erannis ankeraria,"Erannis ankeraria (Staudinger, 1861)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Erebia calcaria,"Erebia calcaria Lorkovic, 1953",not in annexspecies
,EUR-DIR-HAB_Annex IV,Erebia christi,"Erebia christi Ratzer, 1890",not in annexspecies
,EUR-DIR-HAB_Annex IV,Erebia sudetica,"Erebia sudetica Staudinger, 1861",not in annexspecies
22562,EUR-DIR-HAB_Annex IV,Eriogaster catax,"Eriogaster catax (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Fabriciana elisa,"Fabriciana elisa (Godart, 1824)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Glyphipterix loricatella,"Glyphipterix loricatella (Treitschke, 1833)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gortyna borelii lunata,"Gortyna borelii lunata Freyer, 1839",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hypodryas maturna,"Hypodryas maturna Linnaeus, 1761",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hyles hippophaes,"Hyles hippophaes (Esper, 1789)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Leptidea morsei,"Leptidea morsei (Fenton, 1882)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lignyoptera fumidaria,"Lignyoptera fumidaria (Hubner, 1825)",not in annexspecies
2015,EUR-DIR-HAB_Annex IV,Lopinga achine,"Lopinga achine (Scopoli, 1763)",not in annexspecies
26507,EUR-DIR-HAB_Annex IV,Lycaena dispar,"Lycaena dispar (Haworth, 1802)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lycaena helle,"Lycaena helle (Denis & Schiffermuller, 1775)",not in annexspecies
3409,EUR-DIR-HAB_Annex IV,Maculinea arion,"Maculinea arion (Linnaeus, 1758)",not in annexspecies
1999,EUR-DIR-HAB_Annex IV,Maculinea nausithous,"Maculinea nausithous (Bergsträsser, 1779)",not in annexspecies
3402,EUR-DIR-HAB_Annex IV,Maculinea teleius,"Maculinea teleius (Bergsträsser, 1779)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Melanargia arge,"Melanargia arge (Sulzer, 1776)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Nymphalis vaualbum,"Nymphalis vaualbum (Denis & Schiffermuller, 1775)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Papilio alexanor,"Papilio alexanor Esper, 1800",not in annexspecies
,EUR-DIR-HAB_Annex IV,Papilio hospiton,"Papilio hospiton Guenee, 1839",not in annexspecies
2010,EUR-DIR-HAB_Annex IV,Parnassius apollo,"Parnassius apollo (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Parnassius mnemosyne,"Parnassius mnemosyne (Linnaeus, 1758)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Phyllometra culminaria,"Phyllometra culminaria (Eversmann, 1843)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Plebicula golgus,"Plebicula golgus (Hübner, 1803/18)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Polymixis rufocincta isolata,"Polymixis rufocincta isolata L.Ronkay & Uherkovich, 1983",not in annexspecies
,EUR-DIR-HAB_Annex IV,Polyommatus eroides,"Polyommatus eroides (Frivaldszky & I., 1835)",not in annexspecies
5622,EUR-DIR-HAB_Annex IV,Proserpinus proserpina,"Proserpinus proserpina (Pallas, 1772)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pseudophilotes bavius,"Pseudophilotes bavius (Eversmann, 1832)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Xylomoia strix,"Xylomoia strix Mikkola, 1980",not in annexspecies
,EUR-DIR-HAB_Annex IV,Zerynthia polyxena,"Zerynthia polyxena (Denis & Schiffermuller, 1775)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Apteromantis aptera,"Apteromantis aptera Fuente, 1894",not in annexspecies
1832,EUR-DIR-HAB_Annex IV,Aeshna viridis,"Aeshna viridis Eversmann, 1836",not in annexspecies
,EUR-DIR-HAB_Annex IV,Cordulegaster heros,"Cordulegaster heros Theischinger, 1979",not in annexspecies
,EUR-DIR-HAB_Annex IV,Cordulegaster trinacriae,"Cordulegaster trinacriae Waterston, 1976",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gomphus graslinii,"Gomphus graslinii Rambur, 1842",not in annexspecies
1846,EUR-DIR-HAB_Annex IV,Leucorrhinia albifrons,"Leucorrhinia albifrons Burmeister, 1839",not in annexspecies
1847,EUR-DIR-HAB_Annex IV,Leucorrhinia caudalis,"Leucorrhinia caudalis Charpentier, 1840",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lindenia tetraphylla,"Lindenia tetraphylla Vander Linden, 1825",not in annexspecies
,EUR-DIR-HAB_Annex IV,Macromia splendens,"Macromia splendens Pictet, 1843",not in annexspecies
1855,EUR-DIR-HAB_Annex IV,Ophiogomphus cecilia,"Ophiogomphus cecilia Fourcroy, 1785",not in annexspecies
1859,EUR-DIR-HAB_Annex IV,Oxygastra curtisii,"Oxygastra curtisii Dale, 1834",not in annexspecies
,EUR-DIR-HAB_Annex IV,Stylurus flavipes,"Stylurus flavipes Charpentier, 1825",not in annexspecies
,EUR-DIR-HAB_Annex IV,Sympecma braueri,"Sympecma braueri Yakobson & Bianki, 1904",not in annexspecies
,EUR-DIR-HAB_Annex IV,Baetica ustulata,"Baetica ustulata (Rambur, 1838)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Brachytrupes megacephalus,"Brachytrupes megacephalus (Lefebvre, 1827)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Isophya costata,"Isophya costata Brunner von Wattenwyl, 1878",not in annexspecies
,EUR-DIR-HAB_Annex IV,Isophya harzi,"Isophya harzi Kis, 1960",not in annexspecies
,EUR-DIR-HAB_Annex IV,Isophya stysi,"Isophya stysi Cejchan, 1957",not in annexspecies
,EUR-DIR-HAB_Annex IV,Myrmecophilus baronii,"Myrmecophilus baronii Baccetti, 1966",not in annexspecies
,EUR-DIR-HAB_Annex IV,Odontopodisma rubripes,"Odontopodisma rubripes (Ramme, 1931)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Paracaloptenus caloptenoides,"Paracaloptenus caloptenoides (Brunner von Wattenwyl, 1861)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Pholidoptera transsylvanica,"Pholidoptera transsylvanica (Fischer, 1853)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Saga pedo,"Saga pedo (Pallas, 1771)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Stenobothrus (Stenobothrodes) eurasius,"Stenobothrus eurasius Zubovski, 1898",not in annexspecies
,EUR-DIR-HAB_Annex IV,Macrothele calpeiana,"Macrothele calpeiana (Walckenaer, 1805)",not in annexspecies
4126,EUR-DIR-HAB_Annex IV,Anisus vorticulus,"Anisus vorticulus (Troschel, 1834)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Caseolus calculus,"Caseolus calculus (R.T.Lowe, 1855)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Caseolus commixta,"Caseolus commixtus (R.T.Lowe, 1855)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Caseolus sphaerula,"Caseolus sphaerulus (Lowe, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discula leacockiana,"Discula leacockiana (Wollaston, 1878)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discula tabellata,"Discula tabellata (R.T.Lowe, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discula testudinalis,"Discula testudinalis (R.T.Lowe, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Discus guerinianus,"Discus guerinianus (R.T.Lowe, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Elona quimperiana,"Elona quimperiana (Blainville, 1821)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Geomalacus maculosus,"Geomalacus maculosus Allman, 1843",not in annexspecies
,EUR-DIR-HAB_Annex IV,Geomitra moniziana,"Geomitra moniziana (Paiva, 1867)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Gibbula nivosa,"Gibbula nivosa A.Adams, 1853",not in annexspecies
,EUR-DIR-HAB_Annex IV,Hygromia kovacsi,"Hygromia kovacsi Varga & L.Pinter, 1972",not in annexspecies
,EUR-DIR-HAB_Annex IV,Idiomela (Helix) subplicata,"Idiomela subplicata (G.B.Sowerby I, 1824)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lampedusa imitatrix,"Lampedusa imitatrix (O.Boettger, 1879)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lampedusa melitensis,"Lampedusa melitensis (Caruana Gatto, 1892)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Leiostyla abbreviata,"Leiostyla abbreviata (R.T.Lowe, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Leiostyla cassida,"Leiostyla cassida (R.T.Lowe, 1831)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Leiostyla corneocostata,"Leiostyla corneocostata (Wollaston, 1878)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Leiostyla gibba,"Leiostyla gibba (R.T.Lowe, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Leiostyla lamellosa,"Leiostyla lamellosa (R.T.Lowe, 1852)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Patella ferruginea,"Patella ferruginea Gmelin, 1791",not in annexspecies
,EUR-DIR-HAB_Annex IV,Sadleriana pannonica,Sadleriana pannonica,not in annexspecies
,EUR-DIR-HAB_Annex IV,Theodoxus prevostianus,"Theodoxus prevostianus (C.Pfeiffer, 1828)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Theodoxus transversalis,"Theodoxus transversalis (Pfeiffer, 1828)",not in annexspecies
,EUR-DIR-HAB_Annex IV,Lithophaga lithophaga,"Lithophaga lithophaga (Linnaeus, 1758)",not in annexspecies
