id	acceptedname	scientificnameauthorship	n	speciesbeid	colid	vernacularnamefr	vernacularnamenl	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author	kingdom_id	bim_kingdom
34645	Aulacaspis	Cockerell, 1893	1	47617				44251		genus		to determine	57430	2015-04-29			45974	Animalia
35514	Glossiphonia		1	48495				44293		genus		to determine	57471	2015-04-29			45974	Animalia
40330	Polysticta	Eyton, 1836	1	53326				44941		genus		to determine	58119	2015-04-29			45974	Animalia
41015	Potamopyrgus	Stimpson, 1865	1	54015				45144		genus		to determine	58322	2015-04-29			45974	Animalia
43358	Polysticta		1	56490						genus		to determine	59179	2015-04-29				
44251	Aulacaspis		1	57430				45616		family		to determine	58794	2015-04-29			45974	Animalia
45977	Haplophthalmus mengei	Zaddach, 1844	1	59200				34269		species		accepted	47241	2015-04-29			45974	Animalia
46613	Colurella uncinata uncinata	(Müller, 1773)	1	59901				46610		subspecies		accepted	59898	2015-04-29			45974	Animalia
46614	Colurella uncinata uncinata	(Müller 1773)	1	59902				46610		subspecies		accepted	59898	2015-04-29			45974	Animalia
50450	Galerina vittiformis	(Fr.) Singer 1950	1		urn:lsid:catalogueoflife.org:taxon:d6c8b4db-2dc5-11e0-98c6-2ce70255a436					species		accepted		2015-04-29				
50556	Lactarius vellereus	(Fr.) Fr. 1838	1		urn:lsid:catalogueoflife.org:taxon:d6e71cea-2dc5-11e0-98c6-2ce70255a436					species		accepted		2015-04-29				
50937	Tubaria furfuracea	(Pers.) Gillet 1876	1		urn:lsid:catalogueoflife.org:taxon:d6e64119-2dc5-11e0-98c6-2ce70255a436					species		accepted		2015-04-29				
50980	Carduelis flammea	(Linnaeus, 1758)	1							species		accepted		2015-12-16				
51039	Bombus	Latreille, 1802	1							genus		accepted		2015-12-16				
51111	Pseudostaurosira parasitica	Morales, 2003 (W.Smith)	1							species		accepted		2016-07-06				
51255	Gammaridae		1							family		accepted		2016-07-06				
51269	Ceriodaphnia	Dana, 1853	1							genus		accepted		2016-07-06				
51285	Tetinka	Barrande, 1881	1							genus		accepted		2017-02-15				
51313	Crataegus laevigata	DC. (Poir.)	1							species		accepted		2017-02-15				
51334	Galium parisiense	L.	1							species		accepted		2017-02-15				
51498	Lactarius vellereus	Fr., 1838 (Fr.)	1							species		accepted		2017-02-21				
51520	Pseudepidalea viridis	(Laurenti, 1768)	1							species		accepted		2017-02-22				
51554	Anchusa arvensis	M. Bieb. (L.)	1							species		accepted		2017-02-22				
51616	Cardamine flexuosa	With.	1							species		accepted		2017-03-13				
51681	Anas clypeata	Linnaeus, 1758	1							species		accepted		2018-08-22				
51682	Anas strepera	Linnaeus, 1758	1							species		accepted		2018-08-22				
51684	Dendrocopos medius	(Linnaeus, 1758)	1							species		accepted		2018-08-22				
51689	Anas penelope	Linnaeus, 1758	1							species		accepted		2018-08-22				
51784	Galerina vittiformis	Singer, 1950 (Fr.)	1							species		accepted		2018-08-27				
51785	Hygrocybe conica	P.Kumm. (Schaeff.)	1							species		accepted		2018-08-27				
51789	Ulmus minor	Mill.	1							species		accepted		2018-08-27				
51794	Pseudepidalea viridis	(Laurenti, 1768)	1							species		accepted		2018-08-27				
51795	Robinia pseudoacacia	L.	1							species		accepted		2018-09-13				
51796	Sambucus nigra	L.	1							species		accepted		2018-09-13				
51799	Dipsacus sylvestris	Huds.	1							species		accepted		2018-09-13				
51800	Arrhenatherum elatius	J.Presl & C.Presl (L.)	1							species		accepted		2018-09-13				
51803	Cerastium fontanum vulgare	Greuter & Burdet (Hartm.)	1							subspecies		accepted		2018-09-13				
51808	Dipsacus sylvestris	Huds.	1							species		accepted		2018-09-13				
51810	Elymus repens	Gould (L.)	1							species		accepted		2018-09-13				
51813	Matricaria discoidea	DC.	1							species		accepted		2018-09-13				
51819	Amanita excelsa	Bertill., 1866 (Fr.)	1							species		accepted		2018-10-26				
51821	Lycoperdon pyriforme	Schaeff.	1							species		accepted		2018-10-26				
51823	Clitocybe gibba	P.Kumm. (Pers.)	1							species		accepted		2018-10-26				
51825	Hemimycena lactea	Singer (Pers.)	1							species		accepted		2018-10-26				
51828	Russula atropurpurea	Britzelm. (Krombh.)	1							species		accepted		2018-10-26				
51831	Russula atropurpurea	Britzelm. (Krombh.)	1							species		accepted		2018-11-21				
51832	Leratiomyces squamosus	Bridge & Spooner, 2008 (Pers.)	1							species		accepted		2018-11-21				
