id	speciesbeid	colid	acceptedname	vernacularnamefr	vernacularnamenl	scientificnameauthorship	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author
1367	60474		Lepas hilli			Leach, 1818	48916		species		accepted	62828	2015-04-29		
1379	60482		Balanus crenatus	balane	gekartelde zeepok	Bruguiére, 1789	48910		species		accepted	62834	2015-04-29		
1415	60500		Porcellana platycheles	porcelaine grise	harig porseleinkrabbetje	(Pennant, 1777)			species		accepted	62847	2015-04-29		
1432	2475		Arnoseris minima	arnoséris naine	korensla	(L.) Schweigg. & Körte	38789	1a	species		accepted	51781	2015-04-29		
1444	2486		Atriplex pedunculata		gesteelde zoutmelde	L.	34316	1a	species		accepted	47288	2015-04-29		
1464	2506		Carex buxbaumii		knotszegge	Wahlenb.	38955	1a	species		accepted	51947	2015-04-29		
1474	2515		Carex flava	laîche jaunâtre	gele zegge	L.	38955	1a	species		accepted	51947	2015-04-29		
1475	2516		Carex hartmanii		kleine knotszegge	Cajander	38955	1a	species		accepted	51947	2015-04-29		
1478	2519		Carex lasiocarpa	laîche filiforme	draadzegge	Ehrh.	38955	1a	species		accepted	51947	2015-04-29		
1486	2527		Carex punctata	laîche ponctuée	stippelzegge	Gaudin	38955	1a	species		accepted	51947	2015-04-29		
1488	2529		Carex tomentosa	laîche tomenteuse	viltzegge	L.	38955	1a	species		accepted	51947	2015-04-29		
1504	2545		Cerastium diffusum	céraiste diffus	scheve hoornbloem	Pers.	38913	1a	species		accepted	51905	2015-04-29		
1508	2549		Chenopodium bonus-henricus	chénopode bon-henri	brave hendrik	L.	38938	1a	species		accepted	51930	2015-04-29		
1534	2575		Dianthus superbus	oeillet superbe	prachtanjer	L.	38916	1a	species		accepted	51908	2015-04-29		
1542	2582		Echinodorus ranunculoides		stijve moerasweegbree	(L.) Asch.	38735	1a	species		accepted	51728	2015-04-29		
1543	2583		Echinodorus repens		kruipende moerasweegbree	(Lam.) J.Kern & Reichg.	38735	1a	species		accepted	51728	2015-04-29		
1611	2649		Littorella uniflora	littorelle	oeverkruid	(L.) Asch.	39136	1a	species		accepted	52128	2015-04-29		
51173			Navicula phyllepta			Kützing, 1844			species		accepted		2016-07-06		
1650	2687		Orobanche minor	orobanche du trèfle	klavervreter	Sm.	39127	1a	species		accepted	52119	2015-04-29		
1654	2691		Orobanche rapum-genistae	orobanche du genêt	grote bremraap	Thuill.	39127	1a	species		accepted	52119	2015-04-29		
1675	2712		Ranunculus arvensis	renoncule des champs	akkerboterbloem	L.	39232	1a	species		accepted	52225	2015-04-29		
1683	2720		Rhinanthus alectorolophus	rhinanthe velu	harige ratelaar	(Scop.) Pollich	39284	1a	species		accepted	52277	2015-04-29		
1726	2761		Thalictrum minus	petit pigamon	kleine ruit	L.	39233	1a	species		accepted	52226	2015-04-29		
1729	2764		Thlaspi perfoliatum	tabouret perfolié	doorgroeide boerenkers	L.	38895	1a	species		accepted	51887	2015-04-29		
1757	2794		Lepidostoma hirtum			(Fabricius, 1775)	38365	1a	species		accepted	51355	2015-04-29		
1783	2823		Polycentropus flavomaculatus			(Pictet, 1834)	38413	1a	species		accepted	51404	2015-04-29		
1785	2825		Psychomyia pusilla			(Fabricius, 1781)	38355	1a	species		accepted	51345	2015-04-29		
1789	2829		Setodes punctatus			(Fabricius, 1793)	38375	1a	species		accepted	51365	2015-04-29		
1806	2846		Nemobius sylvestris	grillon des bois	boskrekel	(Bosc, 1792)	38674	1a	species		accepted	51669	2015-04-29		
1966	3009		Nomada furva		glanzende dwergwespbij	Panzer, 1798	34308	1a	species		accepted	47280	2015-04-29		
1978	3021		Nomada piccioliana		kalkgraslandwespbij	Magretti, 1883	34308	1a	species		accepted	47280	2015-04-29		
1979	3022		Nomada rhenana		kale wespbij	Morawitz, 1872	34308	1a	species		accepted	47280	2015-04-29		
1982	3025		Sphecodes scabricollis		wafelbloedbij	Wesmael, 1835	35503	1a	species		accepted	48483	2015-04-29		
2004	3046		Thymelicus acteon	hespérie du chiendent	dwergdikkopje	(Rottemburg, 1775)	41640	1a	species		accepted	54647	2015-04-29		
2014	3056		Melitaea athalia	mélitée du mélampyre	bosparelmoervlinder	(Rottemburg, 1775)	41675	1a	species		accepted	54685	2015-04-29		
2019	3061		Limenitis populi	grand sylvain	grote ijsvogelvlinder	Linnaeus 1758	41674	1a	species		accepted	54684	2015-04-29		
2153	3193		Dolichurus corniculus		bliksemwesp	(Spinola, 1808)	40557	1a	species		accepted	53553	2015-04-29		
2161	3201		Myrmica hirsuta		ruige gaststeekmier	Elmes, 1978	40630	1a	species		accepted	53627	2015-04-29		
2169	3209		Dipogon bifasciatus			(Geoffroy in Fourcroy, 1785)	40651	1a	species		accepted	53648	2015-04-29		
2204	3245		Arachnospila alvarabnormis			(Wolf, 1965)	40645	1a	species		accepted	53642	2015-04-29		
2206	3247		Arachnospila fuscomarginata			(Thomson, 1870)	40645	1a	species		accepted	53642	2015-04-29		
2210	3251		Arachnospila rufa			(Haupt, 1927)	40645	1a	species		accepted	53642	2015-04-29		
2293	3333		Sciapteryx consobrina			(Klug, 1816)	34099	0a	species		accepted	47223	2015-04-29		
2299	3342		Stauronematus compressicornis		palissadenbladwesp	(Fabricius, 1804)	34256	0a	species		accepted	47228	2015-04-29		
2303	60513		Thia scutellata	crabe écusson	nagelkrab	(Fabricius, 1793)			species		accepted	62856	2015-04-29		
2323	60527		Pisa armata	araignée à rostre pointu	gebochelde spinkrab	(Latreille, 1803)			species		accepted	62863	2015-04-29		
2326	60529		Carcinus maenas	crabe enragé	strandkrab	(Linnaeus, 1758)			species		accepted	62865	2015-04-29		
2355	3394		Bidens radiata	bident radié	riviertandzaad	Thuill.	38793	1a	species		accepted	51785	2015-04-29		
2383	3421		Polygonatum verticillatum	sceau de salomon à feuilles verticilées	kranssalomonszegel	(L.) All.	39077	1a	species		accepted	52069	2015-04-29		
2408	3445		Porcellium conspersum		kleine gaper	(Koch, 1841)	34266	1a	species		accepted	47238	2015-04-29		
2430	3467		Euryproctus mundus			(Gravenhorst, 1820)	34278	1a	species		accepted	47250	2015-04-29		
2431	3468		Euryproctus nemoralis			(Geoffroy, 1785)	34278	1a	species		accepted	47250	2015-04-29		
2434	3471		Euryproctus regenerator			(Fabricius, 1804)	34278	1a	species		accepted	47250	2015-04-29		
2464	3503		Gelis exareolatus			(Förster, 1850)	35161	1a	species		accepted	48132	2015-04-29		
2480	3519		Gelis spurius			(Förster, 1850)	35161	1a	species		accepted	48132	2015-04-29		
2482	3521		Gelis trux			(Förster, 1850)	35161	1a	species		accepted	48132	2015-04-29		
2545	63680		Acrocnida				49097		genus		accepted	62534	2015-04-29		
2603	3639		Campanula latifolia	campanule à larges feuilles	breed klokje	L.	38899	2a	species		accepted	51891	2015-04-29		
2604	3640		Campanula patula	campanule étalée	weideklokje	L.	38899	1a	species		accepted	51891	2015-04-29		
2663	3698		Legousia speculum-veneris	miroir de vénus	groot spiegelklokje	(L.) Chaix	38901	1a	species		accepted	51893	2015-04-29		
2669	3704		Oenanthe crocata	oenanthe safrané	dodemansvingers	L.	38760	1a	species		accepted	51752	2015-04-29		
2686	3721		Orobanche caryophyllacea	orobanche du gaillet	walstrobremraap	Sm.	39127	1a	species		accepted	52119	2015-04-29		
2687	3722		Orobanche hederae	orobanche du lierre	klimopbremraap	Duby	39127	1a	species		accepted	52119	2015-04-29		
2719	3753		Agapetus ochripes			Curtis, 1834	38348	1a	species		accepted	51338	2015-04-29		
2726	3761		Ceraclea dissimilis			(Stephens, 1836)	38368	1a	species		accepted	51358	2015-04-29		
2741	3778		Wormaldia occipitalis			(Pictet, 1834)	38401	1a	species		accepted	51392	2015-04-29		
2768	3810		Isogenus nubecula			Newman, 1833	38710	1a	species		accepted	51704	2015-04-29		
2777	3818		Apterygida media			(Hagenbach, 1822)	38668	1a	species		accepted	51663	2015-04-29		
2813	3855		Nomada sexfasciata		grote wespbij	Panzer, 1799	34308	1a	species		accepted	47280	2015-04-29		
2814	3856		Nomada similis		matglanswespbij	Morawitz, 1872	34308	1a	species		accepted	47280	2015-04-29		
2816	3858		Nomada striata		stomptandwespbij	Fabricius, 1793	34308	1a	species		accepted	47280	2015-04-29		
2820	3862		Osmia aurulenta		gouden slakkenhuisbij	(Panzer, 1799)	35501	1a	species		accepted	48478	2015-04-29		
2829	3872		Osmia spinulosa		gedoornde slakkenhuisbij	(Kirby, 1802)	35501	1a	species		accepted	48478	2015-04-29		
2830	3873		Osmia tridentata		driedoornige metselbij	Dufour & Perris, 1840	35501	1a	species		accepted	48478	2015-04-29		
2892	61400		Eteone longa	étéone	groengele wadworm	(Fabricius, 1780)	48578		species		accepted	63334	2015-04-29		
2965	61415		Gattyana cirrhosa		gekroesde zeerups	(Pallas, 1766)	48588		species		accepted	63344	2015-04-29		
3061	4099		Atrichum angustatum		rood rimpelmos	Bruch & W. P. Schimper in B.S.G., 1844	38594	1a	species		accepted	51589	2015-04-29		
3068	4106		Bryum calophyllum		holbladig knikmos	R. Brown, 1823	38481	1a	species		accepted	51477	2015-04-29		
3071	4109		Bryum intermedium		middelst knikmos	Blandow, 1809	38481	1a	species		accepted	51477	2015-04-29		
3075	4113		Bryum torquescens		zonneknikmos	Bruch & Schimp.	38481	1a	species		accepted	51477	2015-04-29		
3081	4119		Calliergon megalophyllum		grootbladig puntmos	Mikut.	38484	1a	species		accepted	51480	2015-04-29		
3122	4160		Grimmia ovalis		gezoomd muisjesmos	Lindberg, 1871	38524	1a	species		accepted	51519	2015-04-29		
3124	4162		Grimmia trichophylla		hunebedmuisjesmos	Greville, 1824	38524	1a	species		accepted	51519	2015-04-29		
3331	4370		Heptagenia flava			Rostock, 1877	37121	1a	species		accepted	50095	2015-04-29		
3404	4441		Brenthis ino	grande violette	purperstreepparelmoervlinder	(Rottemburg, 1775)	41666	1a	species		accepted	54676	2015-04-29		
3412	4449		Boloria aquilonaris	nacré de la canneberge	veenbesparelmoervlinder	(Stichel, 1908)	41665	1a	species		accepted	54675	2015-04-29		
3415	4452		Boloria selene	petit collier argenté	zilveren maan	(Denis & Schiffermüller, 1775)	41665	1a	species		accepted	54675	2015-04-29		
35837	48818		Lasiomma			Stein, 1916	44313		genus		to determine	57491	2015-04-29		
3598	63694		Capitomastus				49087		genus		accepted	62545	2015-04-29		
3599	63693		Cerianthus				48961		genus		accepted	62740	2015-04-29		
3636	61454		Odontosyllis ctenostoma			Claparède, 1868	48614		species		accepted	63370	2015-04-29		
3915	4942		Leptodontium gemmascens		strodakmos	Braithwaite, 1887	38610	1a	species		accepted	51605	2015-04-29		
3923	4950		Mnium marginatum		rood sterrenmos	Palisot de Beauvois, 1805	38575	1a	species		accepted	51570	2015-04-29		
3924	4951		Mnium stellare		ongezoomd sterrenmos	Reichard ex Hedwig, 1801	38575	1a	species		accepted	51570	2015-04-29		
3942	4969		Pleurochaete squarrosa		hakig kronkelbladmos	Lindberg, 1864	38612	1a	species		accepted	51607	2015-04-29		
3943	4970		Pogonatum nanum		kleine viltmuts	Palisot de Beauvois, 1805	38596	1a	species		accepted	51591	2015-04-29		
4004	5030		Tetraplodon mnioides		braakbalmos	(Hedw.) Bruch & Schimp.	38639	1a	species		accepted	51634	2015-04-29		
4028	5053		Anastrophyllum minutum		kielmos	(Schreb.) R.M.Schust.	38560	1a	species		accepted	51555	2015-04-29		
4035	5060		Bazzania trilobata		groot zweepmos	(L.) Gray	38551	1a	species		accepted	51546	2015-04-29		
4044	5068		Cololejeunea minutissima		dwergwratjesmos	(Sm.) Schiffn.	38547	1a	species		accepted	51542	2015-04-29		
4063	5087		Mylia anomala		hoogveenlevermos	(Hook.) Gray	38545	1a	species		accepted	51540	2015-04-29		
4081	5105		Scapania irrigua		zandschoffelmos	(Nees) Nees	38633	1a	species		accepted	51628	2015-04-29		
4083	5107		Scapania undulata		beekschoffelmos	(L.) Dumort.	38633	1a	species		accepted	51628	2015-04-29		
4706	63794		Pavus cristatus						species		accepted		2015-04-29		
5202	6268		Mutinus elegans		spitse stinkzwam	(Mont.) E. Fisch.	43035	1a	species		accepted	56155	2015-04-29		
38237	51226		Ocalea			Er., 1837	44144		genus		to determine	57323	2015-04-29		
5602	6664		Anthaxia salicis			(F., 1777)	37250	0a	species		accepted	50225	2015-04-29		
5617	20520		Trichosirocalus troglodytes		bruinrode weegbreesnuitkever	(F., 1787)	37687	0a	species		accepted	50670	2015-04-29		
5659	6721		Sympherobius pellucidus			(Walker, 1853)	34345	1a	species		accepted	47317	2015-04-29		
5670	6732		Sympherobius elegans			(Stephens, 1836)	34345	1a	species		accepted	47317	2015-04-29		
5681	6744		Sympherobius pygmaeus			(Rambur, 1842)	34345	1a	species		accepted	47317	2015-04-29		
5700	6765		Melogona gallica		lössdikwang	(Latzel, 1884)	34365	1a	species		accepted	47337	2015-04-29		
5766	6857		Lithobius aeruginosus		spitstandsteenloper	L. Koch, 1862	34418	1a	species		accepted	47390	2015-04-29		
5768	6860		Lithobius borealis			Meinert 1868	34418	3c	species		accepted	47390	2015-04-29		
5770	6862		Lithobius crassipes		grootoogsteenloper	L. Koch, 1862	34418	1a	species		accepted	47390	2015-04-29		
5773	6866		Lithobius erythrocephalus		roodhalssteenloper	C.L. Koch, 1847	34418	1a	species		accepted	47390	2015-04-29		
5780	6874		Lithobius muticus		breedkopsteenloper	C.L. Koch, 1847	34418	1a	species		accepted	47390	2015-04-29		
5784	6880		Lithobius subtilis		gladkopsteenloper	Latzel, 1880	34418	1a	species		accepted	47390	2015-04-29		
5790	6887		Scutigera coleoptrata	scutigère	spinduizendpoot	(Linnaeus, 1758)	34422	2d	species		accepted	47394	2015-04-29		
5821	6916		Progebiophilus euxinicus			(Popov, 1929)	34440	1a	species		accepted	47412	2015-04-29		
5898	7855		Aleiodes assimilis			(Nees, 1811)	34834	3c	species		accepted	47806	2015-04-29		
5929	7020		Athysanus argentarius			Metcalf 1955	34493	1a	species		accepted	47465	2015-04-29		
5935	7026		Chlorita paolii			(Ossiannilsson, 1939)	34497	1a	species		accepted	47469	2015-04-29		
5937	7028		Cicadula aurantipes			(Edwards, 1894)	34499	1a	species		accepted	47471	2015-04-29		
5938	7029		Cicadula flori			(Sahlberg, 1871)	34499	1a	species		accepted	47471	2015-04-29		
5939	7030		Cicadula frontalis			(Herrich-Schäffer, 1835)	34499	1a	species		accepted	47471	2015-04-29		
5941	7032		Cicadula quadrinotata			(Fabricius, 1794)	34499	1a	species		accepted	47471	2015-04-29		
5943	7034		Cicadula saturata			(Edwards, 1915)	34499	1a	species		accepted	47471	2015-04-29		
5948	7039		Deltocephalus pulicaris			(Fallén, 1806)	34502	1a	species		accepted	47474	2015-04-29		
5953	7044		Dryodurgades antoniae			(Melichar, 1907)	34505	1a	species		accepted	47477	2015-04-29		
5981	7074		Errastunus ocellaris			(Fallén, 1806)	34511	1a	species		accepted	47483	2015-04-29		
6023	7115		Forcipata forcipata			(Flor, 1861)	34523	1a	species		accepted	47495	2015-04-29		
6027	7120		Graphocraerus ventralis			(Fallén, 1806)	34526	1a	species		accepted	47498	2015-04-29		
6056	7149		Limotettix striola			(Fallén, 1806)	34538	1a	species		accepted	47510	2015-04-29		
6118	7209		Paralimnus phragmitis			(Boheman, 1847)	34557	1a	species		accepted	47529	2015-04-29		
6147	7237		Recilia coronifera			(Marshall, 1866)	34567	1a	species		accepted	47539	2015-04-29		
6163	7253		Streptanus aemulans			(Kirschbaum, 1868)	34576	1a	species		accepted	47548	2015-04-29		
6170	51202		Leptusa			Kr., 1856	44144		genus		to determine	57323	2015-04-29		
6198	7287		Tachycixius pilosus			(Olivier, 1791)	34589	1a	species		accepted	47561	2015-04-29		
6213	7302		Delphacinus mesomelas			(Boheman, 1850)	34597	1a	species		accepted	47569	2015-04-29		
6222	7311		Euconomelus lepidus			(Boheman, 1847)	34602	1a	species		accepted	47574	2015-04-29		
6231	7321		Javesella forcipata			(Boheman, 1847)	34609	1a	species		accepted	47581	2015-04-29		
6291	7857		Aleiodes borealis			(Thomson, 1892)	34834	1a	species		accepted	47806	2015-04-29		
6309	7399		Parthenolecanium rufulum			(Cockerell, 1903)	34652	1a	species		accepted	47624	2015-04-29		
6312	7402		Physokermes piceae		sparredopluis	(Schrank, 1801)	34654	1a	species		accepted	47626	2015-04-29		
6316	7406		Pulvinaria vitis		druivedopluis, wollige dopluis	(Linnaeus, 1758)	34655	1a	species		accepted	47627	2015-04-29		
6338	7433		Cryptococcus fagisuga		beukeschorsluis	Lindinger, 1936	34666	1a	species		accepted	47638	2015-04-29		
6362	7458		Trionymus radicum			(Newstead, 1895)	34685	1a	species		accepted	47657	2015-04-29		
6364	7460		Trionymus tomlini			(Green, 1925)	34685	1a	species		accepted	47657	2015-04-29		
6381	7477		Ceratophyllus borealis			Rothschild, 1907	34698	1a	species		accepted	47669	2015-04-29		
6389	7485		Ceratophyllus rusticus			Wagner, 1903	34698	1a	species		accepted	47669	2015-04-29		
6390	7487		Ceratophyllus styx			Rothschild, 1900	34698	1a	species		accepted	47669	2015-04-29		
6391	7488		Dasypsyllus gallinulae			(Dale, 1878)	34699	1a	species		accepted	47670	2015-04-29		
6399	7497		Peromyscopsylla silvatica			(Meinert, 1896)	34707	1a	species		accepted	47678	2015-04-29		
6400	7498		Tarsopsylla octodecimdentata			(Kolenati, 1863)	34708	1a	species		accepted	47679	2015-04-29		
6405	7504		Doratopsylla dasycnema			(Rothschild, 1897)	34710	1a	species		accepted	47681	2015-04-29		
6407	7506		Palaeopsylla soricis			(Dale, 1878)	34711	1a	species		accepted	47682	2015-04-29		
6506	7602		Hoplandrothrips flavipes			Bagnall, 1923	34743	2d	species		accepted	47714	2015-04-29		
6551	7648		Baliothrips dispar			(Haliday, 1836)	34766	1a	species		accepted	47738	2015-04-29		
6610	7705		Kakothrips robustus		erwtetrips	(Uzel, 1895)	34793	1a	species		accepted	47765	2015-04-29		
6656	7751		Sminyothrips biuncatus			Uzel, 1895	34814	1a	species		accepted	47786	2015-04-29		
6657	7752		Sminyothrips biuncinatus			Uzel, 1895	34814	1a	species		accepted	47786	2015-04-29		
6665	7760		Taeniothrips picipes			(Zetterstedt, 1828)	34818	1a	species		accepted	47790	2015-04-29		
38238	51227		Ochtephilum			Stephens	44144		genus		to determine	57323	2015-04-29		
6670	7765		Thrips angusticeps		vroege akkertrips	Uzel, 1895	34820	1a	species		accepted	47792	2015-04-29		
6671	7766		Thrips atratus			Haliday, 1836	34820	1a	species		accepted	47792	2015-04-29		
6673	7768		Thrips difficilis			Priesner, 1920	34820	1a	species		accepted	47792	2015-04-29		
6674	7769		Thrips dilatatus			Uzel, 1895	34820	1a	species		accepted	47792	2015-04-29		
6678	7773		Thrips funebris			Bagnall, 1924	34820	1a	species		accepted	47792	2015-04-29		
6680	7775		Thrips gowdeyi			(Bagnall)	34820	2d	species		accepted	47792	2015-04-29		
6686	7781		Thrips linariae			(Priesner, 1928)	34820	1a	species		accepted	47792	2015-04-29		
6689	7784		Thrips meridionalis			(Priesner, 1926)	34820	2d	species		accepted	47792	2015-04-29		
6690	7785		Thrips microchaetus			Karny, 1920	34820	2d	species		accepted	47792	2015-04-29		
6693	7788		Thrips obscuratus			(Crawford)	34820	2d	species		accepted	47792	2015-04-29		
6700	7795		Thrips pusillus			Bagnall	34820	2d	species		accepted	47792	2015-04-29		
6704	7799		Thrips speratus			Zur Strassen	34820	2d	species		accepted	47792	2015-04-29		
6705	7800		Thrips tabaci		tabakstrips	Lindeman, 1889	34820	1a	species		accepted	47792	2015-04-29		
6706	7801		Thrips tenellus			Trybom, 1912	34820	2d	species		accepted	47792	2015-04-29		
6707	7802		Thrips trehernei			Priesner, 1927	34820	1a	species		accepted	47792	2015-04-29		
6711	7806		Thrips viminalis			Uzel, 1895	34820	1a	species		accepted	47792	2015-04-29		
6754	7853		Aleiodes albitibia			(Herrich-Schäffer, 1838)	34834	1a	species		accepted	47806	2015-04-29		
6755	7854		Aleiodes alternator			(Nees, 1834)	34834	1a	species		accepted	47806	2015-04-29		
6763	7864		Aleiodes dissector			(Nees, 1834)	34834	1a	species		accepted	47806	2015-04-29		
6767	7868		Aleiodes grassator			(Thunberg, 1822)	34834	3c	species		accepted	47806	2015-04-29		
6768	7869		Aleiodes modestus			(Reinhard, 1863)	34834	3c	species		accepted	47806	2015-04-29		
6772	7873		Aleiodes pallidator			(Thunberg, 1822)	34834	1a	species		accepted	47806	2015-04-29		
6776	7877		Aleiodes pulchripes			Wesmael, 1838	34834	3c	species		accepted	47806	2015-04-29		
6779	7880		Aleiodes seriatus			(Herrich-Schäffer, 1838)	34834	1a	species		accepted	47806	2015-04-29		
6782	7883		Aleiodes unipunctator			(Thunberg, 1822)	34834	1a	species		accepted	47806	2015-04-29		
6788	7889		Alysia alticola			(Ashmead, 1890)	34837	3c	species		accepted	47809	2015-04-29		
6789	7890		Alysia atra			Haliday, 1838	34837	3c	species		accepted	47809	2015-04-29		
6790	7891		Alysia heterocera			Thomson, 1895	34837	1a	species		accepted	47809	2015-04-29		
6794	7895		Alysia manducator			(Panzer, 1799)	34837	1a	species		accepted	47809	2015-04-29		
6795	7896		Alysia rufidens			Nees, 1834	34837	1a	species		accepted	47809	2015-04-29		
6804	7905		Apanteles albipennis			(Nees, 1834)	34839	1a	species		accepted	47811	2015-04-29		
