id	speciesbeid	colid	acceptedname	vernacularnamefr	vernacularnamenl	scientificnameauthorship	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author
31850	41428		Polysphondylium violaceum			Bref.	43361	1a	species		accepted	56493	2015-04-29		
32180	42784		Pucciniastrum vaccinii		bosbesroest	(G. Winter) Jørst.	43462	1a	species		accepted	56596	2015-04-29		
32277	42934		Ramularia adoxae			Karsten	43485	1a	species		accepted	56619	2015-04-29		
32278	42935		Ramularia agrestis			Sacc.	43485	1a	species		accepted	56619	2015-04-29		
32281	42939		Ramularia archangelicae			Lindr.	43485	1a	species		accepted	56619	2015-04-29		
32285	42943		Ramularia bellunensis			Speg.	43485	1a	species		accepted	56619	2015-04-29		
32289	42950		Ramularia carneola			(Sacc.) Nannf.	43485	1a	species		accepted	56619	2015-04-29		
32290	42953		Ramularia cylindroides			Sacc.	43485	1a	species		accepted	56619	2015-04-29		
32292	42955		Ramularia deusta				43485		species		to determine	56619	2015-04-29		
32295	42968		Ramularia gei			(A.G. Eliasson) Lindr.,1902	43485	1a	species		accepted	56619	2015-04-29		
32301	42979		Ramularia lamii				43485		species		to determine	56619	2015-04-29		
32302	42980		Ramularia lampsanae			(Desm.) Sacc.	43485	1a	species		accepted	56619	2015-04-29		
32313	43002		Ramularia tricherae			Lindr.	43485	1a	species		accepted	56619	2015-04-29		
32318	43009		Ramularia valerianae			(Speg.) Sacc., 1881	43485	1a	species		accepted	56619	2015-04-29		
32341	43084		Rhabdospora continua			(Berk. & M.A. Curtis) Sacc.	43499	1a	species		accepted	56633	2015-04-29		
32343	43086		Rhabdospora dahliae			Oudem.	43499	1a	species		accepted	56633	2015-04-29		
32345	43089		Rhabdospora lupini			N.F. Buchw., 1958	43499	1a	species		accepted	56633	2015-04-29		
32347	43091		Rhabdospora nebulosa			(Desm.) Sacc.	43499	1a	species		accepted	56633	2015-04-29		
32562	43611		Sclerotium ambiguum				43562	1a	species		accepted	56708	2015-04-29		
32569	43619		Sclerotium compactum			DC., 1815	43562	1a	species		accepted	56708	2015-04-29		
32570	43620		Sclerotium complanatum			Tode, 1790	43562	1a	species		anamorph	56708	2015-04-29		
32572	43623		Sclerotium crustuliforme			Desm., 1848	43562	1a	species		accepted	56708	2015-04-29		
32575	43626		Sclerotium fibrillosum			Lib.	43562	1a	species		accepted	56708	2015-04-29		
32577	43629		Sclerotium hydrophilum			Sacc.	43562	1a	species		accepted	56708	2015-04-29		
32587	43639		Sclerotium pustula			DC., 1815	43562	1a	species		accepted	56708	2015-04-29		
32591	43644		Sclerotium semen			Tode, 1790	43562	1a	species		accepted	56708	2015-04-29		
32601	43659		Scolecobasidium terreum			E.V. Abbott, 1927	43563	1a	species		accepted	56709	2015-04-29		
32877	44168		Speira toruloides			Sacc.	43635	1a	species		accepted	56781	2015-04-29		
32883	44180		Sphaeronaema conicum			(Tode:Fr.) Fr.	43641	1a	species		accepted	56787	2015-04-29		
32885	44182		Sphaeronaema fagi			Oudem.	43641	1a	species		accepted	56787	2015-04-29		
32888	44196		Sphaeropsis hedericola			Sacc.	43643	1a	species		accepted	56789	2015-04-29		
32890	44201		Sphaeropsis sapinea			(Fr.) Dyko & B. Sutton, 1980	43643	1a	species		accepted	56789	2015-04-29		
32891	44203		Sphaeropsis sumachi			(Schwein.) Cooke & Ellis	43643	1a	species		anamorph	56789	2015-04-29		
32902	44246		Sporidesmium fuscum			(Bonord.) Sacc.	33245	1a	species		accepted	56798	2015-04-29		
32910	44269		Sporonema hiemale			Desm.	34022	1a	species		accepted	56804	2015-04-29		
32911	44270		Sporonema phacidioides			Desm.	34022	4	species		accepted	56804	2015-04-29		
32916	44276		Sporothrix fungorum			de Hoog & G.A. de Vries, 1973	35065	1a	species		accepted	56806	2015-04-29		
32919	44279		Sporothrix ranii			Moustafa, 1982	35065	1a	species		accepted	56806	2015-04-29		
33121	44962		Synchytrium anemones			(DC.) Woronin 1868	43738	1a	species		accepted	56899	2015-04-29		
33123	44964		Synchytrium endobioticum		wratziekte	(Schilb.) Percival, 1909	43738	3c	species		accepted	56899	2015-04-29		
33222	45337		Torula populina			Peck	43775	1a	species		accepted	56945	2015-04-29		
33223	45338		Torula pulveracea			Corda	43775	1a	species		accepted	56945	2015-04-29		
33225	45343		Torula sacchari-lactis			Oudem.	43775	1a	species		accepted	56945	2015-04-29		
33227	45351		Torulopsis acris				43777	1a	species		accepted	56947	2015-04-29		
33232	45378		Torulopsis hominis				43777	1a	species		accepted	56947	2015-04-29		
33303	45651		Triposporium elegans			Corda	43795	1a	species		accepted	56969	2015-04-29		
33467	46066		Ulocladium atrum			Preuss	43855	1a	species		accepted	57029	2015-04-29		
33491	46129		Uredo campanulae			Pers.	43862	1a	species		anamorph	57036	2015-04-29		
33500	46145		Uredo eryngii			Chevall.	43862	1a	species		anamorph	57036	2015-04-29		
33504	46153		Uredo galii			Duby	43862	1a	species		anamorph	57036	2015-04-29		
33505	46155		Uredo geranii			DC.	43862	1a	species		anamorph	57036	2015-04-29		
33506	46156		Uredo gyrosa			Rebent.	43862	1a	species		anamorph	57036	2015-04-29		
33507	46157		Uredo helioscopiae			Pers.	43862	1a	species		anamorph	57036	2015-04-29		
33509	46159		Uredo hieracii			Schumach.	43862	1a	species		anamorph	57036	2015-04-29		
33511	46162		Uredo impatientis			Rabenh.	43862	1a	species		anamorph	57036	2015-04-29		
33515	46170		Uredo magnusiana				43862	1a	species		anamorph	57036	2015-04-29		
33521	46179		Uredo padi			Kunze & J.C. Schmidt	43862	1a	species		anamorph	57036	2015-04-29		
33522	46180		Uredo paeoniae			Castagne	43862	1a	species		accepted	57036	2015-04-29		
33527	46194		Uredo potentillarum			DC.	43862	1a	species		anamorph	57036	2015-04-29		
33530	46197		Uredo primulae			DC.	43862	1a	species		anamorph	57036	2015-04-29		
33540	46215		Uredo symphyti			DC.	43862	1a	species		anamorph	57036	2015-04-29		
33750	46697		Zygorhynchus heterogamus			(Vuill.) Vuill., 1903	43942	1a	species		accepted	57121	2015-04-29		
37543	50524		Sospita			Muls., 1846	44140		genus		to determine	57319	2015-04-29		
34265	47237		Nagurus			Holthuis, 1949	44132		genus		to determine	57311	2015-04-29		
34284	47256		Exephanes			Wesmael, 1845	44284		genus		to determine	57462	2015-04-29		
34286	47258		Exetastes			Gravenhorst, 1829	44284		genus		to determine	57462	2015-04-29		
34342	47314		Conwentzia			Enderlein, 1905	44185		genus		to determine	57364	2015-04-29		
34343	47315		Helicoconis			Kis in Kis, Nagler & Mandru, 1970	44185		genus		to determine	57364	2015-04-29		
34354	47326		Myrmeleon			Linnaeus, 1767	44187		genus		to determine	57366	2015-04-29		
34415	47387		Haplophilus				44210		genus		to determine	57389	2015-04-29		
34425	47397		Cyathura			Norman & Stebbing, 1886	44217		genus		to determine	57396	2015-04-29		
34434	47406		Athelges			Hesse, 1861	44221		genus		to determine	57400	2015-04-29		
34437	47409		Hemiarthrus			Giard & Bonnier, 1887	44221		genus		to determine	57400	2015-04-29		
34472	47444		Lepyronia			Amyot & Serville, 1843	44135		genus		to determine	57314	2015-04-29		
34473	47445		Neophilaenus			Haupt, 1935	44135		genus		to determine	57314	2015-04-29		
34642	47614		Tetralicia			Harrison, 1917	44249		genus		to determine	57428	2015-04-29		
34643	47615		Trialeurodes			Cockerell, 1902	44249		genus		to determine	57428	2015-04-29		
34713	47684		Hystrichopsylla			Taschenberg, 1880	44267		genus		to determine	57445	2015-04-29		
34720	47691		Pulex			Linnaeus, 1758	44269		genus		to determine	57447	2015-04-29		
34827	47799		Aclitus			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34831	47803		Adialytus			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34838	47810		Anisocyrta			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34852	47824		Austrozele			Roman, 1910	44276		genus		to determine	57454	2015-04-29		
34853	47825		Bassus			Fabricius, 1804	44276		genus		to determine	57454	2015-04-29		
34859	47831		Centistes			Haliday, 1835	44276		genus		to determine	57454	2015-04-29		
34864	47836		Chilotrichia			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34869	47841		Coelinidea			Viereck, 1913	44276		genus		to determine	57454	2015-04-29		
34871	47843		Coeloides			Wesmael, 1838	44276		genus		to determine	57454	2015-04-29		
34872	47844		Colastes			Haliday, 1833	44276		genus		to determine	57454	2015-04-29		
34875	47847		Cotesia			Cameron, 1891	44276		genus		to determine	57454	2015-04-29		
34878	47850		Cyanopterus			Haliday, 1836	44276		genus		to determine	57454	2015-04-29		
34884	47856		Diachasma			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34885	47857		Diaeretellus			Starý, 1960	44276		genus		to determine	57454	2015-04-29		
34887	47859		Diaeretus			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34892	47864		Diospilus			Haliday, 1833	44276		genus		to determine	57454	2015-04-29		
34895	47867		Dyscritulus			Hincks, 1943	44276		genus		to determine	57454	2015-04-29		
34897	47869		Ecphylus			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34901	47873		Euaphidius			Mackauer, 1961	44276		genus		to determine	57454	2015-04-29		
34909	47881		Grammospila			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34919	47891		Hypodoryctes			Kokujev, 1900	44276		genus		to determine	57454	2015-04-29		
34925	47897		Leiophron			Nees, 1818	44276		genus		to determine	57454	2015-04-29		
34928	47900		Lipolexis			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34930	47902		Lysiphlebus			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34938	47910		Mirax			Haliday, 1833	44276		genus		to determine	57454	2015-04-29		
34947	47919		Orthostigma			Ratzeburg, 1844	44276		genus		to determine	57454	2015-04-29		
34956	47928		Phaedrotoma			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34964	47936		Proterops			Wesmael, 1835	44276		genus		to determine	57454	2015-04-29		
34966	47938		Pseudichneutes			Belokobylskij, 1996	44276		genus		to determine	57454	2015-04-29		
34970	47942		Rhysipolis			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34975	47947		Schizoprymnus			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34978	47950		Spathicopis			van Achterberg, 1977	44276		genus		to determine	57454	2015-04-29		
34980	47952		Streblocera			Westwood, 1833	44276		genus		to determine	57454	2015-04-29		
34981	47953		Symphanes			Foerster, 1862	44276		genus		to determine	57454	2015-04-29		
34989	47961		Trachionus			Haliday, 1833	44276		genus		to determine	57454	2015-04-29		
35010	47982		Pseudoclavellaria			Schultz, 1906	44278		genus		to determine	57456	2015-04-29		
35012	47984		Zaraea				44278		genus		to determine	57456	2015-04-29		
35014	47986		Gilpinia			Benson, 1939	44279		genus		to determine	57457	2015-04-29		
35030	48002		Acrolyta			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35031	48003		Acropimpla			Townes, 1960	44284		genus		to determine	57462	2015-04-29		
35032	48004		Acroricnus			Ratzeburg, 1852	44284		genus		to determine	57462	2015-04-29		
35040	48012		Alcima			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35041	48013		Alexeter			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35046	48018		Aneuclis			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35047	48019		Anisobas			Wesmael, 1845	44284		genus		to determine	57462	2015-04-29		
35050	48022		Anomalon			Panzer, 1804	44284		genus		to determine	57462	2015-04-29		
35051	48023		Anoncus			Townes, 1970	44284		genus		to determine	57462	2015-04-29		
35052	48024		Aoplus			Tischbein, 1874	44284		genus		to determine	57462	2015-04-29		
35054	48026		Apechthis			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35058	48030		Apsilops			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35060	48032		Arotes			Gravenhorst, 1829	44284		genus		to determine	57462	2015-04-29		
35067	48038		Banchus			Fabricius, 1798	44284		genus		to determine	57462	2015-04-29		
35068	48039		Baranisobas			Heinrich, 1972	44284		genus		to determine	57462	2015-04-29		
35077	48048		Buathra			Cameron, 1903	44284		genus		to determine	57462	2015-04-29		
35078	48049		Callajoppa			Cameron, 1903	44284		genus		to determine	57462	2015-04-29		
35079	48050		Campocraspedon			Uchida, 1957	44284		genus		to determine	57462	2015-04-29		
35080	48051		Campodorus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35086	48057		Ceratophygadeuon			Viereck, 1924	44284		genus		to determine	57462	2015-04-29		
35092	48063		Clypeoplex			Horstmann, 1987	44284		genus		to determine	57462	2015-04-29		
35096	48067		Colpognathus			Wesmael, 1845	44284		genus		to determine	57462	2015-04-29		
35100	48071		Cratocryptus			Thomson, 1873	44284		genus		to determine	57462	2015-04-29		
35106	48077		Crytea			Cameron, 1906	44284		genus		to determine	57462	2015-04-29		
35109	48080		Ctenopelma			Holmgren, 1857	44284		genus		to determine	57462	2015-04-29		
35112	48083		Cyclolabus			Heinrich, 1936	44284		genus		to determine	57462	2015-04-29		
35117	48088		Deuterolabops			Heinrich, 1975	44284		genus		to determine	57462	2015-04-29		
35119	48090		Diacritus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35127	48098		Diphyus			Kriechbaumer, 1890	44284		genus		to determine	57462	2015-04-29		
35137	48108		Enclisis			Townes, 1970	44284		genus		to determine	57462	2015-04-29		
35144	48115		Enytus			Cameron, 1905	44284		genus		to determine	57462	2015-04-29		
35148	48119		Eriborus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35152	48123		Erromenus			Holmgren, 1857	44284		genus		to determine	57462	2015-04-29		
35157	48128		Exochus			Gravenhorst, 1829	44284		genus		to determine	57462	2015-04-29		
35173	48144		Helictes			Haliday, 1837	44284		genus		to determine	57462	2015-04-29		
35186	48157		Hybrizon			Fallén, 1813	44284		genus		to determine	57462	2015-04-29		
35187	48158		Hypamblys			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35191	48162		Hyposoter			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35192	48163		Hypsantyx			Pfankuch, 1906	44284		genus		to determine	57462	2015-04-29		
35197	48168		Itoplectis			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35204	48175		Lathiponus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35209	48180		Limerodes			Wesmael, 1845	44284		genus		to determine	57462	2015-04-29		
35223	48194		Megastylus			Schiødte, 1838	44284		genus		to determine	57462	2015-04-29		
35226	48197		Meringopus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35234	48205		Misetus			Wesmael, 1845	44284		genus		to determine	57462	2015-04-29		
35241	48212		Neotypus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35246	48217		Obisiphaga			Morley, 1907	44284		genus		to determine	57462	2015-04-29		
35249	48220		Odontoneura			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35250	48221		Oedemopsis			Tschek, 1869	44284		genus		to determine	57462	2015-04-29		
35251	48222		Oetophorus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35262	48233		Orthopelma			Taschenberg, 1865	44284		genus		to determine	57462	2015-04-29		
35266	48237		Oxytorus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35268	48239		Pantorhaestes			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35278	48249		Phaeogenes			Wesmael, 1845	44284		genus		to determine	57462	2015-04-29		
35293	48264		Plectiscidea			Viereck, 1914	44284		genus		to determine	57462	2015-04-29		
35300	48271		Polyaulon			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35301	48272		Polyblastus			Hartig, 1837	44284		genus		to determine	57462	2015-04-29		
35309	48280		Probolus			Wesmael, 1845	44284		genus		to determine	57462	2015-04-29		
35311	48282		Promethes			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35315	48286		Pseudorhyssa			Merril, 1915	44284		genus		to determine	57462	2015-04-29		
35316	48287		Psilomastax			Tischbein, 1868	44284		genus		to determine	57462	2015-04-29		
35321	48292		Rhinotorus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35335	48306		Smicroplectrus			Thomson, 1883	44284		genus		to determine	57462	2015-04-29		
35336	48307		Sphecophaga			Westwood, 1840	44284		genus		to determine	57462	2015-04-29		
35339	48310		Spilothyrateles			Heinrich, 1967	44284		genus		to determine	57462	2015-04-29		
35340	48311		Spinolochus			Horstmann, 1971	44284		genus		to determine	57462	2015-04-29		
35341	48312		Stenaoplus			Heinrich, 1938	44284		genus		to determine	57462	2015-04-29		
35348	48319		Stilbops			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35353	48324		Symplecis			Gravenhorst, 1829	44284		genus		to determine	57462	2015-04-29		
35361	48332		Syspasis			Townes, 1965	44284		genus		to determine	57462	2015-04-29		
35365	48336		Tersilochus			Holmgren, 1859	44284		genus		to determine	57462	2015-04-29		
35370	48341		Thymaris			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35372	48343		Townesia			Ozols, 1962	44284		genus		to determine	57462	2015-04-29		
35375	48346		Tranosemella			Horstmann, 1978	44284		genus		to determine	57462	2015-04-29		
35380	48350		Trichomma			Wesmael, 1849	44284		genus		to determine	57462	2015-04-29		
35383	48353		Triptognathus			Berthoumieu, 1904	44284		genus		to determine	57462	2015-04-29		
35388	48358		Tycherus			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35395	48365		Xorides			Latreille, 1809	44284		genus		to determine	57462	2015-04-29		
35398	48368		Zaplethocornia			Schmiedeknecht, 1912	44284		genus		to determine	57462	2015-04-29		
35399	48369		Zatypota			Förster, 1869	44284		genus		to determine	57462	2015-04-29		
35409	48379		Xeris			A. Costa, 1894	44286		genus		to determine	57464	2015-04-29		
35513	48494		Clepsine				44293		genus		to determine	57471	2015-04-29		
35515	48496		Glossosiphonia				44293		genus		to determine	57471	2015-04-29		
35546	48527		Chalcis			Fabricius, 1787	44297		genus		to determine	57475	2015-04-29		
35555	48536		Baeocharis			Mayr, 1876	44298		genus		to determine	57476	2015-04-29		
35558	48539		Cerapterocerus			Westwood, 1833	44298		genus		to determine	57476	2015-04-29		
35581	48562		Parablastothrix			Mercet, 1917	44298		genus		to determine	57476	2015-04-29		
35797	48778		Acartophthalmus			Czerny, 1902	44309		genus		to determine	57487	2015-04-29		
35829	48810		Emmesomyia			Malloch, 1917	44313		genus		to determine	57491	2015-04-29		
35838	48819		Leucophora			Robineau-Desvoidy, 1830	44313		genus		to determine	57491	2015-04-29		
35840	48821		Myopina			Robineau-Desvoidy, 1830	44313		genus		to determine	57491	2015-04-29		
35846	48827		Strobilomyia			Michelsen, 1988	44313		genus		to determine	57491	2015-04-29		
35847	48828		Subhylemyia			Ringdahl, 1933	44313		genus		to determine	57491	2015-04-29		
35879	48859		Atherix			Meigen, 1803	44317		genus		to determine	57495	2015-04-29		
36035	49014		Chamaemyia			Meigen, 1803	44329		genus		to determine	57508	2015-04-29		
36036	49015		Leucopis			Meigen, 1830	44329		genus		to determine	57508	2015-04-29		
36172	49151		Calamoncosis			Enderlein, 1911	44332		genus		to determine	57511	2015-04-29		
36177	49156		Cryptonevra			Lioy, 1864	44332		genus		to determine	57511	2015-04-29		
36189	49168		Lasiosina			Becker, 1910	44332		genus		to determine	57511	2015-04-29		
36197	49176		Oscinimorpha			Lioy, 1864	44332		genus		to determine	57511	2015-04-29		
36199	49178		Parectecephala			Becker, 1910	44332		genus		to determine	57511	2015-04-29		
36202	49181		Pseudopachychaeta			Strobl, 1902	44332		genus		to determine	57511	2015-04-29		
36402	49380		Aulogastromyia			Hendel, 1925	44356		genus		to determine	57535	2015-04-29		
36409	49387		Poecilolycia			Shewell, 1986	44356		genus		to determine	57535	2015-04-29		
36462	49439		Lamprolonchaea			Bezzi, 1920	44358		genus		to determine	57537	2015-04-29		
36613	49588		Cephalosphaera			Enderlein, 1936	44378		genus		to determine	57557	2015-04-29		
36616	49591		Dasydorylas			Skevington in Skevington & Yeates, 2001	44378		genus		to determine	57557	2015-04-29		
36618	49593		Eudorylas			Aczél, 1940	44378		genus		to determine	57557	2015-04-29		
36622	49597		Pipunculus			Latreille, 1802	44378		genus		to determine	57557	2015-04-29		
36627	49602		Callomyia			Meigen, 1804	44379		genus		to determine	57558	2015-04-29		
36630	49605		Paraplatypeza			Kessel & Maggioncalda, 1968	44379		genus		to determine	57558	2015-04-29		
36631	49606		Platypeza			Meigen, 1803	44379		genus		to determine	57558	2015-04-29		
36670	49645		Tricogena			Rondani, 1856	44384		genus		to determine	57563	2015-04-29		
36683	49658		Ravinia			Robineau-Desvoidy, 1863	44385		genus		to determine	57564	2015-04-29		
36719	49694		Thripomorpha			Enderlein, 1905	44387		genus		to determine	57566	2015-04-29		
37106	50080		Ametropus			Albarda, 1878	44406		genus		to determine	57585	2015-04-29		
37192	50167		Omonadus			Muls.Rey, 1866	44437		genus		to determine	57616	2015-04-29		
37265	50240		Ancistronycha			Märk., 1852	44138		genus		to determine	57317	2015-04-29		
37269	50244		Metacantharis			Bourg., 1886	44138		genus		to determine	57317	2015-04-29		
37510	50490		Ennearthron			Mell., 1847	44452		genus		to determine	57631	2015-04-29		
37512	50492		Orthocis			Casey, 1898	44452		genus		to determine	57631	2015-04-29		
37526	50507		Coccinula			Dobz., 1925	44140		genus		to determine	57319	2015-04-29		
37557	50538		Corylophus			Steph., 1832	44457		genus		to determine	57636	2015-04-29		
37558	50539		Orthoperus			Steph., 1829	44457		genus		to determine	57636	2015-04-29		
37775	50759		Elmis			Latr., 1802	44468		genus		to determine	57647	2015-04-29		
37777	50761		Limnius			Ill., 1802	44468		genus		to determine	57647	2015-04-29		
37778	50762		Normandia			Pic, 1900	44468		genus		to determine	57647	2015-04-29		
37779	50763		Oulimnius			Goz., 1886	44468		genus		to determine	57647	2015-04-29		
37794	50778		Eucnemis			Ahr., 1812	44472		genus		to determine	57651	2015-04-29		
37896	50881		Lygistopterus			Muls., 1838	44491		genus		to determine	57670	2015-04-29		
37911	50896		Anisoxya			Muls., 1856	44495		genus		to determine	57674	2015-04-29		
37914	50899		Hypulus			Payk., 1798	44495		genus		to determine	57674	2015-04-29		
37925	50910		Curtimorda			Méq., 1946	44499		genus		to determine	57678	2015-04-29		
38059	51046		Ernoporus			Thoms., 1865	44521		genus		to determine	57700	2015-04-29		
38060	51047		Gnathotrichus			Eichh., 1868	44521		genus		to determine	57700	2015-04-29		
38063	51050		Hylesinus			F., 1801	44521		genus		to determine	57700	2015-04-29		
38070	51057		Phloeosinus			Chap., 1873	44521		genus		to determine	57700	2015-04-29		
38072	51059		Pityogenes			Bedel, 1888	44521		genus		to determine	57700	2015-04-29		
38077	51064		Taphrorychus			Eichh., 1879	44521		genus		to determine	57700	2015-04-29		
38078	51065		Tomicus			Latr., 1802	44521		genus		to determine	57700	2015-04-29		
38079	51066		Trypophloeus			Fairm., 1869	44521		genus		to determine	57700	2015-04-29		
38087	51074		Eutheia			Steph., 1830	44523		genus		to determine	57702	2015-04-29		
38118	51105		Acylophorus			Nordm., 1837	44144		genus		to determine	57323	2015-04-29		
38120	51107		Alaobia			Thoms., 1858	44144		genus		to determine	57323	2015-04-29		
38121	51108		Aleochara			Grav., 1802	44144		genus		to determine	57323	2015-04-29		
38124	51111		Aloconota			Thoms., 1858	44144		genus		to determine	57323	2015-04-29		
38129	51116		Anomognathus			Sol., 1849	44144		genus		to determine	57323	2015-04-29		
38131	51118		Anthobium			Leach in Sam., 1819	44144		genus		to determine	57323	2015-04-29		
38135	51122		Arpedium			Er., 1839	44144		genus		to determine	57323	2015-04-29		
38136	51123		Astenus			Steph., 1833	44144		genus		to determine	57323	2015-04-29		
38139	51126		Autalia			Leach in Sam., 1819	44144		genus		to determine	57323	2015-04-29		
38148	51136		Callicerus			Grav., 1802	44144		genus		to determine	57323	2015-04-29		
38156	51144		Creophilus			Leach in Sam., 1819	44144		genus		to determine	57323	2015-04-29		
38158	51146		Cypha			Leach in Sam., 1819	44144		genus		to determine	57323	2015-04-29		
38159	51147		Cyphea			Fauv., 1863	44144		genus		to determine	57323	2015-04-29		
38160	51148		Dacrila			Muls.Rey, 1875	44144		genus		to determine	57323	2015-04-29		
38169	51157		Diglotta			Champ., 1899	44144		genus		to determine	57323	2015-04-29		
38171	51159		Dinarda			Leach in Sam., 1819	44144		genus		to determine	57323	2015-04-29		
38176	51164		Emus			Leach in Sam., 1819	44144		genus		to determine	57323	2015-04-29		
38182	51170		Euryporus			Er., 1839	44144		genus		to determine	57323	2015-04-29		
38195	51183		Habrocerus			Er., 1839	44144		genus		to determine	57323	2015-04-29		
38197	51185		Hapalaraea			Thoms., 1858	44144		genus		to determine	57323	2015-04-29		
38198	51186		Haploglossa			Kr., 1856	44144		genus		to determine	57323	2015-04-29		
38201	51189		Homalota			Mannh., 1830	44144		genus		to determine	57323	2015-04-29		
38208	51196		Ischnopoda			Steph., 1835	44144		genus		to determine	57323	2015-04-29		
38209	51197		Ischnosoma			Steph., 1829	44144		genus		to determine	57323	2015-04-29		
38211	51199		Lamprinus			Heer, 1839	44144		genus		to determine	57323	2015-04-29		
38215	51204		Liogluta			Thoms., 1858	44144		genus		to determine	57323	2015-04-29		
38216	51205		Lithocharis			Dej., 1833	44144		genus		to determine	57323	2015-04-29		
38220	51209		Lyprocorrhe			Thoms., 1859	44144		genus		to determine	57323	2015-04-29		
38229	51218		Mycetoporus			Mannh., 1830	44144		genus		to determine	57323	2015-04-29		
38231	51220		Myrmecocephalus			Macl., 1871	44144		genus		to determine	57323	2015-04-29		
38234	51223		Neobisnius			Ganglb., 1895	44144		genus		to determine	57323	2015-04-29		
38243	51232		Olophrum			Er., 1839	44144		genus		to determine	57323	2015-04-29		
38247	51237		Ousipalia			Goz., 1886	44144		genus		to determine	57323	2015-04-29		
38250	51240		Oxytelus			Grav., 1802	44144		genus		to determine	57323	2015-04-29		
38255	51245		Paraphloeostiba			Steel, 1960	44144		genus		to determine	57323	2015-04-29		
38261	51251		Phloeonomus			Heer, 1839	44144		genus		to determine	57323	2015-04-29		
38267	51257		Plataraea			Roub., 1928	44144		genus		to determine	57323	2015-04-29		
38268	51258		Platydracus			Thoms., 1858	44144		genus		to determine	57323	2015-04-29		
38274	51264		Pycnota			Muls.Rey, 1873	44144		genus		to determine	57323	2015-04-29		
38276	51266		Rabigus			Muls.Rey, 1875	44144		genus		to determine	57323	2015-04-29		
38301	51291		Thinonoma			Thoms., 1861	44144		genus		to determine	57323	2015-04-29		
38350	51340		Goera			Stephens, 1829	44540		genus		to determine	57719	2015-04-29		
38469	51465		Philonotis		staartjesmos	Brid.	44571		genus		to determine	57750	2015-04-29		
38509	51504		Pseudephemerum		kortsteeltje p.p.	(Lindb.) I.Hagen	44587		genus		to determine	57766	2015-04-29		
38520	51515		Physcomitrella		slibmos	Schimp.	44594		genus		to determine	57773	2015-04-29		
38570	51565		Leptobryum		slankmos	(Bruch & Schimp.) Wilson	44614		genus		to determine	57793	2015-04-29		
38588	51583		Pallavicinia		elzenmos	Gray	44621		genus		to determine	57800	2015-04-29		
38646	51641		Trichocolea		wolmos	Dumort.	44647		genus		to determine	57826	2015-04-29		
38679	51674		Myrmecophilus			Berthold, 1827	44655		genus		to determine	57834	2015-04-29		
38687	51681		Gampsocleis			Fieber, 1852	44658		genus		to determine	57837	2015-04-29		
38695	51689		Chloroperla			Newman, 1836	44659		genus		to determine	57838	2015-04-29		
38696	51690		Isoptena			Enderlein, 1909	44659		genus		to determine	57838	2015-04-29		
38698	51692		Siphonoperla			Zwick, 1967	44659		genus		to determine	57838	2015-04-29		
38699	51693		Xanthoperla			Zwick, 1967	44659		genus		to determine	57838	2015-04-29		
38701	51695		Leuctra			Stephens, 1836	44660		genus		to determine	57839	2015-04-29		
