annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
bern_3,Gasterosteidae,Gasterosteidae,not in annexspecies
bern_3,Pungitius hellenicus,"Pungitius hellenicus Stephanidis, 1971",not in annexspecies
bern_3,Cottus poecilopus,"Cottus poecilopus Heckel, 1840",not in annexspecies
bern_3,Myoxocephalus quadricornis,"Myoxocephalus quadricornis (Linnaeus, 1758)",not in annexspecies
bern_3,Epinephelus marginatus (Med.),"Epinephelus marginatus (Lowe, 1834)",not in annexspecies
bern_3,Umbrina cirrosa (Med.),"Umbrina cirrosa (Linnaeus, 1758)",not in annexspecies
bern_3,Gymnocephalus baloni,"Gymnocephalus baloni Holcík & Hensel, 1974",not in annexspecies
bern_3,Gymnocephalus schraetzer,"Gymnocephalus schraetzer (Linnaeus, 1758)",not in annexspecies
bern_3,Stizostedion volgense,"Stizostedion volgense (Gmelin, 1789)",not in annexspecies
bern_3,Zingel streber,"Zingel streber (Siebold, 1863)",not in annexspecies
bern_3,Zingel zingel,"Zingel zingel (Linnaeus, 1766)",not in annexspecies
bern_3,Blennius fluviatilis,"Blennius fluviatilis Rafinesque, 1810",not in annexspecies
bern_3,Gobius kessleri,"Gobius kessleri Günther, 1861",not in annexspecies
bern_3,Gobius nigricans,"Gobius nigricans Canestrini, 1867",not in annexspecies
bern_3,Gobius ophiocephalus,"Gobius ophiocephalus Pallas, 1814",not in annexspecies
bern_3,Gobius syrman,"Gobius syrman Nordmann, 1840",not in annexspecies
bern_3,Padogobius martensi,"Padogobius martensii (Günther, 1861)",not in annexspecies
bern_3,Padogobius panizzai,"Padogobius panizzai (Verga, 1841)",not in annexspecies
bern_3,Pomatoschistus canestrini,"Pomatoschistus canestrinii (Ninni, 1883)",not in annexspecies
bern_3,Proterorhinus marmoratus,"Proterorhinus marmoratus (Pallas, 1814)",not in annexspecies
bern_3,Graellsia isabellae,"Graellsia isabellae Don Mariano de la Plaz Graëlls, 1849",not in annexspecies
bern_3,Austropotamobius pallipes,"Austropotamobius pallipes (Lereboullet, 1858)",not in annexspecies
bern_3,Austropotamobius torrentium,"Austropotamobius torrentium (von Paula Schrank, 1803)",not in annexspecies
bern_3,Maja squinado (Med.),"Maja squinado Herbst, 1788",not in annexspecies
bern_3,Palinurus elephas (Med.),"Palinurus elephas (Fabricius, 1787)",not in annexspecies
bern_3,Scyllarides latus (Med.),"Scyllarides latus (Latreille, 1802)",not in annexspecies
bern_3,Margaritifera margaritifera,"Margaritifera margaritifera (Linnaeus, 1758)",not in annexspecies
bern_3,Microcondymaea compressa,"Microcondylaea compressa (Menke, 1830)",not in annexspecies
bern_3,Unio elongatulus,"Unio elongatulus C.Pfeiffer, 1825",not in annexspecies
bern_3,Paracentrotus lividus (Med.),"Paracentrotus lividus (Lamarck, 1816)",not in annexspecies
bern_3,Hippospongia communis (Med.),"Hippospongia communis (Lamarck, 1814)",not in annexspecies
bern_3,Spongia agaricina (Med.),"Spongia agaricina Pallas, 1766",not in annexspecies
bern_3,Spongia officinalis (Med.),"Spongia officinalis Linnaeus, 1759",not in annexspecies
bern_3,Spongia zimocca (Med),"Spongia zimocca Schmidt, 1862",not in annexspecies
bonn_1,Trichechus manatus,"Trichechus manatus Linnaeus, 1758",not in annexspecies
bonn_1,Trichechus senegalensis,"Trichechus senegalensis Link, 1795",not in annexspecies
bonn_1,Gorilla beringei,"Gorilla beringei Matschie, 1903",not in annexspecies
bonn_1,Gorilla gorilla,"Gorilla gorilla (Savage, 1847)",not in annexspecies
bonn_1,Pan troglodytes,"Pan troglodytes (Blumenbach, 1775)",not in annexspecies
bonn_1,Tadarida brasiliensis,"Tadarida brasiliensis (I.Geoffroy, 1824)",not in annexspecies
bonn_1,Acinonyx jubatus,"Acinonyx jubatus (Schreber, 1775)",not in annexspecies
bonn_1,Uncia uncia,"Uncia uncia (Schreber, 1775)",not in annexspecies
bonn_1,Ursus arctos isabellinus,"Ursus arctos isabellinus Horsfield, 1826",not in annexspecies
bonn_1,Monachus monachus,"Monachus monachus (Hermann, 1779)",not in annexspecies
bonn_1,Pusa caspica,"Pusa caspica (Gmelin, 1788)",not in annexspecies
bonn_1,Lontra felina,"Lontra felina (Molina, 1782)",not in annexspecies
bonn_1,Lontra provocax,"Lontra provocax (Thomas, 1908)",not in annexspecies
bonn_1,Equus africanus,"Equus africanus Heuglin & Fitzinger, 1866",not in annexspecies
bonn_1,Equus ferus przewalskii,"Equus ferus przewalskii Poliakov, 1881",not in annexspecies
bonn_1,Equus grevyi,"Equus grevyi Oustalet, 1882",not in annexspecies
bonn_1,Camelus bactrianus,"Camelus bactrianus Linnaeus, 1758",not in annexspecies
bonn_1,Vicugna vicugna,"Vicugna vicugna (Molina, 1782)",not in annexspecies
bonn_1,Hippocamelus bisulcus,"Hippocamelus bisulcus (Molina, 1782)",not in annexspecies
bonn_1,Cervus elaphus barbarus,"Cervus elaphus barbarus Bennett, 1833",not in annexspecies
bonn_1,Cervus elaphus yarkandensis,"Cervus elaphus yarkandensis Blanford, 1892",not in annexspecies
bonn_1,Eudorcas rufifrons,"Eudorcas rufifrons (Gray, 1846)",not in annexspecies
bonn_1,Gazella cuvieri,"Gazella cuvieri (Ogilby, 1841)",not in annexspecies
bonn_1,Gazella dorcas,"Gazella dorcas (Linnaeus, 1758)",not in annexspecies
bonn_1,Gazella leptoceros,"Gazella leptoceros (F.Cuvier, 1842)",not in annexspecies
bonn_1,Nanger dama,"Nanger dama (Pallas, 1766)",not in annexspecies
bonn_1,Bos grunniens,"Bos grunniens Linnaeus, 1766",not in annexspecies
bonn_1,Bos sauveli,"Bos sauveli Urbain, 1937",not in annexspecies
bonn_1,Addax nasomaculatus,"Addax nasomaculatus (Blainville, 1816)",not in annexspecies
bonn_1,Oryx dammah,"Oryx dammah (Cretzschmar, 1827)",not in annexspecies
bonn_1,Balaena mysticetus,"Balaena mysticetus Linnaeus, 1758",not in annexspecies
bonn_1,Eubalaena japonica,"Eubalaena japonica (Lacépède, 1818)",not in annexspecies
bonn_1,Eubalaena australis,"Eubalaena australis (Desmoulins, 1822)",not in annexspecies
bonn_1,Tursiops truncatus ponticus,"Tursiops truncatus ponticus Barabash-Nikiforov, 1940",not in annexspecies
bonn_1,Orcaella brevirostris,"Orcaella brevirostris (Owen, 1866)",not in annexspecies
bonn_1,Sousa teuszii,"Sousa teuszii (Kükenthal, 1892)",not in annexspecies
bonn_1,Platanista gangetica gangetica,Platanista gangetica gangetica,not in annexspecies
bonn_1,Pontoporia blainvillei,"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)",not in annexspecies
bonn_1,Ziphius cavirostris,"Ziphius cavirostris G.Cuvier, 1823",not in annexspecies
bonn_1,Anser cygnoid,"Anser cygnoid (Linnaeus, 1758)",not in annexspecies
bonn_1,Chloephaga rubidiceps,"Chloephaga rubidiceps P.L.Sclater, 1861",not in annexspecies
bonn_1,Marmaronetta angustirostris,"Marmaronetta angustirostris (Ménétriés, 1832)",not in annexspecies
bonn_1,Aythya baeri,"Aythya baeri (Radde, 1863)",not in annexspecies
bonn_1,Phoenicoparrus andinus,"Phoenicoparrus andinus (Philippi, 1854)",not in annexspecies
bonn_1,Phoenicoparrus jamesi,"Phoenicoparrus jamesi (P.L.Sclater, 1886)",not in annexspecies
bonn_1,Sarothrura ayresi,"Sarothrura ayresi (Gurney, 1877)",not in annexspecies
bonn_1,Leucogeranus leucogeranus,"Leucogeranus leucogeranus (Pallas, 1773)",not in annexspecies
bonn_1,Antigone vipio,"Antigone vipio (Pallas, 1811)",not in annexspecies
bonn_1,Grus japonensis,"Grus japonensis (Statius Muller, 1776)",not in annexspecies
bonn_1,Grus monacha,"Grus monacha Temminck, 1835",not in annexspecies
bonn_1,Grus nigricollis,"Grus nigricollis Prjevalsky, 1876",not in annexspecies
bonn_1,Chlamydotis undulata,"Chlamydotis undulata (Jacquin, 1784)",not in annexspecies
bonn_1,Spheniscus humboldti,"Spheniscus humboldti Meyen, 1834",not in annexspecies
bonn_1,Diomedea amsterdamensis,"Diomedea amsterdamensis F.Roux, Jouventin, Mougin, Stahl & Weimerskirch, 1983",not in annexspecies
bonn_1,Phoebastria albatrus,"Phoebastria albatrus (Pallas, 1769)",not in annexspecies
bonn_1,Pterodroma atrata,"Pterodroma atrata (Mathews, 1912)",not in annexspecies
bonn_1,Pterodroma sandwichensis,"Pterodroma sandwichensis (Ridgway, 1884)",not in annexspecies
bonn_1,Pterodroma phaeopygia,"Pterodroma phaeopygia (Salvin, 1876)",not in annexspecies
bonn_1,Pterodroma cahow,"Pterodroma cahow (Nichols & Mowbray, 1916)",not in annexspecies
bonn_1,Ardenna creatopus,"Ardenna creatopus (Coues, 1864)",not in annexspecies
bonn_1,Pelecanoides garnotii,"Pelecanoides garnotii (Lesson, 1828)",not in annexspecies
bonn_1,Ciconia boyciana,"Ciconia boyciana Swinhoe, 1873",not in annexspecies
bonn_1,Platalea minor,"Platalea minor Temminck & Schlegel, 1849",not in annexspecies
bonn_1,Geronticus eremita,"Geronticus eremita (Linnaeus, 1758)",not in annexspecies
bonn_1,Gorsachius goisagi,"Gorsachius goisagi (Temminck, 1836)",not in annexspecies
bonn_1,Ardeola idae,"Ardeola idae (Hartlaub, 1860)",not in annexspecies
bonn_1,Egretta eulophotes,"Egretta eulophotes (Swinhoe, 1860)",not in annexspecies
bonn_1,Fregata andrewsi,"Fregata andrewsi Mathews, 1914",not in annexspecies
bonn_1,Numenius tahitiensis,"Numenius tahitiensis (Gmelin, 1789)",not in annexspecies
bonn_1,Numenius borealis,"Numenius borealis (J.R.Forster, 1772)",not in annexspecies
bonn_1,Numenius madagascariensis,"Numenius madagascariensis (Linnaeus, 1766)",not in annexspecies
bonn_1,Calidris tenuirostris,"Calidris tenuirostris (Horsfield, 1821)",not in annexspecies
bonn_1,Calidris canutus rufa,"Calidris canutus rufa (A.Wilson, 1813)",not in annexspecies
bonn_1,Calidris pygmaea,"Calidris pygmea (Linnaeus, 1758)",not in annexspecies
bonn_1,Calidris pusilla,"Calidris pusilla (Linnaeus, 1766)",not in annexspecies
bonn_1,Tringa guttifer,"Tringa guttifer (Nordmann, 1835)",not in annexspecies
bonn_1,Saundersilarus saundersi,"Saundersilarus saundersi (Swinhoe, 1871)",not in annexspecies
bonn_1,Larus relictus,"Larus relictus Lonnberg, 1931",not in annexspecies
bonn_1,Larus leucophthalmus,"Larus leucophthalmus Temminck, 1825",not in annexspecies
bonn_1,Larus audouinii,"Larus audouinii Payraudeau, 1826",not in annexspecies
bonn_1,Larus atlanticus,"Larus atlanticus Olrog, 1958",not in annexspecies
bonn_1,Sternula lorata,"Sternula lorata (Philippi & Landbeck, 1861)",not in annexspecies
bonn_1,Thalasseus bernsteini,"Thalasseus bernsteini (Schlegel, 1863)",not in annexspecies
bonn_1,Synthliboramphus wumizusume,"Synthliboramphus wumizusume (Temminck, 1836)",not in annexspecies
bonn_1,Neophron percnopterus,"Neophron percnopterus (Linnaeus, 1758)",not in annexspecies
bonn_1,Sarcogyps calvus,"Sarcogyps calvus (Scopoli, 1786)",not in annexspecies
bonn_1,Trigonoceps occipitalis,"Trigonoceps occipitalis (Burchell, 1824)",not in annexspecies
bonn_1,Necrosyrtes monachus,"Necrosyrtes monachus (Temminck, 1823)",not in annexspecies
bonn_1,Gyps bengalensis,"Gyps bengalensis (Gmelin, 1788)",not in annexspecies
bonn_1,Gyps africanus,"Gyps africanus Salvadori, 1865",not in annexspecies
bonn_1,Gyps indicus,"Gyps indicus (Scopoli, 1786)",not in annexspecies
bonn_1,Gyps tenuirostris,"Gyps tenuirostris G.R.Gray, 1844",not in annexspecies
bonn_1,Gyps coprotheres,"Gyps coprotheres (J.R.Forster, 1798)",not in annexspecies
bonn_1,Gyps rueppelli,"Gyps rueppellii (A.E.Brehm, 1852)",not in annexspecies
bonn_1,Torgos tracheliotos,"Torgos tracheliotos (Forster & JR, 1796)",not in annexspecies
bonn_1,Aquila nipalensis,"Aquila nipalensis Hodgson, 1833",not in annexspecies
bonn_1,Aquila adalberti,"Aquila adalberti C.L.Brehm, 1861",not in annexspecies
bonn_1,Aquila heliaca,"Aquila heliaca Savigny, 1809",not in annexspecies
bonn_1,Haliaeetus pelagicus,"Haliaeetus pelagicus (Pallas, 1811)",not in annexspecies
bonn_1,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",not in annexspecies
bonn_1,Falco vespertinus,"Falco vespertinus Linnaeus, 1766",not in annexspecies
bonn_1,Falco cherrug,"Falco cherrug J.E.Gray, 1834",not in annexspecies
bonn_1,Brotogeris pyrrhoptera,"Brotogeris pyrrhoptera (Latham, 1802)",not in annexspecies
bonn_1,Alectrurus tricolor,"Alectrurus tricolor (Vieillot, 1816)",not in annexspecies
bonn_1,Alectrurus risora,"Alectrurus risora (Vieillot, 1824)",not in annexspecies
bonn_1,Acrocephalus sorghophilus,"Acrocephalus sorghophilus (Swinhoe, 1863)",not in annexspecies
bonn_1,Acrocephalus griseldis,"Acrocephalus griseldis (Hartlaub, 1891)",not in annexspecies
bonn_1,Hirundo atrocaerulea,"Hirundo atrocaerulea Sundevall, 1850",not in annexspecies
bonn_1,Geokichla guttata,"Geokichla guttata (Vigors, 1831)",not in annexspecies
bonn_1,Serinus syriacus,"Serinus syriacus Bonaparte, 1850",not in annexspecies
bonn_1,Emberiza aureola,"Emberiza aureola Pallas, 1773",not in annexspecies
bonn_1,Xanthopsar flavus,"Xanthopsar flavus (Gmelin, 1788)",not in annexspecies
bonn_1,Setophaga kirtlandii,"Setophaga kirtlandii (S.F.Baird, 1852)",not in annexspecies
bonn_1,Setophaga cerulea,"Setophaga cerulea (A.Wilson, 1810)",not in annexspecies
bonn_1,Sporophila hypochroma,"Sporophila hypochroma Todd, 1915",not in annexspecies
bonn_1,Sporophila cinnamomea,"Sporophila cinnamomea (Lafresnaye, 1839)",not in annexspecies
bonn_1,Sporophila palustris,"Sporophila palustris (W.B.Barrows, 1883)",not in annexspecies
bonn_1,Podocnemis expansa,"Podocnemis expansa (Schweigger, 1812)",not in annexspecies
bonn_1,Gavialis gangeticus,"Gavialis gangeticus (Gmelin, 1789)",not in annexspecies
bonn_1,Rhincodon typus,"Rhincodon typus Smith, 1828",not in annexspecies
bonn_1,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",not in annexspecies
bonn_1,Squatina squatina,"Squatina squatina (Linnaeus, 1758)",not in annexspecies
bonn_1,Rhinobatos rhinobatos,"Rhinobatos rhinobatos (Linnaeus, 1758)",not in annexspecies
bonn_1,Anoxypristis cuspidata,"Anoxypristis cuspidata (Latham, 1794)",not in annexspecies
bonn_1,Pristis clavata,"Pristis clavata Garman, 1906",not in annexspecies
bonn_1,Pristis pectinata,"Pristis pectinata Latham, 1794",not in annexspecies
bonn_1,Pristis zijsron,"Pristis zijsron Bleeker, 1851",not in annexspecies
bonn_1,Pristis pristis,"Pristis pristis (Linnaeus, 1758)",not in annexspecies
bonn_1,Manta alfredi,"Manta alfredi (Krefft, 1868)",not in annexspecies
bonn_1,Manta birostris,"Manta birostris (Donndorff, 1798)",not in annexspecies
bonn_1,Mobula mobular,"Mobula mobular (Bonnaterre, 1788)",not in annexspecies
bonn_1,Mobula japanica,"Mobula japanica (Müller & Henle, 1841)",not in annexspecies
bonn_1,Mobula thurstoni,"Mobula thurstoni (Lloyd, 1908)",not in annexspecies
bonn_1,Mobula tarapacana,"Mobula tarapacana (Philippi, 1892)",not in annexspecies
bonn_1,Mobula eregoodootenkee,"Mobula eregoodootenkee (Bleeker, 1859)",not in annexspecies
bonn_1,Mobula kuhlii,"Mobula kuhlii (Müller & Henle, 1841)",not in annexspecies
bonn_1,Mobula hypostoma,"Mobula hypostoma (Bancroft, 1831)",not in annexspecies
bonn_1,Mobula rochebrunei,"Mobula rochebrunei (Vaillant, 1879)",not in annexspecies
bonn_1,Mobula munkiana,"Mobula munkiana Notarbartolo-di-Sciara, 1987",not in annexspecies
bonn_1,Pangasianodon gigas,"Pangasianodon gigas Chevey, 1931",not in annexspecies
bonn_2,Loxodonta africana,"Loxodonta africana (Blumenbach, 1797)",not in annexspecies
bonn_2,Loxodonta cyclotis,"Loxodonta cyclotis (Matschie, 1900)",not in annexspecies
bonn_2,Dugong dugon,"Dugong dugon (Müller, 1776)",not in annexspecies
bonn_2,Trichechus inunguis,"Trichechus inunguis (Natterer, 1883)",not in annexspecies
bonn_2,Trichechus manatus,"Trichechus manatus Linnaeus, 1758",not in annexspecies
bonn_2,Trichechus senegalensis,"Trichechus senegalensis Link, 1795",not in annexspecies
bonn_2,Pan troglodytes,"Pan troglodytes (Blumenbach, 1775)",not in annexspecies
bonn_2,Eidolon helvum,"Eidolon helvum (Kerr, 1792)",not in annexspecies
bonn_2,Rhinolophidae spp.,Rhinolophidae,not in annexspecies
bonn_2,Otomops madagascariensis,"Otomops madagascariensis Dorst, 1953",not in annexspecies
bonn_2,Otomops martiensseni,"Otomops martiensseni (Matschie, 1897)",not in annexspecies
bonn_2,Tadarida insignis,"Tadarida insignis (Blyth, 1862)",not in annexspecies
bonn_2,Tadarida latouchei,"Tadarida latouchei Thomas, 1920",not in annexspecies
bonn_2,Tadarida teniotis,"Tadarida teniotis (Rafinesque, 1814)",not in annexspecies
bonn_2,Vespertilionidae spp.,Vespertilionidae,not in annexspecies
bonn_2,Lasiurus blossevillii,"Lasiurus blossevillii (Lesson & Garnot, 1826)",not in annexspecies
bonn_2,Lasiurus borealis,"Lasiurus borealis (Müller, 1776)",not in annexspecies
bonn_2,Lasiurus cinereus,"Lasiurus cinereus (Palisot de Beauvois, 1796)",not in annexspecies
bonn_2,Lasiurus ega,"Lasiurus ega (Gervais, 1856)",not in annexspecies
bonn_2,Miniopterus majori,"Miniopterus majori Thomas, 1906",not in annexspecies
bonn_2,Miniopterus natalensis,"Miniopterus natalensis (A.Smith, 1833)",not in annexspecies
bonn_2,Miniopterus schreibersii,"Miniopterus schreibersii (Kuhl, 1817)",not in annexspecies
bonn_2,Panthera leo,"Panthera leo (Linnaeus, 1758)",not in annexspecies
bonn_2,Panthera pardus,"Panthera pardus (Linnaeus, 1758)",not in annexspecies
bonn_2,Lycaon pictus,"Lycaon pictus (Temminck, 1820)",not in annexspecies
bonn_2,Ursus maritimus,"Ursus maritimus Phipps, 1774",not in annexspecies
bonn_2,Arctocephalus australis,"Arctocephalus australis (Zimmermann, 1783)",not in annexspecies
bonn_2,Otaria flavescens,"Otaria flavescens (Shaw, 1800)",not in annexspecies
bonn_2,Monachus monachus,"Monachus monachus (Hermann, 1779)",not in annexspecies
bonn_2,Pusa caspica,"Pusa caspica (Gmelin, 1788)",not in annexspecies
bonn_2,Equus hemionus,"Equus hemionus Pallas, 1775",not in annexspecies
bonn_2,Equus kiang,"Equus kiang Moorcroft, 1841",not in annexspecies
bonn_2,Vicugna vicugna,"Vicugna vicugna (Molina, 1782)",not in annexspecies
bonn_2,Cervus elaphus yarkandensis,"Cervus elaphus yarkandensis Blanford, 1892",not in annexspecies
bonn_2,Giraffa camelopardalis,"Giraffa camelopardalis (Linnaeus, 1758)",not in annexspecies
bonn_2,Gazella erlangeri,"Gazella erlangeri Neumann, 1906",not in annexspecies
bonn_2,Gazella gazella,"Gazella gazella (Pallas, 1766)",not in annexspecies
bonn_2,Gazella subgutturosa,"Gazella subgutturosa (Güldenstaedt, 1780)",not in annexspecies
bonn_2,Procapra gutturosa,"Procapra gutturosa (Pallas, 1777)",not in annexspecies
bonn_2,Saiga borealis,"Saiga borealis (Tschersky, 1876)",not in annexspecies
bonn_2,Saiga tatarica,"Saiga tatarica (Linnaeus, 1766)",not in annexspecies
bonn_2,Ammotragus lervia,"Ammotragus lervia (Pallas, 1777)",not in annexspecies
bonn_2,Ovis ammon,"Ovis ammon (Linnaeus, 1758)",not in annexspecies
bonn_2,Oryx dammah,"Oryx dammah (Cretzschmar, 1827)",not in annexspecies
bonn_2,Kobus kob leucotis,"Kobus kob leucotis (Lichtenstein & Peters, 1853)",not in annexspecies
bonn_2,Balaenoptera bonaerensis,"Balaenoptera bonaerensis Burmeister, 1867",not in annexspecies
bonn_2,Balaenoptera edeni,"Balaenoptera edeni Anderson, 1879",not in annexspecies
bonn_2,Balaenoptera omurai,"Balaenoptera omurai Wada, Oishi & Yamada, 2003",not in annexspecies
bonn_2,Caperea marginata,"Caperea marginata (Gray, 1846)",not in annexspecies
bonn_2,Sousa chinensis,"Sousa chinensis (Osbeck, 1765)",not in annexspecies
bonn_2,Sousa teuszii,"Sousa teuszii (Kükenthal, 1892)",not in annexspecies
bonn_2,Sotalia fluviatilis,"Sotalia fluviatilis (Gervais & Deville, 1853)",not in annexspecies
bonn_2,Sotalia guianensis,"Sotalia guianensis (P.-J.van Bénéden, 1864)",not in annexspecies
bonn_2,Lagenorhynchus obscurus,"Lagenorhynchus obscurus (Gray, 1828)",not in annexspecies
bonn_2,Lagenorhynchus australis,"Lagenorhynchus australis (Peale, 1848)",not in annexspecies
bonn_2,Tursiops aduncus,"Tursiops aduncus (Ehrenberg, 1833)",not in annexspecies
bonn_2,Stenella attenuata,"Stenella attenuata (Gray, 1846)",not in annexspecies
bonn_2,Stenella longirostris,"Stenella longirostris (Gray, 1828)",not in annexspecies
bonn_2,Stenella clymene,"Stenella clymene (Gray, 1850)",not in annexspecies
bonn_2,Lagenodelphis hosei,"Lagenodelphis hosei Fraser, 1956",not in annexspecies
bonn_2,Orcaella brevirostris,"Orcaella brevirostris (Owen, 1866)",not in annexspecies
bonn_2,Orcaella heinsohni,"Orcaella heinsohni Beasley, Robertson & Arnold, 2005",not in annexspecies
bonn_2,Cephalorhynchus commersonii,"Cephalorhynchus commersonii (Lacépède, 1804)",not in annexspecies
bonn_2,Cephalorhynchus eutropia,"Cephalorhynchus eutropia (Gray, 1846)",not in annexspecies
bonn_2,Cephalorhynchus heavisidii,"Cephalorhynchus heavisidii (Gray, 1828)",not in annexspecies
bonn_2,Phocoena spinipinnis,"Phocoena spinipinnis Burmeister, 1865",not in annexspecies
bonn_2,Phocoena dioptrica,"Phocoena dioptrica Lahille, 1912",not in annexspecies
bonn_2,Neophocaena phocaenoides,"Neophocaena phocaenoides (G.Cuvier, 1829)",not in annexspecies
bonn_2,Neophocaena asiaeorientalis,"Neophocaena asiaeorientalis Pilleri & Gihr, 1972",not in annexspecies
bonn_2,Phocoenoides dalli,"Phocoenoides dalli (True, 1885)",not in annexspecies
bonn_2,Platanista gangetica gangetica,Platanista gangetica gangetica,not in annexspecies
bonn_2,Inia geoffrensis,"Inia geoffrensis (Blainville, 1817)",not in annexspecies
bonn_2,Pontoporia blainvillei,"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)",not in annexspecies
bonn_2,Berardius bairdii,"Berardius bairdii Stejneger, 1883",not in annexspecies
bonn_2,Coturnix coturnix coturnix,Coturnix coturnix coturnix,not in annexspecies
bonn_2,Anseranatidae spp.,Anseranatidae,not in annexspecies
bonn_2,Anatidae spp.,Anatidae,not in annexspecies
bonn_2,Podiceps grisegena grisegena,Podiceps grisegena grisegena,not in annexspecies
bonn_2,Phoenicopteridae spp.,Phoenicopteridae,not in annexspecies
bonn_2,Streptopelia turtur turtur,Streptopelia turtur turtur,not in annexspecies
bonn_2,Sarothrura boehmi,"Sarothrura boehmi Reichenow, 1900",not in annexspecies
bonn_2,Sarothrura ayresi,"Sarothrura ayresi (Gurney, 1877)",not in annexspecies
bonn_2,Zapornia pusilla intermedia,"Zapornia pusilla intermedia (Hermann, 1804)",not in annexspecies
bonn_2,Amaurornis marginalis,Amaurornis marginalis,not in annexspecies
bonn_2,Fulica atra atra,Fulica atra atra,not in annexspecies
bonn_2,Leucogeranus leucogeranus,"Leucogeranus leucogeranus (Pallas, 1773)",not in annexspecies
bonn_2,Antigone spp.,"Antigone Gray, 1847",not in annexspecies
bonn_2,Bugeranus carunculatus,"Bugeranus carunculatus (Gmelin, 1789)",not in annexspecies
bonn_2,Anthropoides spp.,"Anthropoides Vieillot, 1816",not in annexspecies
bonn_2,Grus spp.,"Grus Brisson, 1760",not in annexspecies
bonn_2,Chlamydotis macqueenii,"Chlamydotis macqueenii (J.E.Gray, 1832)",not in annexspecies
bonn_2,Gavia arctica arctica,Gavia arctica arctica,not in annexspecies
bonn_2,Spheniscus demersus,"Spheniscus demersus Linnaeus, 1758",not in annexspecies
bonn_2,Diomedea sanfordi,"Diomedea sanfordi Murphy, 1917",not in annexspecies
bonn_2,Diomedea epomophora,"Diomedea epomophora Lesson, 1825",not in annexspecies
bonn_2,Diomedea exulans,"Diomedea exulans Linnaeus, 1758",not in annexspecies
bonn_2,Diomedea antipodensis,"Diomedea antipodensis C.J.R.Robertson & Warham, 1992",not in annexspecies
bonn_2,Diomedea dabbenena,"Diomedea dabbenena Mathews, 1929",not in annexspecies
bonn_2,Phoebetria fusca,"Phoebetria fusca (Hilsenberg, 1822)",not in annexspecies
bonn_2,Phoebetria palpebrata,"Phoebetria palpebrata (J.R.Forster, 1785)",not in annexspecies
bonn_2,Phoebastria irrorata,"Phoebastria irrorata (Salvin, 1883)",not in annexspecies
bonn_2,Phoebastria nigripes,"Phoebastria nigripes (Audubon, 1839)",not in annexspecies
bonn_2,Phoebastria immutabilis,"Phoebastria immutabilis (Rothschild, 1893)",not in annexspecies
bonn_2,Thalassarche chlororhynchos,"Thalassarche chlororhynchos (Gmelin, 1789)",not in annexspecies
bonn_2,Thalassarche carteri,"Thalassarche carteri (Rothschild, 1903)",not in annexspecies
bonn_2,Thalassarche chrysostoma,"Thalassarche chrysostoma (J.R.Forster, 1785)",not in annexspecies
bonn_2,Thalassarche melanophris,"Thalassarche melanophris (Temminck, 1828)",not in annexspecies
bonn_2,Thalassarche impavida,"Thalassarche impavida Mathews, 1912",not in annexspecies
bonn_2,Thalassarche bulleri,"Thalassarche bulleri (Rothschild, 1893)",not in annexspecies
bonn_2,Thalassarche cauta,"Thalassarche cauta (Gould, 1841)",not in annexspecies
bonn_2,Thalassarche steadi,"Thalassarche steadi Falla, 1933",not in annexspecies
bonn_2,Thalassarche eremita,"Thalassarche eremita Murphy, 1930",not in annexspecies
bonn_2,Thalassarche salvini,"Thalassarche salvini (Rothschild, 1893)",not in annexspecies
bonn_2,Macronectes halli,"Macronectes halli Mathews, 1912",not in annexspecies
bonn_2,Macronectes giganteus,"Macronectes giganteus (Gmelin, 1789)",not in annexspecies
bonn_2,Procellaria cinerea,"Procellaria cinerea Gmelin, 1789",not in annexspecies
bonn_2,Procellaria aequinoctialis,"Procellaria aequinoctialis Linnaeus, 1758",not in annexspecies
bonn_2,Procellaria conspicillata,"Procellaria conspicillata Gould, 1844",not in annexspecies
bonn_2,Procellaria westlandica,"Procellaria westlandica Falla, 1946",not in annexspecies
bonn_2,Procellaria parkinsoni,"Procellaria parkinsoni Gray, 1862",not in annexspecies
bonn_2,Mycteria ibis,"Mycteria ibis (Linnaeus, 1766)",not in annexspecies
bonn_2,Platalea alba,"Platalea alba Scopoli, 1786",not in annexspecies
bonn_2,Geronticus eremita,"Geronticus eremita (Linnaeus, 1758)",not in annexspecies
bonn_2,Botaurus stellaris stellaris,Botaurus stellaris stellaris,not in annexspecies
bonn_2,Ixobrychus minutus minutus,Ixobrychus minutus minutus,not in annexspecies
bonn_2,Ixobrychus sturmii,"Ixobrychus sturmii (Wagler, 1827)",not in annexspecies
bonn_2,Ardeola idae,"Ardeola idae (Hartlaub, 1860)",not in annexspecies
bonn_2,Ardeola rufiventris,"Ardeola rufiventris (Sundevall, 1850)",not in annexspecies
bonn_2,Ardea purpurea purpurea,Ardea purpurea purpurea,not in annexspecies
bonn_2,Ardea alba alba,Ardea alba alba,not in annexspecies
bonn_2,Egretta vinaceigula,"Egretta vinaceigula (Sharpe, 1895)",not in annexspecies
