annex_code,annex_scientificName,gbif_scientificName,gbif_canonicalName,gbif_accepted_name,kingdom,phylum,order,family,genus
hab_2,Ophrys kotschyi H.Fleischm. et Soo,Ophrys kotschyi H.Fleischm. & Soó,Ophrys kotschyi,Ophrys kotschyi H.Fleischm. & Soó,Plantae,Tracheophyta,Asparagales,Orchidaceae,Ophrys
hab_2,Ophrys lunulata Parl.,Ophrys lunulata Parl.,Ophrys lunulata,Ophrys lunulata Parl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Ophrys
hab_2,Ophrys melitensis (Salkowski) J et P Devillers-Terschuren,Ophrys melitensis (Salk.) Devillers-Tersch. & Devillers,Ophrys melitensis,Ophrys flavicans Vis.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Ophrys
hab_2,Platanthera obtusata (Pursh) subsp. oligantha (Turez.) Hulten,Platanthera obtusata subsp. oligantha (Turcz.) Hultén,Platanthera obtusata oligantha,Platanthera oligantha Turcz.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Platanthera
hab_2,Orobanche densiflora Salzm. ex Reut.,Orobanche densiflora Salzm. ex Reut.,Orobanche densiflora,Orobanche densiflora Salzm. ex Reut.,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Orobanche
hab_2,Paeonia cambessedesii (Willk.) Willk.,Paeonia cambessedesii Willk.,Paeonia cambessedesii,Paeonia cambessedesii Willk.,Plantae,Tracheophyta,Saxifragales,Paeoniaceae,Paeonia
hab_2,Paeonia clusii F.C. Stern subsp. rhodia (Stearn) Tzanoudakis,Paeonia clusii subsp. rhodia (Stearn) Tzanoud.,Paeonia clusii rhodia,Paeonia clusii subsp. rhodia (Stearn) Tsan.,Plantae,Tracheophyta,Saxifragales,Paeoniaceae,Paeonia
hab_2,Paeonia officinalis L. subsp. banatica (Rachel) Soo,Paeonia officinalis subsp. banatica (Rochel) Soo,Paeonia officinalis banatica,Paeonia officinalis subsp. banatica (Rochel) Soo,Plantae,Tracheophyta,Saxifragales,Paeoniaceae,Paeonia
hab_2,Paeonia parnassica Tzanoudakis,Paeonia parnassica Tzanoud.,Paeonia parnassica,Paeonia parnassica Tzanoud.,Plantae,Tracheophyta,Saxifragales,Paeoniaceae,Paeonia
hab_2,Phoenix theophrasti Greuter,Phoenix theophrasti Greuter,Phoenix theophrasti,Phoenix theophrasti Greuter,Plantae,Tracheophyta,Arecales,Arecaceae,Phoenix
hab_2,Papaver laestadianum (Nordh.) Nordh.,Papaver laestadianum Nordh.,Papaver laestadianum,Papaver laestadianum Nordh.,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Papaver
hab_2,Papaver radicatum Rottb. subsp. hyperboreum Nordh.,Papaver radicatum subsp. hyperboreum Nordh.,Papaver radicatum hyperboreum,Papaver radicatum subsp. radicatum,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Papaver
hab_2,Plantago almogravensis Franco,Plantago almogravensis Franco,Plantago almogravensis,Plantago algarbiensis Samp.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Plantago
hab_2,Armeria berlengensis Daveau,Armeria berlengensis Daveau,Armeria berlengensis,Armeria berlengensis Daveau,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Armeria
hab_2,Armeria helodes Martini & Pold,Armeria helodes F.Martini & Poldini,Armeria helodes,Armeria helodes F.Martini & Poldini,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Armeria
hab_2,Armeria neglecta Girard,Armeria neglecta Girard,Armeria neglecta,Armeria neglecta Girard,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Armeria
hab_2,Armeria pseudarmeria (Murray) Mansfeld,Armeria pseudarmeria (Murr.) Mansf.,Armeria pseudarmeria,Armeria pseudarmeria (Murr.) Mansf.,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Armeria
hab_2,Armeria rouyana Daveau,Armeria rouyana Daveau,Armeria rouyana,Armeria rouyana Daveau,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Armeria
hab_2,Armeria soleirolii (Duby) Godron,Armeria soleirolii (Duby) Godron,Armeria soleirolii,Armeria soleirolii (Duby) Godron,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Armeria
hab_2,Armeria velutina Welw. ex Boiss. & Reuter,Armeria velutina Welw. ex Boiss. & Reut.,Armeria velutina,Armeria velutina Welw. ex Boiss. & Reut.,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Armeria
hab_2,Limonium dodartii (Girard) O. Kuntze subsp. lusitanicum (Daveau) Franco,Limonium dodartii subsp. lusitanicum (Daveau) Franco,Limonium dodartii lusitanicum,Limonium multiflorum Erben,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
hab_2,Limonium insulare (Beg. & Landi) Arrig. & Diana,Limonium insulare (Bég. & Landi) Arrigoni & Diana,Limonium insulare,Limonium insulare (Bég. & Landi) Arrigoni & Diana,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
hab_2,Limonium lanceolatum (Hoffmans. & Link) Franco,Limonium lanceolatum (Hoffmanns. & Link) Franco,Limonium lanceolatum,Limonium axillare Kuntze,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
hab_2,Limonium multiflorum Erben,Limonium multiflorum Erben,Limonium multiflorum,Limonium multiflorum Erben,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
hab_2,Limonium pseudolaetum Arrig. & Diana,Limonium pseudolaetum Arrigoni & Diana,Limonium pseudolaetum,Limonium pseudolaetum Arrigoni & Diana,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
hab_2,Limonium strictissimum (Salzmann) Arrig.,Limonium strictissimum (Salzmann) Arrigoni,Limonium strictissimum,Limonium strictissimum (Salzmann) Arrigoni,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
hab_2,Persicaria foliosa (H. Lindb.) Kitag.,Persicaria foliosa (H.Lindb.) Kitag.,Persicaria foliosa,Persicaria foliosa (H.Lindb.) Kitag.,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Persicaria
hab_2,Polygonum praelongum Coode & Cullen,Polygonum praelongum Coode & Cullen,Polygonum praelongum,Polygonum praelongum Coode & Cullen,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Polygonum
hab_2,Rumex rupestris Le Gall,Rumex rupestris Le Gall,Rumex rupestris,Rumex rupestris Le Gall,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Rumex
hab_2,Androsace mathildae Levier,Androsace mathildae Levier,Androsace mathildae,Androsace mathildae Levier,Plantae,Tracheophyta,Ericales,Primulaceae,Androsace
hab_2,Androsace pyrenaica Lam.,Androsace pyrenaica Lam.,Androsace pyrenaica,Androsace pyrenaica Lam.,Plantae,Tracheophyta,Ericales,Primulaceae,Androsace
hab_2,Cyclamen fatrense Halda et Sojak,Cyclamen fatrense Halda & Sojak,Cyclamen fatrense,Cyclamen purpurascens Mill.,Plantae,Tracheophyta,Ericales,Primulaceae,Cyclamen
hab_2,Primula apennina Widmer,Primula apennina Widmer,Primula apennina,Primula pedemontana subsp. apennina (E.Widmer) Kress,Plantae,Tracheophyta,Ericales,Primulaceae,Primula
hab_2,Primula carniolica Jacq.,Primula carniolica Jacq.,Primula carniolica,Primula carniolica Jacq.,Plantae,Tracheophyta,Ericales,Primulaceae,Primula
hab_2,Primula nutans Georgi,Primula nutans Georgi.,Primula nutans,Primula nutans Georgi.,Plantae,Tracheophyta,Ericales,Primulaceae,Primula
hab_2,Primula palinuri Petagna,Primula palinuri Petagn.,Primula palinuri,Primula palinuri Petagn.,Plantae,Tracheophyta,Ericales,Primulaceae,Primula
hab_2,Primula scandinavica Bruun,Primula scandinavica Bruun,Primula scandinavica,Primula scandinavica Bruun,Plantae,Tracheophyta,Ericales,Primulaceae,Primula
hab_2,Soldanella villosa Darracq.,Soldanella villosa Darracq,Soldanella villosa,Soldanella villosa Labarrère,Plantae,Tracheophyta,Ericales,Primulaceae,Soldanella
hab_2,Aconitum firmum (Reichenb.) Neilr subsp. moravicum Skalicky,Aconitum firmum subsp. moravicum V.Skalický,Aconitum firmum moravicum,Aconitum firmum subsp. moravicum V.Skalický,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Aconitum
hab_2,Adonis distorta Ten.,Adonis distorta Ten.,Adonis distorta,Adonis distorta Ten.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Adonis
hab_2,Aquilegia bertolonii Schott,Aquilegia bertolonii Schott,Aquilegia bertolonii,Aquilegia bertolonii Schott,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Aquilegia
hab_2,Aquilegia kitaibelii Schott,Aquilegia kitaibelii Schott,Aquilegia kitaibelii,Aquilegia kitaibelii Schott,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Aquilegia
hab_2,Aquilegia pyrenaica D.C. subsp. cazorlensis (Heywood) Galiano,Aquilegia pyrenaica subsp. cazorlensis (Heywood) Galiano & Rivas Martinez,Aquilegia pyrenaica cazorlensis,Aquilegia pyrenaica subsp. cazorlensis (Heywood) Galiano & Rivas Martinez,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Aquilegia
hab_2,Consolida samia P.H. Davis,Consolida samia P.H.Davis,Consolida samia,Consolida samia P.H.Davis,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Consolida
hab_2,Delphinium caseyi B.L. Burtt,Delphinium caseyi B.L.Burtt,Delphinium caseyi,Delphinium fissum subsp. caseyi (Burtt) C.Blanché & Molero,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Delphinium
hab_2,Pulsatilla grandis Wenderoth,Pulsatilla grandis Wender.,Pulsatilla grandis,Pulsatilla grandis Wender.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Pulsatilla
hab_2,Pulsatilla patens (L.) Miller,Pulsatilla patens Mill,Pulsatilla patens,Pulsatilla patens Mill,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Pulsatilla
hab_2,Pulsatilla pratensis (L.) Miller subsp. hungarica Soo,Pulsatilla pratensis subsp. hungarica Soó,Pulsatilla pratensis hungarica,Pulsatilla pratensis subsp. hungarica Soó,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Pulsatilla
hab_2,Pulsatilla slavica G. Reuss.,Pulsatilla slavica Reuss,Pulsatilla slavica,Pulsatilla halleri subsp. slavica (Reuss) Zämelis,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Pulsatilla
hab_2,Pulsatilla subslavica Futak ex Goliasova,Pulsatilla subslavica Futák ex K.Goliásová,Pulsatilla subslavica,Pulsatilla halleri subsp. slavica (Reuss) Zämelis,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Pulsatilla
hab_2,Pulsatilla vulgaris Hill. subsp. gotlandica (Johanss.) Zaemelis & Paegle,Pulsatilla vulgaris subsp. gotlandica (Johanss.) Zämelis & Paegle,Pulsatilla vulgaris gotlandica,Pulsatilla grandis subsp. gotlandica (Johanss.) Grey-Wilson,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Pulsatilla
hab_2,Ranunculus kykkoensis Meikle,Ranunculus kykkoensis Meikle,Ranunculus kykkoensis,Ranunculus kykkoensis Meikle,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ranunculus
hab_2,Ranunculus lapponicus L.,Ranunculus lapponicus L.,Ranunculus lapponicus,Ranunculus lapponicus L.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ranunculus
hab_2,Ranunculus weyleri Mares,Ranunculus weyleri Mares,Ranunculus weyleri,Ranunculus weyleri Mares,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ranunculus
hab_2,Reseda decursiva Forssk.,Reseda decursiva Forssk.,Reseda decursiva,Reseda decursiva Forssk.,Plantae,Tracheophyta,Brassicales,Resedaceae,Reseda
hab_2,Agrimonia pilosa Ledebour,Agrimonia pilosa Ledeb.,Agrimonia pilosa,Agrimonia pilosa Ledeb.,Plantae,Tracheophyta,Rosales,Rosaceae,Agrimonia
hab_2,Potentilla delphinensis Gren. & Godron,Potentilla delphinensis Gren. & Godr.,Potentilla delphinensis,Potentilla delphinensis Gren. & Godr.,Plantae,Tracheophyta,Rosales,Rosaceae,Potentilla
hab_2,Pyrus magyarica Terpo,Pyrus magyarica A.Terpó,Pyrus magyarica,Pyrus magyarica A.Terpó,Plantae,Tracheophyta,Rosales,Rosaceae,Pyrus
hab_2,Sorbus teodorii Liljefors,Sorbus teodorii Liljef.,Sorbus teodorii,Sorbus meinichii Hedl.,Plantae,Tracheophyta,Rosales,Rosaceae,Sorbus
hab_2,Galium cracoviense Ehrend.,Galium cracoviense Ehrend.,Galium cracoviense,Galium cracoviense Ehrend.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium
hab_2,Galium litorale Guss.,Galium litorale Guss.,Galium litorale,Galium litorale Guss.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium
hab_2,Galium moldavicum (Dobrescu) Franco,Galium moldavicum (Dobr.) Franco,Galium moldavicum,Galium moldavicum (Dobr.) Franco,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium
hab_2,Galium sudeticum Tausch,Galium sudeticum Tausch,Galium sudeticum,Galium sudeticum Tausch,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium
hab_2,Galium viridiflorum Boiss. & Reuter,Galium viridiflorum Boiss. & Reut.,Galium viridiflorum,Galium viridiflorum Boiss. & Reut.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium
hab_2,Salix salvifolia Brot. subsp. australis Franco,Salix salviifolia subsp. australis Franco,Salix salviifolia australis,Salix salviifolia Brot.,Plantae,Tracheophyta,Malpighiales,Salicaceae,Salix
hab_2,Thesium ebracteatum Hayne,Thesium ebracteatum Hayne,Thesium ebracteatum,Thesium ebracteatum Hayne,Plantae,Tracheophyta,Santalales,Santalaceae,Thesium
hab_2,Saxifraga berica (Beguinot) D.A. Webb,Saxifraga berica (Bég.) D.A.Webb,Saxifraga berica,Saxifraga berica (Bég.) D.A.Webb,Plantae,Tracheophyta,Saxifragales,Saxifragaceae,Saxifraga
hab_2,Saxifraga florulenta Moretti,Saxifraga florulenta Moretti,Saxifraga florulenta,Saxifraga florulenta Moretti,Plantae,Tracheophyta,Saxifragales,Saxifragaceae,Saxifraga
hab_2,Saxifraga hirculus L.,Saxifraga hirculus L.,Saxifraga hirculus,Saxifraga hirculus L.,Plantae,Tracheophyta,Saxifragales,Saxifragaceae,Saxifraga
hab_2,Saxifraga osloÃ«nsis Knaben,Saxifraga L.,Saxifraga,Saxifraga L.,Plantae,Tracheophyta,Saxifragales,Saxifragaceae,Saxifraga
hab_2,Saxifraga tombeanensis Boiss. ex Engl.,Saxifraga tombeanensis Boiss. ex Engl.,Saxifraga tombeanensis,Saxifraga tombeanensis Boiss. ex Engl.,Plantae,Tracheophyta,Saxifragales,Saxifragaceae,Saxifraga
hab_2,Antirrhinum charidemi Lange,Antirrhinum charidemi Lange,Antirrhinum charidemi,Antirrhinum charidemi Lange,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Antirrhinum
hab_2,Euphrasia genargentea (Feoli) Diana,Euphrasia genargentea (Feoli) Diana,Euphrasia genargentea,Euphrasia genargentea (Feoli) S.Diana Corrias,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Euphrasia
hab_2,Euphrasia marchesettii Wettst. ex Marches.,Euphrasia marchesettii Wettst. ex Marchesetti,Euphrasia marchesettii,Euphrasia marchesettii Wettst. ex Marchesetti,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Euphrasia
hab_2,Linaria algarviana Chav.,Linaria algarviana Chav.,Linaria algarviana,Linaria algarviana Chav.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria coutinhoi ValdÃ©s,Linaria coutinhoi Valdés,Linaria coutinhoi,Linaria intricata Coincy,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria loeselii Schweigger,Linaria loeselii Schweigger,Linaria loeselii,Linaria loeselii Schweigger,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria ficalhoana Rouy,Linaria ficalhoana Rouy,Linaria ficalhoana,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria flava (Poiret) Desf.,Linaria flava Desf.,Linaria flava,Linaria flava Desf.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria hellenica Turrill,Linaria hellenica Turrill,Linaria hellenica,Linaria tenuis Spreng.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria pseudolaxiflora Lojacono,Linaria pseudolaxiflora Lojac.,Linaria pseudolaxiflora,Linaria pseudolaxiflora Lojac.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria ricardoi Cout.,Linaria ricardoi P.Cout.,Linaria ricardoi,Linaria ricardoi P.Cout.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria tonzigii Lona,Linaria tonzigii Lona,Linaria tonzigii,Linaria tonzigii Lona,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Linaria tursica B. ValdÃ©s & Cabezudo,Linaria tursica Valdés & B.Cabezudo,Linaria tursica,Linaria tursica Valdés & B.Cabezudo,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Linaria
hab_2,Odontites granatensis Boiss.,Odontites granatensis Boiss.,Odontites granatensis,Odontites viscosus subsp. granatensis (Boiss.) Bolliger,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Odontites
hab_2,Pedicularis sudetica Willd.,Pedicularis sudetica Willd.,Pedicularis sudetica,Pedicularis sudetica Willd.,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Pedicularis
hab_2,Rhinanthus oesilensis (Ronniger & Saarsoo) Vassilcz,Rhinanthus oesilensis (Ronniger & Saarsoo) Vassilcz.,Rhinanthus oesilensis,Rhinanthus rumelicus subsp. oesilensis Ronniger & Saarsoo,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Rhinanthus
hab_2,Tozzia carpathica Wol.,Tozzia carpathica Wolocszcz.,Tozzia carpathica,Tozzia carpathica Wolocszcz.,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Tozzia
hab_2,Verbascum litigiosum Samp.,Verbascum litigiosum Sampaio,Verbascum litigiosum,Verbascum litigiosum Sampaio,Plantae,Tracheophyta,Lamiales,Scrophulariaceae,Verbascum
hab_2,Veronica micrantha Hoffmanns. & Link,Veronica micrantha Hoffmanns. & Link,Veronica micrantha,Veronica micrantha Hoffmanns. & Link,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Veronica
hab_2,Veronica oetaea L.-A. Gustavsson,Veronica oetaea L.-A.Gustavsson,Veronica oetaea,Veronica oetaea L.-A.Gustavsson,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Veronica
hab_2,Atropa baetica Willk.,Atropa baetica Willk.,Atropa baetica,Atropa baetica Willk.,Plantae,Tracheophyta,Solanales,Solanaceae,Atropa
hab_2,Daphne arbuscula Celak,Daphne arbuscula Celak.,Daphne arbuscula,Daphne arbuscula Celak.,Plantae,Tracheophyta,Malvales,Thymelaeaceae,Daphne
hab_2,Daphne petraea Leybold,Daphne petraea Leybold,Daphne petraea,Daphne petraea Leybold,Plantae,Tracheophyta,Malvales,Thymelaeaceae,Daphne
hab_2,Daphne rodriguezii Texidor,Daphne rodriguezii Texidor,Daphne rodriguezii,Daphne rodriguezii Texidor,Plantae,Tracheophyta,Malvales,Thymelaeaceae,Daphne
hab_2,Zelkova abelicea (Lam.) Boiss.,Zelkova abelicea Boiss.,Zelkova abelicea,Zelkova abelicea Boiss.,Plantae,Tracheophyta,Rosales,Ulmaceae,Zelkova
hab_2,Angelica heterocarpa Lloyd,Angelica heterocarpa Lloyd,Angelica heterocarpa,Angelica heterocarpa Lloyd,Plantae,Tracheophyta,Apiales,Apiaceae,Angelica
hab_2,Angelica palustris (Besser) Hoffm.,Angelica palustris (Besser) Hoffm.,Angelica palustris,Ostericum palustre Besser,Plantae,Tracheophyta,Apiales,Apiaceae,Ostericum
hab_2,Apium bermejoi Llorens,Apium bermejoi Ll.Llorens,Apium bermejoi,Helosciadium bermejoi (L.Llorens) Popper & M.F.Watson,Plantae,Tracheophyta,Apiales,Apiaceae,Helosciadium
hab_2,Apium repens (Jacq.) Lag.,Apium repens (Jacq.) Lag.,Apium repens,Helosciadium repens W.D.J.Koch,Plantae,Tracheophyta,Apiales,Apiaceae,Helosciadium
hab_2,Athamanta cortiana Ferrarini,Athamanta cortiana Ferrarini,Athamanta cortiana,Athamanta cortiana Ferrarini,Plantae,Tracheophyta,Apiales,Apiaceae,Athamanta
hab_2,Bupleurum capillare Boiss. & Heldr.,Bupleurum capillare Boiss. & Heldr.,Bupleurum capillare,Bupleurum capillare Boiss. & Heldr.,Plantae,Tracheophyta,Apiales,Apiaceae,Bupleurum
hab_2,Bupleurum kakiskalae Greuter,Bupleurum kakiskalae Greuter,Bupleurum kakiskalae,Bupleurum kakiskalae Greuter,Plantae,Tracheophyta,Apiales,Apiaceae,Bupleurum
hab_2,Eryngium alpinum L.,Eryngium alpinum L.,Eryngium alpinum,Eryngium alpinum L.,Plantae,Tracheophyta,Apiales,Apiaceae,Eryngium
hab_2,Eryngium viviparum Gay,Eryngium viviparum J.Gay,Eryngium viviparum,Eryngium viviparum J.Gay,Plantae,Tracheophyta,Apiales,Apiaceae,Eryngium
hab_2,Hladnikia pastinacifolia Reichenb.,Hladnikia pastinacifolia Rchb.,Hladnikia pastinacifolia,Hladnikia pastinacifolia Rchb.,Plantae,Tracheophyta,Apiales,Apiaceae,Hladnikia
hab_2,Laserpitium longiradium Boiss.,Laserpitium longiradium Boiss.,Laserpitium longiradium,Laserpitium longiradium Boiss.,Plantae,Tracheophyta,Apiales,Apiaceae,Laserpitium
hab_2,Naufraga balearica Constans & Cannon,Naufraga balearica Constance & Cannon,Naufraga balearica,Naufraga balearica Constance & Cannon,Plantae,Tracheophyta,Apiales,Apiaceae,Naufraga
hab_2,Oenanthe conioides Lange,Oenanthe conioides Lange,Oenanthe conioides,Oenanthe conioides Lange,Plantae,Tracheophyta,Apiales,Apiaceae,Oenanthe
hab_2,Petagnia saniculifolia Guss.,Petagnia saniculifolia Guss.,Petagnia saniculifolia,Petagnaea gussonei (Spreng.) Rauschert,Plantae,Tracheophyta,Apiales,Apiaceae,Petagnaea
hab_2,Rouya polygama (Desf.) Coincy,Rouya polygama (Desf.) Coincy,Rouya polygama,Daucus rouyi Spalik & Reduron,Plantae,Tracheophyta,Apiales,Apiaceae,Daucus
hab_2,Seseli intricatum Boiss.,Seseli intricatum Boiss.,Seseli intricatum,Seseli intricatum Boiss.,Plantae,Tracheophyta,Apiales,Apiaceae,Seseli
hab_2,Seseli leucospermum Waldst. et Kit,Seseli leucospermum Waldst. & Kit.,Seseli leucospermum,Hippomarathrum leucospermum Link,Plantae,Tracheophyta,Apiales,Apiaceae,Hippomarathrum
hab_2,Thorella verticillatinundata (Thore) Briq.,Thorella verticillatinundata (Thore) Briq.,Thorella verticillatinundata,Caropsis verticillatoinundata (Thore) Rauschert,Plantae,Tracheophyta,Apiales,Apiaceae,Caropsis
hab_2,Centranthus trinervis (Viv.) Beguinot,Centranthus trinervis Bég.,Centranthus trinervis,Centranthus trinervis Bég.,Plantae,Tracheophyta,Dipsacales,Caprifoliaceae,Centranthus
hab_2,Viola delphinantha Boiss.,Viola delphinantha Boiss.,Viola delphinantha,Viola delphinantha Boiss.,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola
hab_2,Viola hispida Lam.,Viola hispida Lam.,Viola hispida,Viola hispida Lam.,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola
hab_2,Viola jaubertiana Mares & Vigineix,Viola jaubertiana Mares & Vigin.,Viola jaubertiana,Viola jaubertiana Mares & Vigin.,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola
hab_2,Viola rupestris F.W. Schmidt subsp. relicta Jalas,Viola rupestris subsp. relicta Jalas,Viola rupestris relicta,Viola rupestris subsp. rupestris,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola
hab_2,Bruchia vogesiaca Schwaegr.,"Bruchia vogesiaca Schwaegrichen, 1824",Bruchia vogesiaca,"Bruchia vogesiaca Schwaegrichen, 1824",Plantae,Bryophyta,Dicranales,Bruchiaceae,Bruchia
hab_2,Bryhnia novae-angliae (Sull & Lesq.) Grout,"Bryhnia novae-angliae Grout, 1898",Bryhnia novae-angliae,"Bryhnia novae-angliae Grout, 1898",Plantae,Bryophyta,Hypnales,Brachytheciaceae,Bryhnia
hab_2,Bryoerythrophyllum campylocarpum (C. MÃ¼ll.) Crum.,"Bryoerythrophyllum campylocarpum H.Crum, 1957",Bryoerythrophyllum campylocarpum,"Bryoerythrophyllum campylocarpum H.Crum, 1957",Plantae,Bryophyta,Pottiales,Pottiaceae,Bryoerythrophyllum
hab_2,Buxbaumia viridis (Moug.) Moug. & Nestl.,"Buxbaumia viridis Mougeot & Nestler, 1823",Buxbaumia viridis,"Buxbaumia viridis Mougeot & Nestler, 1823",Plantae,Bryophyta,Buxbaumiales,Buxbaumiaceae,Buxbaumia
hab_2,Cephalozia macounii (Aust.) Aust.,Cephalozia macounii (Austin) Austin,Cephalozia macounii,Cephalozia macounii (Austin) Austin,Plantae,Marchantiophyta,Jungermanniales,Cephaloziaceae,Cephalozia
hab_2,Cynodontium suecicum (H. Arn. & C. Jens.) I. Hag.,"Cynodontium suecicum I.Hagen, 1899",Cynodontium suecicum,"Cynodontium suecicum I.Hagen, 1899",Plantae,Bryophyta,Dicranales,Dicranaceae,Cynodontium
hab_2,Dichelyma capillaceum (Dicks) Myr.,"Dichelyma capillaceum Myrin, 1833",Dichelyma capillaceum,"Dichelyma capillaceum Myrin, 1833",Plantae,Bryophyta,Isobryales,Fontinalaceae,Dichelyma
hab_2,Dicranum viride (Sull. & Lesq.) Lindb.,"Dicranum viride Lindberg, 1863",Dicranum viride,"Dicranum viride Lindberg, 1863",Plantae,Bryophyta,Dicranales,Dicranaceae,Dicranum
hab_2,Distichophyllum carinatum Dix. & Nich.,"Distichophyllum carinatum Dixon & W.E.Nicholson, 1909",Distichophyllum carinatum,"Distichophyllum carinatum Dixon & W.E.Nicholson, 1909",Plantae,Bryophyta,Hookeriales,Hookeriaceae,Distichophyllum
hab_2,Drepanocladus (Hamatocaulis) vernicosus (Mitt.) Warnst.,Drepanocladus vernicosus (Mitt.) Warnst.,Drepanocladus vernicosus,"Hamatocaulis vernicosus Hedenäs, 1989",Plantae,Bryophyta,Hypnales,Amblystegiaceae,Hamatocaulis
hab_2,Encalypta mutica (I. Hagen),"Encalypta mutica I.Hagen, 1899",Encalypta mutica,"Encalypta mutica I.Hagen, 1899",Plantae,Bryophyta,Pottiales,Encalyptaceae,Encalypta
hab_2,Hamatocaulis lapponicus (Norrl.) HedenÃ¤s,"Hamatocaulis lapponicus Hedenäs, 1989",Hamatocaulis lapponicus,"Hamatocaulis lapponicus Hedenäs, 1989",Plantae,Bryophyta,Hypnales,Amblystegiaceae,Hamatocaulis
hab_2,Hygrohypnum montanum (Lindb.) Broth.,"Hygrohypnum montanum Brotherus, 1908",Hygrohypnum montanum,"Hygrohypnum montanum Brotherus, 1908",Plantae,Bryophyta,Hypnales,Amblystegiaceae,Hygrohypnum
