id	speciesbeid	colid	acceptedname	vernacularnamefr	vernacularnamenl	scientificnameauthorship	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author
1421	2465		Aphanes arvensis	aphane des champs	grote leeuwenklauw	L.	39239	1a	species		accepted	52232	2015-04-29		
1438	2481		Asplenium ruta-muraria	rue des murailles	muurvaren	L.	38781	1a	species		accepted	51773	2015-04-29		
1440	2482		Asplenium scolopendrium	langue de cerf	tongvaren	L.	38781	1a	species		accepted	51773	2015-04-29		
1441	2483		Asplenium trichomanes	fausse capillaire	steenbreekvaren	L.	38781	1a	species		accepted	51773	2015-04-29		
1453	2495		Bryonia dioica	bryone	heggenrank	Jacq.	38950	1a	species		accepted	51942	2015-04-29		
1487	2528		Carex strigosa	laîche maigre	slanke zegge	Huds.	38955	1a	species		accepted	51947	2015-04-29		
1634	2671		Minuartia hybrida	alsine à flles ténues	tengere veldmuur	(Vill.) Schischk.	38923	1a	species		accepted	51915	2015-04-29		
1635	2672		Misopates orontium	muflier des champs	akkerleeuwenbek	(L.) Raf.	39280	1a	species		accepted	52273	2015-04-29		
1648	2685		Odontites vernus	odontite rouge	rode ogentroost en akkerogentroost	(Bellardi) Dumort.	39281	1a	species		accepted	52274	2015-04-29		
1661	2698		Parietaria judaica	pariétaire diffuse	klein glaskruid	L.	39303	1a	species		accepted	52296	2015-04-29		
1819	2859		Tetrix undulata	tétrix des clairières	gewoon doorntje	(Sowerby, 1806)	38681	1a	species		accepted	51676	2015-04-29		
1820	2860		Tettigonia viridissima	grande sauterelle verte	grote groene sabelsprinkhaan	(Linnaeus, 1758)	38694	1a	species		accepted	51688	2015-04-29		
1823	2863		Oecanthus pellucens	grillon d'italie	boomkrekel, wijnhaantje	(Scopoli, 1763)	38675	1b	species		accepted	51670	2015-04-29		
1832	2872		Aeshna viridis	aeschne verte	groene glazenmaker	(Eversmann, 1836)	38419	1a	species		accepted	51411	2015-04-29		
1958	3001		Nomada distinguenda		langsprietdwergwespbij	Morawitz, 1874	34308	1a	species		accepted	47280	2015-04-29		
1963	3006		Nomada flavopicta		zwartsprietwespbij	(Kirby, 1802)	34308	1a	species		accepted	47280	2015-04-29		
1981	3024		Nomada ruficornis		gewone dubbeltand	(Linnaeus, 1758)	34308	1a	species		accepted	47280	2015-04-29		
2024	3066		Polyommatus icarus	azuré commun	icarusblauwtje	(Rottemburg, 1775)	41657	1a	species		accepted	54664	2015-04-29		
2041	3083		Corvus dauuricus	choucas de daourie	daurische kauw	Pallas, 1776	40359	1b	species		accepted	53355	2015-04-29		
2085	3126		Falco vespertinus	faucon kobez	roodpootvalk	Linnaeus, 1766	40370	1b	species		accepted	53366	2015-04-29		
2102	3143		Buteo rufinus	buse féroce	arendbuizerd	(Cretzschmar, 1827)	40287	1b	species		accepted	53285	2015-04-29		
2105	3146		Calidris acuminata	bécasseau à queue pointue	siberische strandloper	(Horsfield, 1821)	40461	1b	species		accepted	53457	2015-04-29		
2112	3153		Burhinus oedicnemus	oedicnème criard	griel	(Linnaeus, 1758)	40345	1a	species		accepted	53341	2015-04-29		
2137	3178		Locustella naevia	locustelle tachetée	sprinkhaanzanger	(Boddaert, 1783)	40492	1a	species		accepted	53488	2015-04-29		
2266	3306		Pluteus pusillulus		kleinste hertezwam	Romagn.	43340	1a	species		accepted	56472	2015-04-29		
2269	3309		Pluteus insidiosus		zwaardvishertezwam	Vellinga & Schreurs	43340	1a	species		accepted	56472	2015-04-29		
2270	3310		Pluteus inquilinus		witte rimpelhertezwam	Romagn.	43340	1a	species		accepted	56472	2015-04-29		
2274	3314		Pluteus cyanopus		blauwvoethertezwam	Quél.	43340	1a	species		accepted	56472	2015-04-29		
2285	3325		Rhadinoceraea micans			(Klug, 1816)	34251	0a	species		accepted	47221	2015-04-29		
2354	3393		Berberis vulgaris	epine-vinette	zuurbes	L.	38842	1a	species		accepted	51834	2015-04-29		
2361	3400		Jasione montana	jasione des montagnes	zandblauwtje	L.	38900	1a	species		accepted	51892	2015-04-29		
2369	3408		Phleum arenarium	fléole des sables	zanddoddegras	L.	39187	1a	species		accepted	52180	2015-04-29		
2513	3550		Alburnoides bipunctatus	ablette de rivière, ablette spirlin	gestippelde alver	(Bloch, 1782)	39360	1a	species		accepted	52354	2015-04-29		
2563	3600		Xiphias gladius		zwaardvis	Linnaeus, 1758	39471	1b	species		accepted	52468	2015-04-29		
2605	3641		Campanula persicifolia	campanule à feuilles de pêcher	prachtklokje	L.	38899	1a	species		accepted	51891	2015-04-29		
2606	3642		Campanula rapunculoides	fausse raiponce	akkerklokje	L.	38899	1a	species		accepted	51891	2015-04-29		
2621	3657		Erica cinerea	bruyère cendrée	rode dophei	L.	38983	1a	species		accepted	51975	2015-04-29		
2629	3665		Erysimum cheiri	giroflée des murailles	muurbloem	(L.) Crantz	38881	2a	species		accepted	51873	2015-04-29		
2717	3751		Pseudorchis albida	orchis blanc	witte muggenorchis	(L.) A. & D. Löve	39125	1a	species		accepted	52117	2015-04-29		
2817	3859		Nomada zonata		variabele wespbij	Panzer, 1798	34308	1a	species		accepted	47280	2015-04-29		
2823	3865		Osmia cornuta		gehoornde metselbij	(Latreille, 1809)	35501	1a	species		accepted	48478	2015-04-29		
2847	3890		Falco tinnunculus	faucon crécerelle	torenvalk	Linnaeus, 1758	40370	1a	species		accepted	53366	2015-04-29		
2857	3900		Falco columbarius	faucon émerillon	smelleken	Linnaeus, 1758	40370	1b	species		accepted	53366	2015-04-29		
2925	3967		Turdus obscurus	grive obscure	vale lijster	Gmelin, 1789	40501	1b	species		accepted	53497	2015-04-29		
2968	4007		Barbastella barbastellus	barbastelle	mopsvleermuis	(Schreber, 1774)	40963	1b	species		accepted	53963	2015-04-29		
3014	4052		Mycocalicium subtile		vals boomspijkertje	(Pers.) Szatala	44030	1a	species		accepted	57209	2015-04-29		
3016	4054		Myxobilimbia lobulata		mergelvreter	(Sommerf.) Hafellner	44082	1a	species		accepted	57261	2015-04-29		
3033	4071		Parmelina pastillifera		knopjesschildmos	(Harm.) Hale	44048	1a	species		accepted	57227	2015-04-29		
3034	4072		Parmelina quercina		eikenschildmos	(Willd.) Hale	44048	1a	species		accepted	57227	2015-04-29		
3038	4076		Verrucaria paulula		smalle zeestippelkorst	Zschacke	44126	1a	species		accepted	57305	2015-04-29		
3144	4182		Psathyrella vestita		witte franjehoed	(Peck) A.H. Sm.	43427	1a	species		accepted	56561	2015-04-29		
3146	4184		Psathyrella umbrina		kleine puntcelfranjehoed	Kits van Wav.	43427	1a	species		accepted	56561	2015-04-29		
3161	4199		Psathyrella ochracea		okergele franjehoed	(Romagn.) Kits van Wav.	43427	1a	species		accepted	56561	2015-04-29		
3164	4202		Psathyrella narcotica		stinkfranjehoed	Kits van Wav.	43427	1a	species		accepted	56561	2015-04-29		
3172	4210		Psathyrella leucotephra		geringde franjehoed	(Berk. & Broome) P.D. Orton	43427	1a	species		accepted	56561	2015-04-29		
3173	4211		Psathyrella laevissima		kleinsporige franjehoed	(Romagn.) Singer	43427	1a	species		accepted	56561	2015-04-29		
3185	4223		Psathyrella dunarum		zandfranjehoed	Kits van Wav.	43427	1a	species		accepted	56561	2015-04-29		
3191	4229		Psathyrella capitatocystis		knopcelfranjehoed	Kits van Wav.	43427	1a	species		accepted	56561	2015-04-29		
3197	4234		Psathyrella basii		rietfranjehoed	Kits van Wav.	43427	1a	species		accepted	56561	2015-04-29		
3245	4284		Cetorhinus maximus	requin pèlerin	reuzenhaai	(Gunnerus, 1765)	39342	1b	species		accepted	52336	2015-04-29		
3323	4361		Viscum album	gui	maretak	L.	39308	1a	species		accepted	52301	2015-04-29		
3419	4456		Turdus ruficollis			Pallas, 1776	40501	1b	species		accepted	53497	2015-04-29		
3423	4460		Corvus frugilegus	corbeau freux	roek	Linnaeus, 1758	40359	1a	species		accepted	53355	2015-04-29		
3451	4487		Aythya affinis	fuligule à tête noire	kleine topper	(Eyton, 1838)	40317	1b	species		accepted	53314	2015-04-29		
3456	4492		Aythya nyroca	fuligule nyroca	witoogeend	(Güldenstädt, 1770)	40317	1a	species		accepted	53314	2015-04-29		
3496	4531		Anas discors	sarcelle soucrourou	blauwvleugeltaling	Linnaeus, 1766	40315	1b	species		accepted	53312	2015-04-29		
3506	4542		Anas crecca	sarcelle d'hiver	wintertaling	Linnaeus, 1758	40315	1a	species		accepted	53312	2015-04-29		
3510	4545		Anas penelope	canard siffleur	smient	Linnaeus, 1758	40315	1b	species		accepted	53312	2015-04-29		
3521	4556		Anas clypeata	canard souchet	slobeend	Linnaeus, 1758	40315	1a	species		accepted	53312	2015-04-29		
3530	4565		Locustella fluviatilis	locustelle fluviatile	krekelzanger	(Wolf, 1810)	40492	1b	species		accepted	53488	2015-04-29		
3565	4599		Locustella certhiola	locustelle de pallas	siberische sprinkhaanzanger	(Pallas, 1811)	40492	1b	species		accepted	53488	2015-04-29		
3584	4616		Phoenicurus ochruros	rougequeue noir	zwarte roodstaart	(S. G. Gmelin, 1774)	40454	1a	species		accepted	53450	2015-04-29		
3604	4637		Parus palustris	mésange nonnette	glanskop	Linnaeus, 1758	40413	1a	species		accepted	53409	2015-04-29		
3605	4638		Oenanthe isabellina	traquet isabelle	izabeltapuit	(Temminck, 1829)	40453	1b	species		accepted	53449	2015-04-29		
3606	4639		Parus montanus	mésange boréale	matkop	Conrad von Baldenstein, 1827	40413	1a	species		accepted	53409	2015-04-29		
3633	4667		Martes martes	martre, martre des pins	boommarter	(Linnaeus, 1758)	40943	1a	species		accepted	53941	2015-04-29		
3673	4704		Lepus europaeus	lièvre	haas	Pallas, 1778	40935	1a	species		accepted	53933	2015-04-29		
3707	4737		Arthonia cinnabarina				43958	1a	species		accepted	57137	2015-04-29		
3709	4739		Arthonia galactites				43958	1a	species		accepted	57137	2015-04-29		
3715	4745		Aspicilia caesiocinerea		grijzig dambordje	(Nyl. ex Malbr.) Arnold	44002	1a	species		accepted	57181	2015-04-29		
3733	4763		Bagliettoa baldensis		sterretjeskorst	(A. Massal.) Vezda	44116	1a	species		accepted	57295	2015-04-29		
3774	4804		Cladina portentosa		open rendiermos	(Dufour) Follmann	43978	1a	species		accepted	57157	2015-04-29		
3775	4805		Cladina rangiferina		echt rendiermos	(L.) Nyl.	43978	1a	species		accepted	57157	2015-04-29		
3798	4828		Diploschistes scruposus		muurdaalder	(Schreber) Norman	44109	1a	species		accepted	57288	2015-04-29		
3900	4928		Usnea florida				44058	1a	species		accepted	57237	2015-04-29		
3903	4930		Usnea fulvoreagens		pijpenragerbaardmos	(Räsänen) Räsänen	44058	1a	species		accepted	57237	2015-04-29		
3904	4931		Usnea glabrata				44058	1a	species		accepted	57237	2015-04-29		
3906	4933		Usnea rubicunda				44058	1a	species		accepted	57237	2015-04-29		
3910	4937		Verrucaria halizoa		kleine zeestippelkorst	Leight.	44126	1a	species		accepted	57305	2015-04-29		
3911	4938		Verrucaria internigrescens		donkere zeestippelkorst	(Nyl.) Erichsen	44126	1a	species		accepted	57305	2015-04-29		
3912	4939		Verrucaria latericola		fijne zeestippelkorst	Erichsen	44126	1a	species		accepted	57305	2015-04-29		
4016	5041		Tortula protobryoides		gesloten kleimos	Zander, 1993	38618	1a	species		accepted	51613	2015-04-29		
4157	5184		Calocybe constricta		blanke pronkridder	(Fr.) Kühner	42034	1a	species		accepted	55059	2015-04-29		
4176	5204		Conocybe cyanopus		blauwvoetbreeksteeltje	(G.F. Atk.) Kühner	42184	1a	species		accepted	55223	2015-04-29		
4177	5205		Coprinus ellisii		sokvoetinktzwam	P.D. Orton, 1960	42195	1a	species		accepted	55234	2015-04-29		
4178	5206		Coprinus erythrocephalus		oranje inktzwam	(Lév.) Fr.	42195	1a	species		accepted	55234	2015-04-29		
4187	5215		Cortinarius fusisporus		zandpadgordijnzwam	Kühner	42197	1a	species		accepted	55236	2015-04-29		
4191	5219		Cystoderma amianthinum		okergele korrelhoed	(Scop.:Fr.) Fayod, 1889	42298	1a	species		accepted	55337	2015-04-29		
4229	5257		Lepiota felina		panterparasolzwam	(Pers.) P. Karst.	27738	1a	species		accepted	55961	2015-04-29		
4231	5259		Limacella guttata		grote kleefparasol	(Pers.:Fr.) Konrad & Maubl.	42899	1a	species		accepted	56013	2015-04-29		
4247	5275		Mycena aurantiomarginata		goudrandmycena	(Fr.:Fr.) Quél.	43072	1a	species		accepted	56193	2015-04-29		
4248	5276		Mycena citrinomarginata		citroensnedemycena	Gillet	43072	1a	species		accepted	56193	2015-04-29		
4260	5288		Mycoaciella bispora		fraaie stekelkorstzwam	(Stalpers) J. Erikss. & Ryvarden, 1978	43061	1a	species		accepted	56182	2015-04-29		
4291	5319		Psathyrella bifrons		okerbruine franjehoed	(Berk.) A.H. Sm.	43427	1a	species		accepted	56561	2015-04-29		
4292	5320		Psathyrella chondroderma		naaldhoutfranjehoed	(Berk. & Broome) A.H. Sm.	43427	1a	species		accepted	56561	2015-04-29		
4295	5323		Psathyrella spintrigera		vloksteelfranjehoed	(Fr.) Konrad & Maubl.	43427	1a	species		accepted	56561	2015-04-29		
4296	5324		Psathyrella stellata		platte franjehoed	(Romagn.) M.M. Moser	43427	1a	species		accepted	56561	2015-04-29		
4312	5340		Scytinostroma hemidichophyticum		rondsporige stinkkorstzwam	Pouzar, 1966	43577	1a	species		accepted	56723	2015-04-29		
4329	5359		Coprinus extinctorius		ivoorinktzwam	(Bull.) Fr.	42195	1a	species		accepted	55234	2015-04-29		
4330	5360		Lepiota lilacea		lila parasolzwam	Bres.	27738	1a	species		accepted	55961	2015-04-29		
4336	5366		Tuber puberulum		donzige truffel	Berk. & Broome	43839	1a	species		accepted	57013	2015-04-29		
4345	5376		Tephrocybe atrata		gladsporig pekzwammetje	(Fr.:Fr.) Donk	43749	1a	species		accepted	56910	2015-04-29		
4359	5394		Psathyrella fatua		lentefranjehoed	(Fr.:Fr.) Konrad & Maubl.	43427	1a	species		accepted	56561	2015-04-29		
4360	5395		Psathyrella friesii		vezelige franjehoed	Kits van Wav., 1985	43427	1a	species		accepted	56561	2015-04-29		
4368	5406		Psathyrella maculata		gevlekte franjehoed	(C.S. Parker) A.H. Sm., 1972	43427	1a	species		accepted	56561	2015-04-29		
4374	5416		Gloeophyllum trabeum		dunplaathoutzwam	(Pers.) Murrill, 1908	42595	1a	species		accepted	55678	2015-04-29		
4378	5421		Armillaria ectypa		moerashoningzwam	(Fr.) Lamoure	41857	1a	species		accepted	54874	2015-04-29		
4383	5426		Mycena megaspora		veenmycena	Kauffman	43072	1a	species		accepted	56193	2015-04-29		
4397	5446		Psathyrella hirta		vlokkige mestfranjehoed	Peck	43427	1a	species		accepted	56561	2015-04-29		
4414	5466		Psathyrella coprophila		paardemestfranjehoed	Watling, 1971	43427	1a	species		accepted	56561	2015-04-29		
4416	5468		Phlebia ochraceofulva			(Bourdot & Galzin) Donk, 1957	43271	1a	species		accepted	56402	2015-04-29		
4451	5508		Gloeocystidiellum convolvens		ruwe oliecelkorst	(P. Karst.) Donk, 1956	42603	1a	species		accepted	55686	2015-04-29		
4487	5554		Ceriporia viridans		groenige wasporia	(Berk. & Broome) Donk, 1933	42068	1a	species		accepted	55093	2015-04-29		
4495	5563		Hydnellum caeruleum		blauwgestreepte stekelzwam	(Hornem.) P. Karst., 1879	42727	1a	species		accepted	55825	2015-04-29		
4507	5576		Hydnellum aurantiacum		oranje stekelzwam	(Batsch) P. Karst., 1879	42727	1a	species		accepted	55825	2015-04-29		
4554	5628		Conocybe rubiginosa		wimperbreeksteeltje	Watling	42184	1a	species		accepted	55223	2015-04-29		
4580	5653		Cortinarius sublatisporus			Svrcek	42197	1a	species		accepted	55236	2015-04-29		
4584	5657		Cortinarius sebaceus		bleke zijdegordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
4592	5665		Cortinarius rubellopes			Rob. Henry	42197	1a	species		accepted	55236	2015-04-29		
4593	5666		Cortinarius romagnesii		voorjaarsgordijnzwam	Rob. Henry	42197	1a	species		accepted	55236	2015-04-29		
4596	5669		Cortinarius purpurascens		purperen gordijnzwam	(Fr.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4608	5680		Cortinarius pearsonii		kleinsporige gordijnzwam	P.D. Orton	42197	1a	species		accepted	55236	2015-04-29		
4609	5681		Cortinarius parvannulatus		cederhoutgordijnzwam	Kühner	42197	1a	species		accepted	55236	2015-04-29		
4614	5686		Cortinarius ochrophyllus		okervezelgordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
4615	5687		Cortinarius ochroleucus		droge galgordijnzwam	(Schaeff.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4617	5689		Cortinarius napus			Fr.	42197	1a	species		accepted	55236	2015-04-29		
4618	5690		Cortinarius multiformis		zaagplaatgordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
4620	5692		Cortinarius mucosus		slijmige gordijnzwam	(Bull.) Kickx	42197	1a	species		accepted	55236	2015-04-29		
4627	5699		Cortinarius laetus		levendige gordijnzwam	M.M. Moser	42197	1a	species		accepted	55236	2015-04-29		
4629	5701		Cortinarius infractus		olijfkleurige gordijnzwam	(Pers.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4634	5706		Cortinarius heterosporus		slanksporige gordijnzwam	Bres.	42197	1a	species		accepted	55236	2015-04-29		
4636	5708		Cortinarius fistularis			Britzelm.	42197	1a	species		accepted	55236	2015-04-29		
4637	5709		Cortinarius ferrugineipes		roodgegordelde gordijnzwam	Ricek	42197	1a	species		accepted	55236	2015-04-29		
4638	5710		Cortinarius evernius		violetsteelgordijnzwam	(Fr.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4643	5715		Cortinarius dilutus		vage gordijnzwam	(Pers.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4645	5717		Cortinarius damascenus			Fr.	42197	1a	species		accepted	55236	2015-04-29		
4648	5720		Cortinarius comatus		dwerggordijnzwam	J. Favre	42197	1a	species		accepted	55236	2015-04-29		
4650	5722		Cortinarius coerulescens		blauwe knolgordijnzwam	(Schaeff.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4663	5735		Cortinarius bulliardii		roodvoetgordijnzwam	(Pers.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4667	5739		Cortinarius bivelus		gegordelde beukegordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
4670	5742		Cortinarius betulinus		bleke berkegordijnzwam	J. Favre	42197	1a	species		accepted	55236	2015-04-29		
4672	5744		Cortinarius balteatocumatilis		violetbruine gordijnzwam	P.D. Orton	42197	1a	species		accepted	55236	2015-04-29		
4675	5747		Cortinarius azureus		azuursteelgordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
4677	5749		Cortinarius armillatus		armbandgordijnzwam	(Fr.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
4686	5758		Cortinarius viscidulus		kleverige gordijnzwam	M.M. Moser	42197	1a	species		accepted	55236	2015-04-29		
4687	5759		Cortinarius violaceus		violette gordijnzwam	(L.:Fr.) S.F. Gray	42197	1a	species		accepted	55236	2015-04-29		
4692	5764		Cortinarius variegatus			Bres.	42197	1a	species		accepted	55236	2015-04-29		
51345			Leiopus femoratus			Fairmaire, 1859			species		accepted		2017-02-15		
4694	5766		Cortinarius valgus		verborgen gordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
4696	5768		Cortinarius turgidus		witte zijdegordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
4709	5780		Cystoderma tricholomoides		reuzekorrelhoed	Heinem. & Thoen	42298	1a	species		accepted	55337	2015-04-29		
4710	5781		Cystoderma terrei		rode korrelhoed	(Berk. & Broome) Harm.	42298	1a	species		accepted	55337	2015-04-29		
4718	5789		Dermoloma josserandii		bleke, donkere barsthoed	Dennis & P.D. Orton	42338	1a	species		accepted	55387	2015-04-29		
4722	5793		Discinella boudieri		bruin grondschijfje	(Quél.) Boud.	42374	1a	species		accepted	55440	2015-04-29		
4908	5978		Genea hispidula		harige manteltruffel	(Berk.) Tul.	42572	1a	species		accepted	55655	2015-04-29		
4909	5979		Genea fragrans		wrattige manteltruffel	(Wallr.) Paol.	42572	1a	species		accepted	55655	2015-04-29		
4920	5990		Geopyxis majalis			(Fr.) Sacc.	42574	1a	species		accepted	55657	2015-04-29		
4931	6001		Gyromitra infula		bisschopsmuts	(Schaeff.:Fr.) Quél.	42634	1a	species		accepted	55717	2015-04-29		
5121	6189		Lepiota xanthophylla		geelplaatparasolzwam	P.D. Orton	27738	1a	species		accepted	55961	2015-04-29		
5127	6195		Lepiota pseudoasperula		kleine stekelparasolzwam	(Knudsen) Knudsen	27738	1a	species		accepted	55961	2015-04-29		
5130	6198		Lepiota perplexa		egelparasolzwam	Knudsen	27738	1a	species		accepted	55961	2015-04-29		
5134	6202		Lepiota ignicolor		vuurparasolzwam	Bres.	27738	1a	species		accepted	55961	2015-04-29		
5135	6203		Lepiota hymenoderma		ringloze stinkparasolzwam	D.A. Reid	27738	1a	species		accepted	55961	2015-04-29		
5136	6204		Lepiota grangei		groenschubbige parasolzwam	(Eyre) J.E. Lange	27738	1a	species		accepted	55961	2015-04-29		
5141	6209		Lepiota cortinarius		gordijnparasolzwam	J.E. Lange	27738	1a	species		accepted	55961	2015-04-29		
5142	6210		Lepiota cingulum		gordelsteelparasolzwam	Kelderman	27738	1a	species		accepted	55961	2015-04-29		
5168	6235		Leucoscypha patavina		bruin viltkogeltje	(Cooke) Pont & Tewari	42879	1a	species		accepted	55993	2015-04-29		
5170	6237		Limacella vinosorubescens		wijnrode kleefparasol	Furrer-Ziogas	42899	1a	species		accepted	56013	2015-04-29		
5172	6239		Limacella ochraceolutea		gele kleefparasol	P.D. Orton	42899	1a	species		accepted	56013	2015-04-29		
5175	6242		Limacella delicata		tengere kleefparasol	(Fr.:Fr.) H.V. Sm.	42899	1a	species		accepted	56013	2015-04-29		
5203	6269		Mycena viridimarginata		groensnedemycena	P. Karst.	43072	1a	species		accepted	56193	2015-04-29		
5209	6275		Mycena saccharifera		zeggemycena	(Berk. & Broome) Gillet	43072	1a	species		accepted	56193	2015-04-29		
5210	6276		Mycena pterigena		varenmycena	(Fr.:Fr.) P. Kumm.	43072	1a	species		accepted	56193	2015-04-29		
5215	6281		Mycena pelliculosa		heidekleefsteelmycena	(Fr.) Quél.	43072	1a	species		accepted	56193	2015-04-29		
5217	6283		Mycena mitis		blozende mycena	Maas Geest.	43072	1a	species		accepted	56193	2015-04-29		
5221	6287		Mycena limonia		citroengele mycena	Maas Geest.	43072	1a	species		accepted	56193	2015-04-29		
5224	6290		Mycena diosma		donker elfenschermpje	Krieglst. & Schwöbel	43072	1a	species		accepted	56193	2015-04-29		
5229	6295		Mycena belliae		rietmycena	(Johnst.) P.D. Orton	43072	1a	species		accepted	56193	2015-04-29		
5230	6296		Mycena alba		witte schorsmycena	(Bres.) Kühner	43072	1a	species		accepted	56193	2015-04-29		
5231	6297		Mycena adscendens		suikermycena	(Lasch) Maas Geest.	43072	1a	species		accepted	56193	2015-04-29		
5240	6306		Neottiella hetieri		gladsporig mosbekertje	Boud.	43101	1a	species		accepted	56222	2015-04-29		
5249	6315		Omphalina oniscus		donker veenmostrechtertje	(Fr.:Fr.) Quél.	43138	1a	species		accepted	56260	2015-04-29		
5253	6319		Omphalina demissa		purpertrechtertje	(Fr.:Fr.) Quél.	43138	1a	species		accepted	56260	2015-04-29		
