id	speciesbeid	colid	acceptedname	vernacularnamefr	vernacularnamenl	scientificnameauthorship	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author
26041	29013		Chilacis typhae			(Perris, 1857)	41422	0a	species		accepted	54421	2015-04-29		
26150	29125		Apolygus spinolae			(Meyer-Dür, 1841)	41470	0a	species		accepted	54471	2015-04-29		
26202	29180		Dicyphus epilobii			Reuter, 1883	41496	0a	species		accepted	54497	2015-04-29		
26203	29181		Dicyphus errans			(Wolff, 1804)	41496	0a	species		accepted	54497	2015-04-29		
26210	29187		Europiella artemisiae			(Becker, 1864)	41498	0a	species		accepted	54499	2015-04-29		
26298	29281		Phytocoris tiliae			(Fabricius, 1777)	41537	0a	species		accepted	54541	2015-04-29		
26322	29308		Psallus falleni			Reuter, 1883	41545	0a	species		accepted	54548	2015-04-29		
26328	29314		Psallus perrisi			(Mulsant & Rey, 1852)	41545	0a	species		accepted	54548	2015-04-29		
26337	29324		Rhabdomiris striatellus			(Fabricius, 1794)	41547	0a	species		accepted	54551	2015-04-29		
26424	29416		Chorosoma schillingii			(Schilling, 1829)	41599	0a	species		accepted	54603	2015-04-29		
26485	29482		Stephanitis takeyai			Drake and Maa, 1955	41627	0a	species		accepted	54634	2015-04-29		
26544	29566		Pararge aegeria	tircis	bont zandoogje	(Linnaeus, 1758)	41701	1a	species		accepted	54710	2015-04-29		
26618	29729		Acrospermum compressum			Tode:Fr.	10190	1a	species		accepted	54773	2015-04-29		
51396			Stenacis euonymi			(Frauenfeld, 1869)			species		accepted		2017-02-20		
26799	30188		Antrodiella hoehnelii		geelgerand elfenbankje	(Bres.) Niemelä, 1982	41827	1a	species		accepted	54841	2015-04-29		
26803	30194		Anthostomella conorum			(Fuckel) Sacc.	41829	3c	species		accepted	54843	2015-04-29		
26823	30222		Apiospora rosae			Oudem.	41832	1a	species		accepted	54849	2015-04-29		
26824	30227		Apiosordaria verruculosa			(C.N. Jensen) Arx & W. Gams, 1912	41835	1a	species		accepted	54852	2015-04-29		
26873	30293		Armillaria mellea		echte honingzwam	(Vahl:Fr.) P. Kumm.	41857	1a	species		accepted	54874	2015-04-29		
26974	30478		Ascozonus leveillei		klein sinterklaasschijfje	(H. Crouan & P. Crouan) Brumm.	41874	1a	species		accepted	54891	2015-04-29		
27024	30555		Aspropaxillus giganteus		reuzendikhoed	(Sowerby:Fr.) Kühner & Maire	41888	1a	species		accepted	54905	2015-04-29		
27184	31149		Byssochlamys nivea			Westling, 1909	41990	1a	species		teleomorph	55010	2015-04-29		
27287	31433		Capnodium elongatum			(Pers.) Berk.	42010	1a	species		accepted	55035	2015-04-29		
27289	31435		Capnodium salicinum		wilgenroetdauw	Mont., 1849	42010	1a	species		accepted	55035	2015-04-29		
27304	31461		Calvatia excipuliformis		plooivoetstuifzwam	(Scop.:Pers.) Perdeck	42020	1a	species		accepted	55045	2015-04-29		
27314	31487		Calyculosphaeria tristis			(Fuckel) Fitzp.	42026	1a	species		accepted	55051	2015-04-29		
27320	31499		Calocybe gambosa		voorjaarspronkridder	(Fr.:Fr.) Donk	42034	1a	species		accepted	55059	2015-04-29		
27478	32067		Cistella acuum		dennerijpkelkje	(Alb. & Schwein.:Fr.) Svrcek, 1959	42128	1a	species		accepted	55153	2015-04-29		
27484	32073		Cistella grevillei		plat rijpkelkje	(Berk.) P. Raschle	42128	1a	species		accepted	55153	2015-04-29		
27486	32076		Cistella pinicola			(Henn. & Plöttn.) K. Holm & L. Holm	42128	1a	species		accepted	55153	2015-04-29		
27562	32316		Clypeosphaeria notarisii			Fuckel	42153	1a	species		accepted	55178	2015-04-29		
27575	32353		Clathrus ruber		traliestinkzwam	P. Micheli ex Pers., 1801	42165	1a	species		accepted	55190	2015-04-29		
27720	32598		Conocybe excedens		kleinsporig breeksteeltje	Kühner & Watling	42184	1a	species		accepted	55223	2015-04-29		
27721	32599		Conocybe filaris		klein breeksteeltje	(Fr.) Kühner	42184	1a	species		accepted	55223	2015-04-29		
27723	32601		Conocybe fuscimarginata			(Murrill) Singer	42184	1a	species		accepted	55223	2015-04-29		
27724	32602		Conocybe inocybeoides			Watling	42184	1a	species		accepted	55223	2015-04-29		
27730	32608		Conocybe magnicapitata		tuinbreeksteeltje	P.D. Orton	42184	1a	species		accepted	55223	2015-04-29		
27741	32619		Conocybe pygmaeoaffinis		gedrongen breeksteeltje	Kühner	42184	1a	species		accepted	55223	2015-04-29		
27743	32622		Conocybe semiglobata		gewelfd breeksteeltje	Kühner & Watling, 1980	42184	1a	species		accepted	55223	2015-04-29		
27745	32624		Conocybe siliginea				42184	1a	species		accepted	55223	2015-04-29		
27747	32626		Conocybe spicula			(Lasch) Kühner	42184	1a	species		accepted	55223	2015-04-29		
27751	32630		Conocybe subpallida			Enderle	42184	1a	species		accepted	55223	2015-04-29		
27767	32647		Coleosporium tussilaginis		klein hoefbladroest		42188		species		to determine	55227	2015-04-29		
27772	32692		Coprinus amphithallus		vlakke donsinktzwam	M. Lange & A.H. Sm.	42195	1a	species		accepted	55234	2015-04-29		
27776	32696		Coprinus bicornis			Uljé & Horvers	42195	1a	species		accepted	55234	2015-04-29		
27779	32700		Coprinus calosporus		stersporig hazepootje	Bas & Uljé, 1993	42195	1a	species		accepted	55234	2015-04-29		
27782	32704		Coprinus cinereofloccosus		grijsvlokkige inktzwam	P.D. Orton	42195	1a	species		accepted	55234	2015-04-29		
27784	32706		Coprinus comatus		geschubde inktzwam	(O.F. Müll.:Fr.) Gray	42195	1a	species		accepted	55234	2015-04-29		
27789	32711		Coprinus cothurnatus		melige mestinktzwam	Godey	42195	1a	species		accepted	55234	2015-04-29		
27790	32712		Coprinus curtus		paardemestdonsinktzwam	Kalchbr.	42195	1a	species		accepted	55234	2015-04-29		
27795	32718		Coprinus filamentifer			Kühner	42195	1a	species		accepted	55234	2015-04-29		
27803	32727		Coprinus hercules		herculesplooirokje	Uljé & Bas	42195	1a	species		accepted	55234	2015-04-29		
27804	32728		Coprinus heterosetulosus		donker mestdwergje	Locq. ex Watling, 1976	42195	1a	species		accepted	55234	2015-04-29		
27810	32734		Coprinus kuehneri		kleinsporig plooirokje	Uljé & Bas	42195	1a	species		accepted	55234	2015-04-29		
27812	32736		Coprinus lagopus		hazepootje	(Fr.:Fr.) Fr.	42195	1a	species		accepted	55234	2015-04-29		
27822	32747		Coprinus patouillardii		korrelige inktzwam	Quél.	42195	1a	species		accepted	55234	2015-04-29		
27823	32748		Coprinus pellucidus		bleek mestdwergje	P. Karst.	42195	1a	species		accepted	55234	2015-04-29		
27836	32762		Coprinus saccharomyces		gistgeurinktzwam	P.D. Orton	42195	1a	species		accepted	55234	2015-04-29		
27841	32767		Coprinus singularis		dwergdonsinktzwam	Uljé	42195	1a	species		accepted	55234	2015-04-29		
27842	32768		Coprinus stellatus		tengere mestinktzwam	Buller	42195	1a	species		accepted	55234	2015-04-29		
27846	32772		Coprinus subdisseminatus		slanke donsinktzwam	M. Lange, 1952	42195	1a	species		accepted	55234	2015-04-29		
27852	32779		Coprinus vermiculifer			Joss., 1944	42195	1a	species		accepted	55234	2015-04-29		
27863	33029		Cortinarius albofimbriatus			Rob. Henry	42197	1a	species		accepted	55236	2015-04-29		
27866	33032		Cortinarius anomalus		vaaggegordelde gordijnzwam	(Fr.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
27874	33040		Cortinarius cohabitans		kousevoetgordijnzwam	P. Karst.	42197	1a	species		accepted	55236	2015-04-29		
27886	33052		Cortinarius fasciatus		bleeksteelgordijnzwam	(Scop.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
27887	33053		Cortinarius fulvescens			Fr.	42197	1a	species		accepted	55236	2015-04-29		
27890	33056		Cortinarius haematochaelis			(Bull.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
27891	33057		Cortinarius helobius		kleine moerasgordijnzwam	Romagn.	42197	1a	species		accepted	55236	2015-04-29		
27893	33059		Cortinarius hemitrichus		witschubbige gordijnzwam	(Pers.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
27896	33062		Cortinarius imbutus			Fr.	42197	1a	species		accepted	55236	2015-04-29		
27902	33068		Cortinarius lilacinopusillus		kleinste elzegordijnzwam	P.D. Orton	42197	1a	species		accepted	55236	2015-04-29		
27910	33076		Cortinarius prasinus			(Schaeff.:Fr.) Fr.	42197	1a	species		accepted	55236	2015-04-29		
27911	33077		Cortinarius pulchripes			J. Favre	42197	1a	species		accepted	55236	2015-04-29		
27915	33081		Cortinarius stemmatus			Fr.	42197	1a	species		accepted	55236	2015-04-29		
27921	33087		Cortinarius terpsichores			Melot	42197	1a	species		accepted	55236	2015-04-29		
27922	33088		Cortinarius trivialis		gegordelde gordijnzwam	J.E. Lange	42197	1a	species		accepted	55236	2015-04-29		
27926	33092		Cortinarius uraceus		aangebrande gordijnzwam	Fr.	42197	1a	species		accepted	55236	2015-04-29		
27944	33139		Coriolopsis cervina			(Schwein.) comb.prov.	42211	1a	species		accepted	55250	2015-04-29		
28058	33398		Crucibulum crucibuliforme		geel nestzwammetje	(Scop.) V.S. White	42247	1a	species		accepted	55286	2015-04-29		
28080	33425		Cryptospora betulae			Tul.	42255	1a	species		accepted	55294	2015-04-29		
28081	33426		Cryptospora corylina			(Tul.) Fuckel	42255	1a	species		accepted	55294	2015-04-29		
28104	33453		Cudoniella clavus		waterknoopje	(Alb. & Schwein.:Fr.) Dennis	42263	1a	species		accepted	55302	2015-04-29		
28105	33454		Cudoniella rubicunda		denneknoopje	(Rehm) Dennis	42263	1a	species		accepted	55302	2015-04-29		
28221	33657		Cyathicula pallida			Velen.	42292	1a	species		accepted	55331	2015-04-29		
28222	33658		Cyathicula straminea		geel geleikelkje	(Berk. & Broome) E. Müll.	42292	1a	species		accepted	55331	2015-04-29		
28224	33660		Cyathicula subhyalina		doorschijnend geleikelkje	(Rehm) Dennis	42292	1a	species		accepted	55331	2015-04-29		
28226	33663		Cyphellopsis anomala		breedsporig hangkommetje	(Pers.) Donk, 1931	42293	1a	species		accepted	55332	2015-04-29		
28513	34173		Diatrype bullata		wilgeschorsschijfje	(Hoffm.:Fr.) Fr.	42364	1a	species		accepted	55430	2015-04-29		
28515	34178		Diatrype rimosa			Fuckel	42364	1a	species		accepted	55430	2015-04-29		
28727	34457		Drepanopeziza populi-albae			(Kleb.) Nannf., 1932	42403	1a	species		teleomorph	55472	2015-04-29		
28735	34478		Durella macrospora			Fuckel	42406	1a	species		accepted	55475	2015-04-29		
28841	34664		Erysiphe aquilegiae		akeleimeeldauw	DC., 1821	42466	3c	species		accepted	55536	2015-04-29		
28842	34665		Erysiphe artemisiae			Grev.	42466	1a	species		accepted	55536	2015-04-29		
28847	34673		Erysiphe convolvuli		windemeeldauw	DC.	42466	3c	species		accepted	55536	2015-04-29		
28848	34674		Erysiphe cruciferarum		koolmeeldauw	Opiz ex L. Junell	42466	1a	species		accepted	55536	2015-04-29		
28850	34677		Erysiphe fischeri		kruiskruidmeeldauw	S. Blumer	42466	1a	species		accepted	55536	2015-04-29		
28853	34682		Erysiphe heraclei		schermbloemmeeldauw	DC., 1815	42466	1a	species		accepted	55536	2015-04-29		
28857	34694		Erysiphe pisi		vlinderbloemmeeldauw	DC., 1805	42466	3c	species		accepted	55536	2015-04-29		
28865	34702		Erysiphe urticae		netelmeeldauw	(Wallr.) S. Blumer	42466	3c	species		accepted	55536	2015-04-29		
28883	34729		Eutypella dissepta		grootsporig iepeschorsschijfje	(Fr.:Fr.) Rappaz, 1987	42476	1a	species		accepted	55546	2015-04-29		
28884	34730		Eutypella leprosa		esdoornschorsschijfje	(Pers.:Fr.) Berl.	42476	1a	species		accepted	55546	2015-04-29		
28963	34877		Flammulaster carpophilus		beukedopvloksteeltje	(Fr.) Earle	42514	1a	species		accepted	55584	2015-04-29		
29021	35168		Massariella curreyi			(Tul.) Sacc.	42534	1a	species		accepted	55610	2015-04-29		
29119	35358		Galactomyces geotrichum			(E.E. Butler & L.J. Petersen) Redhead & Malloch, 1977	42556	1a	species		teleomorph	55632	2015-04-29		
29127	35405		Gamundia striatula		kleverig trechtertje	(Kühner) Raithelh.	42563	1a	species		accepted	55639	2015-04-29		
29150	35463		Geopyxis carnea			(Cooke & W. Phillips) Sacc.	42574	1a	species		accepted	55657	2015-04-29		
29152	35467		Gelasinospora cerealis			Dowding, 1933	42575	1a	species		accepted	55658	2015-04-29		
29153	35469		Gelasinospora retispora			Cain	42575	1a	species		accepted	55658	2015-04-29		
29210	35639		Gloeocystidiellum leucoxanthum		grootsporige melkkorstzwam	(Bres.) Boidin, 1957	42603	1a	species		accepted	55686	2015-04-29		
29232	35673		Gnomoniella amoena			(Nees) Sacc.	42607	1a	species		accepted	55690	2015-04-29		
29239	35680		Gnomoniella vulgaris			(Ces. & De Not.) Sacc.	42607	1a	species		accepted	55690	2015-04-29		
29267	35775		Granulobasidium vellereum		winterelfendoekje	(Ellis & Cragin) Jülich, 1979	42626	1a	species		accepted	55709	2015-04-29		
29285	35809		Gymnosporangium clavariiforme		meidoornroest	(Jacq.) DC.	42639	1a	species		teleomorph	55723	2015-04-29		
29288	35812		Gymnosporangium sabinae			(Dicks.) G. Winter	42639	1a	species		accepted	55723	2015-04-29		
29411	36074		Hericium alpestre			Pers., 1825	42686	1a	species		accepted	55779	2015-04-29		
29499	36256		Hydnellum ferrugineum		roodbruine stekelzwam	(Fr.) P. Karst., 1879	42727	1a	species		accepted	55825	2015-04-29		
29500	36268		Hydnellum scrobiculatum				42727	1a	species		accepted	55825	2015-04-29		
29503	36279		Hymenoscyphus albidus		essevlieskelkje	(P. Karst.) W. Phillips	42733	1a	species		accepted	55831	2015-04-29		
29510	36287		Hymenoscyphus fagineus		beukenapvlieskelkje	(Pers.:Fr.) Dennis	42733	1a	species		accepted	55831	2015-04-29		
29511	36288		Hymenoscyphus fastidiosus		langsporig vlieskelkje	(Peck) Arendh.	42733	1a	species		accepted	55831	2015-04-29		
29514	36292		Hymenoscyphus imberbis		verkleurend vlieskelkje	(Bull.:Fr.) Dennis	42733	1a	species		accepted	55831	2015-04-29		
29527	36308		Hymenoscyphus scutuloides		veelwimperig vlieskelkje	Hengstm.	42733	1a	species		accepted	55831	2015-04-29		
29532	36313		Hymenoscyphus vernus		vroeg vlieskelkje	(Boud.) Dennis	42733	1a	species		accepted	55831	2015-04-29		
29647	36788		Hypocopra bombardoides			(Auersw.) Sacc.	42772	1a	species		accepted	55869	2015-04-29		
29649	36791		Hypocopra karstenii			Oudem.	42772	1a	species		accepted	55869	2015-04-29		
29653	36795		Hypocopra minima			(Sacc. & Speg.) Sacc.	42772	1a	species		accepted	55869	2015-04-29		
29658	36800		Hypocopra stercoraria			(Sowerby) Sacc.	42772	1a	species		accepted	55869	2015-04-29		
29774	37099		Laetinaevia pustulata			Graddon	42828	1a	species		accepted	55928	2015-04-29		
29851	37182		Lactarius chrysorrheus		zwavelmelkzwam	Fr., 1838	42841	1a	species		accepted	55941	2015-04-29		
29855	37185		Lactarius pubescens		donzige melkzwam	(Schrad.) Fr., 1838	42841	1a	species		accepted	55941	2015-04-29		
29862	37193		Lanzia luteovirescens		esdoornstromakelkje	(Roberge & Desm.) Dumont & Korf	42843	1a	species		accepted	55943	2015-04-29		
29924	37276		Lepiota alba		duinparasolzwam	(Bres.) Sacc.	27738	1a	species		accepted	55961	2015-04-29		
29925	37278		Lepiota aspera		spitsschubbige parasolzwam	(Pers.:Fr.) Quél., 1886	27738	1a	species		accepted	55961	2015-04-29		
29927	37280		Lepiota brunneoincarnata		gegordelde parasolzwam	Chodat & Mart.	27738	1a	species		accepted	55961	2015-04-29		
29928	37282		Lepiota castanea		kastanjeparasolzwam	Quél.	27738	1a	species		accepted	55961	2015-04-29		
29931	37286		Lepiota fuscovinacea		purperbruine parasolzwam	J.E. Lange & F.H. Møller	27738	1a	species		accepted	55961	2015-04-29		
29938	37299		Lepiota ventriosospora		geelbruine wolsteelparasolzwam	D.A. Reid	27738	1a	species		accepted	55961	2015-04-29		
29995	37427		Leptosphaeria coniothyrium			(Fuckel) Sacc.	42864	1a	species		teleomorph	55978	2015-04-29		
30000	37432		Leptosphaeria dolioloides			(Auersw.) P. Karst.	42864	1a	species		accepted	55978	2015-04-29		
30001	37433		Leptosphaeria doliolum			(Pers.) De Not.	42864	1a	species		accepted	55978	2015-04-29		
30011	37443		Leptosphaeria hemicrypta			Oudem.	42864	1a	species		accepted	55978	2015-04-29		
30017	37451		Leptosphaeria littoralis			Sacc.	42864	1a	species		accepted	55978	2015-04-29		
30018	37453		Leptosphaeria macrospora			(Fuckel) Thüm.	42864	3c	species		accepted	55978	2015-04-29		
30019	37454		Leptosphaeria maculans			(Desm.) Ces. & De Not.	42864	1a	species		teleomorph	55978	2015-04-29		
30022	37457		Leptosphaeria microscopica			Karsten	42864	1a	species		accepted	55978	2015-04-29		
30024	37459		Leptosphaeria mosana			Mouton	42864	3c	species		accepted	55978	2015-04-29		
30025	37460		Leptosphaeria nardi			(Fr.) Ces. & De Not.	42864	1a	species		accepted	55978	2015-04-29		
30026	37461		Leptosphaeria nigrans			(Roberge ex Desm.) Ces. & De Not.	42864	1a	species		accepted	55978	2015-04-29		
30041	37480		Leptosphaeria salicaria			Pass.	42864	1a	species		accepted	55978	2015-04-29		
30044	37483		Leptosphaeria stratiotis			Oudem.	42864	1a	species		accepted	55978	2015-04-29		
30048	37488		Leptosphaeria vagabunda			Sacc.	42864	1a	species		accepted	55978	2015-04-29		
30049	37489		Leptosphaeria vagans			Karsten	42864	1a	species		accepted	55978	2015-04-29		
30117	37704		Linospora capreae			(DC.) Fuckel	42903	1a	species		accepted	56017	2015-04-29		
30118	37705		Linospora populina			(Pers.) J. Schröt.	42903	1a	species		accepted	56017	2015-04-29		
30263	37938		Melanopsamma pomiformis			(Pers.:Fr.) Sacc.	42954	1a	species		teleomorph	56067	2015-04-29		
30307	38001		Melogramma vagans			De Not.	42964	1a	species		accepted	56077	2015-04-29		
30324	38138		Metameris osmundae			(Peck & Clinton) Arx & E. Müll.	42975	1a	species		accepted	56088	2015-04-29		
30333	38157		Melanoleuca albifolia		witplaatveldridderzwam	Boekhout	42983	1a	species		accepted	56096	2015-04-29		
30336	38160		Melanoleuca brevipes		kortstelige veldridderzwam	(Bull.:Fr.) Pat.	42983	1a	species		accepted	56096	2015-04-29		
30347	38171		Melanoleuca rasilis		tengere veldridderzwam	(Fr.) Singer	42983	1a	species		accepted	56096	2015-04-29		
30378	38219		Microascus cirrosus			Curzi, 1930	42993	1a	species		teleomorph	56113	2015-04-29		
30379	38221		Microascus longirostris			Zukal	42993	1a	species		accepted	56113	2015-04-29		
30418	38428		Mollisia caerulans			Quél.	43019	1a	species		accepted	56139	2015-04-29		
30419	38429		Mollisia caesia			(Fuckel) Sacc.	43019	1a	species		accepted	56139	2015-04-29		
30429	38438		Mollisia discolor		bleke mollisia	(Mont.) W. Phillips, 1887	43019	1a	species		accepted	56139	2015-04-29		
30435	38444		Mollisia junciseda			P. Karst.	43019	1a	species		accepted	56139	2015-04-29		
30441	38450		Mollisia phalaridis			(Lib.) Rehm	43019	1a	species		accepted	56139	2015-04-29		
30442	38451		Mollisia poaeoides			Rehm	43019	1a	species		accepted	56139	2015-04-29		
30445	38454		Mollisia pteridis			Gillet	43019	1a	species		accepted	56139	2015-04-29		
30450	38459		Mollisia spectabilis			Kirschst.	43019	1a	species		accepted	56139	2015-04-29		
30451	38460		Mollisia strobilicola			(Rehm)	43019	1a	species		accepted	56139	2015-04-29		
30452	38461		Mollisia urticicola			(W. Phillips) W. Phillips	43019	1a	species		accepted	56139	2015-04-29		
30471	38539		Monilinia johnsonii		meidoornrotkelkje	(Ellis & Everh.) Honey, 1936	43027	1a	species		accepted	56147	2015-04-29		
30474	38542		Monilinia oxycocci		veenbesrotkelkje	(Woronin) Honey	43027	1a	species		accepted	56147	2015-04-29		
30500	38643		Mutinus ravenelii		roze stinkzwam	(Berk. & M.A. Curtis) E. Fisch.	43035	1a	species		accepted	56155	2015-04-29		
30605	38853		Mycena abramsii		voorjaarsmycena	(Murrill) Murrill	43072	1a	species		accepted	56193	2015-04-29		
30606	38854		Mycena acicula		oranje dwergmycena	(Schaeff.:Fr.) P. Kumm.	43072	1a	species		accepted	56193	2015-04-29		
30611	38860		Mycena arcangeliana		bundelmycena	Bres.	43072	1a	species		accepted	56193	2015-04-29		
30612	38861		Mycena atropapillata			Kühner & Maire	43072	1a	species		accepted	56193	2015-04-29		
30615	38865		Mycena capillaris		kleine beukebladmycena	(Schumach.:Fr.) P. Kumm.	43072	1a	species		accepted	56193	2015-04-29		
30624	38878		Mycena flavoalba		bleekgele mycena	(Fr.) Quél.	43072	1a	species		accepted	56193	2015-04-29		
30625	38879		Mycena galericulata				43072		species		to determine	56193	2015-04-29		
30634	38893		Mycena niveipes		rivierbosmycena	(Murrill) Murrill, 1916	43072	1a	species		accepted	56193	2015-04-29		
30636	38895		Mycena pachyderma			Kühner	43072	1a	species		accepted	56193	2015-04-29		
30638	38898		Mycena phaeophylla			Kühner	43072	1a	species		accepted	56193	2015-04-29		
30644	38906		Mycena speirea		kleine breedplaatmycena	(Fr.:Fr.) Gillet	43072	1a	species		accepted	56193	2015-04-29		
30648	38911		Mycena vitrea			(Fr.:Fr.) Quél.	43072	1a	species		accepted	56193	2015-04-29		
30682	39027		Neottiella albo-cincta			(Berk. & M.A. Curtis) Sacc.	43101	1a	species		accepted	56222	2015-04-29		
30709	39110		Octospora humosa		groot oranje mosschijfje	(Fr.:Fr.) Dennis	43123	1a	species		accepted	56244	2015-04-29		
30711	39112		Octospora melina		wratsporig mosschijfje	(Velen.) Dennis	43123	1a	species		accepted	56244	2015-04-29		
30712	39113		Octospora musci-muralis		muurmosschijfje	Graddon	43123	1a	species		accepted	56244	2015-04-29		
30748	39264		Omphalina galericolor		duinmostrechtertje	(Romagn.) M.M. Moser	43138	1a	species		accepted	56260	2015-04-29		
30752	39268		Omphalina postii		oranjerood trechtertje	(Fr.) Singer	43138	1a	species		accepted	56260	2015-04-29		
30800	39359		Otthia syringae			(Fr.) Niessl	43155	1a	species		accepted	56277	2015-04-29		
30867	39536		Paratrichophaea michiganensis			(Kanouse) Pfister	43187	1a	species		accepted	56309	2015-04-29		
31020	39927		Pectinotrichum llanense			Varsavsky & G.F. Orr, 1971	43207	1a	species		accepted	56338	2015-04-29		
31468	40654		Phyllosticta cornicola			(DC.) Rabenh.	43245	1a	species		accepted	56376	2015-04-29		
31572	40833		Physalospora psammae			Oudem.	43266	1a	species		accepted	56397	2015-04-29		
31580	40865		Phlebia lilascens		lila aderzwam	(Bourdot) J. Erikss. & Hjortstam, 1981	43271	1a	species		accepted	56402	2015-04-29		
31582	40872		Phlebia rufa		porieaderzwam	(Pers.) M.P. Christ., 1960	43271	1a	species		accepted	56402	2015-04-29		
31583	40874		Phlebia subcalcea			(Litsch.) M.P. Christ., 1960	43271	1a	species		accepted	56402	2015-04-29		
31727	41148		Piloderma bicolor			(Peck) Jülich, 1969	43301	1a	species		accepted	56434	2015-04-29		
31783	41287		Pleomassaria carpini			(Fuckel) Sacc.	43337	1a	species		accepted	56469	2015-04-29		
31785	41289		Pleomassaria rosae			Oudem.	43337	1a	species		accepted	56469	2015-04-29		
31817	41358		Pluteus cinereofuscus		grondhertezwam	J.E. Lange	43340	1a	species		accepted	56472	2015-04-29		
31819	41362		Pluteus luctuosus		bruinsnedehertezwam	Boud.	43340	1a	species		accepted	56472	2015-04-29		
31821	41364		Pluteus pallescens		gevoorde hertezwam	P.D. Orton	43340	1a	species		accepted	56472	2015-04-29		
31828	41373		Pluteus umbrosus		pronkhertezwam	(Pers.:Fr.) P. Kumm.	43340	1a	species		accepted	56472	2015-04-29		
31829	41374		Pluteus villosus			(Bull.) Quél.	43340	1a	species		accepted	56472	2015-04-29		
31959	42473		Psathyrella ammophila		duinfranjehoed	(Durieu & Lév.) P.D. Orton	43427	1a	species		accepted	56561	2015-04-29		
31962	42476		Psathyrella cernua		verblekende franjehoed	(Vahl:Fr.) Hirsch	43427	1a	species		accepted	56561	2015-04-29		
31963	42477		Psathyrella conopilus		langsteelfranjehoed	(Fr.:Fr.) A. Pearson & Dennis	43427	1a	species		accepted	56561	2015-04-29		
31964	42479		Psathyrella corrugis		sierlijke franjehoed	(Pers.:Fr.) Konrad & Maubl.	43427	1a	species		accepted	56561	2015-04-29		
31972	42493		Psathyrella opaca		saaie franjehoed	(Romagn.) Kits van Wav.	43427	1a	species		accepted	56561	2015-04-29		
31975	42497		Psathyrella phaseolispora		weidefranjehoed	Arnolds	43427	1a	species		accepted	56561	2015-04-29		
31976	42498		Psathyrella piluliformis		witsteelfranjehoed	(Bull.:Fr.) P.D. Orton	43427	1a	species		accepted	56561	2015-04-29		
31978	42500		Psathyrella pseudogracilis		dubbelgangerfranjehoed	(Romagn.) M.M. Moser, 1967	43427	1a	species		accepted	56561	2015-04-29		
31984	42506		Psathyrella stercoraria		kleine mestfranjehoed	(Kühner & Joss.) Arnolds	43427	1a	species		accepted	56561	2015-04-29		
31985	42508		Psathyrella tephrophylla		conische franjehoed	(Romagn.) Bon	43427	1a	species		accepted	56561	2015-04-29		
31986	42510		Psathyrella vernalis			(J.E. Lange) M.M. Moser, 1967	43427	1a	species		accepted	56561	2015-04-29		
32316	43006		Ramularia ulmariae			Cooke	43485	1a	species		accepted	56619	2015-04-29		
32510	43434		Saccothecium sepincola			(Fr.) Fr.	43546	1a	species		accepted	56692	2015-04-29		
32631	43711		Scirrhia aspidiorum			(Lib.) Bubák	43574	3c	species		accepted	56720	2015-04-29		
32673	43822		Sclerotinia homoeocarpa			F.T. Benn., 1937	43590	1a	species		accepted	56736	2015-04-29		
32845	44083		Sistotrema binucleosporum			Hallenb., 1984	43624	1a	species		accepted	56770	2015-04-29		
32849	44092		Sistotrema dennisii			Malençon, 1977	43624	1a	species		accepted	56770	2015-04-29		
32850	44093		Sistotrema diademiferum		gekroonde urnkorstzwam	(Bourdot & Galzin) Donk, 1956	43624	1a	species		accepted	56770	2015-04-29		
32854	44113		Sistotrema oblongisporum		grijze urnkorstzwam	M.P. Christ. & Hauerslev, 1960	43624	1a	species		accepted	56770	2015-04-29		
32965	44431		Sporormia gigantea			Hansen	43670	1a	species		accepted	56829	2015-04-29		
32970	44440		Sporormia pentamera			Oudem.	43670	1a	species		accepted	56829	2015-04-29		
33055	44765		Strobilurus tenacellus		bittere dennekegelzwam	(Pers.:Fr.) Singer	43707	1a	species		accepted	56866	2015-04-29		
33128	44970		Tapesia acuformis			(Boerema, R. Pieters & Hamers) Crous, 1995	43741	1a	species		teleomorph	56902	2015-04-29		
33130	44973		Tapesia fusca			(Pers.:Fr.) Fuckel	43741	1a	species		accepted	56902	2015-04-29		
33148	44992		Talaromyces bacillisporus			(Swift) C.R. Benj., 1955	43744	1a	species		teleomorph	56905	2015-04-29		
33149	44994		Talaromyces emersonii			Stolk, 1965	43744	1a	species		teleomorph	56905	2015-04-29		
33151	44996		Talaromyces helicus				43744		species		to determine	56905	2015-04-29		
33152	44997		Talaromyces leycettanus			H.C. Evans & Stolk, 1971	43744	1a	species		teleomorph	56905	2015-04-29		
33153	44998		Talaromyces macrosporus			(Stolk & Samson) Frisvad, Samson & Stolk	43744	1a	species		teleomorph	56905	2015-04-29		
33154	44999		Talaromyces stipitatus			(Thom) C.R. Benj.,1955	43744	1a	species		accepted	56905	2015-04-29		
33155	45001		Talaromyces thermophilus			Stolk, 1965	43744	1a	species		teleomorph	56905	2015-04-29		
33160	45075		Tephrocybe inolens		gebochelde grauwkop	(Fr.) M.M. Moser	43749	1a	species		accepted	56910	2015-04-29		
