taxonid,annexcode,acceptedname,gbif_scientificName,gbif_accepted_name,gbif_kingdom,gbif_phylum,gbif_order,gbif_class,gbif_family,gbif_genus
1324,BXL-ORD-2012_Annex II.2,Bufo bufo,"Bufo bufo (Linnaeus, 1758)","Bufo bufo (Linnaeus, 1758)",Animalia,Chordata,Anura,Amphibia,Bufonidae,Bufo
1325,BXL-ORD-2012_Annex II.2,Bufo calamita,"Bufo calamita Laurenti, 1768","Epidalea calamita (Laurenti, 1768)",Animalia,Chordata,Anura,Amphibia,Bufonidae,Epidalea
1326,BXL-ORD-2012_Annex II.2,Hyla arborea,"Hyla arborea (Linnaeus, 1758)","Hyla arborea (Linnaeus, 1758)",Animalia,Chordata,Anura,Amphibia,Hylidae,Hyla
1327,BXL-ORD-2012_Annex II.2,Pelobates fuscus,"Pelobates fuscus (Laurenti, 1768)","Pelobates fuscus (Laurenti, 1768)",Animalia,Chordata,Anura,Amphibia,Pelobatidae,Pelobates
1328,BXL-ORD-2012_Annex II.2,Rana arvalis,"Rana arvalis Nilsson, 1842","Rana arvalis Nilsson, 1842",Animalia,Chordata,Anura,Amphibia,Ranidae,Rana
1330,BXL-ORD-2012_Annex II.2,Rana lessonae,"Rana lessonae Camerano, 1882","Pelophylax lessonae (Camerano, 1882)",Animalia,Chordata,Anura,Amphibia,Ranidae,Pelophylax
1331,BXL-ORD-2012_Annex II.2,Rana ridibunda,"Rana ridibunda Pallas, 1771","Pelophylax ridibundus (Pallas, 1771)",Animalia,Chordata,Anura,Amphibia,Ranidae,Pelophylax
1332,BXL-ORD-2012_Annex II.2,Rana temporaria,"Rana temporaria Linnaeus, 1758","Rana temporaria Linnaeus, 1758",Animalia,Chordata,Anura,Amphibia,Ranidae,Rana
1333,BXL-ORD-2012_Annex II.2,Triturus alpestris,"Triturus alpestris (Laurenti, 1768)","Ichthyosaura alpestris (Laurenti, 1768)",Animalia,Chordata,Caudata,Amphibia,Salamandridae,Ichthyosaura
1334,BXL-ORD-2012_Annex II.2,Triturus cristatus,"Triturus cristatus (Laurenti, 1768)","Triturus cristatus (Laurenti, 1768)",Animalia,Chordata,Caudata,Amphibia,Salamandridae,Triturus
1335,BXL-ORD-2012_Annex II.2,Triturus helveticus,"Triturus helveticus (Razoumovsky, 1789)","Lissotriton helveticus (Razoumovsky, 1789)",Animalia,Chordata,Caudata,Amphibia,Salamandridae,Lissotriton
1336,BXL-ORD-2012_Annex II.2,Triturus vulgaris,"Triturus vulgaris (Linnaeus, 1758)","Lissotriton vulgaris (Linnaeus, 1758)",Animalia,Chordata,Caudata,Amphibia,Salamandridae,Lissotriton
1337,BXL-ORD-2012_Annex II.2,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880","Lepidochelys kempii Garman, 1880",Animalia,Chordata,Testudines,Reptilia,Cheloniidae,Lepidochelys
1338,BXL-ORD-2012_Annex II.2,Vipera berus,"Vipera berus (Linnaeus, 1758)","Vipera berus (Linnaeus, 1758)",Animalia,Chordata,Squamata,Reptilia,Viperidae,Vipera
1339,BXL-ORD-2012_Annex II.2,Anguis fragilis,"Anguis fragilis Linnaeus, 1758","Anguis fragilis Linnaeus, 1758",Animalia,Chordata,Squamata,Reptilia,Anguidae,Anguis
1341,BXL-ORD-2012_Annex II.2,Chelonia mydas,"Chelonia mydas (Linnaeus, 1758)","Chelonia mydas (Linnaeus, 1758)",Animalia,Chordata,Testudines,Reptilia,Cheloniidae,Chelonia
1342,BXL-ORD-2012_Annex II.2,Coronella austriaca,"Coronella austriaca Laurenti, 1768","Coronella austriaca Laurenti, 1768",Animalia,Chordata,Squamata,Reptilia,Colubridae,Coronella
1344,BXL-ORD-2012_Annex II.2,Lacerta agilis,"Lacerta agilis Linnaeus, 1758","Lacerta agilis Linnaeus, 1758",Animalia,Chordata,Squamata,Reptilia,Lacertidae,Lacerta
1431,BXL-ORD-2012_Annex II.2,Arnica montana,Arnica montana L.,Arnica montana L.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Arnica
1437,BXL-ORD-2012_Annex II.2,Asplenium adiantum-nigrum,Asplenium adiantum-nigrum L.,Asplenium adiantum-nigrum L.,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Aspleniaceae,Asplenium
1499,BXL-ORD-2012_Annex II.2,Cephalanthera damasonium,Cephalanthera damasonium Druce,Cephalanthera damasonium Druce,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Cephalanthera
1500,BXL-ORD-2012_Annex II.2,Cephalanthera longifolia,Cephalanthera longifolia (L.) Fritsch,Cephalanthera longifolia (L.) Fritsch,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Cephalanthera
1501,BXL-ORD-2012_Annex II.2,Cephalanthera rubra,Cephalanthera rubra (L.) Rich.,Cephalanthera rubra (L.) Rich.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Cephalanthera
1506,BXL-ORD-2012_Annex II.2,Ceterach officinarum,Ceterach officinarum Willd.,Asplenium ceterach subsp. ceterach,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Aspleniaceae,Asplenium
1523,BXL-ORD-2012_Annex II.2,Coeloglossum viride,Coeloglossum viride (L.) Hartm.,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase",Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Dactylorhiza
1527,BXL-ORD-2012_Annex II.2,Corallorhiza trifida,Corallorhiza trifida Châtel.,Corallorhiza trifida Châtel.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Corallorhiza
1535,BXL-ORD-2012_Annex II.2,Diphasiastrum tristachyum,Diphasiastrum tristachyum (Pursh) Holub,Diphasiastrum tristachyum (Pursh) Holub,Plantae,Tracheophyta,Lycopodiales,Lycopodiopsida,Lycopodiaceae,Diphasiastrum
1574,BXL-ORD-2012_Annex II.2,Goodyera repens,Goodyera repens R.Br.,Goodyera repens R.Br.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Goodyera
1577,BXL-ORD-2012_Annex II.2,Gymnadenia conopsea,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Gymnadenia
1580,BXL-ORD-2012_Annex II.2,Hammarbya paludosa,Hammarbya paludosa Kuntze,Hammarbya paludosa Kuntze,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Hammarbya
1608,BXL-ORD-2012_Annex II.2,Listera cordata,Listera cordata (L.) R.Br.,Neottia cordata Rich.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Neottia
1609,BXL-ORD-2012_Annex II.2,Listera ovata,Listera ovata (L.) R.Br.,Neottia ovata Bluff & Fingerh.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Neottia
1618,BXL-ORD-2012_Annex II.2,Lycopodiella inundata,Lycopodiella inundata (L.) Holub,Lycopodiella inundata (L.) Holub,Plantae,Tracheophyta,Lycopodiales,Lycopodiopsida,Lycopodiaceae,Lycopodiella
1619,BXL-ORD-2012_Annex II.2,Lycopodium annotinum,Lycopodium annotinum L.,Spinulum annotinum subsp. annotinum,Plantae,Tracheophyta,Lycopodiales,Lycopodiopsida,Lycopodiaceae,Spinulum
1620,BXL-ORD-2012_Annex II.2,Lycopodium clavatum,Lycopodium clavatum L.,Lycopodium clavatum L.,Plantae,Tracheophyta,Lycopodiales,Lycopodiopsida,Lycopodiaceae,Lycopodium
1643,BXL-ORD-2012_Annex II.2,Narcissus pseudonarcissus,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus L.,Plantae,Tracheophyta,Asparagales,Liliopsida,Amaryllidaceae,Narcissus
1646,BXL-ORD-2012_Annex II.2,Neottia nidus-avis,Neottia nidus-avis Rich.,Neottia nidus-avis Rich.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Neottia
1688,BXL-ORD-2012_Annex II.2,Rosa tomentosa,Rosa tomentosa Sm.,Rosa tomentosa Sm.,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Rosa
1689,BXL-ORD-2012_Annex II.2,Rosa villosa,Rosa villosa L.,Rosa villosa L.,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Rosa
1714,BXL-ORD-2012_Annex II.2,Spiranthes spiralis,Spiranthes spiralis (L.) Chevall.,Spiranthes spiralis (L.) Chevall.,Plantae,Tracheophyta,Asparagales,Liliopsida,Orchidaceae,Spiranthes
2003,BXL-ORD-2012_Annex II.2,Circus macrourus,"Circus macrourus (S.G.Gmelin, 1770)","Circus macrourus (S.G.Gmelin, 1770)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Circus
2030,BXL-ORD-2012_Annex II.2,Dendroica coronata,"Dendroica coronata (Linnaeus, 1766)","Setophaga coronata (Linnaeus, 1766)",Animalia,Chordata,Passeriformes,Aves,Parulidae,Setophaga
2031,BXL-ORD-2012_Annex II.2,Dryocopus martius,"Dryocopus martius (Linnaeus, 1758)","Dryocopus martius (Linnaeus, 1758)",Animalia,Chordata,Piciformes,Aves,Picidae,Dryocopus
2032,BXL-ORD-2012_Annex II.2,Egretta garzetta,"Egretta garzetta (Linnaeus, 1766)","Egretta garzetta (Linnaeus, 1766)",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Egretta
2033,BXL-ORD-2012_Annex II.2,Elanus caeruleus,"Elanus caeruleus (Desfontaines, 1789)","Elanus caeruleus (Desfontaines, 1789)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Elanus
2034,BXL-ORD-2012_Annex II.2,Circaetus gallicus,"Circaetus gallicus (Gmelin, 1788)","Circaetus gallicus (Gmelin, 1788)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Circaetus
2035,BXL-ORD-2012_Annex II.2,Lanius collurio,"Lanius collurio Linnaeus, 1758","Lanius collurio Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Laniidae,Lanius
2038,BXL-ORD-2012_Annex II.2,Charadrius leschenaultii,"Charadrius leschenaultii Lesson, 1826","Charadrius leschenaultii Lesson, 1826",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Charadrius
2039,BXL-ORD-2012_Annex II.2,Chlidonias leucopterus,"Chlidonias leucopterus (Temminck, 1815)","Chlidonias leucopterus (Temminck, 1815)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Chlidonias
2040,BXL-ORD-2012_Annex II.2,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)","Ciconia ciconia (Linnaeus, 1758)",Animalia,Chordata,Ciconiiformes,Aves,Ciconiidae,Ciconia
2041,BXL-ORD-2012_Annex II.2,Corvus dauuricus,"Corvus dauuricus Pallas, 1776","Coloeus dauuricus (Pallas, 1776)",Animalia,Chordata,Passeriformes,Aves,Corvidae,Coloeus
2042,BXL-ORD-2012_Annex II.2,Cinclus cinclus,"Cinclus cinclus (Linnaeus, 1758)","Cinclus cinclus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Cinclidae,Cinclus
2043,BXL-ORD-2012_Annex II.2,Emberiza leucocephalos,"Emberiza leucocephalos S.G.Gmelin, 1771","Emberiza leucocephalos S.G.Gmelin, 1771",Animalia,Chordata,Passeriformes,Aves,Emberizidae,Emberiza
2044,BXL-ORD-2012_Annex II.2,Circus aeruginosus,"Circus aeruginosus (Linnaeus, 1758)","Circus aeruginosus (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Circus
2045,BXL-ORD-2012_Annex II.2,Circus cyaneus,"Circus cyaneus (Linnaeus, 1766)","Circus cyaneus (Linnaeus, 1766)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Circus
2046,BXL-ORD-2012_Annex II.2,Circus pygargus,"Circus pygargus (Linnaeus, 1758)","Circus pygargus (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Circus
2047,BXL-ORD-2012_Annex II.2,Cisticola juncidis,"Cisticola juncidis (Rafinesque, 1810)","Cisticola juncidis (Rafinesque, 1810)",Animalia,Chordata,Passeriformes,Aves,Cisticolidae,Cisticola
2048,BXL-ORD-2012_Annex II.2,Clamator glandarius,"Clamator glandarius (Linnaeus, 1758)","Clamator glandarius (Linnaeus, 1758)",Animalia,Chordata,Cuculiformes,Aves,Cuculidae,Clamator
2049,BXL-ORD-2012_Annex II.2,Clangula hyemalis,"Clangula hyemalis (Linnaeus, 1758)","Clangula hyemalis (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Clangula
2050,BXL-ORD-2012_Annex II.2,Coccothraustes coccothraustes,"Coccothraustes coccothraustes (Linnaeus, 1758)","Coccothraustes coccothraustes (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Coccothraustes
2051,BXL-ORD-2012_Annex II.2,Columba livia,"Columba livia Gmelin, 1789","Columba livia Gmelin, 1789",Animalia,Chordata,Columbiformes,Aves,Columbidae,Columba
2052,BXL-ORD-2012_Annex II.2,Columba oenas,"Columba oenas Linnaeus, 1758","Columba oenas Linnaeus, 1758",Animalia,Chordata,Columbiformes,Aves,Columbidae,Columba
2053,BXL-ORD-2012_Annex II.2,Columba palumbus,"Columba palumbus Linnaeus, 1758","Columba palumbus Linnaeus, 1758",Animalia,Chordata,Columbiformes,Aves,Columbidae,Columba
2054,BXL-ORD-2012_Annex II.2,Corvus corax,"Corvus corax Linnaeus, 1758","Corvus corax Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Corvidae,Corvus
2055,BXL-ORD-2012_Annex II.2,Ciconia nigra,"Ciconia nigra (Linnaeus, 1758)","Ciconia nigra (Linnaeus, 1758)",Animalia,Chordata,Ciconiiformes,Aves,Ciconiidae,Ciconia
2056,BXL-ORD-2012_Annex II.2,Hippolais icterina,"Hippolais icterina (Vieillot, 1817)","Hippolais icterina (Vieillot, 1817)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Hippolais
2060,BXL-ORD-2012_Annex II.2,Glareola nordmanni,"Glareola nordmanni Fischer von Waldheim, 1842","Glareola nordmanni Fischer von Waldheim, 1842",Animalia,Chordata,Charadriiformes,Aves,Glareolidae,Glareola
2061,BXL-ORD-2012_Annex II.2,Glareola pratincola,"Glareola pratincola (Linnaeus, 1766)","Glareola pratincola (Linnaeus, 1766)",Animalia,Chordata,Charadriiformes,Aves,Glareolidae,Glareola
2062,BXL-ORD-2012_Annex II.2,Grus canadensis,"Grus canadensis (Linnaeus, 1758)","Grus canadensis (Linnaeus, 1758)",Animalia,Chordata,Gruiformes,Aves,Gruidae,Grus
2063,BXL-ORD-2012_Annex II.2,Grus grus,"Grus grus (Linnaeus, 1758)","Grus grus (Linnaeus, 1758)",Animalia,Chordata,Gruiformes,Aves,Gruidae,Grus
2064,BXL-ORD-2012_Annex II.2,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus (Hablizl, 1783)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Gyps
2068,BXL-ORD-2012_Annex II.2,Haliaeetus albicilla,"Haliaeetus albicilla (Linnaeus, 1758)","Haliaeetus albicilla (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Haliaeetus
2069,BXL-ORD-2012_Annex II.2,Hieraaetus fasciatus,"Hieraaetus fasciatus (Vieillot, 1822)","Aquila fasciata Vieillot, 1822",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Aquila
2070,BXL-ORD-2012_Annex II.2,Emberiza citrinella,"Emberiza citrinella Linnaeus, 1758","Emberiza citrinella Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Emberizidae,Emberiza
2071,BXL-ORD-2012_Annex II.2,Himantopus himantopus,"Himantopus himantopus (Linnaeus, 1758)","Himantopus himantopus (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Recurvirostridae,Himantopus
2072,BXL-ORD-2012_Annex II.2,Gallinula chloropus,"Gallinula chloropus (Linnaeus, 1758)","Gallinula chloropus (Linnaeus, 1758)",Animalia,Chordata,Gruiformes,Aves,Rallidae,Gallinula
2073,BXL-ORD-2012_Annex II.2,Hippolais polyglotta,"Hippolais polyglotta (Vieillot, 1817)","Hippolais polyglotta (Vieillot, 1817)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Hippolais
2074,BXL-ORD-2012_Annex II.2,Hirundapus caudacutus,"Hirundapus caudacutus (Latham, 1802)","Hirundapus caudacutus (Latham, 1802)",Animalia,Chordata,Apodiformes,Aves,Apodidae,Hirundapus
2075,BXL-ORD-2012_Annex II.2,Hirundo daurica,"Hirundo daurica Linnaeus, 1771","Cecropis daurica (Laxmann, 1769)",Animalia,Chordata,Passeriformes,Aves,Hirundinidae,Cecropis
2076,BXL-ORD-2012_Annex II.2,Hirundo rustica,"Hirundo rustica Linnaeus, 1758","Hirundo rustica Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Hirundinidae,Hirundo
2077,BXL-ORD-2012_Annex II.2,Histrionicus histrionicus,"Histrionicus histrionicus (Linnaeus, 1758)","Histrionicus histrionicus (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Histrionicus
2079,BXL-ORD-2012_Annex II.2,Icterus galbula,"Icterus galbula (Linnaeus, 1758)","Icterus galbula (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Icteridae,Icterus
2080,BXL-ORD-2012_Annex II.2,Irania gutturalis,"Irania gutturalis (Guerin-Meneville, 1843)","Irania gutturalis (Guerin-Meneville, 1843)",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Irania
2081,BXL-ORD-2012_Annex II.2,Ixobrychus minutus,"Ixobrychus minutus (Linnaeus, 1766)","Ixobrychus minutus (Linnaeus, 1766)",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Ixobrychus
2082,BXL-ORD-2012_Annex II.2,Gavia adamsii,"Gavia adamsii (G.R.Gray, 1859)","Gavia adamsii (G.R.Gray, 1859)",Animalia,Chordata,Gaviiformes,Aves,Gaviidae,Gavia
2083,BXL-ORD-2012_Annex II.2,Falco subbuteo,"Falco subbuteo Linnaeus, 1758","Falco subbuteo Linnaeus, 1758",Animalia,Chordata,Falconiformes,Aves,Falconidae,Falco
2084,BXL-ORD-2012_Annex II.2,Garrulus glandarius,"Garrulus glandarius (Linnaeus, 1758)","Garrulus glandarius (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Corvidae,Garrulus
2085,BXL-ORD-2012_Annex II.2,Falco vespertinus,"Falco vespertinus Linnaeus, 1766","Falco vespertinus Linnaeus, 1766",Animalia,Chordata,Falconiformes,Aves,Falconidae,Falco
2086,BXL-ORD-2012_Annex II.2,Ficedula albicollis,"Ficedula albicollis (Temminck, 1815)","Ficedula albicollis (Temminck, 1815)",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Ficedula
2087,BXL-ORD-2012_Annex II.2,Ficedula hypoleuca,"Ficedula hypoleuca (Pallas, 1764)","Ficedula hypoleuca (Pallas, 1764)",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Ficedula
2089,BXL-ORD-2012_Annex II.2,Ficedula parva,"Ficedula parva (Bechstein, 1792)","Ficedula parva (Bechstein, 1792)",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Ficedula
2091,BXL-ORD-2012_Annex II.2,Fringilla coelebs,"Fringilla coelebs Linnaeus, 1758","Fringilla coelebs Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Fringilla
2092,BXL-ORD-2012_Annex II.2,Fringilla montifringilla,"Fringilla montifringilla Linnaeus, 1758","Fringilla montifringilla Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Fringilla
2093,BXL-ORD-2012_Annex II.2,Fulica atra,"Fulica atra Linnaeus, 1758","Fulica atra Linnaeus, 1758",Animalia,Chordata,Gruiformes,Aves,Rallidae,Fulica
2095,BXL-ORD-2012_Annex II.2,Galerida cristata,"Galerida cristata (Linnaeus, 1758)","Galerida cristata (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Alaudidae,Galerida
2096,BXL-ORD-2012_Annex II.2,Gallinago gallinago,"Gallinago gallinago (Linnaeus, 1758)","Gallinago gallinago (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Gallinago
2097,BXL-ORD-2012_Annex II.2,Gallinago media,"Gallinago media (Latham, 1787)","Capella media (Latham, 1787)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Capella
2098,BXL-ORD-2012_Annex II.2,Emberiza hortulana,"Emberiza hortulana Linnaeus, 1758","Emberiza hortulana Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Emberizidae,Emberiza
2099,BXL-ORD-2012_Annex II.2,Falco rusticolus,"Falco rusticolus Linnaeus, 1758","Falco rusticolus Linnaeus, 1758",Animalia,Chordata,Falconiformes,Aves,Falconidae,Falco
2100,BXL-ORD-2012_Annex II.2,Charadrius dubius,"Charadrius dubius Scopoli, 1786","Charadrius dubius Scopoli, 1786",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Charadrius
2101,BXL-ORD-2012_Annex II.2,Buteo lagopus,"Buteo lagopus (Pontoppidan, 1763)","Buteo lagopus (Pontoppidan, 1763)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Buteo
2102,BXL-ORD-2012_Annex II.2,Buteo rufinus,"Buteo rufinus (Cretzschmar, 1829)","Buteo rufinus (Cretzschmar, 1829)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Buteo
2103,BXL-ORD-2012_Annex II.2,Calandrella brachydactyla,"Calandrella brachydactyla (Leisler, 1814)","Calandrella brachydactyla (Leisler, 1814)",Animalia,Chordata,Passeriformes,Aves,Alaudidae,Calandrella
2104,BXL-ORD-2012_Annex II.2,Calcarius lapponicus,"Calcarius lapponicus (Linnaeus, 1758)","Calcarius lapponicus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Calcariidae,Calcarius
2105,BXL-ORD-2012_Annex II.2,Calidris acuminata,"Calidris acuminata (Horsfield, 1821)","Calidris acuminata (Horsfield, 1821)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
2108,BXL-ORD-2012_Annex II.2,Calidris bairdii,"Calidris bairdii (Coues, 1861)","Calidris bairdii (Coues, 1861)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
2111,BXL-ORD-2012_Annex II.2,Calidris fuscicollis,"Calidris fuscicollis (Vieillot, 1819)","Calidris fuscicollis (Vieillot, 1819)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
2112,BXL-ORD-2012_Annex II.2,Burhinus oedicnemus,"Burhinus oedicnemus (Linnaeus, 1758)","Burhinus oedicnemus (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Burhinidae,Burhinus
2113,BXL-ORD-2012_Annex II.2,Calidris melanotos,"Calidris melanotos (Vieillot, 1819)","Calidris melanotos (Vieillot, 1819)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
2114,BXL-ORD-2012_Annex II.2,Bulweria bulwerii,"Bulweria bulwerii Jardine & Selby, 1828","Bulweria bulwerii Jardine & Selby, 1828",Animalia,Chordata,Procellariiformes,Aves,Procellariidae,Bulweria
2115,BXL-ORD-2012_Annex II.2,Calidris pusilla,"Calidris pusilla (Linnaeus, 1766)","Calidris pusilla (Linnaeus, 1766)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
2116,BXL-ORD-2012_Annex II.2,Calidris ruficollis,"Calidris ruficollis (Pallas, 1776)","Calidris ruficollis (Pallas, 1776)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
2118,BXL-ORD-2012_Annex II.2,Calidris tenuirostris,"Calidris tenuirostris (Horsfield, 1821)","Calidris tenuirostris (Horsfield, 1821)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
2119,BXL-ORD-2012_Annex II.2,Acrocephalus agricola,"Acrocephalus agricola (Jerdon, 1845)","Acrocephalus agricola (Jerdon, 1845)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
2120,BXL-ORD-2012_Annex II.2,Acrocephalus arundinaceus,"Acrocephalus arundinaceus (Linnaeus, 1758)","Acrocephalus arundinaceus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
2121,BXL-ORD-2012_Annex II.2,Acrocephalus dumetorum,"Acrocephalus dumetorum Blyth, 1849","Acrocephalus dumetorum Blyth, 1849",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
2122,BXL-ORD-2012_Annex II.2,Acrocephalus paludicola,"Acrocephalus paludicola (Vieillot, 1817)","Acrocephalus paludicola (Vieillot, 1817)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
2123,BXL-ORD-2012_Annex II.2,Regulus regulus,"Regulus regulus (Linnaeus, 1758)","Regulus regulus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Regulidae,Regulus
