taxonid,annexcode,acceptedname,gbif_scientificName,gbif_accepted_name,gbif_kingdom,gbif_phylum,gbif_order,gbif_class,gbif_family,gbif_genus
4330,BXL-ORD-2012_Annex II.5,Lepiota lilacea,Lepiota lilacea Bres.,Lepiota lilacea Bres.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Agaricaceae,Lepiota
4331,BXL-ORD-2012_Annex II.5,Mycena pura,Mycena pura (Pers.) P.Kumm.,Mycena pura (Pers.) P.Kumm.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Mycenaceae,Mycena
4332,BXL-ORD-2012_Annex II.5,Psilocybe liniformans,Psilocybe liniformans Guzmán & Bas,Psilocybe liniformans Guzmán & Bas,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Hymenogastraceae,Psilocybe
4333,BXL-ORD-2012_Annex II.5,Tricharina praecox,Tricharina praecox (P.Karst.) Dennis,Tricharina praecox (P.Karst.) Dennis,Fungi,Ascomycota,Pezizales,Pezizomycetes,Pyronemataceae,Tricharina
4334,BXL-ORD-2012_Annex II.5,Tubaria confragosa,Tubaria confragosa (Fr.) Harmaja,Tubaria confragosa (Fr.) Harmaja,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Tubariaceae,Tubaria
4335,BXL-ORD-2012_Annex II.5,Tubaria praestans,Tubaria praestans (Romagn.) M.M.Moser,Tubaria praestans (Romagn.) M.M.Moser,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Tubariaceae,Tubaria
4336,BXL-ORD-2012_Annex II.5,Tuber puberulum,Tuber puberulum Berk. & Broome,Tuber puberulum Berk. & Broome,Fungi,Ascomycota,Pezizales,Pezizomycetes,Tuberaceae,Tuber
4337,BXL-ORD-2012_Annex II.5,Tylopilus felleus,Tylopilus felleus (Bull.) P.Karst.,Tylopilus felleus (Bull.) P.Karst.,Fungi,Basidiomycota,Boletales,Agaricomycetes,Boletaceae,Tylopilus
4338,BXL-ORD-2012_Annex II.5,Vararia gallica,Vararia gallica (Bourdot & Galzin) Boidin,Vararia gallica (Bourdot & Galzin) Boidin,Fungi,Basidiomycota,Russulales,Agaricomycetes,Lachnocladiaceae,Vararia
4339,BXL-ORD-2012_Annex II.5,Vararia ochroleuca,Vararia ochroleuca (Bourdot & Galzin) Donk,Vararia ochroleuca (Bourdot & Galzin) Donk,Fungi,Basidiomycota,Russulales,Agaricomycetes,Lachnocladiaceae,Vararia
4340,BXL-ORD-2012_Annex II.5,Verpa conica,Verpa conica (O.F.Müll.) Sw.,Verpa conica (O.F.Müll.) Sw.,Fungi,Ascomycota,Pezizales,Pezizomycetes,Morchellaceae,Verpa
4341,BXL-ORD-2012_Annex II.5,Volvariella bombycina,Volvariella bombycina (Schaeff.) Singer,Volvariella bombycina (Schaeff.) Singer,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Pluteaceae,Volvariella
4342,BXL-ORD-2012_Annex II.5,Lentinellus cochleatus,Lentinellus cochleatus (Pers.) P.Karst.,Lentinellus cochleatus (Pers.) P.Karst.,Fungi,Basidiomycota,Russulales,Agaricomycetes,Auriscalpiaceae,Lentinellus
4343,BXL-ORD-2012_Annex II.5,Amanita citrina,"Amanita citrina Pers., 1797","Amanita citrina Pers., 1797",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Amanitaceae,Amanita
4344,BXL-ORD-2012_Annex II.5,Tephrocybe anthracophila,Tephrocybe anthracophila (Lasch) P.D.Orton,Tephrocybe anthracophila (Lasch) P.D.Orton,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Lyophyllaceae,Tephrocybe
4345,BXL-ORD-2012_Annex II.5,Tephrocybe atrata,Tephrocybe atrata (Fr.) Donk,Tephrocybe atrata (Fr.) Donk,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Lyophyllaceae,Tephrocybe
4346,BXL-ORD-2012_Annex II.5,Tephrocybe rancida,Tephrocybe rancida (Fr.) Donk,Tephrocybe rancida (Fr.) Donk,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Lyophyllaceae,Tephrocybe
4347,BXL-ORD-2012_Annex II.5,Tricharina ochroleuca,Tricharina ochroleuca (Bres.) Eckblad,Tricharina ochroleuca (Bres.) Eckblad,Fungi,Ascomycota,Pezizales,Pezizomycetes,Pyronemataceae,Tricharina
4348,BXL-ORD-2012_Annex II.5,Suillus grevillei,Suillus grevillei (Klotzsch) Singer,Suillus grevillei (Klotzsch) Singer,Fungi,Basidiomycota,Boletales,Agaricomycetes,Suillaceae,Suillus
4349,BXL-ORD-2012_Annex II.5,Bovista pusilla,Bovista pusilla Batsch,Bovista pusilla Batsch,Protozoa,Amoebozoa,,,Lycoperdaceae,Bovista
4350,BXL-ORD-2012_Annex II.5,Phellodon tomentosus,Phellodon tomentosus (L.) Banker,Phellodon tomentosus (L.) Banker,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Bankeraceae,Phellodon
4351,BXL-ORD-2012_Annex II.5,Calvatia utriformis,Calvatia utriformis (Bull.) Jaap,Lycoperdon utriforme Bull.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Agaricaceae,Lycoperdon
4353,BXL-ORD-2012_Annex II.5,Junghuhnia nitida,Junghuhnia nitida (Pers.) Ryvarden,Junghuhnia nitida (Pers.) Ryvarden,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Meruliaceae,Junghuhnia
4354,BXL-ORD-2012_Annex II.5,Pseudoclitocybe obbata,Pseudoclitocybe obbata (Fr.) Singer,Pseudoclitocybe obbata (Fr.) Singer,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Tricholomataceae,Pseudoclitocybe
4355,BXL-ORD-2012_Annex II.5,Clitocybe vibecina,Clitocybe vibecina (Fr.) Quél.,Clitocybe vibecina (Fr.) Quél.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Tricholomataceae,Clitocybe
4356,BXL-ORD-2012_Annex II.5,Coprinus silvaticus,"Coprinus silvaticus Peck, 1872","Coprinellus silvaticus (Peck) Gminder, 2010",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Coprinellus
4357,BXL-ORD-2012_Annex II.5,Disciotis venosa,Disciotis venosa (Pers.) Boud.,Disciotis venosa (Pers.) Arnould,Fungi,Ascomycota,Pezizales,Pezizomycetes,Morchellaceae,Disciotis
4358,BXL-ORD-2012_Annex II.5,Chamaemyces fracidus,Chamaemyces fracidus (Fr.) Donk,Chamaemyces fracidus (Fr.) Donk,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Agaricaceae,Chamaemyces
4359,BXL-ORD-2012_Annex II.5,Psathyrella fatua,Psathyrella fatua (Fr.) Konrad & Maubl.,Psathyrella fatua (Fr.) P.Kumm.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Psathyrella
4360,BXL-ORD-2012_Annex II.5,Psathyrella friesii,"Psathyrella friesii Kits van Wav., 1977",Psathyrella senex (Peck) A.H.Sm.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Psathyrella
4361,BXL-ORD-2012_Annex II.5,Polyporus arcularius,"Polyporus arcularius (Batsch) Fr., 1821","Lentinus arcularius (Batsch) Zmitr., 2010",Fungi,Basidiomycota,Polyporales,Agaricomycetes,Polyporaceae,Lentinus
4365,BXL-ORD-2012_Annex II.5,Rigidoporus ulmarius,Rigidoporus ulmarius (Sowerby) Imazeki,Rigidoporus ulmarius (Sowerby) Imazeki,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Meripilaceae,Rigidoporus
4367,BXL-ORD-2012_Annex II.5,Ganoderma lucidum,Ganoderma lucidum (Curtis) P.Karst.,Ganoderma lucidum (Curtis) P.Karst.,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Ganodermataceae,Ganoderma
4368,BXL-ORD-2012_Annex II.5,Psathyrella maculata,Psathyrella maculata (C.S.Parker) A.H.Sm.,Psathyrella maculata (C.S.Parker) A.H.Sm.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Psathyrella
4369,BXL-ORD-2012_Annex II.5,Hypoxylon mammatum,Hypoxylon mammatum (Wahlenb.) P.Karst.,Entoleuca mammata (Wahlenb.) J.D.Rogers & Y.M.Ju,Fungi,Ascomycota,Xylariales,Sordariomycetes,Xylariaceae,Entoleuca
4372,BXL-ORD-2012_Annex II.5,Spongipellis pachyodon,Spongipellis pachyodon (Pers.) Kotl. & Pouzar,Sarcodontia pachyodon (Pers.) Spirin,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Meruliaceae,Sarcodontia
4373,BXL-ORD-2012_Annex II.5,Lentinus strigosus,"Lentinus strigosus Fr., 1825","Panus neostrigosus Drechsler-Santos & Wartchow, 2012",Fungi,Basidiomycota,Polyporales,Agaricomycetes,Polyporaceae,Panus
4374,BXL-ORD-2012_Annex II.5,Gloeophyllum trabeum,Gloeophyllum trabeum (Pers.) Murrill,Gloeophyllum trabeum (Pers.) Murrill,Fungi,Basidiomycota,Gloeophyllales,Agaricomycetes,Gloeophyllaceae,Gloeophyllum
4375,BXL-ORD-2012_Annex II.5,Amanita vittadinii,"Amanita vittadinii (Moretti) Vittad., 1826","Saproamanita vittadinii (Moretti) Redhead, Vizzini, Drehmel & Contu, 2016",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Amanitaceae,Saproamanita
4376,BXL-ORD-2012_Annex II.5,Cystoderma carcharias,Cystoderma carcharias (Pers.) Fayod,Cystoderma carcharias (Pers.) Fayod,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Agaricaceae,Cystoderma
4377,BXL-ORD-2012_Annex II.5,Tephrocybe ambusta,Tephrocybe ambusta (Fr.) Donk,Tephrocybe ambusta (Fr.) Donk,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Lyophyllaceae,Tephrocybe
4378,BXL-ORD-2012_Annex II.5,Armillaria ectypa,"Armillaria ectypa (Fr.) Lamoure, 1965","Desarmillaria ectypa (Fr.) R.A.Koch & Aime, 2017",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Physalacriaceae,Desarmillaria
4379,BXL-ORD-2012_Annex II.5,Marasmiellus candidus,Marasmiellus candidus (Bres.) Singer,Hemimycena candida (Bres.) Singer,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Mycenaceae,Hemimycena
4380,BXL-ORD-2012_Annex II.5,Marasmius wynnei,Marasmius wynnei Berk. & Broome,Marasmius wynnei Berk. & Broome,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Marasmiaceae,Marasmius
4381,BXL-ORD-2012_Annex II.5,Collybia peronata,Collybia peronata (Bolton) P.Kumm.,"Gymnopus peronatus (Bolton) Gray, 1821",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Omphalotaceae,Gymnopus
4382,BXL-ORD-2012_Annex II.5,Mitrula paludosa,Mitrula paludosa Fr.,Mitrula paludosa Fr.,Fungi,Ascomycota,Helotiales,Leotiomycetes,Sclerotiniaceae,Mitrula
4383,BXL-ORD-2012_Annex II.5,Mycena megaspora,Mycena megaspora Kauffman,Mycena megaspora Kauffman,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Mycenaceae,Mycena
4384,BXL-ORD-2012_Annex II.5,Mycena erubescens,Mycena erubescens Höhn.,Mycena erubescens Höhn.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Mycenaceae,Mycena
4385,BXL-ORD-2012_Annex II.5,Mycena renati,Mycena renati Quél.,Mycena renati Quél.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Mycenaceae,Mycena
4386,BXL-ORD-2012_Annex II.5,Paxillus panuoides,Paxillus panuoides (Fr.) Fr.,Tapinella panuoides (Batsch) E.-J.Gilbert,Fungi,Basidiomycota,Boletales,Agaricomycetes,Tapinellaceae,Tapinella
4387,BXL-ORD-2012_Annex II.5,Pholiota jahnii,Pholiota jahnii Tjall.-Beuk. & Bas,Pholiota jahnii Tjall.-Beuk. & Bas,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Strophariaceae,Pholiota
4388,BXL-ORD-2012_Annex II.5,Agrocybe paludosa,"Agrocybe paludosa (J.E.Lange) Kühner & Romagn., 1953","Agrocybe paludosa (J.E.Lange) Kühner & Romagn. ex Bon, 1987",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Strophariaceae,Agrocybe
4389,BXL-ORD-2012_Annex II.5,Pisolithus arhizus,Pisolithus arhizus (Scop.) Rauschert,Pisolithus arhizus (Scop.) Rauschert,Fungi,Basidiomycota,Boletales,Agaricomycetes,Sclerodermataceae,Pisolithus
4390,BXL-ORD-2012_Annex II.5,Pleurotus eryngii,Pleurotus eryngii (DC.) Quél.,Pleurotus eryngii (DC.) Quél.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Pleurotaceae,Pleurotus
4391,BXL-ORD-2012_Annex II.5,Plicaturopsis crispa,Plicaturopsis crispa (Pers.) D.A.Reid,Plicaturopsis crispa (Pers.) D.A.Reid,Fungi,Basidiomycota,Agaricales,Agaricomycetes,,Plicaturopsis
4392,BXL-ORD-2012_Annex II.5,Pluteus atromarginatus,Pluteus atromarginatus (Konrad) Kühner,Pluteus atromarginatus (Konrad) Kühner,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Pluteaceae,Pluteus
4393,BXL-ORD-2012_Annex II.5,Hydnum rufescens,Hydnum rufescens Pers.,Hydnum rufescens Pers.,Fungi,Basidiomycota,Cantharellales,Agaricomycetes,Hydnaceae,Hydnum
4394,BXL-ORD-2012_Annex II.5,Perenniporia medulla-panis,Perenniporia medulla-panis (Jacq.) Donk,Perenniporia medulla-panis (Jacq.) Donk,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Polyporaceae,Perenniporia
4396,BXL-ORD-2012_Annex II.5,Meruliopsis taxicola,Meruliopsis taxicola (Pers.) Bondartsev,Gloeoporus taxicola (Pers.) Gilb. & Ryvarden,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Meruliaceae,Gloeoporus
4397,BXL-ORD-2012_Annex II.5,Psathyrella hirta,Psathyrella hirta Peck,Psathyrella hirta Peck,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Psathyrella
4398,BXL-ORD-2012_Annex II.5,Pyronema omphalodes,Pyronema omphalodes (Bull.) Fuckel,Pyronema omphalodes (Bull.) Fuckel,Fungi,Ascomycota,Pezizales,Pezizomycetes,Pyronemataceae,Pyronema
4400,BXL-ORD-2012_Annex II.5,Rhizina undulata,Rhizina undulata Fr.,Rhizina undulata Fr.,Fungi,Ascomycota,Pezizales,Pezizomycetes,Rhizinaceae,Rhizina
4401,BXL-ORD-2012_Annex II.5,Entoloma infula,"Entoloma infula (Fr.) Noordel., 1980","Entoloma infula (Fr.) Noordel., 1980",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Entolomataceae,Entoloma
4402,BXL-ORD-2012_Annex II.5,Entoloma nitidum,"Entoloma nitidum Quél., 1883","Entocybe nitida (Quél.) T.J.Baroni, Largent & V.Hofst., 2011",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Entolomataceae,Entocybe
4403,BXL-ORD-2012_Annex II.5,Amylostereum laevigatum,Amylostereum laevigatum (Fr.) Boidin,Amylostereum laevigatum (Fr.) Boidin,Fungi,Basidiomycota,Russulales,Agaricomycetes,Amylostereaceae,Amylostereum
4404,BXL-ORD-2012_Annex II.5,Coriolopsis gallica,Coriolopsis gallica (Fr.) Ryvarden,Coriolopsis gallica (Fr.) Ryvarden,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Polyporaceae,Coriolopsis
4405,BXL-ORD-2012_Annex II.5,Antrodia albida,Antrodia albida (Fr.) Donk,Antrodia albida (Fr.) Donk,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Fomitopsidaceae,Antrodia
4406,BXL-ORD-2012_Annex II.5,Tricholoma fulvum,Tricholoma fulvum (DC.) Sacc.,Tricholoma fulvum (Bull.) Bigeard & H.Guill.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Tricholomataceae,Tricholoma
4407,BXL-ORD-2012_Annex II.5,Typhula incarnata,Typhula incarnata Fr.,Typhula incarnata Fr.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Typhulaceae,Typhula
4408,BXL-ORD-2012_Annex II.5,Pleurotus cornucopiae,Pleurotus cornucopiae (Paulet) Rolland,Pleurotus cornucopiae (Paulet) Rolland,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Pleurotaceae,Pleurotus
4409,BXL-ORD-2012_Annex II.5,Coprinus sassii,Coprinus sassii M.Lange & A.H.Sm.,"Coprinellus sassii (M.Lange & A.H.Sm.) Redhead, Vilgalys & Moncalvo",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Coprinellus
4411,BXL-ORD-2012_Annex II.5,Phaeomarasmius erinaceus,Phaeomarasmius erinaceus (Fr.) Kühner,Phaeomarasmius erinaceus (Fr.) Kühner,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Inocybaceae,Phaeomarasmius
4412,BXL-ORD-2012_Annex II.5,Coprinus angulatus,Coprinus angulatus Peck,"Coprinellus angulatus (Peck) Redhead, Vilgalys & Moncalvo",Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Coprinellus
4413,BXL-ORD-2012_Annex II.5,Heyderia abietis,Heyderia abietis (Fr.) Weinm.,Heyderia abietis (Fr.) Link,Fungi,Ascomycota,Helotiales,Leotiomycetes,Hemiphacidiaceae,Heyderia
4414,BXL-ORD-2012_Annex II.5,Psathyrella coprophila,"Psathyrella coprophila Watling, 1971",Psathyrella saponacea F.H.Møller,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Psathyrellaceae,Psathyrella
4415,BXL-ORD-2012_Annex II.5,Scleroderma citrinum,Scleroderma citrinum Pers.,Scleroderma citrinum Pers.,Fungi,Basidiomycota,Boletales,Agaricomycetes,Sclerodermataceae,Scleroderma
4416,BXL-ORD-2012_Annex II.5,Phlebia ochraceofulva,"Phlebia ochraceofulva (Bourdot & Galzin) Donk, 1957","Lilaceophlebia ochraceofulva (Bourdot & Galzin) Spirin & Zmitr., 2004",Fungi,Basidiomycota,Polyporales,Agaricomycetes,Meruliaceae,Lilaceophlebia
4417,BXL-ORD-2012_Annex II.5,Asterostroma cervicolor,Asterostroma cervicolor (Berk. & M.A.Curtis) Massee,Asterostroma cervicolor (Berk. & M.A.Curtis) Massee,Fungi,Basidiomycota,Russulales,Agaricomycetes,Lachnocladiaceae,Asterostroma
4418,BXL-ORD-2012_Annex II.5,Gloeophyllum odoratum,Gloeophyllum odoratum (Wulfen) Imazeki,Gloeophyllum odoratum (Wulfen) Imazeki,Fungi,Basidiomycota,Gloeophyllales,Agaricomycetes,Gloeophyllaceae,Gloeophyllum
4419,BXL-ORD-2012_Annex II.5,Hericium coralloides,Hericium coralloides (Scop.) Pers.,Hericium coralloides (Scop.) Pers.,Fungi,Basidiomycota,Russulales,Agaricomycetes,Hericiaceae,Hericium
4420,BXL-ORD-2012_Annex II.5,Antrodia sinuosa,"Antrodia sinuosa (Fr.) P.Karst., 1881","Amyloporia sinuosa (Fr.) Rajchenb., Gorjón & Pildain, 2011",Fungi,Basidiomycota,Polyporales,Agaricomycetes,Polyporaceae,Amyloporia
4421,BXL-ORD-2012_Annex II.5,Tylospora fibrillosa,Tylospora fibrillosa (Burt) Donk,Tylospora fibrillosa (Burt) Donk,Fungi,Basidiomycota,Atheliales,Agaricomycetes,Atheliaceae,Tylospora
4422,BXL-ORD-2012_Annex II.5,Clavicorona taxophila,Clavicorona taxophila (Thom) Doty,Clavicorona taxophila (Thom) Doty,Fungi,Basidiomycota,Russulales,Agaricomycetes,Auriscalpiaceae,Clavicorona
4423,BXL-ORD-2012_Annex II.5,Lactarius aspideus,Lactarius aspideus (Fr.) Fr.,Lactarius aspideus (Fr.) Fr.,Fungi,Basidiomycota,Russulales,Agaricomycetes,Russulaceae,Lactarius
4424,BXL-ORD-2012_Annex II.5,Hohenbuehelia atrocoerulea,Hohenbuehelia atrocoerulea (Fr.) Singer,Hohenbuehelia atrocoerulea (Fr.) Singer,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Pleurotaceae,Hohenbuehelia
4426,BXL-ORD-2012_Annex II.5,Thelephora anthocephala,Thelephora anthocephala (Bull.) Fr.,Thelephora anthocephala (Bull.) Fr.,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Thelephoraceae,Thelephora
4428,BXL-ORD-2012_Annex II.5,Mucronella flava,Mucronella flava Corner,Mucronella flava Corner,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Clavariaceae,Mucronella
4430,BXL-ORD-2012_Annex II.5,Clavulinopsis subtilis,Clavulinopsis subtilis (Pers.) Corner,Ramariopsis subtilis (Pers.) R.H.Petersen,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Clavariaceae,Ramariopsis
4431,BXL-ORD-2012_Annex II.5,Hydnellum peckii,Hydnellum peckii Banker,Hydnellum peckii Banker,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Bankeraceae,Hydnellum
4432,BXL-ORD-2012_Annex II.5,Skeletocutis carneogrisea,Skeletocutis carneogrisea A.David,Skeletocutis carneogrisea A.David,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Polyporaceae,Skeletocutis
4433,BXL-ORD-2012_Annex II.5,Hohenbuehelia culmicola,Hohenbuehelia culmicola Bon,Hohenbuehelia culmicola Bon,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Pleurotaceae,Hohenbuehelia
4435,BXL-ORD-2012_Annex II.5,Clavaria krieglsteineri,Clavaria krieglsteineri Kajan & Grauw.,Clavaria krieglsteineri Kajan & Grauw.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Clavariaceae,Clavaria
4436,BXL-ORD-2012_Annex II.5,Ossicaulis lignatilis,Ossicaulis lignatilis (Pers.) Redhead & Ginns,Ossicaulis lignatilis (Pers.) Redhead & Ginns,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Lyophyllaceae,Ossicaulis
4438,BXL-ORD-2012_Annex II.5,Ceriporiopsis gilvescens,Ceriporiopsis gilvescens (Bres.) Domanski,Ceriporiopsis gilvescens (Bres.) Domanski,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Phanerochaetaceae,Ceriporiopsis
4439,BXL-ORD-2012_Annex II.5,Hydnellum cumulatum,Hydnellum cumulatum K.A.Harrison,Hydnellum cumulatum K.A.Harrison,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Bankeraceae,Hydnellum
4440,BXL-ORD-2012_Annex II.5,Sarcodon lepidus,Sarcodon lepidus Maas Geest.,Sarcodon lepidus Maas Geest.,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Bankeraceae,Sarcodon
4441,BXL-ORD-2012_Annex II.5,Steccherinum oreophilum,Steccherinum oreophilum Lindsey & Gilb.,Steccherinum oreophilum Lindsey & Gilb.,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Meruliaceae,Steccherinum
4443,BXL-ORD-2012_Annex II.5,Hypochnella violacea,Hypochnella violacea Auersw. ex J.Schröt.,Hypochnella violacea Auersw. ex J.Schröt.,Fungi,Basidiomycota,Atheliales,Agaricomycetes,Atheliaceae,Hypochnella
4444,BXL-ORD-2012_Annex II.5,Typhula lutescens,Typhula lutescens Boud.,Typhula lutescens Boud.,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Typhulaceae,Typhula
4445,BXL-ORD-2012_Annex II.5,Sarcodon scabrosus,Sarcodon scabrosus (Fr.) P.Karst.,Sarcodon scabrosus (Fr.) P.Karst.,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Bankeraceae,Sarcodon
4446,BXL-ORD-2012_Annex II.5,Thelephora atrocitrina,Thelephora atrocitrina Quél.,Thelephora atrocitrina Quél.,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Thelephoraceae,Thelephora
4447,BXL-ORD-2012_Annex II.5,Cantharellus cibarius,Cantharellus cibarius Fr.,Cantharellus cibarius Fr.,Fungi,Basidiomycota,Cantharellales,Agaricomycetes,Cantharellaceae,Cantharellus
4448,BXL-ORD-2012_Annex II.5,Lindtneria trachyspora,Lindtneria trachyspora (Bourdot & Galzin) Pilát,Mycolindtneria trachyspora (Bourdot & Galzin) Rauschert,Fungi,Basidiomycota,Russulales,Agaricomycetes,Stephanosporaceae,Mycolindtneria
4449,BXL-ORD-2012_Annex II.5,Aleurodiscus amorphus,"Aleurodiscus amorphus (Pers.) J.Schröt., 1888","Aleurodiscus amorphus (Pers.) J.Schröt., 1888",Fungi,Basidiomycota,Russulales,Agaricomycetes,Stereaceae,Aleurodiscus
4450,BXL-ORD-2012_Annex II.5,Aleurodiscus aurantius,Aleurodiscus aurantius (Pers.) J.Schröt.,Aleurodiscus aurantius (Pers.) J.Schröt.,Fungi,Basidiomycota,Russulales,Agaricomycetes,Stereaceae,Aleurodiscus
4451,BXL-ORD-2012_Annex II.5,Gloeocystidiellum convolvens,Gloeocystidiellum convolvens (P.Karst.) Donk,Gloeocystidiellum convolvens (P.Karst.) Donk,Fungi,Basidiomycota,Russulales,Agaricomycetes,Stereaceae,Gloeocystidiellum
4452,BXL-ORD-2012_Annex II.5,Aleurodiscus disciformis,Aleurodiscus disciformis (DC.) Pat.,Aleurodiscus disciformis (DC.) Pat.,Fungi,Basidiomycota,Russulales,Agaricomycetes,Stereaceae,Aleurodiscus
4453,BXL-ORD-2012_Annex II.5,Cantharellus cinereus,Cantharellus cinereus Pers.,Cantharellus cinereus Pers.,Fungi,Basidiomycota,Cantharellales,Agaricomycetes,Cantharellaceae,Cantharellus
4454,BXL-ORD-2012_Annex II.5,Craterellus cornucopioides,Craterellus cornucopioides (L.) Pers.,Craterellus cornucopioides (L.) Pers.,Fungi,Basidiomycota,Cantharellales,Agaricomycetes,Cantharellaceae,Craterellus
4455,BXL-ORD-2012_Annex II.5,Gloeoporus dichrous,"Gloeoporus dichrous (Fr.) Bres., 1913","Gelatoporia dichroa (Fr.) Ginns, 2014",Fungi,Basidiomycota,Polyporales,Agaricomycetes,Meruliaceae,Gelatoporia
4456,BXL-ORD-2012_Annex II.5,Boletus edulis,Boletus edulis Bull.,Boletus edulis Bull.,Fungi,Basidiomycota,Boletales,Agaricomycetes,Boletaceae,Boletus
4457,BXL-ORD-2012_Annex II.5,Hericium erinaceus,Hericium erinaceus (Bull.) Pers.,Hericium erinaceus (Bull.) Pers.,Fungi,Basidiomycota,Russulales,Agaricomycetes,Hericiaceae,Hericium
4460,BXL-ORD-2012_Annex II.5,Thelephora caryophyllea,Thelephora caryophyllea (Schaeff.) Pers.,Thelephora caryophyllea (Schaeff.) Pers.,Fungi,Basidiomycota,Thelephorales,Agaricomycetes,Thelephoraceae,Thelephora
4462,BXL-ORD-2012_Annex II.5,Tylospora asterophora,Tylospora asterophora (Bonord.) Donk,Tylospora asterophora (Bonord.) Donk,Fungi,Basidiomycota,Atheliales,Agaricomycetes,Atheliaceae,Tylospora
4463,BXL-ORD-2012_Annex II.5,Lopharia cinerascens,"Lopharia cinerascens (Schwein.) G.Cunn., 1956","Lopharia cinerascens (Schwein.) G.Cunn., 1956",Fungi,Basidiomycota,Polyporales,Agaricomycetes,Polyporaceae,Lopharia
4464,BXL-ORD-2012_Annex II.5,Lopharia spadicea,Lopharia spadicea (Pers.) Boidin,Porostereum spadiceum (Pers.) Hjortstam & Ryvarden,Fungi,Basidiomycota,Polyporales,Agaricomycetes,Phanerochaetaceae,Porostereum
4465,BXL-ORD-2012_Annex II.5,Pterula gracilis,Pterula gracilis (Desm. & Berk.) Corner,Pterula gracilis (Desm. & Berk.) Corner,Fungi,Basidiomycota,Agaricales,Agaricomycetes,Pterulaceae,Pterula
