id	speciesbeid	colid	acceptedname	vernacularnamefr	vernacularnamenl	scientificnameauthorship	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author	n_occs	kingdom_id	bim_kingdom	name_for_gbif	rank_for_gbif	remark	corrected
30876	39549		Panellus stipticus		scherpe schelpzwam	(Bull.) P. Karst., 1879	43191	1a	species		accepted	56313	2015-04-29			246	3902	Fungi	Panellus stipticus (Bull.) P. Karst., 1879	species		FALSE
51692			Brachyopa dorsata			Zetterstedt, 1837			species		accepted		2018-08-22			3			Brachyopa dorsata Zetterstedt, 1837	species		FALSE
31030	40015		Peniophora piceae			(Pers.) J. Erikss., 1950	43208	1a	species		accepted	56339	2015-04-29				3902	Fungi	Peniophora piceae (Pers.) J. Erikss., 1950	species		FALSE
31033	40021		Peniophora polygonia		roze populiereschorszwam	(Pers.) Bourdot & Galzin, 1928	43208	1a	species		accepted	56339	2015-04-29				3902	Fungi	Peniophora polygonia (Pers.) Bourdot & Galzin, 1928	species		FALSE
31035	40025		Peniophora pseudoversicolor			Boidin, 1965	43208	1a	species		accepted	56339	2015-04-29				3902	Fungi	Peniophora pseudoversicolor Boidin, 1965	species		FALSE
31041	40071		Peniophora versicolor			(Bres.) Sacc. & Syd., 1902	43208	1a	species		accepted	56339	2015-04-29				3902	Fungi	Peniophora versicolor (Bres.) Sacc. & Syd., 1902	species		FALSE
31548	40780		Phaeosolenia platensis			Speg., 1902	43257	1a	species		accepted	56388	2015-04-29				3902	Fungi	Phaeosolenia platensis Speg., 1902	species		FALSE
31549	40784		Phyllactinia corylea			(Pers.) P. Karst.	43259	1a	species		accepted	56390	2015-04-29			9	3902	Fungi	Phyllactinia corylea (Pers.) P. Karst.	species		FALSE
31593	40896		Phaeosphaeria luctuosa			(Niessl ex Sacc.) Otani & Mikawa	43274	1a	species		accepted	56405	2015-04-29				3902	Fungi	Phaeosphaeria luctuosa (Niessl ex Sacc.) Otani & Mikawa	species		FALSE
31597	40900		Phaeosphaeria typharum			(Desm.) Holm, 1957	43274	1a	species		teleomorph	56405	2015-04-29				3902	Fungi	Phaeosphaeria typharum (Desm.) Holm, 1957	species		FALSE
31602	40909		Phanerochaete filamentosa		karamelhuidje	(Berk. & M.A. Curtis) Burds., 1976	43276	1a	species		accepted	56407	2015-04-29			1	3902	Fungi	Phanerochaete filamentosa (Berk. & M.A. Curtis) Burds., 1976	species		FALSE
31603	40913		Phanerochaete laevis			(Fr.) J. Erikss. & Ryvarden, 1978	43276	1a	species		accepted	56407	2015-04-29				3902	Fungi	Phanerochaete laevis (Fr.) J. Erikss. & Ryvarden, 1978	species		FALSE
31606	40922		Phanerochaete raduloides			J. Erikss. & Ryvarden, 1978	43276	1a	species		accepted	56407	2015-04-29				3902	Fungi	Phanerochaete raduloides J. Erikss. & Ryvarden, 1978	species		FALSE
31730	41159		Pilaira anomala			(Ces.) J. Schröt.	43305	1a	species		accepted	56438	2015-04-29			1	3902	Fungi	Pilaira anomala (Ces.) J. Schröt.	species		FALSE
31811	41332		Pleurotus djamor				43339	1a	species		accepted	56471	2015-04-29				3902	Fungi	Pleurotus djamor	species		FALSE
31929	42402		Protodontia subgelatinosa			(P. Karst.) P. Karst.	43393	1a	species		accepted	56525	2015-04-29				3902	Fungi	Protodontia subgelatinosa (P. Karst.) P. Karst.	species		FALSE
31935	42411		Protomyces pachydermus		paardenbloemgist	Thümen, 1874	43397	3c	species		accepted	56529	2015-04-29				3902	Fungi	Protomyces pachydermus Thümen, 1874	species		FALSE
31942	42424		Psammina bommeriae			M. Rousseau & Sacc.	43405	1a	species		accepted	56537	2015-04-29				3902	Fungi	Psammina bommeriae M. Rousseau & Sacc.	species		FALSE
31989	42514		Pseudopeziza medicaginis			(Lib.) Sacc.	43428	1a	species		teleomorph	56562	2015-04-29				3902	Fungi	Pseudopeziza medicaginis (Lib.) Sacc.	species		FALSE
32011	42556		Psilocybe aeruginosa		echte kopergroenzwam	(Curtis:Fr.) Noordel.	43448	1a	species		accepted	56582	2015-04-29			4	3902	Fungi	Psilocybe aeruginosa (Curtis:Fr.) Noordel.	species		FALSE
32012	42557		Psilocybe aurantiaca		oranjerode stropharia	(Cooke) Noordel.	43448	1a	species		accepted	56582	2015-04-29			11	3902	Fungi	Psilocybe aurantiaca (Cooke) Noordel.	species		FALSE
32017	42562		Psilocybe chionophila			Lamoure, 1977	43448	1a	species		accepted	56582	2015-04-29				3902	Fungi	Psilocybe chionophila Lamoure, 1977	species		FALSE
51693			Mitrophora semilibera			Lév. (DC.)			species		accepted		2018-08-22			1			Mitrophora semilibera Lév. (DC.)	species		FALSE
32022	42567		Psilocybe elongata		bleke moeraszwavelkop	(Pers.:Fr.) J.E. Lange	43448	1a	species		accepted	56582	2015-04-29				3902	Fungi	Psilocybe elongata (Pers.:Fr.) J.E. Lange	species		FALSE
32029	42575		Psilocybe moelleri		geringd mestkaalkopje	Guzmán	43448	1a	species		accepted	56582	2015-04-29				3902	Fungi	Psilocybe moelleri Guzmán	species		FALSE
32033	42579		Psilocybe percevalii		houtsnipperstropharia	(Berk. & Broome) P.D. Orton	43448	1a	species		accepted	56582	2015-04-29			1	3902	Fungi	Psilocybe percevalii (Berk. & Broome) P.D. Orton	species		FALSE
32035	42581		Psilocybe phyllogena		ruitsporig kaalkopje	(Peck) Peck	43448	1a	species		accepted	56582	2015-04-29				3902	Fungi	Psilocybe phyllogena (Peck) Peck	species		FALSE
32038	42585		Psilocybe semiglobata		kleefsteelstropharia	(Batsch:Fr.) Noordel.	43448	1a	species		accepted	56582	2015-04-29				3902	Fungi	Psilocybe semiglobata (Batsch:Fr.) Noordel.	species		FALSE
32044	42591		Psilocybe subviscida			(Peck) Kauffman	43448	1a	species		accepted	56582	2015-04-29			1	3902	Fungi	Psilocybe subviscida (Peck) Kauffman	species		FALSE
32189	42800		Pyrenopeziza arenivaga			(Desm.) Boud.	43468	1a	species		accepted	56602	2015-04-29				3902	Fungi	Pyrenopeziza arenivaga (Desm.) Boud.	species		FALSE
32190	42801		Pyrenopeziza betulicola			Fuckel	43468	1a	species		accepted	56602	2015-04-29				3902	Fungi	Pyrenopeziza betulicola Fuckel	species		FALSE
32191	42802		Pyrenopeziza brassicae			B. Sutton & Rawl., 1979	43468	1a	species		teleomorph	56602	2015-04-29				3902	Fungi	Pyrenopeziza brassicae B. Sutton & Rawl., 1979	species		FALSE
32192	42803		Pyrenopeziza chailletii			Fuckel	43468	1a	species		accepted	56602	2015-04-29				3902	Fungi	Pyrenopeziza chailletii Fuckel	species		FALSE
32193	42804		Pyrenopeziza chamaenerii			Nannf.	43468	1a	species		accepted	56602	2015-04-29				3902	Fungi	Pyrenopeziza chamaenerii Nannf.	species		FALSE
32199	42810		Pyrenopeziza maculata			Graddon	43468	1a	species		accepted	56602	2015-04-29				3902	Fungi	Pyrenopeziza maculata Graddon	species		FALSE
32204	42815		Pyrenopeziza rubi			(Fr.:Fr.) Rehm	43468	1a	species		accepted	56602	2015-04-29				3902	Fungi	Pyrenopeziza rubi (Fr.:Fr.) Rehm	species		FALSE
32401	43281		Rickenella fibula		oranjegeel trechtertje	(Bull.:Fr.) Raith.	43527	1a	species		accepted	56661	2015-04-29			529	3902	Fungi	Rickenella fibula (Bull.:Fr.) Raith.	species		FALSE
32416	43302		Rosellinia aquila		lentetepelkogeltje	(Fr.:Fr.) De Not.	43540	1a	species		accepted	56674	2015-04-29			16	3902	Fungi	Rosellinia aquila (Fr.:Fr.) De Not.	species		FALSE
32424	43312		Rosellinia sordaria			(Fr.) Rehm	43540	1a	species		accepted	56674	2015-04-29				3902	Fungi	Rosellinia sordaria (Fr.) Rehm	species		FALSE
32429	43317		Russula alnetorum		elzerussula	Romagn.	43541	1a	species		accepted	56675	2015-04-29				3902	Fungi	Russula alnetorum Romagn.	species		FALSE
32436	43324		Russula betularum		roze berkerussula	Hora	43541	1a	species		accepted	56675	2015-04-29			8	3902	Fungi	Russula betularum Hora	species		FALSE
32440	43328		Russula cessans		duinbosrussula	A. Pearson	43541	1a	species		accepted	56675	2015-04-29				3902	Fungi	Russula cessans A. Pearson	species		FALSE
32457	43345		Russula gilvescens			Romagn. ex Bon	43541	1a	species		accepted	56675	2015-04-29				3902	Fungi	Russula gilvescens Romagn. ex Bon	species		FALSE
32458	43346		Russula gracilipes		slanke visrussula	Romagn.	43541	1a	species		accepted	56675	2015-04-29				3902	Fungi	Russula gracilipes Romagn.	species		FALSE
32465	43353		Russula luteotacta		geelvlekkende russula	Rea	43541	1a	species		accepted	56675	2015-04-29			1	3902	Fungi	Russula luteotacta Rea	species		FALSE
32466	43354		Russula mairei		stevige braakrussula	Singer	43541	1a	species		accepted	56675	2015-04-29			309	3902	Fungi	Russula mairei Singer	species		FALSE
32469	43357		Russula olivaceoviolascens		zwartrode russula	Gillet	43541	1a	species		accepted	56675	2015-04-29				3902	Fungi	Russula olivaceoviolascens Gillet	species		FALSE
32471	43359		Russula pascua			(F.H. Møller & Jul. Schäff.) Kühner	43541	1a	species		accepted	56675	2015-04-29				3902	Fungi	Russula pascua (F.H. Møller & Jul. Schäff.) Kühner	species		FALSE
32475	43363		Russula pseudodelica		valse witte russula	J.E. Lange	43541	1a	species		accepted	56675	2015-04-29				3902	Fungi	Russula pseudodelica J.E. Lange	species		FALSE
32483	43371		Russula velenovskyi		schotelrussula	Melzer & Zvára	43541	1a	species		accepted	56675	2015-04-29			109	3902	Fungi	Russula velenovskyi Melzer & Zvára	species		FALSE
32556	43596		Sarcoscypha austriaca		krulhaarkelkzwam	(Beck ex Sacc.) Boud.	43555	1a	species		accepted	56701	2015-04-29			10	3902	Fungi	Sarcoscypha austriaca (Beck ex Sacc.) Boud.	species		FALSE
32557	43597		Sarcoscypha coccinea		rode kelkzwam	(Scop.:Fr.) Lambotte	43555	1a	species		accepted	56701	2015-04-29			175	3902	Fungi	Sarcoscypha coccinea (Scop.:Fr.) Lambotte	species		FALSE
32630	43710		Schizothyrioma ptarmicae			(Desm.) Höhn., 1917	43573	1a	species		accepted	56719	2015-04-29				3902	Fungi	Schizothyrioma ptarmicae (Desm.) Höhn., 1917	species		FALSE
32635	43761		Schizothecium conicum			(Fuckel) N. Lundq.	43578	3c	species		accepted	56724	2015-04-29				3902	Fungi	Schizothecium conicum (Fuckel) N. Lundq.	species		FALSE
32639	43765		Schizothecium squamulosum			(P. Crouan & H. Crouan) N. Lundq.	43578	1a	species		accepted	56724	2015-04-29				3902	Fungi	Schizothecium squamulosum (P. Crouan & H. Crouan) N. Lundq.	species		FALSE
32653	43783		Scutellinia patagonica		pukkelsporige wimperzwam	(Rehm) Gamundi	43583	1a	species		accepted	56729	2015-04-29				3902	Fungi	Scutellinia patagonica (Rehm) Gamundi	species		FALSE
32657	43787		Scutellinia torrentis		gerande wimperzwam	(Rehm) T. Schumach.	43583	1a	species		accepted	56729	2015-04-29				3902	Fungi	Scutellinia torrentis (Rehm) T. Schumach.	species		FALSE
32670	43810		Scleroderma bovista		kale aardappelbovist	Fr.	43589	1a	species		accepted	56735	2015-04-29			177	3902	Fungi	Scleroderma bovista Fr.	species		FALSE
32942	44370		Sphaerotheca euphorbiae		wolfsmelkmeeldauw	(Castagne) E.S. Salmon	43652	3c	species		accepted	56811	2015-04-29			1	3902	Fungi	Sphaerotheca euphorbiae (Castagne) E.S. Salmon	species		FALSE
33061	44776		Steccherinum bourdotii		grootsporige raspzwam	Saliba & A. David, 1988	43715	1a	species		accepted	56874	2015-04-29			1	3902	Fungi	Steccherinum bourdotii Saliba & A. David, 1988	species		FALSE
33064	44785		Steccherinum ochraceum		roze raspzwam	(Pers.) Gray, 1821	43715	1a	species		accepted	56874	2015-04-29			50	3902	Fungi	Steccherinum ochraceum (Pers.) Gray, 1821	species		FALSE
33067	44789		Stemonitis axifera		roodbruin netpluimpje	(Bull.) T. Macbr.	43717	1a	species		accepted	56876	2015-04-29			1	3902	Fungi	Stemonitis axifera (Bull.) T. Macbr.	species		FALSE
33096	44910		Stictis pusilla			Speg.	35964	1a	species		accepted	56879	2015-04-29				3902	Fungi	Stictis pusilla Speg.	species		FALSE
33169	45087		Thyridaria rubronotata			(Berk. & Broome) Sacc.	36526	1a	species		teleomorph	56917	2015-04-29				3902	Fungi	Thyridaria rubronotata (Berk. & Broome) Sacc.	species		FALSE
33193	45134		Thelebolus minutissimus		roodbruin sinterklaasschijfje	(Schwein.) De Toni	43764	1a	species		accepted	56934	2015-04-29				3902	Fungi	Thelebolus minutissimus (Schwein.) De Toni	species		FALSE
33210	45284		Tirisporella beccariana			(Ces.) E.B.G. Jones, K.D. Hyde & Alias	43769	4	species		accepted	56939	2015-04-29				3902	Fungi	Tirisporella beccariana (Ces.) E.B.G. Jones, K.D. Hyde & Alias	species		FALSE
33308	45672		Trochila craterium		klimopdekselbekertje	(DC.) Fr.	43802	1a	species		accepted	56976	2015-04-29			171	3902	Fungi	Trochila craterium (DC.) Fr.	species		FALSE
33328	45695		Trichophila myrmecophagae			Oudem.	43814	1a	species		accepted	56988	2015-04-29				3902	Fungi	Trichophila myrmecophagae Oudem.	species		FALSE
33336	45741		Trametes gibbosa		witte bultzwam	(Pers.) Fr., 1838	43818	1a	species		accepted	56992	2015-04-29			1019	3902	Fungi	Trametes gibbosa (Pers.) Fr., 1838	species		FALSE
33340	45768		Trametes pubescens		fluweelelfenbankje	(Schumach.) Pilát, 1939	43818	1a	species		accepted	56992	2015-04-29			67	3902	Fungi	Trametes pubescens (Schumach.) Pilát, 1939	species		FALSE
33344	45806		Trichophaeopsis bicuspis		gespeerd pelsbekertje	(Boud.) Korf & Erb	43822	1a	species		accepted	56996	2015-04-29				3902	Fungi	Trichophaeopsis bicuspis (Boud.) Korf & Erb	species		FALSE
33351	45818		Trechispora farinacea		melig dwergkorstje	(Pers.) Liberta, 1966	43823	1a	species		accepted	56997	2015-04-29				3902	Fungi	Trechispora farinacea (Pers.) Liberta, 1966	species		FALSE
33355	45823		Trechispora mutabilis			(Pers.) Liberta, 1966	43823	1a	species		accepted	56997	2015-04-29				3902	Fungi	Trechispora mutabilis (Pers.) Liberta, 1966	species		FALSE
33679	46464		Velutarina rufo-olivacea		takbekertje	(Alb. & Schwein.) Korf	43887	1a	species		accepted	57061	2015-04-29			1	3902	Fungi	Velutarina rufoolivacea (Alb. & Schwein.:Fr.) Korf	species		TRUE
33713	46526		Westerdykella dispersa			(Clum) Cejp & Milko, 1964	43902	1a	species		accepted	57081	2015-04-29				3902	Fungi	Westerdykella dispersa (Clum) Cejp & Milko, 1964	species		FALSE
33756	46730		Acarospora fuscata		bruin steenschubje	(Schrad.) Th. Fr.	43948	1a	species		accepted	57127	2015-04-29				3902	Fungi	Acarospora fuscata (Schrad.) Th. Fr.	species		FALSE
33829	46803		Squamarina lentigera				43965	1a	species		accepted	57144	2015-04-29				3902	Fungi	Squamarina lentigera	species		FALSE
33902	46876		Weddellomyces epicallopisma				43988	1a	species		accepted	57167	2015-04-29				3902	Fungi	Weddellomyces epicallopisma	species		FALSE
33915	46889		Ramonia interjecta				43489	1a	species		accepted	56623	2015-04-29				3902	Fungi	Ramonia interjecta	species		FALSE
34013	46987		Leptorhaphis maggiana		hazelaarspoelkorst	(A. Massal.) Körb.	44032	1a	species		accepted	57211	2015-04-29				3902	Fungi	Leptorhaphis maggiana (A. Massal.) Körb.	species		FALSE
34040	47013		Parmotrema stuppeum		gewimperd schildmos	(Taylor) Hale	44050	1a	species		accepted	57229	2015-04-29				3902	Fungi	Parmotrema stuppeum (Taylor) Hale	species		FALSE
34041	47014		Platismatia glauca		groot boerenkoolmos	(L.) W.L. Culb. & C.F. Culb.	44051	1a	species		accepted	57230	2015-04-29			11	3902	Fungi	Platismatia glauca (L.) W.L. Culb. & C.F. Culb.	species		FALSE
34042	47015		Pleurosticta acetabulum		olijf-schildmos	(Neck.) Elix & Lumbsch	44052	1a	species		accepted	57231	2015-04-29			19	3902	Fungi	Pleurosticta acetabulum (Neck.) Elix & Lumbsch	species		FALSE
34044	47017		Protoparmelia oleagina		bruine spijkerdrager	(Harm.) Coppins	44053	1a	species		accepted	57232	2015-04-29				3902	Fungi	Protoparmelia oleagina (Harm.) Coppins	species		FALSE
34083	47055		Physcia adscendens		kapjesvingermos	(Fr.) H. Olivier	44074	1a	species		accepted	57253	2015-04-29			954	3902	Fungi	Physcia adscendens (Fr.) H. Olivier	species		FALSE
34086	47058		Physcia stellaris		groot vingermos	(L.) Nyl.	44074	1a	species		accepted	57253	2015-04-29			9	3902	Fungi	Physcia stellaris (L.) Nyl.	species		FALSE
34092	47064		Rinodina atrocinerea		donkergrijze schotelkorst	(Hooker) Körb.	44076	1a	species		accepted	57255	2015-04-29				3902	Fungi	Rinodina atrocinerea (Hooker) Körb.	species		FALSE
34094	47066		Rinodina pityrea		blauwe mosterdkorst	Ropin & Mayrh.	44076	1a	species		accepted	57255	2015-04-29				3902	Fungi	Rinodina pityrea Ropin & Mayrh.	species		FALSE
34121	47092		Opegrapha areniseda		wattig schriftmos	Nyl.	44094	1a	species		accepted	57273	2015-04-29				3902	Fungi	Opegrapha areniseda Nyl.	species		FALSE
34123	47094		Opegrapha calcarea		muurschriftmos	Turner ex Sm.	44094	1a	species		accepted	57273	2015-04-29				3902	Fungi	Opegrapha calcarea Turner ex Sm.	species		FALSE
34127	47097		Opegrapha niveoatra		klein schriftmos	(Borrer) J.R. Laundon	44094	1a	species		accepted	57273	2015-04-29				3902	Fungi	Opegrapha niveoatra (Borrer) J.R. Laundon	species		FALSE
34131	47101		Opegrapha viridis		okerbruin schriftmos	(Ach.) Nyl.	44094	1a	species		accepted	57273	2015-04-29				3902	Fungi	Opegrapha viridis (Ach.) Nyl.	species		FALSE
34132	47102		Opegrapha vulgata		wit schriftmos	Ach.	44094	1a	species		accepted	57273	2015-04-29				3902	Fungi	Opegrapha vulgata Ach.	species		FALSE
34156	47126		Caloplaca alstrupii				44102	1a	species		accepted	57281	2015-04-29						Caloplaca alstrupii	species		FALSE
34158	47128		Caloplaca aurantia		platte citroenkorst	(Pers.) Hellbom	44102	1a	species		accepted	57281	2015-04-29			1			Caloplaca aurantia (Pers.) Hellbom	species		FALSE
34159	47129		Caloplaca britannica		schubbige citroenkorst	R. Sant.	44102	1a	species		accepted	57281	2015-04-29						Caloplaca britannica R. Sant.	species		FALSE
34162	47132		Caloplaca coronata		mandarijnkorst	(Krempelh. ex Körb.) J. Steiner	44102	1a	species		accepted	57281	2015-04-29						Caloplaca coronata (Krempelh. ex Körb.) J. Steiner	species		FALSE
34163	47133		Caloplaca crenulatella		smalle citroenkorst	(Nyl.) H. Olivier	44102	1a	species		accepted	57281	2015-04-29			1			Caloplaca crenulatella (Nyl.) H. Olivier	species		FALSE
34175	47145		Caloplaca ruderum		kerkcitroenkorst	(Malbr.) J.R. Laundon	44102	1a	species		accepted	57281	2015-04-29			20			Caloplaca ruderum (Malbr.) J.R. Laundon	species		FALSE
34206	47176		Polyblastia dermatodes		rossige kalkstippelkorst	A. Massal.	44122	1a	species		accepted	57301	2015-04-29				3902	Fungi	Polyblastia dermatodes A. Massal.	species		FALSE
34209	47179		Thelidium decipiens		verzonken schotstippelkorst	(Nyl.) Krempelh.	44125	1a	species		accepted	57304	2015-04-29				3902	Fungi	Thelidium decipiens (Nyl.) Krempelh.	species		FALSE
34212	47182		Thelidium olivaceum		bruine schotstippelkorst	Körb.	44125	1a	species		accepted	57304	2015-04-29				3902	Fungi	Thelidium olivaceum Körb.	species		FALSE
34273	47245		Trichoniscoides			Sars, 1899	44133		genus		to determine	57312	2015-04-29				45974	Animalia	Trichoniscoides Sars, 1899	genus		FALSE
34334	47306		Chrysoperla			Steinmann, 1964	44184		genus		to determine	57363	2015-04-29			31	45974	Animalia	Chrysoperla Steinmann, 1964	genus		FALSE
34469	47441		Porcellio			Latreille, 1804	44238		genus		to determine	57417	2015-04-29				45974	Animalia	Porcellio Latreille, 1804	genus		FALSE
34603	47575		Euides			Fieber, 1866	44244		genus		to determine	57423	2015-04-29				45974	Animalia	Euides Fieber, 1866	genus		FALSE
35600	48581		Cirrospilus			Westwood, 1832	44299		genus		to determine	57477	2015-04-29				45974	Animalia	Cirrospilus Westwood, 1832	genus		FALSE
35637	48618		Sycophila			Walker, 1871	44301		genus		to determine	57479	2015-04-29				45974	Animalia	Sycophila Walker, 1871	genus		FALSE
35802	48783		Amauromyza			Hendel, 1931	44311		genus		to determine	57489	2015-04-29				45974	Animalia	Amauromyza Hendel, 1931	genus		FALSE
35804	48785		Calycomyza			Hendel, 1931	44311		genus		to determine	57489	2015-04-29				45974	Animalia	Calycomyza Hendel, 1931	genus		FALSE
35806	48787		Chromatomyia			Hardy, 1849	44311		genus		to determine	57489	2015-04-29				45974	Animalia	Chromatomyia Hardy, 1849	genus		FALSE
35814	48795		Ophiomyia			Braschnikov, 1897	44311		genus		to determine	57489	2015-04-29			1	45974	Animalia	Ophiomyia Braschnikov, 1897	genus		FALSE
35875	48855		Asteia			Meigen, 1830	44315		genus		to determine	57493	2015-04-29				45974	Animalia	Asteia Meigen, 1830	genus		FALSE
35886	48866		Bombylius			Linnaeus, 1758	44321		genus		to determine	57499	2015-04-29				45974	Animalia	Bombylius Linnaeus, 1758	genus		FALSE
51694			Morchella esculenta			Pers. (L.)			species		accepted		2018-08-22			2			Morchella esculenta Pers. (L.)	species		FALSE
35894	48874		Villa			Lioy, 1864	44321		genus		to determine	57499	2015-04-29			16	45974	Animalia	Villa Lioy, 1864	genus		FALSE
35908	48888		Protocalliphora			Hough, 1899	44323		genus		to determine	57501	2015-04-29				45974	Animalia	Protocalliphora Hough, 1899	genus		FALSE
39196	52189		Vulpia			C.C.Gmel.	44761		genus		to determine	57939	2015-04-29			1	45975	Plantae	Vulpia C.C.Gmel.	genus		FALSE
36250	49229		Chrysotimus			Loew, 1857	44344		genus		to determine	57523	2015-04-29				45974	Animalia	Chrysotimus Loew, 1857	genus		FALSE
36351	49329		Heteromyza			Fallén, 1820	44351		genus		to determine	57530	2015-04-29			2	45974	Animalia	Heteromyza Fallén, 1820	genus		FALSE
36370	49348		Bicellaria			Macquart, 1823	44354		genus		to determine	57533	2015-04-29				45974	Animalia	Bicellaria Macquart, 1823	genus		FALSE
36579	49554		Ula			Haliday, 1833	44373		genus		to determine	57552	2015-04-29				45974	Animalia	Ula Haliday, 1833	genus		FALSE
36748	49723		Pherbellia			Robineau-Desvoidy, 1830	44390		genus		to determine	57569	2015-04-29				45974	Animalia	Pherbellia Robineau-Desvoidy, 1830	genus		FALSE
36887	49861		Tabanus			Linnaeus, 1758	44396		genus		to determine	57575	2015-04-29			1	45974	Animalia	Tabanus Linnaeus, 1758	genus		FALSE
36927	49901		Dexiosoma			Rondani, 1856	44397		genus		to determine	57576	2015-04-29				45974	Animalia	Dexiosoma Rondani, 1856	genus		FALSE
36957	49931		Gymnosoma			Meigen, 1803	44397		genus		to determine	57576	2015-04-29			11	45974	Animalia	Gymnosoma Meigen, 1803	genus		FALSE
36971	49945		Lophosia			Meigen, 1824	44397		genus		to determine	57576	2015-04-29				45974	Animalia	Lophosia Meigen, 1824	genus		FALSE
37093	50067		Trichocera			Meigen, 1803	44402		genus		to determine	57581	2015-04-29				45974	Animalia	Trichocera Meigen, 1803	genus		FALSE
37155	50129		Podarcis				44428		genus		to determine	57607	2015-04-29				45974	Animalia	Podarcis	genus		FALSE
37156	50130		Zootoca				44428		genus		to determine	57607	2015-04-29				45974	Animalia	Zootoca	genus		FALSE
37170	50144		Isomira			Muls., 1856	44435		genus		to determine	57614	2015-04-29				45974	Animalia	Isomira Muls., 1856	genus		FALSE
37273	50248		Abax			Bon., 1810	44447		genus		to determine	57626	2015-04-29				45974	Animalia	Abax Bon., 1810	genus		FALSE
37293	50268		Loricera			Latr., 1802	44447		genus		to determine	57626	2015-04-29				45974	Animalia	Loricera Latr., 1802	genus		FALSE
37300	50275		Ocys			Steph., 1828	44447		genus		to determine	57626	2015-04-29				45974	Animalia	Ocys Steph., 1828	genus		FALSE
37321	50296		Harpalus			Latr., 1802	44447		genus		to determine	57626	2015-04-29			1	45974	Animalia	Harpalus Latr., 1802	genus		FALSE
37327	50302		Limodromus			Motsch.	44447		genus		to determine	57626	2015-04-29				45974	Animalia	Limodromus Motsch.	genus		FALSE
37329	50304		Oodes			Bon., 1810	44447		genus		to determine	57626	2015-04-29				45974	Animalia	Oodes Bon., 1810	genus		FALSE
37348	50323		Pterostichus			Bon., 1810	44447		genus		to determine	57626	2015-04-29			4	45974	Animalia	Pterostichus Bon., 1810	genus		FALSE
37352	50327		Syntomus			Hope, 1838	44447		genus		to determine	57626	2015-04-29				45974	Animalia	Syntomus Hope, 1838	genus		FALSE
37353	50328		Synuchus			Gyll., 1810	44447		genus		to determine	57626	2015-04-29				45974	Animalia	Synuchus Gyll., 1810	genus		FALSE
37436	50417		Chaetocnema			Steph., 1831	44139		genus		to determine	57318	2015-04-29			1	45974	Animalia	Chaetocnema Steph., 1831	genus		FALSE
37437	50418		Chrysolina		goudhaantjes	Motsch., 1860	44139		genus		to determine	57318	2015-04-29			2	45974	Animalia	Chrysolina Motsch., 1860	genus		FALSE
37445	50426		Dibolia			Latr., 1829	44139		genus		to determine	57318	2015-04-29				45974	Animalia	Dibolia Latr., 1829	genus		FALSE
37446	50427		Donacia		rietkevers, riettorretjes	F., 1775	44139		genus		to determine	57318	2015-04-29			5	45974	Animalia	Donacia F., 1775	genus		FALSE
37454	50435		Galerucella			Crotch, 1873	44139		genus		to determine	57318	2015-04-29				45974	Animalia	Galerucella Crotch, 1873	genus		FALSE
37495	50475		Plagiodera			Chevr., 1837	44139		genus		to determine	57318	2015-04-29				45974	Animalia	Plagiodera Chevr., 1837	genus		FALSE
37501	50481		Pyrrhalta			Joann., 1865	44139		genus		to determine	57318	2015-04-29				45974	Animalia	Pyrrhalta Joann., 1865	genus		FALSE
37553	50534		Colydium			F., 1792	44456		genus		to determine	57635	2015-04-29				45974	Animalia	Colydium F., 1792	genus		FALSE
37573	50554		Telmatophilus			Heer, 1841	44458		genus		to determine	57637	2015-04-29				45974	Animalia	Telmatophilus Heer, 1841	genus		FALSE
37728	50711		Hyphydrus			Ill., 1807	44467		genus		to determine	57646	2015-04-29				45974	Animalia	Hyphydrus Ill., 1807	genus		FALSE
37729	50712		Ilybius		bodemzwemmers	Er., 1832	44467		genus		to determine	57646	2015-04-29				45974	Animalia	Ilybius Er., 1832	genus		FALSE
37804	50788		Gyrinus		schrijvertjes, draaikevers, draaikevertjes	Müll., 1764	44475		genus		to determine	57654	2015-04-29				45974	Animalia	Gyrinus Müll., 1764	genus		FALSE
37820	50805		Hololepta			Payk., 1811	44143		genus		to determine	57322	2015-04-29				45974	Animalia	Hololepta Payk., 1811	genus		FALSE
37827	50812		Paromalus			Er., 1834	44143		genus		to determine	57322	2015-04-29				45974	Animalia	Paromalus Er., 1834	genus		FALSE
37849	50834		Laccobius			Er., 1837	44480		genus		to determine	57659	2015-04-29			1	45974	Animalia	Laccobius Er., 1837	genus		FALSE
37853	50838		Sphaeridium			F., 1775	44480		genus		to determine	57659	2015-04-29				45974	Animalia	Sphaeridium F., 1775	genus		FALSE
38001	50986		Ptinus			L., 1767	44513		genus		to determine	57692	2015-04-29			2	45974	Animalia	Ptinus L., 1767	genus		FALSE
38022	51007		Anisoplia		graanbladkevers	Serv., 1825	44519		genus		to determine	57698	2015-04-29				45974	Animalia	Anisoplia Serv., 1825	genus		FALSE
38024	51009		Aphodius			Ill., 1798	44519		genus		to determine	57698	2015-04-29			5	45974	Animalia	Aphodius Ill., 1798	genus		FALSE
