acceptedname	scientificnameauthorship	n_occs	matchType	confidence	status	id	speciesbeid	colid	vernacularnamefr	vernacularnamenl	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author	kingdom_id	bim_kingdom	name_for_gbif	rank_for_gbif	usageKey	scientificName	canonicalName	rank	kingdom	phylum	order	family	genus	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	synonym	class	acceptedUsageKey	species	speciesKey
Pythium monospermum	(Pringsheim) de Bary 1883	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	32246	42889	NA	NA	NA	43475	1a	species	NA	accepted	56609	2015-04-29	NA	NA	3902	Fungi	NA	species	5424088	Pythium monospermum Pringsh.	Pythium monospermum	SPECIES	Chromista	Oomycota	Peronosporales	Pythiaceae	Pythium	4	32	8179345	1259	8294	3202728	FALSE	Peronosporea	NA	Pythium monospermum	5424088
Ramariopsis luteoochracea	(Cavara) R.H. Petersen, 1966	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	32326	43027	NA	NA	okergele knotszwam	43488	1a	species	NA	accepted	56622	2015-04-29	NA	NA	3902	Fungi	NA	species	2540344	Ramariopsis luteo-ochracea (Cavara) R.H.Petersen	Ramariopsis luteo-ochracea	SPECIES	Fungi	Basidiomycota	Agaricales	Clavariaceae	Clavulinopsis	5	34	186	1499	8442	2521976	TRUE	Agaricomycetes	5244407	Clavulinopsis luteo-ochracea	5244407
Rhabdospora lupini	N.F. Buchw., 1958	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	32345	43089	NA	NA	NA	43499	1a	species	NA	accepted	56633	2015-04-29	NA	NA	3902	Fungi	NA	species	5263826	Rhabdospora lupinii N.F.Buchw.	Rhabdospora lupinii	SPECIES	Fungi	Ascomycota	Mycosphaerellales	Mycosphaerellaceae	Rhabdospora	5	95	183	9783671	4797	2568115	FALSE	Dothideomycetes	NA	Rhabdospora lupinii	5263826
Rozites caperata	(Pers.:Fr.) P. Karst.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	32412	43294	NA	NA	meelkop	43534	1a	species	NA	accepted	56668	2015-04-29	NA	NA	3902	Fungi	NA	species	2529420	Rozites caperatus (Pers.) P.Karst.	Rozites caperatus	SPECIES	Fungi	Basidiomycota	Agaricales	Cortinariaceae	Cortinarius	5	34	186	1499	4172	2524960	TRUE	Agaricomycetes	2529415	Cortinarius caperatus	2529415
Saccharomyces mangini	NA	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	32537	43523	NA	NA	NA	43551	1a	species	NA	accepted	56697	2015-04-29	NA	NA	3902	Fungi	NA	species	3478739	Saccharomyces manginii Guillierm.	Saccharomyces manginii	SPECIES	Fungi	Ascomycota	Saccharomycetales	NA	Candida	5	95	182	1281	NA	2518121	TRUE	Saccharomycetes	2599561	Candida vini	2599561
Septoria chamaecisti	Vestergr.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	32721	43905	NA	NA	NA	43605	1a	species	NA	accepted	56751	2015-04-29	NA	NA	3902	Fungi	NA	species	5264327	Septoria chamaecysti Vestergr.	Septoria chamaecysti	SPECIES	Fungi	Ascomycota	Mycosphaerellales	Mycosphaerellaceae	Septoria	5	95	183	9783671	4797	2611503	FALSE	Dothideomycetes	NA	Septoria chamaecysti	5264327
Septoria piricola	Desm.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	32779	43971	NA	NA	NA	43605	1a	species	NA	accepted	56751	2015-04-29	NA	NA	3902	Fungi	NA	species	5264036	Septoria pyricola Desm.	Septoria pyricola	SPECIES	Fungi	Ascomycota	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerella	5	95	183	9783671	4797	2569921	TRUE	Dothideomycetes	2622098	Mycosphaerella pyri	2622098
Stephanoascus ciferrii	M.T. Sm., Van der Walt & Johannsen, 1976	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	33021	44678	NA	NA	NA	43684	1a	species	NA	teleomorph	56843	2015-04-29	NA	NA	3902	Fungi	NA	species	9058175	Stephanoascus ciferrii M.Smith & al.	Stephanoascus ciferrii	SPECIES	Fungi	Ascomycota	Saccharomycetales	Trichomonascaceae	Stephanoascus	5	95	182	1281	4141	2557382	FALSE	Saccharomycetes	NA	Stephanoascus ciferrii	9058175
Strumella piricola	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	33039	44722	NA	NA	NA	43695	1a	species	NA	accepted	56854	2015-04-29	NA	NA	3902	Fungi	NA	species	7522629	Strumella pyricola Oudem.	Strumella pyricola	SPECIES	Fungi	Ascomycota	Pezizales	Sarcosomataceae	Strumella	5	95	316	1057	4133	8028631	FALSE	Pezizomycetes	NA	Strumella pyricola	7522629
Stropharia rugoso-annulata	Farl. ex Murrill	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	33101	44917	NA	NA	NA	43719	1a	species	NA	accepted	56880	2015-04-29	NA	NA	3902	Fungi	NA	species	2533347	Stropharia rugosoannulata Farl. ex Murrill	Stropharia rugosoannulata	SPECIES	Fungi	Basidiomycota	Agaricales	Hymenogastraceae	Stropharia	5	34	186	1499	3309302	2526788	FALSE	Agaricomycetes	NA	Stropharia rugosoannulata	2533347
Thekopsora pirolae	(J.F. Gmel.) P. Karst.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	33183	45122	NA	NA	NA	43759	1a	species	NA	teleomorph	56929	2015-04-29	NA	NA	3902	Fungi	NA	species	2516948	Thekopsora pyrolae (J.F.Gmel.) P.Karst.	Thekopsora pyrolae	SPECIES	Fungi	Basidiomycota	Pucciniales	Pucciniastraceae	Pucciniastrum	5	34	270	1126	7585	2516894	TRUE	Pucciniomycetes	8365688	Pucciniastrum pyrolae	8365688
Trametes lutescens	NA	NA	NONE	99	NA	33338	45752	NA	NA	NA	43818	1a	species	NA	accepted	56992	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Tubifera dimorphoteca	Nann.-Bremek. & Loer.	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	33423	45921	NA	NA	ruwstelig buiskussen	43838	1a	species	NA	accepted	57012	2015-04-29	NA	NA	3902	Fungi	NA	species	5425824	Tubifera dimorphotheca Nann.-Bremek. & Loer.	Tubifera dimorphotheca	SPECIES	Protozoa	Mycetozoa	Liceales	Tubiferaceae	Tubifera	7	33	319	1293	3213352	7806616	FALSE	Myxomycetes	NA	Tubifera dimorphotheca	5425824
Uredo cerastii	Pers.	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	33494	46134	NA	NA	NA	43862	1a	species	NA	anamorph	57036	2015-04-29	NA	NA	3902	Fungi	NA	species	2516845	Uredo cerastii J.Schröt.	Uredo cerastii	SPECIES	Fungi	Basidiomycota	Pucciniales	Pucciniastraceae	Melampsorella	5	34	270	1126	7585	2513987	TRUE	Pucciniomycetes	2516840	Melampsorella caryophyllacearum	2516840
Uredo magnusiana	NA	NA	NONE	99	NA	33515	46170	NA	NA	NA	43862	1a	species	NA	anamorph	57036	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Valsa hoffmanni	Nitschke	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	33623	46345	NA	NA	NA	43877	1a	species	NA	accepted	57051	2015-04-29	NA	NA	3902	Fungi	NA	species	5252690	Valsa hoffmannii Nitschke	Valsa hoffmannii	SPECIES	Fungi	Ascomycota	Diaporthales	Valsaceae	Cytospora	5	95	320	1289	4151	2566081	TRUE	Sordariomycetes	7686299	Cytospora ceratosperma	7686299
Velutarina rufoolivacea	(Alb. & Schwein.:Fr.) Korf	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	33679	46464	NA	NA	takbekertje	43887	1a	species	NA	accepted	57061	2015-04-29	NA	NA	3902	Fungi	NA	species	2582036	Velutarina rufo-olivacea (Alb. & Schwein.) Korf	Velutarina rufo-olivacea	SPECIES	Fungi	Ascomycota	Helotiales	Helotiaceae	Velutarina	5	95	179	1052	8381	2582033	FALSE	Leotiomycetes	NA	Velutarina rufo-olivacea	2582036
Yarrowia lipolytica	(Wick., Kurtzman & E.A. Herrm.) Van der Walt & Arx, 1980	NA	EXACT_WITHOUT_AUTHOR	100	DOUBTFUL	33740	46661	NA	NA	NA	43930	1a	species	NA	teleomorph	57109	2015-04-29	NA	NA	3902	Fungi	NA	species	2599452	Yarrowia lipolytica	Yarrowia lipolytica	SPECIES	Fungi	Ascomycota	Saccharomycetales	Dipodascaceae	Yarrowia	5	95	182	1281	4137	2599451	FALSE	Saccharomycetes	NA	Yarrowia lipolytica	2599452
Bacidia brandii	Coppins & van den Boom	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	33805	46779	NA	NA	kleine knoopjeskorst	43961	1a	species	NA	accepted	57140	2015-04-29	NA	NA	3902	Fungi	NA	species	3397017	Bacidia brandii	Bacidia brandii	SPECIES	Fungi	Ascomycota	Lecanorales	Ramalinaceae	Bacidia	5	95	180	1048	4812	2592635	FALSE	Lecanoromycetes	NA	Bacidia brandii	3397017
Catillaria nigroisidiata	van den Boom	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	33847	46821	NA	NA	isidieuze rookkorst	43974	1a	species	NA	accepted	57153	2015-04-29	NA	NA	3902	Fungi	NA	species	3426711	Catillaria nigroisidiata	Catillaria nigroisidiata	SPECIES	Fungi	Ascomycota	Lecanorales	Catillariaceae	Catillaria	5	95	180	1048	4833	2582007	FALSE	Lecanoromycetes	NA	Catillaria nigroisidiata	3426711
Collema tenax	(Sw.) Ach. em. Degel.	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	33885	46859	NA	NA	dik geleimos	43981	1a	species	NA	accepted	57160	2015-04-29	NA	NA	3902	Fungi	NA	species	5260643	Collema tenax (Sw.) Ach.	Collema tenax	SPECIES	Fungi	Ascomycota	Peltigerales	Collemataceae	Collema	5	95	180	1055	8377	2600808	FALSE	Lecanoromycetes	NA	Collema tenax	5260643
Lichenostigma elongata	NA	NA	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	33971	46945	NA	NA	NA	44014	1a	species	NA	accepted	57193	2015-04-29	NA	NA	NA	NA	NA	species	3519733	Lichenostigma elongatum Nav.-Ros. & Hafellner	Lichenostigma elongatum	SPECIES	Fungi	Ascomycota	Lichenotheliales	Lichenotheliaceae	Lichenostigma	5	95	183	8285979	2462	7253069	FALSE	Dothideomycetes	NA	Lichenostigma elongatum	3519733
Micarea viridileprosa	Coppins & van den Boom	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	33999	46973	NA	NA	groenoogje	44022	1a	species	NA	accepted	57201	2015-04-29	NA	NA	3902	Fungi	NA	species	3402554	Micarea viridileprosa Coppins & v.d.Boom	Micarea viridileprosa	SPECIES	Fungi	Ascomycota	Baeomycetales	Micareaceae	Micarea	5	95	180	1042	3309371	2577847	FALSE	Lecanoromycetes	NA	Micarea viridileprosa	3402554
Didymellopsis collematum	NA	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	34239	47209	NA	NA	NA	44128	1a	species	NA	accepted	57307	2015-04-29	NA	NA	3902	Fungi	NA	species	3467182	Didymellopsis collemata (J.Steiner) Grube & Hafellner	Didymellopsis collemata	SPECIES	Fungi	Ascomycota	Collemopsidiales	Xanthopyreniaceae	Didymellopsis	5	95	178	9791120	8351	7252756	FALSE	Eurotiomycetes	NA	Didymellopsis collemata	3467182
Pyrenocollema chlorococcum	Aptroot & van den Boom	NA	NONE	99	NA	34241	47211	NA	NA	zinkkorst	44129	1a	species	NA	accepted	57308	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Coniopteryx	Meinander, 1972	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	34341	47313	NA	NA	NA	44185	NA	genus	NA	to determine	57364	2015-04-29	NA	NA	45974	Animalia	NA	genus	2101491	Coniopteryx Curtis, 1834	Coniopteryx	GENUS	Animalia	Arthropoda	Neuroptera	Coniopterygidae	Coniopteryx	1	54	216	1501	5204	2101491	FALSE	Insecta	NA	NA	NA
Helicoconis	Kis in Kis, Nagler & Mandru, 1970	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	34343	47315	NA	NA	NA	44185	NA	genus	NA	to determine	57364	2015-04-29	NA	NA	45974	Animalia	NA	genus	2109339	Helicoconis Enderlein, 1905	Helicoconis	GENUS	Animalia	Arthropoda	Neuroptera	Coniopterygidae	Helicoconis	1	54	216	1501	5204	2109339	FALSE	Insecta	NA	NA	NA
Sympherobius	Navás, 1909	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	34345	47317	NA	NA	NA	44186	NA	genus	NA	to determine	57365	2015-04-29	NA	NA	45974	Animalia	NA	genus	2101613	Sympherobius Banks, 1904	Sympherobius	GENUS	Animalia	Arthropoda	Neuroptera	Hemerobiidae	Sympherobius	1	54	216	1501	3532	2101613	FALSE	Insecta	NA	NA	NA
Necrophlaeophagus	NA	NA	NONE	100	NA	34412	47384	NA	NA	NA	44208	NA	genus	NA	to determine	57387	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Malareus	NA	NA	NONE	100	NA	34701	47672	NA	NA	NA	44265	NA	genus	NA	to determine	57443	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Sporotrichopsis	NA	NA	NONE	99	NA	35377	56807	NA	NA	NA	45965	NA	genus	NA	to determine	59172	2015-04-29	NA	NA	3902	Fungi	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Exhylanthrax	Becker, 1916	NA	NONE	100	NA	35887	48867	NA	NA	NA	44321	NA	genus	NA	to determine	57499	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Camptocladius	Van der Wulp, 1874	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	36049	49028	NA	NA	NA	44331	NA	genus	NA	to determine	57510	2015-04-29	NA	NA	45974	Animalia	NA	genus	1452954	Camptocladius Wulp, 1874	Camptocladius	GENUS	Animalia	Arthropoda	Diptera	Chironomidae	Camptocladius	1	54	216	811	3343	1452954	FALSE	Insecta	NA	NA	NA
Cricotopus	Van der Wulp, 1874	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	36060	49039	NA	NA	NA	44331	NA	genus	NA	to determine	57510	2015-04-29	NA	NA	45974	Animalia	NA	genus	1454015	Cricotopus Wulp, 1874	Cricotopus	GENUS	Animalia	Arthropoda	Diptera	Chironomidae	Cricotopus	1	54	216	811	3343	1454015	FALSE	Insecta	NA	NA	NA
Eurycnemus	Van der Wulp, 1874	NA	EXACT_WITHOUT_AUTHOR	98	ACCEPTED	36072	49051	NA	NA	NA	44331	NA	genus	NA	to determine	57510	2015-04-29	NA	NA	45974	Animalia	NA	genus	1451312	Eurycnemus Wulp, 1874	Eurycnemus	GENUS	Animalia	Arthropoda	Diptera	Chironomidae	Eurycnemus	1	54	216	811	3343	1451312	FALSE	Insecta	NA	NA	NA
Metriocnemus	Van der Wulp, 1874	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	36097	49076	NA	NA	NA	44331	NA	genus	NA	to determine	57510	2015-04-29	NA	NA	45974	Animalia	NA	genus	1450156	Metriocnemus Wulp, 1874	Metriocnemus	GENUS	Animalia	Arthropoda	Diptera	Chironomidae	Metriocnemus	1	54	216	811	3343	1450156	FALSE	Insecta	NA	NA	NA
Orthocladius	Van der Wulp, 1874	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	36110	49089	NA	NA	NA	44331	NA	genus	NA	to determine	57510	2015-04-29	NA	NA	45974	Animalia	NA	genus	1447114	Orthocladius Wulp, 1874	Orthocladius	GENUS	Animalia	Arthropoda	Diptera	Chironomidae	Orthocladius	1	54	216	811	3343	1447114	FALSE	Insecta	NA	NA	NA
Tanytarsus	Van der Wulp, 1874	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	36152	49131	NA	NA	NA	44331	NA	genus	NA	to determine	57510	2015-04-29	NA	NA	45974	Animalia	NA	genus	1451718	Tanytarsus Wulp, 1874	Tanytarsus	GENUS	Animalia	Arthropoda	Diptera	Chironomidae	Tanytarsus	1	54	216	811	3343	1451718	FALSE	Insecta	NA	NA	NA
Zavrelia	Pinder, 1982	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	36168	49147	NA	NA	NA	44331	NA	genus	NA	to determine	57510	2015-04-29	NA	NA	45974	Animalia	NA	genus	1449432	Zavrelia Kieffer, 1913	Zavrelia	GENUS	Animalia	Arthropoda	Diptera	Chironomidae	Zavrelia	1	54	216	811	3343	1449432	FALSE	Insecta	NA	NA	NA
Lasiamba	Sabrosky, 1941	NA	NONE	100	NA	36188	49167	NA	NA	NA	44332	NA	genus	NA	to determine	57511	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Homoneura	Van der Wulp, 1891	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	36404	49382	NA	NA	NA	44356	NA	genus	NA	to determine	57535	2015-04-29	NA	NA	45974	Animalia	NA	genus	1571389	Homoneura Wulp, 1891	Homoneura	GENUS	Animalia	Arthropoda	Diptera	Lauxaniidae	Homoneura	1	54	216	811	9493	1571389	FALSE	Insecta	NA	NA	NA
Eutonia	Van der Wulp, 1874	NA	EXACT_WITHOUT_AUTHOR	98	ACCEPTED	36429	49407	NA	NA	NA	44357	NA	genus	NA	to determine	57536	2015-04-29	NA	NA	45974	Animalia	NA	genus	1520951	Eutonia Wulp, 1874	Eutonia	GENUS	Animalia	Arthropoda	Diptera	Limoniidae	Eutonia	1	54	216	811	5580	1520951	FALSE	Insecta	NA	NA	NA
Trimicra	Osten Sacken, 1861	NA	EXACT_WITHOUT_AUTHOR	98	ACCEPTED	36458	49435	NA	NA	NA	44357	NA	genus	NA	to determine	57536	2015-04-29	NA	NA	45974	Animalia	NA	genus	8480640	Trimicra	Trimicra	GENUS	Animalia	Arthropoda	Diptera	Limoniidae	Trimicra	1	54	216	811	5580	8480640	FALSE	Insecta	NA	NA	NA
Clogmia	Jezek, 1983	NA	EXACT_WITHOUT_AUTHOR	97	DOUBTFUL	36645	49620	NA	NA	NA	44382	NA	genus	NA	to determine	57561	2015-04-29	NA	NA	45974	Animalia	NA	genus	1640729	Clogmia Enderlein, 1937	Clogmia	GENUS	Animalia	Arthropoda	Diptera	Psychodidae	Clogmia	1	54	216	811	9164	1640729	FALSE	Insecta	NA	NA	NA
Pseudocolliniella	Duda, 1924	NA	NONE	100	NA	36780	49755	NA	NA	NA	44393	NA	genus	NA	to determine	57572	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Ripponensia	Maibach, Goel	NA	NONE	100	NA	36865	49839	NA	NA	NA	44395	NA	genus	NA	to determine	57574	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Heptotoma	Meigen, 1803	NA	EXACT_WITHOUT_AUTHOR	99	SYNONYM	36884	49858	NA	NA	NA	44396	NA	genus	NA	to determine	57575	2015-04-29	NA	NA	45974	Animalia	NA	genus	4740725	Heptotoma Uhmann, 1931	Heptotoma	GENUS	Animalia	Arthropoda	Coleoptera	Chrysomelidae	Heptachispa	1	54	216	1470	7780	4755061	TRUE	Insecta	4755061	NA	NA
Calodromius	Rtt.	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	37290	50265	NA	NA	NA	44447	NA	genus	NA	to determine	57626	2015-04-29	NA	NA	45974	Animalia	NA	genus	4406355	Calodromius Reitter, 1905	Calodromius	GENUS	Animalia	Arthropoda	Coleoptera	Carabidae	Calodromius	1	54	216	1470	3792	4406355	FALSE	Insecta	NA	NA	NA
Demetrias	Leach in Sam., 1819	NA	EXACT_WITHOUT_AUTHOR	98	ACCEPTED	37312	50287	NA	NA	NA	44447	NA	genus	NA	to determine	57626	2015-04-29	NA	NA	45974	Animalia	NA	genus	5430925	Demetrias Bonelli, 1810	Demetrias	GENUS	Animalia	Arthropoda	Coleoptera	Carabidae	Demetrias	1	54	216	1470	3792	5430925	FALSE	Insecta	NA	NA	NA
Hermaephaga	NA	NA	NONE	100	NA	37450	50431	NA	NA	NA	44139	NA	genus	NA	to determine	57318	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Neogalerucella	Chûjô	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	37475	50456	NA	NA	NA	44139	NA	genus	NA	to determine	57318	2015-04-29	NA	NA	45974	Animalia	NA	genus	1047441	Neogalerucella Chéjô, 1962	Neogalerucella	GENUS	Animalia	Arthropoda	Coleoptera	Chrysomelidae	Neogalerucella	1	54	216	1470	7780	1047441	FALSE	Insecta	NA	NA	NA
Rhyzobius	Seph., 1831	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	37541	50522	NA	NA	NA	44140	NA	genus	NA	to determine	57319	2015-04-29	NA	NA	45974	Animalia	NA	genus	4990174	Rhyzobius Stephens, 1829	Rhyzobius	GENUS	Animalia	Arthropoda	Coleoptera	Coccinellidae	Rhyzobius	1	54	216	1470	7782	4990174	FALSE	Insecta	NA	NA	NA
Attactogenus	Tourn., 1876	NA	NONE	100	NA	37581	50562	NA	NA	NA	44459	NA	genus	NA	to determine	57638	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Sirocalodes	Dieckm., 1972	NA	EXACT_WITHOUT_AUTHOR	98	ACCEPTED	37670	50653	NA	NA	NA	44459	NA	genus	NA	to determine	57638	2015-04-29	NA	NA	45974	Animalia	NA	genus	8214432	Sirocalodes Voss, 1958	Sirocalodes	GENUS	Animalia	Arthropoda	Coleoptera	Curculionidae	Sirocalodes	1	54	216	1470	4239	8214432	FALSE	Insecta	NA	NA	NA
Danacea	Cast., 1836	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	37696	50679	NA	NA	NA	44463	NA	genus	NA	to determine	57642	2015-04-29	NA	NA	45974	Animalia	NA	genus	4449505	Danacea Laporte, 1838	Danacea	GENUS	Animalia	Arthropoda	Coleoptera	Dasytidae	Danacea	1	54	216	1470	4449504	4449505	FALSE	Insecta	NA	NA	NA
Haplotarsus	Steph., 1830	NA	EXACT_WITHOUT_AUTHOR	99	SYNONYM	37756	50740	NA	NA	NA	44142	NA	genus	NA	to determine	57321	2015-04-29	NA	NA	45974	Animalia	NA	genus	4428861	Haplotarsus Agassiz, 1857	Haplotarsus	GENUS	Animalia	Arthropoda	Coleoptera	Elateridae	Aplotarsus	1	54	216	1470	7825	4406566	TRUE	Insecta	4406566	NA	NA
Plataraea	Roub., 1928	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	38267	51257	NA	NA	NA	44144	NA	genus	NA	to determine	57323	2015-04-29	NA	NA	45974	Animalia	NA	genus	4714447	Plataraea Thomson, 1858	Plataraea	GENUS	Animalia	Arthropoda	Coleoptera	Staphylinidae	Plataraea	1	54	216	1470	7854	4714447	FALSE	Insecta	NA	NA	NA
Rhadicolepus	Wallengren, 1891	NA	NONE	100	NA	38395	51386	NA	NA	NA	44545	NA	genus	NA	to determine	57724	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Pseudoscleropodium	(Limpr.) Broth.	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	38476	51472	NA	NA	laddermos p.p.	44573	NA	genus	NA	to determine	57752	2015-04-29	NA	NA	45975	Plantae	NA	genus	2682835	Pseudoscleropodium (Limpr.) M.Fleisch.	Pseudoscleropodium	GENUS	Plantae	Bryophyta	Hypnales	Entodontaceae	Pseudoscleropodium	6	35	327	617	9688	2682835	FALSE	Bryopsida	NA	NA	NA
Microlejeunea	(Spruce) Schiffn.	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	38549	51544	NA	NA	tuitmos p.p.	44605	NA	genus	NA	to determine	57784	2015-04-29	NA	NA	45975	Plantae	NA	genus	2688789	Microlejeunea Steph.	Microlejeunea	GENUS	Plantae	Marchantiophyta	Porellales	Lejeuneaceae	Microlejeunea	6	9	126	377	6118	2688789	FALSE	Jungermanniopsida	NA	NA	NA
Ptychomitrium	Schimp.	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	38624	51619	NA	NA	plooimuts	44630	NA	genus	NA	to determine	57809	2015-04-29	NA	NA	45975	Plantae	NA	genus	8665306	Ptychomitrium Fürnr.	Ptychomitrium	GENUS	Plantae	Bryophyta	Grimmiales	Ptychomitriaceae	Ptychomitrium	6	35	327	1337	8748	8665306	FALSE	Bryopsida	NA	NA	NA
Pycnocelus	NA	NA	NONE	100	NA	38662	51657	NA	NA	NA	44649	NA	genus	NA	to determine	57828	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Isopteryx	NA	NA	NONE	99	NA	38697	51691	NA	NA	NA	44659	NA	genus	NA	to determine	57838	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Dicropteryx	NA	NA	NONE	100	NA	38709	51703	NA	NA	NA	44659	NA	genus	NA	to determine	57838	2015-04-29	NA	NA	45974	Animalia	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Taeniopteryx	Linnaeus, 1758	NA	EXACT_WITHOUT_AUTHOR	98	ACCEPTED	38716	51709	NA	NA	NA	44663	NA	genus	NA	to determine	57842	2015-04-29	NA	NA	45974	Animalia	NA	genus	2001548	Taeniopteryx Pictet, 1842	Taeniopteryx	GENUS	Animalia	Arthropoda	Plecoptera	Taeniopterygidae	Taeniopteryx	1	54	216	787	2994	2001548	FALSE	Insecta	NA	NA	NA
Himantoglossum	K.Koch	NA	EXACT_WITHOUT_AUTHOR	98	ACCEPTED	39119	52111	NA	NA	NA	44752	NA	genus	NA	to determine	57930	2015-04-29	NA	NA	45975	Plantae	NA	genus	7940192	Himantoglossum W.D.J.Koch	Himantoglossum	GENUS	Plantae	Tracheophyta	Asparagales	Orchidaceae	Himantoglossum	6	7707728	196	1169	7689	7940192	FALSE	Liliopsida	NA	NA	NA
