taxonid,annexcode,acceptedname,gbif_scientificName,gbif_accepted_name,gbif_kingdom,gbif_phylum,gbif_order,gbif_class,gbif_family,gbif_genus
49534,EUR-CON-BER_Annex II,Delphinapterus leucas,"Delphinapterus leucas (Pallas, 1776)","Delphinapterus leucas (Pallas, 1776)",Animalia,Chordata,Cetacea,Mammalia,Monodontidae,Delphinapterus
49582,EUR-CON-BER_Annex II,Gelochelidon nilotica,"Gelochelidon nilotica (Gmelin, 1789)","Sterna nilotica Gmelin, 1789",Animalia,Chordata,Charadriiformes,Aves,Laridae,Sterna
49583,EUR-CON-BER_Annex II,Larus sabini,"Larus sabini Sabine, 1819","Xema sabini (Sabine, 1819)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Xema
49584,EUR-CON-BER_Annex II,Puffinus mauretanicus,"Puffinus mauretanicus Lowe, 1921","Puffinus mauretanicus Lowe, 1921",Animalia,Chordata,Procellariiformes,Aves,Procellariidae,Puffinus
49585,EUR-CON-BER_Annex II,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)","Actitis hypoleucos (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Actitis
49586,EUR-CON-BER_Annex II,Phalaropus fulicarius,"Phalaropus fulicarius (Linnaeus, 1758)","Phalaropus fulicarius (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Phalaropus
49914,EUR-CON-BER_Annex II,Panthera pardus,"Panthera pardus (Linnaeus, 1758)","Panthera pardus (Linnaeus, 1758)",Animalia,Chordata,Carnivora,Mammalia,Felidae,Panthera
49939,EUR-CON-BER_Annex II,Anas platyrhynchos f. domesticus,Anas platyrhynchos f. domesticus,Anas platyrhynchos f. domesticus,Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
49948,EUR-CON-BER_Annex II,Sicista betulina,"Sicista betulina (Pallas, 1779)","Sicista betulina (Pallas, 1779)",Animalia,Chordata,Rodentia,Mammalia,Dipodidae,Sicista
49957,EUR-CON-BER_Annex II,Ovibos moschatus,"Ovibos moschatus (Zimmermann, 1780)","Ovibos moschatus (Zimmermann, 1780)",Animalia,Chordata,Artiodactyla,Mammalia,Bovidae,Ovibos
50081,EUR-CON-BER_Annex II,Alopex lagopus,"Alopex lagopus (Linnaeus, 1758)","Vulpes lagopus (Linnaeus, 1758)",Animalia,Chordata,Carnivora,Mammalia,Canidae,Vulpes
50911,EUR-CON-BER_Annex II,Testudo graeca,"Testudo graeca Linnaeus, 1758","Testudo graeca Linnaeus, 1758",Animalia,Chordata,Testudines,Reptilia,Testudinidae,Testudo
1345,EUR-CON-BER_Annex III,Prionace glauca,"Prionace glauca (Linnaeus, 1758)","Prionace glauca (Linnaeus, 1758)",Animalia,Chordata,Carcharhiniformes,Elasmobranchii,Carcharhinidae,Prionace
1354,EUR-CON-BER_Annex III,Lampetra planeri,"Lampetra planeri (Bloch, 1784)","Lampetra planeri (Bloch, 1784)",Animalia,Chordata,Petromyzontiformes,Cephalaspidomorphi,Petromyzontidae,Lampetra
1357,EUR-CON-BER_Annex III,Leucaspius delineatus,"Leucaspius delineatus (Heckel, 1843)","Leucaspius delineatus (Heckel, 1843)",Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Leucaspius
1365,EUR-CON-BER_Annex III,Cobitis taenia,"Cobitis taenia Linnaeus, 1758","Cobitis taenia Linnaeus, 1758",Animalia,Chordata,Cypriniformes,Actinopterygii,Cobitidae,Cobitis
2106,EUR-CON-BER_Annex III,Homarus gammarus,"Homarus gammarus (Linnaeus, 1758)","Homarus gammarus (Linnaeus, 1758)",Animalia,Arthropoda,Decapoda,Malacostraca,Nephropidae,Homarus
2304,EUR-CON-BER_Annex III,Chondrostoma nasus,"Chondrostoma nasus (Linnaeus, 1758)","Chondrostoma nasus (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Chondrostoma
2513,EUR-CON-BER_Annex III,Alburnoides bipunctatus,"Alburnoides bipunctatus (Bloch, 1782)","Alburnoides bipunctatus (Bloch, 1782)",Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Alburnoides
2536,EUR-CON-BER_Annex III,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)","Thymallus thymallus (Linnaeus, 1758)",Animalia,Chordata,Salmoniformes,Actinopterygii,Salmonidae,Thymallus
3632,EUR-CON-BER_Annex III,Martes foina,"Martes foina Erxleben, 1777","Martes foina Erxleben, 1777",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Martes
3633,EUR-CON-BER_Annex III,Martes martes,"Martes martes (Linnaeus, 1758)","Martes martes (Linnaeus, 1758)",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Martes
3634,EUR-CON-BER_Annex III,Meles meles,"Meles meles (Linnaeus, 1758)","Meles meles (Linnaeus, 1758)",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Meles
3672,EUR-CON-BER_Annex III,Pipistrellus pipistrellus,"Pipistrellus pipistrellus (Schreber, 1774)","Pipistrellus pipistrellus (Schreber, 1774)",Animalia,Chordata,Chiroptera,Mammalia,Vespertilionidae,Pipistrellus
3677,EUR-CON-BER_Annex III,Erinaceus europaeus,"Erinaceus europaeus Linnaeus, 1758","Erinaceus europaeus Linnaeus, 1758",Animalia,Chordata,Erinaceomorpha,Mammalia,Erinaceidae,Erinaceus
3683,EUR-CON-BER_Annex III,Mustela erminea,"Mustela erminea Linnaeus, 1758","Mustela erminea Linnaeus, 1758",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Mustela
3688,EUR-CON-BER_Annex III,Sciurus vulgaris,"Sciurus vulgaris Linnaeus, 1758","Sciurus vulgaris Linnaeus, 1758",Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Sciurus
4111,EUR-CON-BER_Annex III,Helix pomatia,"Helix pomatia Linnaeus, 1758","Helix pomatia Linnaeus, 1758",Animalia,Mollusca,Stylommatophora,Gastropoda,Helicidae,Helix
5588,EUR-CON-BER_Annex III,Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758","Hirudo medicinalis Linnaeus, 1758",Animalia,Annelida,Arhynchobdellida,Clitellata,Hirudinidae,Hirudo
5612,EUR-CON-BER_Annex III,Lucanus cervus,"Lucanus cervus (Linnaeus, 1758)","Lucanus cervus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Lucanidae,Lucanus
21555,EUR-CON-BER_Annex III,Aspius aspius,"Aspius aspius (Linnaeus, 1758)","Leuciscus aspius (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Leuciscus
25096,EUR-CON-BER_Annex III,Castor fiber,"Castor fiber Linnaeus, 1758","Castor fiber Linnaeus, 1758",Animalia,Chordata,Rodentia,Mammalia,Castoridae,Castor
25098,EUR-CON-BER_Annex III,Felis lynx,"Felis lynx Linnaeus, 1758","Lynx lynx (Linnaeus, 1758)",Animalia,Chordata,Carnivora,Mammalia,Felidae,Lynx
25104,EUR-CON-BER_Annex III,Mustela nivalis,"Mustela nivalis Linnaeus, 1766","Mustela nivalis Linnaeus, 1766",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Mustela
46271,EUR-CON-BER_Annex III,Rhodeus sericeus,"Rhodeus sericeus (Pallas, 1776)","Rhodeus sericeus (Pallas, 1776)",Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Rhodeus
47680,EUR-CON-BER_Annex III,Sciaena umbra,"Sciaena umbra Linnaeus, 1758","Sciaena umbra Linnaeus, 1758",Animalia,Chordata,Perciformes,Actinopterygii,Sciaenidae,Sciaena
47798,EUR-CON-BER_Annex III,Erignathus barbatus,"Erignathus barbatus (Erxleben, 1777)","Erignathus barbatus (Erxleben, 1777)",Animalia,Chordata,Carnivora,Mammalia,Phocidae,Erignathus
47799,EUR-CON-BER_Annex III,Pagophilus groenlandicus,"Pagophilus groenlandicus (Erxleben, 1777)","Pagophilus groenlandicus (Erxleben, 1777)",Animalia,Chordata,Carnivora,Mammalia,Phocidae,Pagophilus
47800,EUR-CON-BER_Annex III,Pusa hispida,"Pusa hispida (Schreber, 1775)","Pusa hispida (Schreber, 1775)",Animalia,Chordata,Carnivora,Mammalia,Phocidae,Pusa
48046,EUR-CON-BER_Annex III,Lamna nasus,"Lamna nasus (Bonnaterre, 1788)","Lamna nasus (Bonnaterre, 1788)",Animalia,Chordata,Lamniformes,Elasmobranchii,Lamnidae,Lamna
48165,EUR-CON-BER_Annex III,Lampetra fluviatilis,"Lampetra fluviatilis (Linnaeus, 1758)","Lampetra fluviatilis (Linnaeus, 1758)",Animalia,Chordata,Petromyzontiformes,Cephalaspidomorphi,Petromyzontidae,Lampetra
49281,EUR-CON-BER_Annex III,Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758","Petromyzon marinus Linnaeus, 1758",Animalia,Chordata,Petromyzontiformes,Cephalaspidomorphi,Petromyzontidae,Petromyzon
49283,EUR-CON-BER_Annex III,Pomatoschistus microps,"Pomatoschistus microps (Krøyer, 1838)","Pomatoschistus microps (Krøyer, 1838)",Animalia,Chordata,Perciformes,Actinopterygii,Gobiidae,Pomatoschistus
49415,EUR-CON-BER_Annex III,Pomatoschistus minutus,"Pomatoschistus minutus (Pallas, 1770)","Pomatoschistus minutus (Pallas, 1770)",Animalia,Chordata,Perciformes,Actinopterygii,Gobiidae,Pomatoschistus
49430,EUR-CON-BER_Annex III,Alosa alosa,"Alosa alosa (Linnaeus, 1758)","Alosa alosa (Linnaeus, 1758)",Animalia,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Alosa
49431,EUR-CON-BER_Annex III,Alosa fallax,"Alosa fallax (Lacepède, 1803)","Alosa fallax (Lacepède, 1803)",Animalia,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Alosa
49445,EUR-CON-BER_Annex III,Squatina squatina,"Squatina squatina (Linnaeus, 1758)","Squatina squatina (Linnaeus, 1758)",Animalia,Chordata,Squatiniformes,Elasmobranchii,Squatinidae,Squatina
49450,EUR-CON-BER_Annex III,Acipenser sturio,"Acipenser sturio Linnaeus, 1758","Acipenser sturio Linnaeus, 1758",Animalia,Chordata,Acipenseriformes,Actinopterygii,Acipenseridae,Acipenser
49483,EUR-CON-BER_Annex III,Halichoerus grypus,"Halichoerus grypus (Fabricius, 1791)","Halichoerus grypus (Fabricius, 1791)",Animalia,Chordata,Carnivora,Mammalia,Phocidae,Halichoerus
49521,EUR-CON-BER_Annex III,Cystophora cristata,"Cystophora cristata (Erxleben, 1777)","Cystophora cristata (Erxleben, 1777)",Animalia,Chordata,Carnivora,Mammalia,Phocidae,Cystophora
49530,EUR-CON-BER_Annex III,Phoca vitulina,"Phoca vitulina Linnaeus, 1758","Phoca vitulina Linnaeus, 1758",Animalia,Chordata,Carnivora,Mammalia,Phocidae,Phoca
49909,EUR-CON-BER_Annex III,Ovis aries,"Ovis aries Linnaeus, 1758","Ovis aries Linnaeus, 1758",Animalia,Chordata,Artiodactyla,Mammalia,Bovidae,Ovis
49952,EUR-CON-BER_Annex III,Rupicapra rupicapra,"Rupicapra rupicapra (Linnaeus, 1758)","Rupicapra rupicapra (Linnaeus, 1758)",Animalia,Chordata,Artiodactyla,Mammalia,Bovidae,Rupicapra
49966,EUR-CON-BER_Annex III,Marmota marmota,"Marmota marmota (Linnaeus, 1758)","Marmota marmota (Linnaeus, 1758)",Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Marmota
49971,EUR-CON-BER_Annex III,Lepus timidus,"Lepus timidus Linnaeus, 1758","Lepus timidus Linnaeus, 1758",Animalia,Chordata,Lagomorpha,Mammalia,Leporidae,Lepus
49973,EUR-CON-BER_Annex III,Lepus capensis,"Lepus capensis Linnaeus, 1758","Lepus capensis Linnaeus, 1758",Animalia,Chordata,Lagomorpha,Mammalia,Leporidae,Lepus
49993,EUR-CON-BER_Annex III,Capra ibex,"Capra ibex Linnaeus, 1758","Capra ibex Linnaeus, 1758",Animalia,Chordata,Artiodactyla,Mammalia,Bovidae,Capra
49996,EUR-CON-BER_Annex III,Bison bonasus,"Bison bonasus (Linnaeus, 1758)","Bison bonasus (Linnaeus, 1758)",Animalia,Chordata,Artiodactyla,Mammalia,Bovidae,Bison
50006,EUR-CON-BER_Annex III,Astacus astacus,"Astacus astacus (Linnaeus, 1758)","Astacus astacus (Linnaeus, 1758)",Animalia,Arthropoda,Decapoda,Malacostraca,Astacidae,Astacus
50085,EUR-CON-BER_Annex III,Chionomys nivalis,"Chionomys nivalis (Martins, 1842)","Chionomys nivalis (Martins, 1842)",Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Chionomys
1337,UN-CON-BON-Annex I,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880","Lepidochelys kempii Garman, 1880",Animalia,Chordata,Testudines,Reptilia,Cheloniidae,Lepidochelys
1341,UN-CON-BON-Annex I,Chelonia mydas,"Chelonia mydas (Linnaeus, 1758)","Chelonia mydas (Linnaeus, 1758)",Animalia,Chordata,Testudines,Reptilia,Cheloniidae,Chelonia
2068,UN-CON-BON-Annex I,Haliaeetus albicilla,"Haliaeetus albicilla (Linnaeus, 1758)","Haliaeetus albicilla (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Haliaeetus
2122,UN-CON-BON-Annex I,Acrocephalus paludicola,"Acrocephalus paludicola (Vieillot, 1817)","Acrocephalus paludicola (Vieillot, 1817)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
2152,UN-CON-BON-Annex I,Pelecanus crispus,"Pelecanus crispus Bruch, 1832","Pelecanus crispus Bruch, 1832",Animalia,Chordata,Pelecaniformes,Aves,Pelecanidae,Pelecanus
2858,UN-CON-BON-Annex I,Falco naumanni,"Falco naumanni Fleischer, 1818","Falco naumanni Fleischer, 1818",Animalia,Chordata,Falconiformes,Aves,Falconidae,Falco
2894,UN-CON-BON-Annex I,Polysticta stelleri,"Polysticta stelleri (Pallas, 1769)","Polysticta stelleri (Pallas, 1769)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Polysticta
2909,UN-CON-BON-Annex I,Tryngites subruficollis,"Tryngites subruficollis (Vieillot, 1819)","Tryngites subruficollis (Vieillot, 1819)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Tryngites
3245,UN-CON-BON-Annex I,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)","Cetorhinus maximus (Gunnerus, 1765)",Animalia,Chordata,Lamniformes,Elasmobranchii,Cetorhinidae,Cetorhinus
3456,UN-CON-BON-Annex I,Aythya nyroca,"Aythya nyroca (Güldenstädt, 1770)","Aythya nyroca (Güldenstädt, 1770)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Aythya
3463,UN-CON-BON-Annex I,Branta ruficollis,"Branta ruficollis Pallas, 1769","Branta ruficollis Pallas, 1769",Animalia,Chordata,Anseriformes,Aves,Anatidae,Branta
3479,UN-CON-BON-Annex I,Aquila clanga,"Aquila clanga Pallas, 1811","Aquila clanga Pallas, 1811",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Aquila
3508,UN-CON-BON-Annex I,Anas formosa,"Anas formosa Georgi, 1775","Anas formosa Georgi, 1775",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3518,UN-CON-BON-Annex I,Anser erythropus,"Anser erythropus (Linnaeus, 1758)","Anser erythropus (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
3572,UN-CON-BON-Annex I,Pelecanus onocrotalus,"Pelecanus onocrotalus Linnaeus, 1758","Pelecanus onocrotalus Linnaeus, 1758",Animalia,Chordata,Pelecaniformes,Aves,Pelecanidae,Pelecanus
3600,UN-CON-BON-Annex I,Numenius tenuirostris,"Numenius tenuirostris Vieillot, 1817","Numenius tenuirostris Vieillot, 1817",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Numenius
3609,UN-CON-BON-Annex I,Otis tarda,"Otis tarda Linnaeus, 1758","Otis tarda Linnaeus, 1758",Animalia,Chordata,Otidiformes,Aves,Otididae,Otis
3612,UN-CON-BON-Annex I,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)","Oxyura leucocephala (Scopoli, 1769)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Oxyura
3625,UN-CON-BON-Annex I,Haliaeetus leucoryphus,"Haliaeetus leucoryphus (Pallas, 1771)","Haliaeetus leucoryphus (Pallas, 1771)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Haliaeetus
3627,UN-CON-BON-Annex I,Vanellus gregarius,"Vanellus gregarius (Pallas, 1771)","Vanellus gregarius (Pallas, 1771)",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Vanellus
15960,UN-CON-BON-Annex I,Physeter macrocephalus,"Physeter macrocephalus Linnaeus, 1758","Physeter macrocephalus Linnaeus, 1758",Animalia,Chordata,Cetacea,Mammalia,Physeteridae,Physeter
16129,UN-CON-BON-Annex I,Eretmochelys imbricata,"Eretmochelys imbricata (Linnaeus, 1766)","Eretmochelys imbricata (Linnaeus, 1766)",Animalia,Chordata,Testudines,Reptilia,Cheloniidae,Eretmochelys
16130,UN-CON-BON-Annex I,Lepidochelys olivacea,"Lepidochelys olivacea (Eschscholtz, 1829)","Lepidochelys olivacea (Eschscholtz, 1829)",Animalia,Chordata,Testudines,Reptilia,Cheloniidae,Lepidochelys
46184,UN-CON-BON-Annex I,Anser cygnoides,"Anser cygnoides (Linnaeus, 1758)","Anser cygnoides (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
47796,UN-CON-BON-Annex I,Balaenoptera musculus,"Balaenoptera musculus (Linnaeus, 1758)","Balaenoptera musculus (Linnaeus, 1758)",Animalia,Chordata,Cetacea,Mammalia,Balaenopteridae,Balaenoptera
47797,UN-CON-BON-Annex I,Megaptera novaeangliae,"Megaptera novaeangliae (Borowski, 1781)","Megaptera novaeangliae (Borowski, 1781)",Animalia,Chordata,Cetacea,Mammalia,Balaenopteridae,Megaptera
48041,UN-CON-BON-Annex I,Caretta caretta,"Caretta caretta (Linnaeus, 1758)","Caretta caretta (Linnaeus, 1758)",Animalia,Chordata,Testudines,Reptilia,Cheloniidae,Caretta
48042,UN-CON-BON-Annex I,Dermochelys coriacea,"Dermochelys coriacea (Vandelli, 1761)","Dermochelys coriacea (Vandelli, 1761)",Animalia,Chordata,Testudines,Reptilia,Dermochelyidae,Dermochelys
48293,UN-CON-BON-Annex I,Eubalaena glacialis,"Eubalaena glacialis (Müller, 1776)","Eubalaena glacialis (Müller, 1776)",Animalia,Chordata,Cetacea,Mammalia,Balaenidae,Eubalaena
49388,UN-CON-BON-Annex I,Calidris canutus,"Calidris canutus (Linnaeus, 1758)","Calidris canutus (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Calidris
49450,UN-CON-BON-Annex I,Acipenser sturio,"Acipenser sturio Linnaeus, 1758","Acipenser sturio Linnaeus, 1758",Animalia,Chordata,Acipenseriformes,Actinopterygii,Acipenseridae,Acipenser
49527,UN-CON-BON-Annex I,Delphinus delphis,"Delphinus delphis Linnaeus, 1758","Delphinus delphis Linnaeus, 1758",Animalia,Chordata,Cetacea,Mammalia,Delphinidae,Delphinus
49529,UN-CON-BON-Annex I,Balaenoptera borealis,"Balaenoptera borealis Lesson, 1828","Balaenoptera borealis Lesson, 1828",Animalia,Chordata,Cetacea,Mammalia,Balaenopteridae,Balaenoptera
49533,UN-CON-BON-Annex I,Balaenoptera physalus,"Balaenoptera physalus (Linnaeus, 1758)","Balaenoptera physalus (Linnaeus, 1758)",Animalia,Chordata,Cetacea,Mammalia,Balaenopteridae,Balaenoptera
49584,UN-CON-BON-Annex I,Puffinus mauretanicus,"Puffinus mauretanicus Lowe, 1921","Puffinus mauretanicus Lowe, 1921",Animalia,Chordata,Procellariiformes,Aves,Procellariidae,Puffinus
2038,UN-CON-BON-Annex II,Charadrius leschenaultii,"Charadrius leschenaultii Lesson, 1826","Charadrius leschenaultii Lesson, 1826",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Charadrius
2039,UN-CON-BON-Annex II,Chlidonias leucopterus,"Chlidonias leucopterus (Temminck, 1815)","Chlidonias leucopterus (Temminck, 1815)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Chlidonias
2040,UN-CON-BON-Annex II,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)","Ciconia ciconia (Linnaeus, 1758)",Animalia,Chordata,Ciconiiformes,Aves,Ciconiidae,Ciconia
2055,UN-CON-BON-Annex II,Ciconia nigra,"Ciconia nigra (Linnaeus, 1758)","Ciconia nigra (Linnaeus, 1758)",Animalia,Chordata,Ciconiiformes,Aves,Ciconiidae,Ciconia
2060,UN-CON-BON-Annex II,Glareola nordmanni,"Glareola nordmanni Fischer von Waldheim, 1842","Glareola nordmanni Fischer von Waldheim, 1842",Animalia,Chordata,Charadriiformes,Aves,Glareolidae,Glareola
2061,UN-CON-BON-Annex II,Glareola pratincola,"Glareola pratincola (Linnaeus, 1766)","Glareola pratincola (Linnaeus, 1766)",Animalia,Chordata,Charadriiformes,Aves,Glareolidae,Glareola
2081,UN-CON-BON-Annex II,Ixobrychus minutus,"Ixobrychus minutus (Linnaeus, 1766)","Ixobrychus minutus (Linnaeus, 1766)",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Ixobrychus
2082,UN-CON-BON-Annex II,Gavia adamsii,"Gavia adamsii (G.R.Gray, 1859)","Gavia adamsii (G.R.Gray, 1859)",Animalia,Chordata,Gaviiformes,Aves,Gaviidae,Gavia
2100,UN-CON-BON-Annex II,Charadrius dubius,"Charadrius dubius Scopoli, 1786","Charadrius dubius Scopoli, 1786",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Charadrius
2112,UN-CON-BON-Annex II,Burhinus oedicnemus,"Burhinus oedicnemus (Linnaeus, 1758)","Burhinus oedicnemus (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Burhinidae,Burhinus
2132,UN-CON-BON-Annex II,Threskiornis aethiopicus,"Threskiornis aethiopicus (Latham, 1790)","Threskiornis aethiopicus (Latham, 1790)",Animalia,Chordata,Pelecaniformes,Aves,Threskiornithidae,Threskiornis
2152,UN-CON-BON-Annex II,Pelecanus crispus,"Pelecanus crispus Bruch, 1832","Pelecanus crispus Bruch, 1832",Animalia,Chordata,Pelecaniformes,Aves,Pelecanidae,Pelecanus
2871,UN-CON-BON-Annex II,Sterna caspia,"Sterna caspia Pallas, 1770","Hydroprogne caspia (Pallas, 1770)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Hydroprogne
2881,UN-CON-BON-Annex II,Platalea leucorodia,"Platalea leucorodia Linnaeus, 1758","Platalea leucorodia Linnaeus, 1758",Animalia,Chordata,Pelecaniformes,Aves,Threskiornithidae,Platalea
2883,UN-CON-BON-Annex II,Plegadis falcinellus,"Plegadis falcinellus (Linnaeus, 1766)","Plegadis falcinellus (Linnaeus, 1766)",Animalia,Chordata,Pelecaniformes,Aves,Threskiornithidae,Plegadis
2884,UN-CON-BON-Annex II,Pluvialis apricaria,"Pluvialis apricaria (Linnaeus, 1758)","Pluvialis apricaria (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Pluvialis
2886,UN-CON-BON-Annex II,Pluvialis fulva,"Pluvialis fulva (Gmelin, 1789)","Pluvialis fulva (Gmelin, 1789)",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Pluvialis
2895,UN-CON-BON-Annex II,Porzana parva,"Porzana parva (Scopoli, 1769)","Porzana parva (Scopoli, 1769)",Animalia,Chordata,Gruiformes,Aves,Rallidae,Porzana
2896,UN-CON-BON-Annex II,Porzana porzana,"Porzana porzana Linnaeus, 1758","Porzana porzana Linnaeus, 1758",Animalia,Chordata,Gruiformes,Aves,Rallidae,Porzana
2900,UN-CON-BON-Annex II,Pluvialis dominica,"Pluvialis dominica Mueller, 1776","Pluvialis dominica Mueller, 1776",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Pluvialis
2921,UN-CON-BON-Annex II,Vanellus vanellus,"Vanellus vanellus (Linnaeus, 1758)","Vanellus vanellus (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Vanellus
2932,UN-CON-BON-Annex II,Streptopelia turtur,"Streptopelia turtur (Linnaeus, 1758)","Streptopelia turtur (Linnaeus, 1758)",Animalia,Chordata,Columbiformes,Aves,Columbidae,Streptopelia
3245,UN-CON-BON-Annex II,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)","Cetorhinus maximus (Gunnerus, 1765)",Animalia,Chordata,Lamniformes,Elasmobranchii,Cetorhinidae,Cetorhinus
3427,UN-CON-BON-Annex II,Coturnix coturnix,"Coturnix coturnix (Linnaeus, 1758)","Coturnix coturnix (Linnaeus, 1758)",Animalia,Chordata,Galliformes,Aves,Phasianidae,Coturnix
3428,UN-CON-BON-Annex II,Crex crex,"Crex crex (Linnaeus, 1758)","Crex crex (Linnaeus, 1758)",Animalia,Chordata,Gruiformes,Aves,Rallidae,Crex
3459,UN-CON-BON-Annex II,Botaurus stellaris,"Botaurus stellaris (Linnaeus, 1758)","Botaurus stellaris (Linnaeus, 1758)",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Botaurus
3534,UN-CON-BON-Annex II,Merops apiaster,"Merops apiaster Linnaeus, 1758","Merops apiaster Linnaeus, 1758",Animalia,Chordata,Coraciiformes,Aves,Meropidae,Merops
3566,UN-CON-BON-Annex II,Larus ichthyaetus,"Larus ichthyaetus Pallas, 1773","Ichthyaetus ichthyaetus (Pallas, 1773)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Ichthyaetus
3572,UN-CON-BON-Annex II,Pelecanus onocrotalus,"Pelecanus onocrotalus Linnaeus, 1758","Pelecanus onocrotalus Linnaeus, 1758",Animalia,Chordata,Pelecaniformes,Aves,Pelecanidae,Pelecanus
3579,UN-CON-BON-Annex II,Phalacrocorax pygmeus,"Phalacrocorax pygmeus (Pallas, 1773)","Microcarbo pygmeus (Pallas, 1773)",Animalia,Chordata,Suliformes,Aves,Phalacrocoracidae,Microcarbo
3595,UN-CON-BON-Annex II,Muscicapa striata,"Muscicapa striata (Pallas, 1764)","Setophaga striata (J.R.Forster, 1772)",Animalia,Chordata,Passeriformes,Aves,Parulidae,Setophaga
3609,UN-CON-BON-Annex II,Otis tarda,"Otis tarda Linnaeus, 1758","Otis tarda Linnaeus, 1758",Animalia,Chordata,Otidiformes,Aves,Otididae,Otis
3614,UN-CON-BON-Annex II,Pandion haliaetus,"Pandion haliaetus (Linnaeus, 1758)","Pandion haliaetus (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Pandionidae,Pandion
3627,UN-CON-BON-Annex II,Vanellus gregarius,"Vanellus gregarius (Pallas, 1771)","Vanellus gregarius (Pallas, 1771)",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Vanellus
3628,UN-CON-BON-Annex II,Vanellus leucurus,"Vanellus leucurus (Lichtenstein, 1823)","Vanellus leucurus (Lichtenstein, 1823)",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Vanellus
3630,UN-CON-BON-Annex II,Coracias garrulus,"Coracias garrulus Linnaeus, 1758","Coracias garrulus Linnaeus, 1758",Animalia,Chordata,Coraciiformes,Aves,Coraciidae,Coracias
5629,UN-CON-BON-Annex II,Monodon monoceros,"Monodon monoceros Linnaeus, 1758","Monodon monoceros Linnaeus, 1758",Animalia,Chordata,Cetacea,Mammalia,Monodontidae,Monodon
